year,city,sector,stage,investor_type_mix,new_or_existing,capital_inr_mn,rounds,disclosed_only,notes
2021,Mumbai,foodtech/cloud kitchen,Series F,Sovereign/Govt,new_or_mixed,13037.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Kolkata,fintech/microfinance,Equity Raise,unknown,new_or_mixed,12516.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,fintech infra,Series E,Sovereign/Govt/VC/growth,new_or_mixed,11920.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Gurugram,B2B supply-chain commerce / fintech,Series E,Investment Firm/Sovereign/Govt/VC,new_or_mixed,11920.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,AI / computer vision / fleet safety telematics,Series C,/CVC-corporate/VC,new_or_mixed,11175.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,b2b manufacturing,Series E,Hedge Fund,new_or_mixed,11175.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Noida,healthtech saas/ai,Series E,unknown,new_or_mixed,11175.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,gaming / esports,Series E,,new_or_mixed,11175.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,fitness/healthtech,Series F,/Sovereign/VC,new_or_mixed,10802.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,agritech supply chain,Series D-II,unknown,new_or_mixed,10802.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,Mobility / road transport tech,Series J,unknown,new_or_mixed,10355.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Chennai,saas/billing,Series G,/Hedge Fund/Software-focused VC/growth,new_or_mixed,9312.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Ahmedabad,enterprise tech / events,Series B,unknown,new_or_mixed,9312.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Noida,B2B e-commerce / industrial supply chain,Series E,/VC/growth,new_or_mixed,8940.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,New Delhi,fintech payments/lending,Series D,unknown,new_or_mixed,8046.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Noida,healthtech saas/ai,Series D,unknown,new_or_mixed,7822.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,logistics,Series E,/Hedge Fund/VC/VC,new_or_mixed,7524.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,AI / conversational SaaS,Series F,growth,new_or_mixed,7450.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,edtech live classes,Series E (unicorn),Impact Investing Fund,new_or_mixed,7450.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,hr-tech/jobs,Series C,unknown,existing,7450.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Thane,B2B construction materials,Series B,/VC/growth,new_or_mixed,7450.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Noida,fintech,Series F,,new_or_mixed,7450.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Delhi NCR,consumer electronics,Series B,unknown,new_or_mixed,7450.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Gurugram,healthtech (elective surgery chain),Series E,Hedge Fund/VC/PE/VC,new_or_mixed,7450.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,media (Josh/Dailyhunt),Series H,Sovereign/Govt/VC,new_or_mixed,7450.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Gurugram,auto marketplace | used cars,Series G (debt),,new_or_mixed,7450.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,"Bengaluru, Karnataka",B2B ecommerce (food & grocery),Series C,unknown,new_or_mixed,6332.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,fintech wealthtech,Series D,/VC/growth,new_or_mixed,6183.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Pune,SaaS / contract lifecycle management,Series F,/VC/family office/PE,new_or_mixed,5960.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Hyderabad,Beauty-Tech SaaS,Series D,/PE/Superannuation,new_or_mixed,5960.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Hyderabad,Beauty-Tech SaaS,Series D - II,/PE/Superannuation,new_or_mixed,5960.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,fintech lending,Series C (tranche 1),/VC/family office/PE,new_or_mixed,5587.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,fitness/healthtech,Series E,/Corporate Venture,new_or_mixed,5587.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,fintech lending,Series C (tranche 2),/PE,new_or_mixed,5215.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,hr-tech/jobs,Series B,unknown,new_or_mixed,5215.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Pune,agritech / crop inputs,Series D,/Asset Management/CVC-corporate/VC/Venture Capital,new_or_mixed,5215.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,"Bengaluru, Karnataka",B2B ecommerce (food & grocery),Series C,/VC/Venture Capital,new_or_mixed,5200.1,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,fintech payments infrastructure,Series C,/VC,new_or_mixed,4470.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,Home interiors marketplace,Series F (first tranche),/PE/VC,new_or_mixed,4306.1,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,edtech study-abroad,Series C,VC,new_or_mixed,4097.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Gurugram,healthtech (elective surgery chain),Series D,PE/VC,new_or_mixed,3948.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series C,/VC,new_or_mixed,3874.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,gaming diversified,Post-IPO,/Sovereign/Govt,new_or_mixed,3149.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,foodtech cloud kitchen,Series D,growth,new_or_mixed,2980.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,wealthtech / financial services,angel/seed,,new_or_mixed,2980.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,WealthTech,Series C,/Corporate/Financial Services/PE/VC/family office/PE,new_or_mixed,2980.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Hyderabad,edge-ai chips,Series B,unknown,new_or_mixed,2607.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,aviation,seed,,new_or_mixed,2607.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,gaming rmg,Series B,,new_or_mixed,2235.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,edtech robotics / consumer AI robots,Series B,/Financial Services/Venture Capital,new_or_mixed,2160.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,fintech/broking,Series C (extension tranche; part of ~$200M round context),unknown,new_or_mixed,1862.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,crypto/fintech,Series B,growth,new_or_mixed,1862.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Gurugram,logistics,Acquisition (Spoton),,new_or_mixed,1600.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,agritech (dairy tech),Series C,/Corporate VC/VC,new_or_mixed,1341.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,healthtech / wearables,Series A,/Angel Investor/Hedge Fund/VC,new_or_mixed,1303.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,edtech study-abroad,Series B,VC,new_or_mixed,1266.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,crypto/fintech,Series A,/VC,new_or_mixed,1117.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,San Francisco / Pleasanton,AI / meeting transcription,Series A,unknown,new_or_mixed,1043.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,gaming diversified,Series C (pre-IPO),/Hedge Fund,new_or_mixed,1020.3,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,foodtech cloud kitchen,Series A,,new_or_mixed,968.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,SaaS / CRM,Series B extension,/Other/PE/Sovereign/Govt,new_or_mixed,931.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,hr-tech/jobs,Series A,unknown,new_or_mixed,931.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,gaming rmg,Series A (second tranche),,new_or_mixed,745.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,gaming rmg,Series A,,new_or_mixed,700.9,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,spacetech,Seed,/VC,new_or_mixed,543.9,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,healthtech / femtech D2C wellness,pre-Series B,VC,new_or_mixed,529.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,d2c / baby tech,Seed,,new_or_mixed,521.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,F&B / coffee chain (QSR),Series A,unknown,new_or_mixed,447.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Noida,fintech,Series D,/Hedge Fund/Sovereign/VC,new_or_mixed,409.8,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,healthtech pharmacy,Series A,/CVC-corporate,new_or_mixed,372.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,WealthTech / Investment Tech,Pre-Series A,,new_or_mixed,372.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,"Bengaluru, Karnataka",B2B ecommerce (food & grocery),Venture Debt,Venture Debt,new_or_mixed,356.9,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Gurugram,healthtech surgical care,Seed,/VC/Venture Capital,new_or_mixed,342.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Delhi,climate energy efficiency,Series A,,new_or_mixed,305.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Kolkata,ecommerce / home decor D2C,Series A,VC,new_or_mixed,298.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,spacetech ssa,Seed,unknown,new_or_mixed,186.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,gaming livestream / social entertainment / micro-drama,Seed,,new_or_mixed,156.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Bengaluru,d2c / baby tech,Conventional Debt,unknown,new_or_mixed,137.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,mobility / used-car leasing,Pre-Series A,,new_or_mixed,55.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,D2C Beauty / Skincare,Seed,Venture Capital,new_or_mixed,54.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Ahmedabad,d2c baby products,Series A,,new_or_mixed,40.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,mobility / used-car leasing,Bridge Round,,new_or_mixed,20.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2021,Mumbai,gaming (real-money skill gaming),Angel,,new_or_mixed,2.7,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,media (Josh/Dailyhunt),Series J,,new_or_mixed,63192.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Gurugram,logistics,IPO,unknown,new_or_mixed,52350.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Delhi NCR,consumer electronics,Private placement,Other,new_or_mixed,39250.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,media (Josh/Dailyhunt),Series I,/CVC-corporate/Sovereign/Govt/VC/corporate VC,new_or_mixed,35325.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,enterprise AI/analytics,Series D (TPG),PE,new_or_mixed,28260.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,edtech exec education,Debt financing,,new_or_mixed,27475.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,social media,Series H,unknown,new_or_mixed,20017.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Noida,B2B e-commerce / industrial supply chain,Series F,/Investment Firm/growth,new_or_mixed,19625.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Chennai,saas/billing,Series H,/Hedge Fund/Software-focused VC/VC/growth,new_or_mixed,19625.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Gurugram,B2B supply-chain commerce / fintech,Oxyzo Series A,/Investment Firm/VC/growth,new_or_mixed,15700.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,Home interiors marketplace,Series F,unknown,new_or_mixed,14130.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,Home interiors marketplace,Series F (second tranche),/VC,new_or_mixed,14130.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series D,unknown,new_or_mixed,14130.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,SaaS / CRM,Series C,/Other/PE/Sovereign/Govt,new_or_mixed,12010.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Noida,fintech,Series F,unknown,new_or_mixed,11775.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,agritech supply chain,Growth (Flipkart/Walmart-led $145M),CVC-corporate,new_or_mixed,11382.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,fintech,Series F,/Investment Firm/Sovereign/Govt/VC/growth,new_or_mixed,10990.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,SaaS/customer engagement,CPEF (Conflict/Unverified),VC,new_or_mixed,9812.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Pune,fintech lending,Series D,unknown,new_or_mixed,8635.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,SaaS/customer engagement,Series D,/growth,new_or_mixed,8242.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,gaming rmg,Series B (total),,new_or_mixed,8007.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,quick commerce,Series B,VC,new_or_mixed,7850.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,media-tech SaaS,Series F-II,growth equity,new_or_mixed,7850.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,SaaS / API platform (GraphQL),Series C,VC,new_or_mixed,7850.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Noida,EdTech,Series A,/VC,new_or_mixed,7850.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Pune,logistics,Series F,/PE/VC,new_or_mixed,7850.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,fintech / travel-fintech,Series C,/VC,new_or_mixed,7850.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,Mobility / EV,Series B,Corporate,new_or_mixed,6530.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,Mobility / EV,Series B,unknown,new_or_mixed,6437.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,social media,Series H (add-on),/Investment/Sovereign/corporate VC,new_or_mixed,6123.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,SaaS / customer engagement,Series E,/CVC-corporate/Hedge Fund/PE/VC,new_or_mixed,6044.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,fintech / digital lending,Series E,/PE/growth,new_or_mixed,5887.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,gaming (real-money skill gaming),Venture round (unicorn),/Other/growth,existing,5887.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,gaming (real-money skill gaming),Series C (unicorn),/Hedge Fund/VC,new_or_mixed,5887.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,edtech study-abroad,Series D,/Hedge Fund/VC,new_or_mixed,5887.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Hyderabad,HR-tech SaaS,Series D,,new_or_mixed,5652.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,gaming rmg,Series B (extension),,new_or_mixed,5652.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Gurugram,logistics,IPO,,new_or_mixed,5235.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,AI / computer vision / fleet safety telematics,Debt/mezzanine,,new_or_mixed,5102.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,foodtech cloud kitchen,Series B,/VC/Venture Capital/Venture Debt,new_or_mixed,4867.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,quick commerce,Series A,Accelerator/Micro-VC/VC,new_or_mixed,4710.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Delhi,ev commercial,Series C,/Sovereign/Govt/VC,new_or_mixed,4710.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Noida,agritech / post-harvest,Series C,,new_or_mixed,4710.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Hyderabad,spacetech launch,Series B,unknown,new_or_mixed,4003.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Noida,fintech,Series F,/Sovereign/VC,new_or_mixed,3925.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,foodtech cloud kitchen,Series C,/VC/Venture Capital/Venture Debt,new_or_mixed,3925.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,d2c beauty,Series D,PE,new_or_mixed,3925.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,gaming (real-money skill gaming),UNKNOWN,unknown,new_or_mixed,3768.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,ai ecommerce growth,Series A,,new_or_mixed,3140.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Pune,agritech / crop inputs,Series E,/Asset Management/CVC-corporate/Sovereign/Govt/VC/Venture Capital,new_or_mixed,3140.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,WealthTech / Investment Tech,Series A,/VC,new_or_mixed,2512.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,proptech / flex workspace (managed offices),Series B,/Angel Investor/VC,new_or_mixed,2355.1,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,fintech/card infra,Series C,CVC-corporate,new_or_mixed,2355.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,foodtech cloud kitchen,Secondary,unknown,new_or_mixed,2355.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,fintech / travel-fintech,Series C,PE,new_or_mixed,2355.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,media (Josh/Dailyhunt),Series I (CPPIB tranche),,new_or_mixed,2198.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,spacetech,Series A,/VC,new_or_mixed,1962.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Gurugram,edtech / school SaaS / AI learning,Series A / debt mix,VC,new_or_mixed,1766.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,fintech/broking,Series A,VC,new_or_mixed,1727.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,healthtech pharmacy,Series B,unknown,new_or_mixed,1727.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,fintech/bnpl,debt+equity (unlettered),unknown,new_or_mixed,1648.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,F&B / coffee chain (QSR),Series B,VC,new_or_mixed,1648.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Noida,fintech,Corporate,,new_or_mixed,1570.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Chennai,SaaS (PSA / onboarding),Series A,unknown,existing,1413.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,fintech wealthtech,Series A,CVC-corporate/VC,new_or_mixed,1334.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,gaming livestream / social entertainment / micro-drama,Series A,/Venture Capital,new_or_mixed,1020.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,Mobility / EV,Debt,unknown,new_or_mixed,942.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,D2C luxury fashion / fashion-tech,Pre-Series D,,new_or_mixed,785.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,gaming studio,Series A,,new_or_mixed,785.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,agritech supply chain,Growth (STIC Investments),,new_or_mixed,722.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,fintech / credit cards,Seed,/VC,new_or_mixed,694.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,defence imaging / electro-optics,Venture Debt,,new_or_mixed,628.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,ai ecommerce growth,Seed,unknown,new_or_mixed,560.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,fintech cross-border payments,Seed,/VC,new_or_mixed,408.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,spacetech analytics,Pre-Series A,/Other,new_or_mixed,392.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,d2c travel goods,Series A,/Venture Debt,new_or_mixed,389.4,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Hyderabad,spacetech launch,Series B (early tranche; Sherpalo participated),unknown,new_or_mixed,353.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,robotics vision,Pre-Series A,/PE/VC/VC/Venture Capital,new_or_mixed,353.2,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,D2C Beauty / Skincare,Seed,VC/Venture Capital,new_or_mixed,314.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,healthtech,Seed,/Accelerator/VC,new_or_mixed,157.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,mobility / used-car leasing,Equity,,new_or_mixed,157.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Bengaluru,insurtech / B2B commercial insurance,Seed,,new_or_mixed,157.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Mumbai,ev two-wheeler,Series A,,new_or_mixed,52.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2022,Hyderabad,proptech / property title search,pre-seed,unknown,new_or_mixed,19.5,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Kolkata,fintech/microfinance,PE Share Sale (CCPS),,new_or_mixed,60444.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,ecommerce,primary,CVC-corporate,new_or_mixed,49680.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Mumbai,aviation,planned,unknown,new_or_mixed,33120.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,fintech payments,growth/secondary,/CVC-corporate/growth/growth equity,new_or_mixed,28980.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,fintech lending,Series D extension,Sovereign/Govt,new_or_mixed,16560.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,fintech lending,Series D,/PE/Sovereign/Govt/VC/family office/PE,new_or_mixed,16560.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Mumbai,quick commerce,Series C,/VC,new_or_mixed,16560.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Gurugram,insurtech,Series A,/VC,new_or_mixed,12420.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,fintech payments,growth/secondary mix,/CVC-corporate/growth/growth equity,new_or_mixed,8280.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Pune,logistics,Series G,/PE/VC,new_or_mixed,6624.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Mumbai,wealthtech / financial services,Series A,VC,new_or_mixed,5898.0,2,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Bengaluru,D2C pet food / consumer goods,Private Equity minority,unknown,new_or_mixed,4968.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
2023,Gurugram,insurtech,Series B,/VC,new_or_mixed,4968.0,1,True,FUNDING.amount_inr_mn sum; investor types from INVESTORS join
