startup_id,metric,period,value,unit,currency,source_id,value_type,confidence
S0100,revenue from operations,FY25,489.9,crore,INR,SRC01786,press-quoted-filing,
S0100,revenue from operations,FY26,557.83,crore,INR,SRC01786,press-quoted-filing,
S0100,revenue_from_operations,FY23,93.08,crore,INR,SRC01787,press-quoted-filing,MEDIUM
S0100,revenue_from_operations,FY24,504.37,crore,INR,SRC01786,press-quoted-filing,HIGH
S0100,ebitda,FY24,31.63,crore,INR,SRC01786,press-quoted-filing,HIGH
S0100,pat,FY24,-47.71,crore,INR,SRC01786,press-quoted-filing,HIGH
S0100,revenue_from_operations,FY25,489.9,crore,INR,SRC01786,press-quoted-filing,HIGH
S0100,ebitda,FY25,41.98,crore,INR,SRC01786,press-quoted-filing,HIGH
S0100,pat,FY25,-188.38,crore,INR,SRC01786,press-quoted-filing,HIGH
S0100,net_loss,FY25,188.6,crore,INR,SRC01788,press-quoted-filing,HIGH
S0100,revenue_from_operations,FY26,557.83,crore,INR,SRC01786,press-quoted-filing,HIGH
S0100,ebitda,FY26,30.37,crore,INR,SRC01786,press-quoted-filing,HIGH
S0100,pat,FY26,-285.39,crore,INR,SRC01786,press-quoted-filing,HIGH
S0100,revenue_range,FY25,4659.0,lakh,INR,SRC01787,press-quoted-filing,LOW
S0101,revenue (management-quoted),FY24,325.0,crore,INR,SRC01797,management,
S0101,operating revenue (mca-cited),FY26,461.0,crore,INR,SRC01794,press-quoted-filing,
S0102,paid-up capital (pre-raise snapshot),FY25,34.95,crore,INR,SRC01803,press-quoted-filing,
S0103,revenue,FY25,1.1,crore,INR,SRC01809,press-quoted-filing,MEDIUM
S0104,revenue,FY25,4794409.82,USD,USD,SRC01826,press-quoted-filing,MEDIUM
S0104,total_revenue,FY25,4794409.82,USD,USD,SRC01817,press-quoted-filing,MEDIUM
S0104,revenue_range,FY25,10.0,crore,INR,SRC01817,press-quoted-filing,MEDIUM
S0105,revenue,FY25,36.1,crore,INR,SRC01829,press-quoted-filing,HIGH
S0105,net_loss,FY25,116.3,crore,INR,SRC01829,press-quoted-filing,HIGH
S0106,operating_revenue,FY25,746.0,crore,INR,SRC01840,press-quoted-filing,HIGH
S0106,net_loss,FY25,170.0,crore,INR,SRC01840,press-quoted-filing,HIGH
S0106,total_revenue,FY23,411.5,crore,INR,SRC01845,press-quoted-filing,HIGH
S0106,net_loss,FY23,342.7,crore,INR,SRC01845,press-quoted-filing,HIGH
S0106,operating_revenue,FY24,585.1,crore,INR,SRC01844,press-quoted-filing,HIGH
S0106,total_income,FY24,635.09,crore,INR,SRC01845,press-quoted-filing,HIGH
S0106,net_loss,FY24,172.6,crore,INR,SRC01844,press-quoted-filing,HIGH
S0106,operating_revenue,FY25,745.8,crore,INR,SRC01843,DRHP,HIGH
S0106,net_loss,FY25,169.9,crore,INR,SRC01843,DRHP,HIGH
S0106,total_revenue,FY25,775.49,crore,INR,SRC01856,press-quoted-filing,MEDIUM
S0107,net_revenue (range across wealthtech peer reporting),FY25,30.0,crore,INR,SRC01868,press-quoted-filing,MEDIUM
S0108,annual_revenue_band,FY25,0.0,INR Cr,INR,SRC01872,press-quoted-filing,LOW
S0108,annual_revenue_band,FY25,10.0,crore,INR,SRC01872,press-quoted-filing,LOW
S0109,operating_revenue,FY25,69.5,INR Cr,INR,SRC01878,press-quoted-filing,HIGH
S0109,operating_revenue,FY24,4.8,crore,INR,SRC01899,press-quoted-filing,MEDIUM
S0109,net_loss,FY24,99.1,crore,INR,SRC01899,press-quoted-filing,MEDIUM
S0109,operating_revenue,FY25,69.5,crore,INR,SRC01878,press-quoted-filing,HIGH
S0109,total_revenue,FY25,75.8,crore,INR,SRC01878,press-quoted-filing,HIGH
S0109,net_loss,FY25,98.5,crore,INR,SRC01878,press-quoted-filing,HIGH
S0109,marketing_expense,FY25,59.0,crore,INR,SRC01887,press-quoted-filing,HIGH
S0109,arr,FY26,230.0,million,USD,SRC01877,press-quoted-filing,MEDIUM
S0110,operating_revenue,FY25,518.0,INR Cr,INR,SRC01912,press-quoted-filing,HIGH
S0110,total_revenue,FY23,1650000000.0,INR,INR,SRC01929,press-quoted-filing,HIGH
S0110,operating_revenue,FY24,2736000000.0,INR,INR,SRC01916,press-quoted-filing,HIGH
S0110,operating_revenue,FY25,5180000000.0,INR,INR,SRC01912,press-quoted-filing,HIGH
S0110,total_income,FY25,5230000000.0,INR,INR,SRC01930,press-quoted-filing,HIGH
S0110,current_assets,FY25,2910000000.0,INR,INR,SRC01930,press-quoted-filing,HIGH
S0110,revenue_guidance,FY26,8500000000.0,INR,INR,SRC01919,management,MEDIUM
S0112,total_revenue,FY24,4232.0,crore,INR,SRC01948,press-quoted-filing,MEDIUM
S0112,pat,FY24,-217.1,crore,INR,SRC01948,press-quoted-filing,MEDIUM
S0112,operating_revenue,FY25,681.5,million,USD,SRC01947,press-quoted-filing,MEDIUM
S0112,total_revenue,FY25,692.8,million,USD,SRC01947,press-quoted-filing,MEDIUM
S0112,loss,FY25,-11.3,million,USD,SRC01947,press-quoted-filing,MEDIUM
S0112,revenue_standalone,FY25,4946.6,crore,INR,SRC01949,press-quoted-filing,MEDIUM
S0112,pat_standalone,FY25,-127.0,crore,INR,SRC01949,press-quoted-filing,MEDIUM
S0114,revenue from operations,FY26,3900.0,crore,INR,SRC01972,audited,HIGH
S0114,net loss,FY26,22.0,crore,INR,SRC01974,press-quoted-filing,HIGH
S0114,revenue from operations,FY25,2886.0,crore,INR,SRC01976,press-quoted-filing,HIGH
S0116,revenue from operations,FY26,4755.0,crore,INR,SRC01987,press-quoted-filing,HIGH
S0116,pat (profit after tax),FY26,126.0,crore,INR,SRC01987,press-quoted-filing,HIGH
S0116,revenue from operations,FY25,2938.0,crore,INR,SRC01992,press-quoted-filing,HIGH
S0116,revenue from operations (q1 fy27),FY25,1358.0,crore,INR,SRC01983,press-quoted-filing,HIGH
S0118,revenue,FY25,126.0,crore,INR,SRC02002,press-quoted-filing,HIGH
S0118,net profit,FY25,4.1,INR,INR,SRC02002,press-quoted-filing,MEDIUM
S0118,revenue,FY23,134.9,crore,INR,SRC02010,press-quoted-filing,MEDIUM
S0118,total_revenue,FY23,1310000000.0,INR,INR,SRC02005,press-quoted-filing,MEDIUM
S0118,total_revenue,FY24,865000000.0,INR,INR,SRC02005,press-quoted-filing,MEDIUM
S0118,total_revenue,FY24,993000000.0,INR,INR,SRC02009,press-quoted-filing,MEDIUM
S0118,total_revenue,FY25,1255000000.0,INR,INR,SRC02009,press-quoted-filing,MEDIUM
S0118,net_profit,FY25,346000000.0,INR,INR,SRC02009,press-quoted-filing,MEDIUM
S0118,total_expenses,FY25,896000000.0,INR,INR,SRC02009,press-quoted-filing,MEDIUM
S0118,total_assets,FY25,5962000000.0,INR,INR,SRC02009,press-quoted-filing,MEDIUM
S0118,ebitda,FY25,595000000.0,INR,INR,SRC02009,press-quoted-filing,MEDIUM
S0119,operating revenue,FY25,237.4,crore,INR,SRC02029,press-quoted-filing,HIGH
S0119,total revenue (incl other income),FY25,241.9,crore,INR,SRC02014,press-quoted-filing,HIGH
S0119,revenue,FY24,122.8,crore,INR,SRC02012,press-quoted-filing,HIGH
S0119,operating revenue,FY25,237.4,crore,INR,SRC02020,,HIGH
S0119,total revenue (incl other income),FY25,241.9,crore,INR,SRC02014,,HIGH
S0119,total expenses,FY25,350.6,crore,INR,SRC02020,,HIGH
S0119,revenue from rental,FY25,201.0,crore,INR,SRC02020,,HIGH
S0119,revenue from bike sales,FY25,22.67,crore,INR,SRC02020,,HIGH
S0119,revenue from manpower services,FY25,13.24,crore,INR,SRC02020,,HIGH
S0119,operating revenue,FY24,122.79,crore,INR,SRC02022,,HIGH
S0119,net loss,FY24,-142.83,crore,INR,SRC02022,,HIGH
S0119,operating revenue,FY23,46.58,crore,INR,SRC02012,,HIGH
S0119,operating revenue,FY21,13.7,crore,INR,SRC02018,,HIGH
S0120,total_revenue,FY25,336.0,crore,INR,SRC02036,press-quoted-filing,MEDIUM
S0120,total_revenue,FY25,39.77,million,USD,SRC02036,press-quoted-filing,MEDIUM
S0120,total_revenue,FY24,1100.0,crore,INR,SRC02051,estimate,LOW
S0123,revenue,FY25,206.0,crore,INR,SRC02076,press-quoted-filing,HIGH
S0123,revenue,FY24,83.0,INR Cr,INR,SRC02074,press-quoted-filing,HIGH
S0123,loss,FY25,73.0,crore,INR,SRC02076,press-quoted-filing,HIGH
S0123,revenue_from_operations,FY25,199.0,crore,INR,SRC02082,press-quoted-filing,HIGH
S0123,total_income,FY25,206.0,crore,INR,SRC02082,press-quoted-filing,HIGH
S0123,net_loss,FY25,73.0,crore,INR,SRC02082,press-quoted-filing,HIGH
S0123,total_expenses,FY25,279.0,crore,INR,SRC02082,press-quoted-filing,HIGH
S0123,revenue_from_operations,FY24,83.0,crore,INR,SRC02082,press-quoted-filing,HIGH
S0123,net_loss,FY24,55.0,crore,INR,SRC02082,press-quoted-filing,HIGH
S0123,cash_and_bank_balances,FY25,166.0,crore,INR,SRC02082,press-quoted-filing,HIGH
S0123,marketing_expense,FY25,106.0,crore,INR,SRC02082,press-quoted-filing,HIGH
S0123,employee_benefit_expenses,FY25,31.0,crore,INR,SRC02082,press-quoted-filing,HIGH
S0126,operating revenue,FY24,243.0,crore,INR,SRC02113,press-quoted-filing,MEDIUM
S0126,operating revenue (management-quoted),FY25,520.0,crore,INR,SRC02103,management,MEDIUM
S0126,operating revenue,FY24,243.0,crore,INR,SRC02113,press-quoted-filing,MEDIUM
S0126,operating revenue,FY25,498.0,crore,INR,SRC02106,press-quoted-filing,MEDIUM
S0126,net profit,FY25,-1.7,crore,INR,SRC02106,management,MEDIUM
S0126,operating revenue,FY26,900.0,crore,INR,SRC02106,management,MEDIUM
S0126,ebitda,FY26,22.5,crore,INR,SRC02106,management,MEDIUM
S0126,revenue target,FY27,1400.0,crore,INR,SRC02106,management,MEDIUM
S0128,total_revenue,FY25,10.0,crore,INR,SRC02127,press-quoted-filing,MEDIUM
S0128,authorized_share_capital,FY25,1.15,crore,INR,SRC02127,press-quoted-filing,HIGH
S0128,paidup_capital,FY25,1.14,crore,INR,SRC02127,press-quoted-filing,HIGH
S0130,operating_revenue,FY25,238.9,crore,INR,SRC02140,press-quoted-filing,MEDIUM
S0130,total_revenue,FY25,238.9,crore,INR,SRC02146,press-quoted-filing,HIGH
S0130,net_profit,FY25,-68.3,crore,INR,SRC02146,press-quoted-filing,HIGH
S0130,total_expenses,FY25,307.2,crore,INR,SRC02146,press-quoted-filing,MEDIUM
S0130,ebitda,FY25,-57.7,crore,INR,SRC02146,estimate,MEDIUM
S0130,total_revenue,FY24,177.0,crore,INR,SRC02145,press-quoted-filing,HIGH
S0130,net_profit,FY24,-49.65,crore,INR,SRC02145,press-quoted-filing,HIGH
S0130,total_revenue,FY23,110.0,crore,INR,SRC02145,press-quoted-filing,HIGH
S0130,total_assets,FY25,203.2,crore,INR,SRC02146,press-quoted-filing,MEDIUM
S0130,net_profit_margin,FY25,-28.6,percent,INR,SRC02146,estimate,MEDIUM
S0131,operating_revenue,FY25,14.42,crore,INR,SRC02160,press-quoted-filing,MEDIUM
S0131,net_loss,FY25,7.17,crore,INR,SRC02160,press-quoted-filing,MEDIUM
S0134,total_revenue,FY25,372.9,crore,INR,SRC02184,press-quoted-filing,MEDIUM
S0134,total_revenue,FY25,100.0,crore,INR,SRC02178,estimate,MEDIUM
S0135,revenue,FY25,8932.0,INR Cr,INR,SRC02212,press-quoted-filing,HIGH
S0135,pat,FY25,162.0,INR Cr,INR,SRC02212,press-quoted-filing,HIGH
S0135,revenue,Q1FY27,2931.0,INR Cr,INR,SRC02213,audited,HIGH
S0135,total_revenue,FY24,8142.0,crore,INR,SRC02212,press-quoted-filing,HIGH
S0135,ebitda,FY24,127.0,crore,INR,SRC02212,press-quoted-filing,HIGH
S0135,total_revenue,FY25,8932.0,crore,INR,SRC02212,press-quoted-filing,HIGH
S0135,net_profit,FY25,162.0,crore,INR,SRC02212,press-quoted-filing,HIGH
S0135,ebitda,FY25,376.0,crore,INR,SRC02212,press-quoted-filing,HIGH
S0135,total_revenue,FY26,10508.0,crore,INR,SRC02214,audited,HIGH
S0135,net_profit,FY26,153.0,crore,INR,SRC02214,audited,HIGH
S0135,ebitda,FY26,640.0,crore,INR,SRC02214,audited,HIGH
S0135,total_revenue,Q1FY26,2294.0,crore,INR,SRC02226,press-quoted-filing,HIGH
S0135,net_profit,Q1FY26,91.0,crore,INR,SRC02226,press-quoted-filing,HIGH
S0135,total_revenue,Q2FY26,2559.0,crore,INR,SRC02222,press-quoted-filing,HIGH
S0135,total_revenue,Q3FY26,2798.0,crore,INR,SRC02216,press-quoted-filing,HIGH
S0135,net_profit,Q3FY26,40.0,crore,INR,SRC02216,press-quoted-filing,HIGH
S0135,ebitda,Q3FY26,234.0,crore,INR,SRC02216,press-quoted-filing,HIGH
S0135,total_revenue,Q4FY26,2850.0,crore,INR,SRC02214,audited,HIGH
S0135,net_profit,Q4FY26,72.0,crore,INR,SRC02214,audited,HIGH
S0135,ebitda,Q4FY26,214.0,crore,INR,SRC02214,audited,HIGH
S0135,total_revenue,Q1FY27,2931.0,crore,INR,SRC02213,audited,HIGH
S0135,net_profit,Q1FY27,32.0,crore,INR,SRC02213,audited,HIGH
S0136,revenue,FY23,4.73,INR Cr,INR,SRC02232,press-quoted-filing,MEDIUM
S0138,revenue,FY25,6463.0,INR Cr,INR,SRC02249,management,HIGH
S0138,pat,FY25,623.0,INR Cr,INR,SRC02249,management,HIGH
S0138,adjusted ebitda,FY25,1132.0,INR Cr,INR,SRC02249,management,HIGH
S0138,total_revenue,FY25,6253.0,crore,INR,SRC02251,press-quoted-filing,HIGH
S0138,pat,FY25,245.0,crore,INR,SRC02251,press-quoted-filing,HIGH
S0138,adjusted_ebitda,FY25,1132.0,crore,INR,SRC02257,management,MEDIUM
S0138,total_expenses,FY25,6660.0,crore,INR,SRC02251,press-quoted-filing,HIGH
S0138,finance_costs,FY25,959.0,crore,INR,SRC02251,press-quoted-filing,HIGH
S0138,depreciation_amortisation,FY25,484.0,crore,INR,SRC02251,press-quoted-filing,HIGH
S0138,deferred_tax_gain,FY25,767.0,crore,INR,SRC02251,press-quoted-filing,HIGH
S0138,gross_booking_value,FY25,16436.0,crore,INR,SRC02257,management,MEDIUM
S0138,pat,FY24,229.6,crore,INR,SRC02256,press-quoted-filing,HIGH
S0138,adjusted_ebitda,FY24,889.0,crore,INR,SRC02257,management,MEDIUM
S0138,india_gbv,FY26 (9M),2731.7,crore,INR,SRC02258,DRHP,HIGH
S0138,us_gbv,FY26 (9M),12022.5,crore,INR,SRC02258,DRHP,HIGH
S0138,europe_gbv_share,FY26 (9M),18.0,percent,INR,SRC02258,DRHP,HIGH
S0139,operating revenue,FY26,6794.0,INR Cr,INR,SRC02272,audited,HIGH
S0139,pat,FY26,670.0,INR Cr,INR,SRC02272,audited,HIGH
S0139,total insurance premium,FY26,29934.0,INR Cr,INR,SRC02272,press-quoted-filing,HIGH
S0141,revenue from operations,FY26,528.0,INR Cr (Q1 FY27),INR,SRC02287,press-quoted-filing,HIGH
S0141,net loss (q4 fy26),FY26,161.2,INR Cr,INR,SRC02288,press-quoted-filing,HIGH
S0141,"adjusted ebitda (ex instahelp, fy26)",FY26,106.0,INR Cr,INR,SRC02286,press-quoted-filing,HIGH
S0142,consolidated revenue from operations,FY26,54364.0,INR Cr,INR,SRC02293,audited,HIGH
S0142,consolidated ebitda,FY26,1208.0,INR Cr,INR,SRC02293,audited,HIGH
S0142,consolidated pat,FY26,366.0,INR Cr,INR,SRC02293,audited,HIGH
S0142,b2c nov,FY26,95959.0,INR Cr,INR,SRC02293,press-quoted-filing,HIGH
S0143,revenue,FY25,7.1,INR Cr,INR,SRC02300,press-quoted-filing,MEDIUM
S0143,revenue,FY24,0.018,INR Cr,INR,SRC02300,press-quoted-filing,MEDIUM
S0144,annualized_revenue,FY25,26.5,million,USD,SRC02316,management,MEDIUM
S0144,annualized_revenue,FY25,48.3,million,USD,SRC02306,management,MEDIUM
S0144,annualized_revenue,FY26,85.8,million,USD,SRC02310,management,HIGH
S0144,annualized_revenue,FY25,50.0,crore,INR,SRC02309,estimate,LOW
S0145,operating_revenue,FY25,141.5,crore,INR,SRC02327,press-quoted-filing,
S0145,net_loss,FY25,38.8,crore,INR,SRC02327,press-quoted-filing,
S0145,operating_revenue,FY24,1150000000.0,lakh,INR,SRC02327,press-quoted-filing,HIGH
S0145,net_loss,FY24,485000000.0,lakh,INR,SRC02327,press-quoted-filing,MEDIUM
S0145,operating_revenue,FY25,1415000000.0,lakh,INR,SRC02327,press-quoted-filing,HIGH
S0145,net_loss,FY25,388000000.0,lakh,INR,SRC02327,press-quoted-filing,HIGH
S0145,marketing_expense,FY25,1342000000.0,lakh,INR,SRC02327,press-quoted-filing,HIGH
S0145,total_expenses,FY25,1792000000.0,lakh,INR,SRC02327,press-quoted-filing,HIGH
S0145,employee_benefits,FY25,234000000.0,lakh,INR,SRC02327,press-quoted-filing,HIGH
S0145,content_creation_expense,FY25,104000000.0,lakh,INR,SRC02327,press-quoted-filing,HIGH
S0145,cash_and_bank_balance,FY25,402000000.0,lakh,INR,SRC02327,press-quoted-filing,HIGH
S0145,current_assets,FY25,933000000.0,lakh,INR,SRC02327,press-quoted-filing,HIGH
S0145,total_income,FY25,1435000000.0,lakh,INR,SRC02327,press-quoted-filing,HIGH
S0147,surgeries facilitated value,FY25,150.0,crore,INR,SRC02363,management,
S0148,total_revenue,FY25,10.0,crore,INR,SRC02384,press-quoted-filing,MEDIUM
S0148,annualized_revenue_run_rate,FY26,300.0,crore,INR,SRC02373,management,MEDIUM
S0148,annualized_revenue_run_rate,FY26,400.0,crore,INR,SRC02374,management,MEDIUM
S0153,total_revenue,FY2024,3100000.0,INR,INR,SRC02425,audited,HIGH
S0153,annual_revenue,FY2025,1100000.0,USD,USD,SRC02420,press-quoted-filing,MEDIUM
S0153,arr,FY2026,5800000.0,USD,USD,SRC02420,estimate,MEDIUM
S0153,annual_revenue_usd,FY2025,650119.0,USD,USD,SRC02431,press-quoted-filing,MEDIUM
S0153,revenue_range,FY2025,2000000.0,USD,USD,SRC02438,estimate,MEDIUM
S0154,revenue,FY25 (APR 2024-MAR 2025),9.1,crore,INR,SRC02445,press-quoted-filing,HIGH
S0154,net loss,FY25,22.3,crore,INR,SRC02445,press-quoted-filing,HIGH
S0154,revenue,FY24,2.3,crore,INR,SRC02445,press-quoted-filing,HIGH
S0154,total_revenue,FY25,9.1,crore,INR,SRC02445,press-quoted-filing,HIGH
S0154,net_profit,FY25,-22.3,crore,INR,SRC02445,press-quoted-filing,HIGH
S0154,total_revenue,FY24,2.3,crore,INR,SRC02445,press-quoted-filing,HIGH
S0155,revenue from operations,FY25 (APR 2024-MAR 2025),67.02,crore,INR,SRC02462,audited,HIGH
S0155,total income,FY25,69.14,crore,INR,SRC02462,audited,HIGH
S0155,revenue from operations,FY24,45.89,crore,INR,SRC02462,audited,HIGH
S0156,revenue,FY25 (APR 2024-MAR 2025),13.7,crore,INR,SRC02472,audited,HIGH
S0156,pat (net profit),FY25,3.39,crore,INR,SRC02472,audited,HIGH
S0156,revenue,FY24,14.67,crore,INR,SRC02472,audited,HIGH
S0156,revenue,FY25,16.4,crore,INR,SRC02477,press-quoted-filing,MEDIUM
S0156,total_revenue,FY25,13.7,crore,INR,SRC02472,audited,HIGH
S0156,net_profit,FY25,3.39,crore,INR,SRC02472,audited,HIGH
S0156,total_revenue,FY24,14.67,crore,INR,SRC02472,audited,HIGH
S0156,total_revenue,FY25,16.4,crore,INR,SRC02477,press-quoted-filing,MEDIUM
S0156,total_expenses,FY25,11.8,crore,INR,SRC02477,press-quoted-filing,MEDIUM
S0156,net_profit,FY25,3.4,crore,INR,SRC02477,press-quoted-filing,MEDIUM
S0156,total_assets,FY25,15.6,crore,INR,SRC02477,press-quoted-filing,MEDIUM
S0156,net_profit_margin,FY25,20.7,percent,INR,SRC02477,press-quoted-filing,MEDIUM
S0156,total_revenue,FY24,8.614,crore,INR,SRC02471,audited,MEDIUM
S0157,total_revenue,FY24,63000000.0,rupees,INR,SRC02483,press-quoted-filing,HIGH
S0157,total_revenue,FY25,155000000.0,rupees,INR,SRC02483,press-quoted-filing,HIGH
S0158,operating revenue,FY25 (APR 2024-MAR 2025),404.0,crore,INR,SRC02495,press-quoted-filing,HIGH
S0158,net loss,FY25,135.0,crore,INR,SRC02495,press-quoted-filing,HIGH
S0158,operating revenue,FY24,505.0,crore,INR,SRC02495,press-quoted-filing,HIGH
S0158,net loss,FY24,68.0,crore,INR,SRC02495,press-quoted-filing,HIGH
S0158,total_revenue,FY25,4040000000.0,INR,INR,SRC02495,press-quoted-filing,HIGH
S0158,net_loss,FY25,1350000000.0,INR,INR,SRC02495,press-quoted-filing,HIGH
S0158,ebitda_loss,FY25,1160000000.0,INR,INR,SRC02497,press-quoted-filing,HIGH
S0158,total_revenue,FY24,5050000000.0,INR,INR,SRC02495,press-quoted-filing,HIGH
S0158,net_loss,FY24,680000000.0,INR,INR,SRC02495,press-quoted-filing,HIGH
S0158,ebitda_loss,FY24,485000000.0,INR,INR,SRC02497,press-quoted-filing,HIGH
S0158,total_revenue,FY26,3800000000.0,INR,INR,SRC02498,press-quoted-filing,MEDIUM
S0158,cumulative_losses,FY22-FY26,3750000000.0,INR,INR,SRC02498,press-quoted-filing,MEDIUM
S0158,valuation_report_date,FY25,2026.0,date,,SRC02497,filing,HIGH
S0159,total_revenue,FY25,31.0,million,USD,SRC02518,estimate,MEDIUM
S0159,gmv_processed,FY25,1000.0,million,USD,SRC02508,press-quoted-filing,HIGH
S0161,authorized_share_capital,FY26,100000.0,INR,INR,SRC02533,audited,HIGH
S0161,paid_up_capital,FY26,10000.0,INR,INR,SRC02533,audited,HIGH
S0162,operating_revenue,FY24,119.0,crore,INR,SRC02557,press-quoted-filing,
S0162,operating_revenue,FY22,121800000.0,INR,INR,SRC02558,press-quoted-filing,MEDIUM
S0162,operating_revenue,FY24,1174400000.0,INR,INR,SRC02551,press-quoted-filing,HIGH
S0162,operating_revenue,FY23,532700000.0,INR,INR,SRC02558,press-quoted-filing,MEDIUM
S0162,net_loss,FY23,82100000.0,INR,INR,SRC02558,press-quoted-filing,MEDIUM
S0162,net_loss,FY24,42400000.0,INR,INR,SRC02543,press-quoted-filing,HIGH
S0162,total_income,FY24,1190000000.0,INR,INR,SRC02551,press-quoted-filing,MEDIUM
S0162,operating_revenue,FY25,2301500000.0,INR,INR,SRC02551,press-quoted-filing,HIGH
S0162,total_income,FY25,2400000000.0,INR,INR,SRC02551,press-quoted-filing,HIGH
S0162,net_loss,FY25,101800000.0,INR,INR,SRC02543,press-quoted-filing,HIGH
S0162,total_expenses,FY25,2510000000.0,INR,INR,SRC02551,press-quoted-filing,HIGH
S0162,cost_of_procurement,FY25,1090000000.0,INR,INR,SRC02551,press-quoted-filing,HIGH
S0162,advertising_expense,FY25,460000000.0,INR,INR,SRC02551,press-quoted-filing,HIGH
S0162,employee_expense,FY25,250000000.0,INR,INR,SRC02551,press-quoted-filing,HIGH
S0162,cash_and_bank,FY25,725000000.0,INR,INR,SRC02551,press-quoted-filing,HIGH
S0162,current_assets,FY25,2040000000.0,INR,INR,SRC02551,press-quoted-filing,HIGH
S0162,roce,FY25,-11.61,percent,INR,SRC02551,press-quoted-filing,HIGH
S0162,ebitda_margin,FY25,-6.52,percent,INR,SRC02551,press-quoted-filing,HIGH
S0163,operating_revenue,FY24,2531.0,crore,INR,SRC02562,press-quoted-filing,
S0163,net_loss,FY25,370.0,crore,INR,SRC02563,press-quoted-filing,
S0163,operating_revenue,FY23,2531.0,crore,INR,SRC02562,press-quoted-filing,HIGH
S0163,operating_revenue,FY24,2831.0,crore,INR,SRC02562,press-quoted-filing,HIGH
S0163,net_loss,FY24,200.0,crore,INR,SRC02562,press-quoted-filing,HIGH
S0163,ebitda,FY24,5.0,crore,INR,SRC02562,press-quoted-filing,HIGH
S0163,warehousing_revenue,FY24,48.0,crore,INR,SRC02562,press-quoted-filing,HIGH
S0163,net_loss,FY25,370.0,crore,INR,SRC02563,press-quoted-filing,MEDIUM
S0163,total_revenue,FY25,1000.0,crore,INR,SRC02565,press-quoted-filing,LOW
S0163,total_income,FY24,2940.0,crore,INR,SRC02562,press-quoted-filing,HIGH
S0164,total_revenue,FY25,30.1,crore,INR,SRC02571,press-quoted-filing,MEDIUM
S0164,total_revenue,FY24,6.6,crore,INR,SRC02571,press-quoted-filing,MEDIUM
S0164,net_loss,FY25,11.0,crore,INR,SRC02571,press-quoted-filing,MEDIUM
S0164,net_loss,FY24,5.8,crore,INR,SRC02571,press-quoted-filing,MEDIUM
S0164,annual_revenue_range,FY25,10.0,crore,INR,SRC02576,estimate,LOW
S0165,total_revenue,FY25,40.0,crore,INR,SRC02587,management,MEDIUM
S0167,revenue,FY25,2660000000.0,,INR,SRC02606,press-quoted-filing,
S0167,pat,FY25,431000000.0,,INR,SRC02606,press-quoted-filing,
S0167,total_revenue,FY23,1201.02,million,INR,SRC02607,press-quoted-filing,HIGH
S0167,pat,FY23,44.1,million,INR,SRC02607,press-quoted-filing,HIGH
S0167,ebitda_margin,FY23,42.73,percent,INR,SRC02607,press-quoted-filing,HIGH
S0167,total_revenue,FY24,1927.01,million,INR,SRC02607,press-quoted-filing,HIGH
S0167,pat,FY24,224.12,million,INR,SRC02607,press-quoted-filing,HIGH
S0167,ebitda_margin,FY24,39.92,percent,INR,SRC02607,press-quoted-filing,HIGH
S0167,ebitda,FY24,78.23,crore,INR,SRC02606,press-quoted-filing,HIGH
S0167,total_revenue,FY25,2659.59,million,INR,SRC02607,press-quoted-filing,HIGH
S0167,pat,FY25,431.06,million,INR,SRC02607,press-quoted-filing,HIGH
S0167,ebitda,FY25,118.41,crore,INR,SRC02606,press-quoted-filing,HIGH
S0167,ebitda_margin,FY25,43.55,percent,INR,SRC02607,press-quoted-filing,HIGH
S0167,roce,FY25,25.1,percent,INR,SRC02606,press-quoted-filing,HIGH
S0167,total_revenue,H1-FY26,1766.1,million,INR,SRC02608,press-quoted-filing,HIGH
S0167,pat,H1-FY26,613.8,million,INR,SRC02608,press-quoted-filing,HIGH
S0167,total_revenue,FY26,3870.0,million,INR,SRC02609,press-quoted-filing,MEDIUM
S0167,pat,FY26,1043.0,million,INR,SRC02609,press-quoted-filing,MEDIUM
S0168,adjusted ebitda,Q4 FY26,370000000.0,,INR,SRC02615,management,
S0168,revenue (reported 674% yoy on inventory-model transition),Q4 FY26,132320000000.0,,INR,SRC02616,management,
S0169,total income,FY26,804.93,INR Cr,INR,SRC02621,press-quoted-filing,HIGH
S0169,total income,FY25,569.78,INR Cr,INR,SRC02621,press-quoted-filing,HIGH
S0169,profit after tax,FY26,40.46,INR Cr,INR,SRC02621,press-quoted-filing,HIGH
S0169,ebitda,FY26,692.18,INR Cr,INR,SRC02621,press-quoted-filing,HIGH
S0169,total borrowings,FY26,12920.54,INR Cr,INR,SRC02621,press-quoted-filing,HIGH
S0171,revenue,FY25,15226.76,INR Cr,INR,SRC02632,press-quoted-filing,HIGH
S0171,revenue,FY24,11247.39,INR Cr,INR,SRC02632,press-quoted-filing,HIGH
S0171,revenue,FY23,8264.6,INR Cr,INR,SRC02632,press-quoted-filing,HIGH
S0171,revenue,FY22,5704.9,INR Cr,INR,SRC02632,press-quoted-filing,HIGH
S0171,net loss,FY25,3114.23,INR Cr,INR,SRC02632,press-quoted-filing,HIGH
S0171,net loss,FY24,2343.63,INR Cr,INR,SRC02632,press-quoted-filing,HIGH
S0171,instamart loss,FY26,3835.0,INR Cr,INR,SRC02632,press-quoted-filing,HIGH
