startup_id,raw_url_field,claim_or_fields,title
S0120,,"RMZ Futura, Block A Plot No 14 & 15, Hitech city, Phase 2, Hyderabad, Telangana, India - 500081",
S0123,,person Surianarayanan,
S0123,,"Mumbai, Maharashtra, India",
S0123,,"601, 6th Floor, Ackruti Trade Center, MIDC, Number 7, Andheri East, Mumbai, Maharashtra, India, 400069",
S0123,,D2C Ecommerce (skincare products) + marketplace,
S0123,,D2C Ecommerce (skincare + bodycare) + marketplace; ~95% online revenue,
S0123,,314,
S0123,,376,
S0125,,proptech / workforce housing,
S0125,,workforce housing / proptech,
S0125,P3-WAVE prompt,aerospace composites/DFR (P3-WAVE prompt),
S0126,https://www.snitch.com (existing enrich/snitch.json),2018,
S0128,,"B2B AI-native lending lifecycle software for banks/NBFCs (collections, underwriting)",
S0128,,"B2B AI-native lending lifecycle SaaS (collections, underwriting, risk)",
S0128,task_prompt,EV charging/battery intelligence,
S0130,None,FUNDING,
S0130,,person Ashish Gupta,
S0130,,person Kapil Garg,
S0130,,B2C/B2B2C — manufacture + sale of electric two-wheelers,
S0130,,B2C/B2B2C — manufacture + sale of electric two-wheelers; subsidiary of RR Global,
S0132,,Batch city: Bengaluru,
S0134,,RevenueWorks,
S0134,task_prompt,$50M raised in 2021 (per task prompt),
S0134,task_prompt,$60M raised in 2022 (per task prompt),
S0134,task_prompt,$1.3B valuation (per task prompt),
S0134,enrich/chargebee.json,Chennai (per existing enrich/chargebee.json),
S0135,,B2B logistics services,
S0135,,B2B logistics services (3PL express parcel + PTL + supply chain),
S0138,,person Sandeep,
S0138,,OYO Workstation,
S0138,,investigation,
S0138,,Active,
S0138,,"Active, Pre-IPO",
S0138,,B2B2C marketplace + company-serviced hotels,
S0138,,B2B2C marketplace + company-serviced hotels + asset management,
S0138,,https://www.oyorooms.com/,
S0141,None,"Fresh issue Rs 472 Cr + OFS Rs 1,428 Cr; total Rs 1,900 Cr",
S0141,None,Founders sold shares worth Rs 780 Cr ahead of DRHP,
S0144,,gaming/web3 distribution protocol,
S0144,,verified distribution protocol / AI data,
S0144,,B2B verified user-distribution protocol; revenue from partner acquisition/loyalty programs,
S0144,,"B2B verified user-distribution protocol; revenue from partner acquisition/loyalty programs, AI data labeling, and tokeno",
S0144,,https://kgen.io,
S0145,,person Apoorva Ashram,
S0145,,person Mayank Sinha,
S0145,,B2B Skilling,
S0145,prompt instruction,Apoorva Ashram/Mayank Sinha (prompt-suggested names),
S0146,,UNKNOWN,
S0146,,U21001KA2024PTC194702,
S0146,,"B2B R&D drug discovery; preclinical/clinical pipeline, partnerships",
S0146,,"B2B R&D drug discovery; preclinical/clinical pipeline, POC-driven partnerships",
S0148,,U82990KA2024PTC195320 (per company blog footer; verify via MCA),
S0148,,U82990KA2024PTC195320,
S0148,,Inventory-led omnichannel travel-gear retail (own + partner brands),
S0148,,"Inventory-led omnichannel travel-gear retail (own + partner brands: HRX, Snitch, Rare Rabbit)",
S0149,IndiaFilings,company.legal_name,
S0149,IndiaFilings,company.founded_date,
S0149,IndiaFilings,company.incorporation_date,
S0149,"ET, Infomerics",company.status,
S0149,batch,company.primary_sector,
S0149,"Tracxn, ET",company.business_model,
S0149,IndiaFilings,company.cin,
S0149,"Tracxn, Inc42",company.startup_stage,
S0149,"IndiaFilings, Tracxn",company.public_private,
S0149,,financials,
S0149,,financials,
S0149,,financials,
S0149,,financials,
S0149,,financials,
S0150,"Tracxn, MCA",company.legal_name,
S0150,"Tracxn, MCA",company.founded_date,
S0150,"Tracxn, MCA",company.incorporation_date,
S0150,"Tracxn, MCA",company.status,
S0150,batch,company.primary_sector,
S0150,"Tracxn, Entrackr",company.business_model,
S0150,"Tracxn, TheCompanyCheck",company.cin,
S0150,Tracxn,company.startup_stage,
S0150,"Tracxn, MCA",company.public_private,
S0150,,financials,
S0150,,financials,
S0151,Tofler,company.legal_name,
S0151,"MCA (Tofler, TheCompanyCheck)",company.founded_date,
S0151,Tofler,company.incorporation_date,
S0151,"Tofler, MCA",company.status,
S0151,batch,company.primary_sector,
S0151,Tracxn,company.business_model,
S0151,"Tofler, TheCompanyCheck",company.cin,
S0151,Tracxn,company.startup_stage,
S0151,"Tracxn, MCA",company.public_private,
S0151,,financials,
S0151,,financials,
S0152,Tracxn,company.legal_name,
S0152,"Tracxn, Entrackr",company.founded_date,
S0152,Tracxn,company.incorporation_date,
S0152,"Infineon PR, Times of India",company.status,
S0152,batch,company.primary_sector,
S0152,Infineon PR,company.business_model,
S0152,Tracxn,company.cin,
S0152,"Tracxn, Infineon PR",company.startup_stage,
S0152,Tracxn,company.public_private,
S0152,,financials,
S0152,,financials,
S0153,Tracxn,company.legal_name,
S0153,Tracxn,company.founded_date,
S0153,Tracxn,company.incorporation_date,
S0153,"Tracxn, LinkedIn",company.status,
S0153,batch,company.primary_sector,
S0153,Tracxn,company.business_model,
S0153,,financials,
S0153,,financials,
S0153,,financials,
S0153,Tracxn,10-04-2015,
S0153,,2015-04-09,
S0153,batch,robotics vision,
S0153,,robotics vision / industrial automation,
S0153,Tracxn,AI-based robotic vision solutions (Object Intelligence platform) for industrial robotics,
S0153,,Hardware-led robotics systems with Object Intelligence software stack; B2B manufacturing automation,
S0154,tracxn.com/d/legal-entities/india/skydo-technologies-private-limited,company.legal_name,
S0154,skydo.com/about-us,company.founded_date,
S0154,skydo.com/about-us,company.incorporation_date,
S0154,startupwired.com/2026/08/13/skydo-crosses-1-billion-in-annual-payment-volume/,company.status,
S0154,batch s2_06,company.primary_sector,
S0154,skydo.com,company.business_model,
S0154,batch s2_06,company.hq_type,
S0154,tracxn.com,company.registered_office,
S0154,linkedin.com/company/skydo-official,company.employee_estimate,
S0154,tracxn.com/d/companies/skydo,company.cin,
S0154,tracxn.com/d/companies/skydo,company.startup_stage,
S0154,tracxn.com,company.public_private,
S0154,tracxn.com,company.state,
S0154,tracxn.com,company.country,
S0154,batch s2_06,hq,
S0154,tracxn.com,registered_office,
S0154,unknown,Ashank Dubey + Samak Goel,
S0155,tracxn.com/d/legal-entities/india/smart-joules-private-limited,company.legal_name,
S0155,tracxn.com/d/legal-entities/india/smart-joules-private-limited,company.founded_date,
S0155,tracxn.com/d/legal-entities/india/smart-joules-private-limited,company.incorporation_date,
S0155,batch s2_06,company.primary_sector,
S0155,thecompanycheck.com,company.dpiit_recognized,
S0155,tracxn.com/d/legal-entities/india/smart-joules-private-limited,company.cin,
S0155,tracxn.com,company.startup_stage,
S0155,tracxn.com,company.public_private,
S0155,tracxn.com/d/legal-entities/india/smart-joules-private-limited,Delhi/New Delhi,
S0155,batch s2_06,Bengaluru,
S0156,tracxn.com/d/legal-entities/india/vervesemi-microelectronics-private-limited,company.legal_name,
S0156,tracxn.com/d/legal-entities/india/vervesemi-microelectronics-private-limited,company.founded_date,
S0156,tracxn.com/d/legal-entities/india/vervesemi-microelectronics-private-limited,company.incorporation_date,
S0156,tracxn.com/d/legal-entities/india/vervesemi-microelectronics-private-limited,Greater Noida,
S0156,batch s2_06,Bengaluru,
S0156,tracxn.com/d/legal-entities/india/vervesemi-microelectronics-private-limited,Jun 8 2017,
S0156,,2017-06-08,
S0156,tracxn.com/d/legal-entities/india/vervesemi-microelectronics-private-limited,Greater Noida (Bengaluru R&D),
S0156,,Greater Noida,
S0156,batch s2_06,semiconductor motor control,
S0156,,semiconductor design (analog/mixed-signal ICs),
S0156,vervesemi.com,"Fabless semiconductor company; ML-enhanced analog signal chain ICs for industrial, smart energy, motor control, avionics",
S0156,,"Fabless semiconductor company designing precision analog signal chain ICs for energy, automotive, industrial, space and ",
S0156,,"Fabless semiconductor design; IP licensing, custom design services, own chip sales",
S0157,businesstoday.in,company.legal_name,
S0157,batch s2_06,company.founded_date,
S0157,inc42.com/buzz/butterfly-learnings-raises-%E2%82%B965-cr-to-scale-neurodivergent-care-network/,FUNDING,Butterfly Learnings Raises ₹65 Cr To Scale Neurodivergent Care Network
S0157,inc42.com/buzz/butterfly-learnings-raises-%E2%82%B965-cr-to-scale-neurodivergent-care-network/,investor link,
S0157,inc42.com/buzz/butterfly-learnings-raises-%E2%82%B965-cr-to-scale-neurodivergent-care-network/,investor link,
S0157,inc42.com/buzz/butterfly-learnings-raises-%E2%82%B965-cr-to-scale-neurodivergent-care-network/,investor link,
S0157,entrepreneur.economictimes.indiatimes.com,₹755 Cr post-money,
S0157,inc42.com/buzz/sugar-cosmetics-raises-%E2%82%B9145-cr-from-a91-at-a-near-80-valuation-cut/,₹550-600 Cr post-money,
S0157,businesstoday.in,"Full-stack paediatric behavioural health platform for neurodivergent children; clinical therapy, inclusive schooling, di",
S0157,,"India's first full-stack paediatric behavioural health platform for neurodivergent children, combining clinical therapy,",
S0158,moneycontrol.com,company.legal_name,
S0158,moneycontrol.com,company.founded_date,
S0158,moneycontrol.com,company.incorporation_date,
S0158,moneycontrol.com,company.status,
S0158,batch s2_06,company.primary_sector,
S0158,startupfox.in,company.business_model,
S0158,batch s2_06,company.hq_type,
S0158,moneycontrol.com,company.startup_stage,
S0158,moneycontrol.com,company.public_private,
S0158,batch s2_06,company.state,
S0158,batch s2_06,company.country,
S0158,moneycontrol.com,Offline retail expansion,Sugar Cosmetics raises Rs 144.5 crore from A91 Partners at sharp valuation cut
S0158,,person Ashish Dikshit,
S0158,,person Ankit,
S0158,moneycontrol.com,investor link,
S0158,inc42.com/buzz/sugar-cosmetics-raises-%E2%82%B9145-cr-from-a91-at-a-near-80-valuation-cut/,investor link,
S0158,inc42.com/buzz/sugar-cosmetics-raises-%E2%82%B9145-cr-from-a91-at-a-near-80-valuation-cut/,investor link,
S0158,inc42.com/buzz/sugar-cosmetics-raises-%E2%82%B9145-cr-from-a91-at-a-near-80-valuation-cut/,investor link,
S0158,,AROMAE,
S0158,,COCUN,
S0158,batch s2_06,hq,
S0158,,registered_office,
S0158,,TRACTION,
S0158,moneycontrol.com,Sugar Cosmetics (private limited),
S0158,,VS Works Pvt Ltd,
S0158,Task prompt,Task prompt states SUGAR + AROMAE + COCUN + brush lines exist,
S0158,Multiple sources searched,No evidence of AROMAE or COCUN on website or in any search results,
S0159,,LEGAL_REGULATORY,
S0159,,Bengaluru,
S0159,,Singapore,
S0159,,ai ecommerce growth,
S0159,,AI commerce / e-commerce analytics,
S0161,,https://www.agranilabs.com,
S0161,task_prompt,Srikanth Sundararajan listed as potential founder in task prompt,
S0164,,ACTIVE — raised $4M Sep 2026,
S0164,,ACTIVE,
S0164,,fintech / B2B pharma,
S0164,,fintech / B2B pharma distribution,
S0164,,B2B pharma distribution + embedded credit,
S0164,,"B2B pharma distribution platform with embedded credit, commerce (FundlyMart), and payments/settlement infrastructure",
S0164,user prompt,AI/finance,
S0165,,ACTIVE — $15M Series B Jun 2026,
S0165,,ACTIVE,
S0165,,B2B cyber-resilience SaaS + SOC services,
S0165,,B2B cyber-resilience SaaS + SOC services + cyber insurance brokerage,
S0167,,person Somesh Dash,
S0167,,"ACTIVE — Rs 1255.57cr IPO Sep 9-11 2026, 72.88x subscribed; allotment Sep 15",
S0167,,"ACTIVE — listed on NSE/BSE from Sep 17, 2026",
S0167,,furniture rental / consumer services,
S0167,,furniture and appliance rental / consumer subscription,
S0167,,furniture/appliance rental subscription,
S0167,,"D2C subscription-based rental of furniture, appliances, and home essentials",
S0167,,public (listing Sep 2026),
S0167,,public,
S0169,IPO filings,company.legal_name,
S0169,Failory Gurgaon list,company.founded_date,
S0169,Not found in search results,company.incorporation_date,
S0169,"pv magazine India, Fortune India",company.primary_sector,
S0169,Fortune India,company.business_model,
S0169,Not found in search results,company.cin,
S0169,Fortune India,company.startup_stage,
S0169,Fortune India,company.public_private,
S0170,pv magazine India,company.legal_name,
S0170,pv magazine India,company.founded_date,
S0170,pv magazine India,company.incorporation_date,
S0170,pv magazine India,company.primary_sector,
S0170,pv magazine India,company.business_model,
S0170,Not found in search results,company.cin,
S0170,pv magazine India,company.startup_stage,
S0170,pv magazine India,company.public_private,
S0171,IPO filings,company.legal_name,
S0171,MarkHub24,company.founded_date,
S0171,MarkHub24,company.incorporation_date,
S0171,"batch file, Inventiva",company.primary_sector,
S0171,Inventiva,company.business_model,
S0171,Not found in search results,company.cin,
S0171,TechCrunch,company.startup_stage,
S0171,TechCrunch,company.public_private,
S0172,Entrackr (RoC filing),company.legal_name,
S0172,Entrackr,company.founded_date,
S0172,Entrackr,company.incorporation_date,
S0172,"foundersday, Entrackr",company.primary_sector,
S0172,"foundersday, Entrackr",company.business_model,
S0172,Not found in search results,company.cin,
S0172,Entrackr,company.startup_stage,
S0172,Entrackr,company.public_private,
S0173,Inc42,company.legal_name,
S0173,Inc42,company.founded_date,
S0173,Inc42,company.incorporation_date,
S0173,Inc42,company.primary_sector,
S0173,Inc42,company.business_model,
S0173,Not found in search results,company.cin,
S0173,Inc42,company.startup_stage,
S0173,Inc42,company.public_private,
S0179,LinkedIn,company.legal_name,
S0179,ET,company.founded_date,
S0179,LinkedIn,company.status,
S0179,ET,company.primary_sector,
S0179,not found,company.cin,
S0179,Tracxn,company.startup_stage,
S0179,LinkedIn,company.public_private,
S0179,,"founder {'v': 'Monil Singhal', 'role': 'co-founder', 'type': 'co-founder', 'confidence': 0.95, 'src': 'ET'}",
S0179,,"founder {'v': 'Puneet Arora', 'role': 'co-founder', 'type': 'co-founder', 'confidence': 0.95, 'src': 'ET'}",
S0179,,"founder {'v': 'Ankit Gupta', 'role': 'co-founder', 'type': 'co-founder', 'confidence': 0.95, 'src': 'ET'}",
S0179,,Truva platform,
S0179,,HIRING,
S0179,,TRACTION,
S0179,,TRACTION,
S0180,LinkedIn,company.legal_name,
S0180,tsavoritesi.com,company.founded_date,
S0180,"ET,Reuters",company.status,
S0180,ET,company.primary_sector,
S0180,US-incorporated,company.cin,
S0180,ET,company.startup_stage,
S0180,LinkedIn,company.public_private,
S0180,,"founder {'v': 'Shalesh Thusoo', 'role': 'Founder, CEO', 'type': 'founder', 'background': 'Former Intel/chip veteran', 'confidence': 0.9, 'src': 'tsavoritesi.com'}",
S0180,,"founder {'v': 'Guntram Wolski', 'role': 'Co-Founder, CDD', 'type': 'co-founder', 'confidence': 0.85, 'src': 'tsavoritesi.com'}",
S0180,,"founder {'v': 'Mike Uhler', 'role': 'Co-Founder, COO', 'type': 'co-founder', 'confidence': 0.85, 'src': 'tsavoritesi.com'}",
S0180,,"founder {'v': 'Sarvagya Kochak', 'role': 'CTO', 'type': 'co-founder', 'confidence': 0.8, 'src': 'tsavoritesi.com'}",
S0180,,"founder {'v': 'Shirish Seetharam', 'role': 'Co-Founder, VP BD', 'type': 'co-founder', 'confidence': 0.8, 'src': 'tsavoritesi.com'}",
S0180,,"founder {'v': 'Chandra Joshi', 'role': 'Co-Founder, VP SW', 'type': 'co-founder', 'confidence': 0.8, 'src': 'tsavoritesi.com'}",
S0180,,Omni Processing Unit (OPU),
S0180,,Agentic Operating Stack (TAOS),
S0180,,HIRING,
S0180,,TRACTION,
S0180,,TRACTION,
S0181,Tracxn,company.legal_name,
S0181,Tracxn,company.founded_date,
S0181,Tracxn,company.incorporation_date,
S0181,"ET,CNBC",company.status,
S0181,ET,company.primary_sector,
S0181,Tracxn,company.cin,
S0181,CNBC,company.startup_stage,
S0181,CNBC,company.public_private,
S0181,,"founder {'v': 'Devansh Jain', 'role': 'Executive Director', 'type': 'executive', 'background': 'INOXGFL Group', 'confidence': 0.85, 'src': 'ET'}",
S0181,,"person {'v': 'Devansh Jain', 'position': 'Executive Director', 'start': '2026', 'source_url': 'https://economictimes.indiatimes.com/industry/renewables/inox-clean-energy-powers-into-top-three-with-rs-",
S0181,,financials,
S0181,,financials,
S0181,,financials,
S0181,,Inox Neo,
S0181,,Inox Solar,
S0181,,HIRING,
S0181,,TRACTION,
S0181,,TRACTION,
S0181,,TRACTION,
S0182,Tracxn,company.legal_name,
S0182,Tracxn,company.founded_date,
S0182,Tracxn,company.incorporation_date,
S0182,"Inc42,TechCrunch",company.status,
S0182,Inc42,company.primary_sector,
S0182,Tracxn,company.cin,
S0182,TechCrunch,company.startup_stage,
S0182,Tracxn,company.public_private,
S0182,,"founder {'v': 'Vivek Mishra', 'role': 'co-founder', 'type': 'co-founder', 'background': 'PhD robotics, aerospace engineering', 'confidence': 0.9, 'src': 'Inc42'}",
S0182,,"founder {'v': 'Vikash Mishra', 'role': 'co-founder', 'type': 'co-founder', 'background': 'PhD aerospace engineering, advanced materials', 'confidence': 0.9, 'src': 'Inc42'}",
S0182,,"founder {'v': 'Nitin Katiyar', 'role': 'co-founder', 'type': 'co-founder', 'confidence': 0.8, 'src': 'CARE Ratings'}",
S0182,,"person {'v': 'Amitabh Kant', 'position': 'Additional Director', 'start': '2025-12-08', 'source_url': 'https://www.thecompanycheck.com/company/raphe-mphibr-private-limited/U26990UP2017PTC095246', 'conf",
S0182,,"person {'v': 'Varun Garg', 'position': 'Director', 'source_url': 'https://www.thecompanycheck.com/company/raphe-mphibr-private-limited/U26990UP2017PTC095246', 'confidence': 0.8}",
S0182,,financials,
S0182,,financials,
S0182,,financials,
S0182,,financials,
S0182,,Bharat,
S0182,,mR10,
S0182,,mR20,
S0182,,mR10-IC,
S0182,,Long-endurance UAV,
S0182,,HIRING,
S0182,,HIRING,
S0182,,TRACTION,
S0182,,TRACTION,
S0182,,TRACTION,
S0183,LinkedIn,company.legal_name,
S0183,Wikipedia,company.founded_date,
S0183,Wikipedia,company.incorporation_date,
S0183,"Freepressjournal,Laffaz",company.status,
S0183,Wikipedia,company.primary_sector,
S0183,batterysmart.in/aboutUs,company.cin,
S0183,Laffaz,company.startup_stage,
S0183,Laffaz,company.public_private,
S0183,,"founder {'v': 'Pulkit Khurana', 'role': 'co-founder', 'type': 'co-founder', 'background': 'IIT Kanpur alumnus', 'confidence': 0.95, 'src': 'Wikipedia'}",
S0183,,"founder {'v': 'Siddharth Sikka', 'role': 'co-founder', 'type': 'co-founder', 'background': 'IIT Kanpur alumnus', 'confidence': 0.95, 'src': 'Wikipedia'}",
S0183,,financials,
S0183,,financials,
S0183,,financials,
S0183,,financials,
S0183,,financials,
S0183,,Battery swapping network,
S0183,,Swapping stations,
S0183,,HIRING,
S0183,,TRACTION,
S0183,,TRACTION,
S0183,,TRACTION,
S0183,,TRACTION,
S0183,,TRACTION,
S0185,,Bengaluru,
S0185,,Gurugram,
S0185,,travel villas,
S0185,,luxury villa management,
S0185,,tech-driven luxury villa management platform,
S0185,,asset-light villa management platform,
S0185,https://india-startup-db/enrich/elivaas.json,"2 rounds (Seed/Series A, Series B)",
S0189,,investor link,
S0189,,investor link,
S0189,,investor link,
S0189,,investor link,
S0189,,investor link,
S0191,,investor link,
S0191,,investor link,
S0191,,investor link,
S0191,,investor link,
S0191,,investor link,
S0191,,Optical Ground Stations,
S0191,,Optical Communication Terminals,
S0191,,OISL Systems,
S0192,,investor link,
S0192,,investor link,
S0192,,Autonomous Mobile Robots (AMR),
S0192,,Unit Load Carriers,
S0192,,Beacons and Charging Stations,
S0193,,investor link,
S0193,,investor link,
S0193,,investor link,
S0193,,investor link,
S0193,,investor link,
S0193,,investor link,
S0194,,Free Space Optical Communication (FSOC),
S0194,,Directed Energy Weapon (DEW) systems,
S0195,,founder Unknown,
S0195,,Atlys visa processing platform,
S0195,,HQ,
S0197,,Kiwi credit card on UPI,
S0197,,Interest-Back EMI on UPI,
S0197,,Credit-on-UPI platform enabling RuPay credit cards linked to UPI,
S0197,,"Credit-on-UPI platform enabling RuPay credit cards linked to UPI; revenue from transaction processing fees, interest, an",
S0197,,Amit (prompt reference),
S0197,,Licensed as CRIL-CAML (prompt reference),
S0197,,Not in existing DB investor_links,
S0198,,Cooling-as-a-Service (CaaS),
S0199,"instafinancials.com, zaubacorp.com",company.legal_name,
S0199,agnikul.in,company.website,
S0199,Times of India: Agnikul from IIT-M brainchild to space odyssey,company.founded_date,
S0199,CIN U74999TN2017PTC119779 (2017 prefix),company.incorporation_date,
S0199,ET May 2026: Agnikul eyes -75M at M valuation,company.status,
S0199,batch manifest,company.primary_sector,
S0199,search results,company.secondary_sectors,
S0199,"company website, search results",company.business_model,
S0199,search results,company.customer_type,
S0199,company website,company.hq_type,
S0199,"instafinancials.com, zaubacorp.com",company.registered_office,
S0199,not found,company.employee_estimate,
S0199,not verified,company.dpiit_recognized,
S0199,"instafinancials.com, zaubacorp.com",company.cin,
S0199,"Series C raised Nov 2025, Series D in talks May 2026",company.startup_stage,
S0199,search results,company.public_private,
S0199,batch manifest,company.state,
S0199,batch manifest,company.country,
S0199,agnikul.in,company.website_status,
S0203,Tracxn,company.legal_name,
S0203,jurisphere.ai,company.website,
S0203,LinkedIn announcement July 2024,company.founded_date,
S0203,CIN L72200KA2012PLC065294,company.incorporation_date,
S0203,Inc42 May 2026: raised .2M,company.status,
S0203,batch manifest,company.primary_sector,
S0203,search results,company.secondary_sectors,
S0203,Inc42: AI-powered lawyer marketplace,company.business_model,
S0203,Legal500: IndusLaw partnership,company.customer_type,
S0203,Tracxn,company.hq_type,
S0203,Tracxn,company.registered_office,
S0203,not found,company.employee_estimate,
S0203,not verified,company.dpiit_recognized,
S0203,Tracxn,company.cin,
S0203,Seed/Series A funding round May 2026,company.startup_stage,
S0203,search results,company.public_private,
S0203,batch manifest,company.state,
S0203,batch manifest,company.country,
S0203,jurisphere.ai,company.website_status,
S0207,Moneycontrol,company.founded_date,
S0207,Moneycontrol,company.primary_sector,
S0207,Moneycontrol,company.business_model,
S0207,Moneycontrol,company.startup_stage,
S0207,Moneycontrol,company.public_private,
S0208,Instagram,company.founded_date,
S0208,Inc42,company.primary_sector,
S0208,ET,company.business_model,
S0208,Inc42,company.startup_stage,
S0208,Inc42,company.public_private,
S0209,ZaubaCorp,company.legal_name,
S0209,Company website,company.website,
S0209,"LinkedIn, MFIN",company.founded_date,
S0209,ZaubaCorp,company.incorporation_date,
S0209,"ET, Businessworld",company.status,
S0209,Tracxn,company.primary_sector,
S0209,"Tracxn, Aavishkaar Group",company.business_model,
S0209,"ZaubaCorp, Arohan website",company.hq_type,
S0209,Tracxn,company.registered_office,
S0209,"Tracxn (May 1, 2026)",company.employee_estimate,
S0209,ZaubaCorp,company.cin,
S0209,Aavishkaar Group website,company.parent_company,
S0209,DRHP filed May 2026,company.startup_stage,
S0209,"DRHP filed, not yet listed",company.public_private,
S0209,ZaubaCorp,company.state,
S0209,Multiple sources,company.country,
S0209,,person Neena Gupta,
S0209,Tracxn,fintech/microfinance,
S0209,,NBFC-MFI / fintech,
S0209,"Tracxn, Aavishkaar Group",NBFC-MFI providing microfinance loans to low-income women entrepreneurs,
S0209,,"NBFC-MFI providing microfinance loans to low-income women entrepreneurs via JLG model; also offers SME loans, insurance ",
S0209,,Neena Gupta (user prompt suggestion),
S0210,Forbes India,company.founded_date,
S0210,Not found,company.incorporation_date,
S0210,"BSE/NSE May 6, 2025",company.status,
S0210,Multiple sources,company.primary_sector,
S0210,Multiple sources,company.business_model,
S0210,IPO May 2025,company.startup_stage,
S0210,Listed BSE/NSE,company.public_private,
S0210,Bengaluru,company.state,
S0211,Not found in search results,company.legal_name,
S0211,Not found,company.website,
S0211,Not found,company.founded_date,
S0211,Not found,company.incorporation_date,
S0211,"Entrackr, Inc42, ET",company.status,
S0211,"Entrackr, Inc42",company.primary_sector,
S0211,"ET, Inc42",company.business_model,
S0211,Not found in search results,UNKNOWN,
S0211,,Nexedge Capital Management Private Limited,
S0211,Not found,UNKNOWN,
S0211,,2024-10-23,
S0211,"Entrackr, Inc42",Delhi NCR,
S0211,,New Delhi,
S0211,"ET, Inc42",Technology-led wealth management for HNIs/UHNIs,
S0211,,Technology-led wealth management and multi-family office for HNIs/UHNIs; SEBI-registered investment adviser; AMFI-regist,
S0211,Not found,UNKNOWN,
S0211,,187,
S0211,Maiden funding round Aug 2026,Early-stage (maiden round),
S0211,,Early-stage (maiden round completed),
S0211,prompt-instruction,IIFCL+IFC joint PE arm (per P3-WAVE prompt),
S0211,prompt-instruction,Mumbai (per P3-WAVE prompt),
S0212,DRHP,company.legal_name,
S0212,Company website,company.website,
S0212,"Listed Aug 19, 2026",company.status,
S0212,Multiple sources,company.primary_sector,
S0212,Multiple sources,company.business_model,
S0212,IPO Aug 2026,company.startup_stage,
S0212,Listed BSE/NSE,company.public_private,
S0212,Delhi NCR,company.state,
S0213,SiliconIndia,company.legal_name,
S0213,SiliconIndia,company.founded_date,
S0213,Not found,company.incorporation_date,
S0213,Series A Sep 2026,company.status,
S0213,Multiple sources,company.primary_sector,
S0213,VarIndia,company.business_model,
S0213,SiliconIndia,Navana.ai (Navana Tech),
S0213,,NAVANA TECH INDIA PRIVATE LIMITED,
S0213,Not found,UNKNOWN,
S0213,,2018-09-30,
S0213,VarIndia,Full-stack voice AI for regulated enterprises,
S0213,,Full-stack voice AI platform for regulated enterprises (BFSI),
S0213,,https://navana.ai,
S0215,,ops,
S0215,,Mumbai (batch city hint),
S0215,,Mumbai,
S0215,,Gurugram,
S0215,,mobility / used-car leasing,
S0215,,mobility / used-car leasing / corporate mobility solutions,
S0217,,Bengaluru (batch hint),
S0219,Tracxn,company.legal_name,
S0219,Inc42,company.founded_date,
S0219,thecompanycheck.com,company.incorporation_date,
S0219,Inc42,company.primary_sector,
S0219,thecompanycheck.com,company.cin,
S0219,Inc42,company.startup_stage,
S0219,Tracxn,company.public_private,
S0219,YourStory,company.state,
S0220,Tofler,company.legal_name,
S0220,Zaakscorp,company.founded_date,
S0220,Zaakscorp,company.incorporation_date,
S0220,VCCircle,company.primary_sector,
S0220,Zaakscorp,company.cin,
S0220,VCCircle,company.startup_stage,
S0220,Tofler,company.public_private,
S0220,Tofler,company.state,
S0221,Tofler,company.legal_name,
S0221,Zaakscorp,company.founded_date,
S0221,Zaakscorp,company.incorporation_date,
S0221,Inc42,company.primary_sector,
S0221,Zaakscorp,company.cin,
S0221,Tracxn,company.startup_stage,
S0221,Tofler,company.public_private,
S0221,Tofler,company.state,
S0222,Tofler,company.legal_name,
S0222,Zaakscorp,company.founded_date,
S0222,Zaakscorp,company.incorporation_date,
S0222,YourStory,company.primary_sector,
S0222,Zaakscorp,company.cin,
S0222,YourStory,company.startup_stage,
S0222,Tofler,company.public_private,
S0222,Tofler,company.state,
S0223,Tofler,company.legal_name,
S0223,Tracxn,company.founded_date,
S0223,Tofler,company.incorporation_date,
S0223,BW Disrupt,company.primary_sector,
S0223,Tofler,company.cin,
S0223,BW Disrupt,company.startup_stage,
S0223,Tofler,company.public_private,
S0223,BW Disrupt,company.state,
S0226,,financials,
S0226,,Mumbai,
S0226,,Bengaluru,
S0226,,https://www.wearcomet.com,
S0227,company website,company.state,
S0228,None,FUNDING,
S0228,,person Priyank Shah,
S0228,,person Preeti Chitnis,
S0228,,DHL,
S0228,,665,
S0228,,651,
S0228,,$125M CPEF 2022 at $1.5B valuation (user prompt claim),
S0238,,Active; private agritech,
S0238,,Active,
S0238,,Digital agronomy and agri-input commerce,
S0238,,Digital agronomy and agri-input commerce; omnichannel (app + advisory centres + Saathi stores); output linkages via Kima,
S0238,,"Office Nos. 001-004, Ground Floor, Nyati Tech Park, Wadgaon Sheri, Pune - 411014",
S0241,,Ahmedabad (batch metadata),
S0241,,Arya Collateral Warehousing Services Private Limited (associated entity; operating-company identity needs confirmation),
S0241,,Arya Collateral Warehousing Services Private Limited,
S0241,,"Grain commerce, farmgate storage and lending services",
S0241,,"Farmgate storage, grain commerce, and warehouse-receipt-backed lending",
S0252,,founder Ranjani Narayan,
S0255,,founder Vinay Bagri,
S0255,,founder Virender Bisht,
S0255,,"ACTIVE — agreed to acquire Capital India Finance RemitX forex business for Rs 11.4 cr, Sep 2026",
S0255,,ACTIVE,
S0255,,fintech / travel-fintech,
S0255,,fintech / travel-banking,
S0255,,"Travel-fintech / neobank (forex cards, cross-border)",
