issue_id,severity,sheet,record_id,issue_type,description,suggested_fix,status
AI0175,HIGH,STARTUPS.total_funding_disclosed,S0146,non-numeric value,"'1028.4 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0176,HIGH,STARTUPS.total_funding_disclosed,S0147,non-numeric value,"'1371.1 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0177,HIGH,STARTUPS.total_funding_disclosed,S0148,non-numeric value,"'2603.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0178,HIGH,STARTUPS.employee_estimate,S0148,non-numeric value,'Lean team (exact count not disclosed)' is a string,split into value/unit/currency,open
AI0179,HIGH,STARTUPS.total_funding_disclosed,S0149,non-numeric value,"'2528.2 Mn INR (equity, DERIVED) + 1002.7 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0180,HIGH,STARTUPS.total_funding_disclosed,S0150,non-numeric value,"'24076.6 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0181,HIGH,STARTUPS.total_funding_disclosed,S0151,non-numeric value,"'617.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0182,HIGH,STARTUPS.total_funding_disclosed,S0152,non-numeric value,"'3092.7 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0183,HIGH,STARTUPS.total_funding_disclosed,S0153,non-numeric value,"'1256.9 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0184,HIGH,STARTUPS.total_funding_disclosed,S0154,non-numeric value,"'3082.6 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0185,HIGH,STARTUPS.total_funding_disclosed,S0155,non-numeric value,"'1162.5 Mn INR (equity, DERIVED) + 669.6 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0186,HIGH,STARTUPS.total_funding_disclosed,S0156,non-numeric value,"'1904.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0187,HIGH,STARTUPS.total_funding_disclosed,S0157,non-numeric value,"'1127.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0188,HIGH,STARTUPS.total_funding_disclosed,S0158,non-numeric value,"'7103.7 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0189,HIGH,STARTUPS.employee_estimate,S0158,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0190,HIGH,STARTUPS.total_funding_disclosed,S0159,non-numeric value,"'5950.8 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0191,HIGH,STARTUPS.total_funding_disclosed,S0161,non-numeric value,"'5046.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0192,HIGH,STARTUPS.total_funding_disclosed,S0162,non-numeric value,"'3688.6 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0193,HIGH,STARTUPS.total_funding_disclosed,S0163,non-numeric value,"'54198.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0194,HIGH,STARTUPS.total_funding_disclosed,S0164,non-numeric value,"'939.2 Mn INR (equity, DERIVED) + 78.3 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0195,HIGH,STARTUPS.total_funding_disclosed,S0165,non-numeric value,"'3096.1 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0196,HIGH,STARTUPS.total_funding_disclosed,S0166,non-numeric value,"'557.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0197,HIGH,STARTUPS.total_funding_disclosed,S0167,non-numeric value,"'2142.5 Mn INR (equity, DERIVED) + 179.5 Mn INR (debt) | IPO issue 1255.57 INRMn (excluded from private equity total)' is a string",split into value/unit/currency,open
AI0198,HIGH,STARTUPS.employee_estimate,S0167,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0199,HIGH,STARTUPS.total_funding_disclosed,S0168,non-numeric value,"'48677.6 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0200,HIGH,STARTUPS.total_funding_disclosed,S0169,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0201,HIGH,STARTUPS.total_funding_disclosed,S0171,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0202,HIGH,STARTUPS.total_funding_disclosed,S0172,non-numeric value,"'3000.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0203,HIGH,STARTUPS.total_funding_disclosed,S0177,non-numeric value,' | IPO issue  USDMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0204,HIGH,STARTUPS.total_funding_disclosed,S0181,non-numeric value,"'93000.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0205,HIGH,STARTUPS.total_funding_disclosed,S0182,non-numeric value,"'4850.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0206,HIGH,STARTUPS.total_funding_disclosed,S0183,non-numeric value,"'2515.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0207,HIGH,STARTUPS.total_funding_disclosed,S0184,non-numeric value,"'870.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0208,HIGH,STARTUPS.total_funding_disclosed,S0185,non-numeric value,"'2144.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0209,HIGH,STARTUPS.total_funding_disclosed,S0186,non-numeric value,"'785.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0210,HIGH,STARTUPS.total_funding_disclosed,S0187,non-numeric value,"'321.4 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0211,HIGH,STARTUPS.total_funding_disclosed,S0194,non-numeric value,"'257.1 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0212,HIGH,STARTUPS.total_funding_disclosed,S0195,non-numeric value,"'3132.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0213,HIGH,STARTUPS.total_funding_disclosed,S0196,non-numeric value,"'14220.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0214,HIGH,STARTUPS.total_funding_disclosed,S0197,non-numeric value,"'3610.3 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0215,HIGH,STARTUPS.total_funding_disclosed,S0198,non-numeric value,"'391.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0216,HIGH,STARTUPS.total_funding_disclosed,S0199,non-numeric value,"'1500.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0217,HIGH,STARTUPS.employee_estimate,S0199,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0218,HIGH,STARTUPS.total_funding_disclosed,S0203,non-numeric value,"""as-stated(enrich): {'v': '.2 million', 'src': 'Inc42 May 2026'}"" is a string",split into value/unit/currency,open
AI0219,HIGH,STARTUPS.employee_estimate,S0203,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0220,HIGH,STARTUPS.total_funding_disclosed,S0208,non-numeric value,"'1170.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0221,HIGH,STARTUPS.total_funding_disclosed,S0209,non-numeric value,"'125160.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0222,HIGH,STARTUPS.total_funding_disclosed,S0210,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0223,HIGH,STARTUPS.total_funding_disclosed,S0211,non-numeric value,"'3915.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0224,HIGH,STARTUPS.employee_estimate,S0211,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0225,HIGH,STARTUPS.total_funding_disclosed,S0212,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0226,HIGH,STARTUPS.total_funding_disclosed,S0213,non-numeric value,"'47.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0227,HIGH,STARTUPS.total_funding_disclosed,S0214,non-numeric value,"'19.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0228,HIGH,STARTUPS.total_funding_disclosed,S0215,non-numeric value,"'453.7 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0229,HIGH,STARTUPS.total_funding_disclosed,S0216,non-numeric value,"'157.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0230,HIGH,STARTUPS.total_funding_disclosed,S0217,non-numeric value,"'2500.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0231,HIGH,STARTUPS.total_funding_disclosed,S0218,non-numeric value,"'418.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0232,HIGH,STARTUPS.total_funding_disclosed,S0224,non-numeric value,"'43.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0233,HIGH,STARTUPS.total_funding_disclosed,S0225,non-numeric value,"'2175.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0234,HIGH,STARTUPS.total_funding_disclosed,S0226,non-numeric value,"'1241.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0235,HIGH,STARTUPS.employee_estimate,S0226,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0236,HIGH,STARTUPS.total_funding_disclosed,S0228,non-numeric value,"'21065.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0237,HIGH,STARTUPS.total_funding_disclosed,S0230,non-numeric value,' | IPO issue  USDMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0238,HIGH,STARTUPS.total_funding_disclosed,S0231,non-numeric value,' | IPO issue  USDMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0239,HIGH,STARTUPS.total_funding_disclosed,S0234,non-numeric value,"'5440.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0240,HIGH,STARTUPS.total_funding_disclosed,S0235,non-numeric value,"'2740.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0241,HIGH,STARTUPS.total_funding_disclosed,S0236,non-numeric value,"'85.7 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0242,HIGH,STARTUPS.total_funding_disclosed,S0237,non-numeric value,"'2366.2 Mn INR (equity, DERIVED) + 1766.2 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0243,HIGH,STARTUPS.total_funding_disclosed,S0238,non-numeric value,"'20085.4 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0244,HIGH,STARTUPS.total_funding_disclosed,S0239,non-numeric value,"'674.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0245,HIGH,STARTUPS.total_funding_disclosed,S0240,non-numeric value,"'104.4 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0246,HIGH,STARTUPS.total_funding_disclosed,S0241,non-numeric value,"'29040.9 Mn INR (equity, DERIVED) + 6922.3 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0247,HIGH,STARTUPS.total_funding_disclosed,S0242,non-numeric value,"'9312.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0248,HIGH,STARTUPS.total_funding_disclosed,S0243,non-numeric value,"'130.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0249,HIGH,STARTUPS.total_funding_disclosed,S0244,non-numeric value,"'2571.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0250,HIGH,STARTUPS.total_funding_disclosed,S0246,non-numeric value,"'66.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0251,HIGH,STARTUPS.total_funding_disclosed,S0247,non-numeric value,"'17.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0252,HIGH,STARTUPS.total_funding_disclosed,S0248,non-numeric value,"'94.3 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0253,HIGH,STARTUPS.total_funding_disclosed,S0251,non-numeric value,"'200.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0254,HIGH,STARTUPS.total_funding_disclosed,S0252,non-numeric value,"'420.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0255,HIGH,STARTUPS.total_funding_disclosed,S0255,non-numeric value,"'14449.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0256,HIGH,STARTUPS.total_funding_disclosed,S0256,non-numeric value,"'10800.3 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0257,HIGH,STARTUPS.employee_estimate,S0256,non-numeric value,'200-300' is a string,split into value/unit/currency,open
AI0258,HIGH,STARTUPS.total_funding_disclosed,S0258,non-numeric value,"'179304.0 Mn INR (equity, DERIVED) + 502.2 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0259,HIGH,STARTUPS.total_funding_disclosed,S0259,non-numeric value,"'719.9 Mn INR (equity, DERIVED) + 1850.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0260,HIGH,STARTUPS.total_funding_disclosed,S0260,non-numeric value,"'105.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0261,HIGH,STARTUPS.total_funding_disclosed,S0261,non-numeric value,"'1044.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0262,HIGH,STARTUPS.total_funding_disclosed,S0262,non-numeric value,"'1.1 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0263,HIGH,STARTUPS.total_funding_disclosed,S0263,non-numeric value,"'85.7 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0264,HIGH,STARTUPS.total_funding_disclosed,S0271,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0265,HIGH,STARTUPS.total_funding_disclosed,S0274,non-numeric value,"'1028.4 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0266,HIGH,STARTUPS.total_funding_disclosed,S0275,non-numeric value,"'330.6 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0267,HIGH,STARTUPS.total_funding_disclosed,S0277,non-numeric value,"'1285.5 Mn INR (equity, DERIVED) + 452.4 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0268,HIGH,STARTUPS.total_funding_disclosed,S0278,non-numeric value,"'4730.4 Mn INR (equity, DERIVED) + 628.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0269,HIGH,STARTUPS.total_funding_disclosed,S0279,non-numeric value,"'22.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0270,HIGH,STARTUPS.total_funding_disclosed,S0280,non-numeric value,"'3045.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0271,HIGH,STARTUPS.total_funding_disclosed,S0283,non-numeric value,"'5021.9 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0272,HIGH,STARTUPS.total_funding_disclosed,S0284,non-numeric value,"'3830.0 Mn INR (equity, DERIVED) | IPO issue 5825.5 INRMn (excluded from private equity total)' is a string",split into value/unit/currency,open
AI0273,HIGH,STARTUPS.total_funding_disclosed,S0285,non-numeric value,"'4600.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0274,HIGH,STARTUPS.total_funding_disclosed,S0286,non-numeric value,"'119980.0 Mn INR (equity, DERIVED) | IPO issue 80.5 USDMn (excluded from private equity total)' is a string",split into value/unit/currency,open
AI0275,HIGH,STARTUPS.total_funding_disclosed,S0287,non-numeric value,"'51276.7 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0276,HIGH,STARTUPS.total_funding_disclosed,S0288,non-numeric value,"'85.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0277,HIGH,STARTUPS.total_funding_disclosed,S0289,non-numeric value,"'87.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0278,HIGH,STARTUPS.total_funding_disclosed,S0290,non-numeric value,"'1827.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0279,HIGH,STARTUPS.total_funding_disclosed,S0291,non-numeric value,"'26309.9 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0280,HIGH,STARTUPS.total_funding_disclosed,S0292,non-numeric value,"'12533.9 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0281,HIGH,STARTUPS.total_funding_disclosed,S0293,non-numeric value,"'10000.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0282,HIGH,STARTUPS.total_funding_disclosed,S0296,non-numeric value,"'2285.9 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0283,HIGH,STARTUPS.total_funding_disclosed,S0298,non-numeric value,"'448.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0284,HIGH,STARTUPS.total_funding_disclosed,S0299,non-numeric value,' | IPO issue 163.0 USDMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0285,HIGH,STARTUPS.total_funding_disclosed,S0300,non-numeric value,"'22.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0286,HIGH,STARTUPS.total_funding_disclosed,S0301,non-numeric value,"'8788.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0287,HIGH,STARTUPS.total_funding_disclosed,S0302,non-numeric value,"'435.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0288,HIGH,STARTUPS.total_funding_disclosed,S0303,non-numeric value,"'300.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0289,HIGH,STARTUPS.total_funding_disclosed,S0304,non-numeric value,"'2800.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0290,HIGH,STARTUPS.total_funding_disclosed,S0305,non-numeric value,"'1414.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0291,HIGH,STARTUPS.total_funding_disclosed,S0306,non-numeric value,"'257.1 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0292,HIGH,STARTUPS.total_funding_disclosed,S0307,non-numeric value,"'862.1 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0293,HIGH,STARTUPS.employee_estimate,S0307,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0294,HIGH,STARTUPS.total_funding_disclosed,S0308,non-numeric value,"'1740.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0295,HIGH,STARTUPS.total_funding_disclosed,S0309,non-numeric value,"'696.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0296,HIGH,STARTUPS.total_funding_disclosed,S0310,non-numeric value,"'87229.3 Mn INR (equity, DERIVED) + 7450.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0297,HIGH,STARTUPS.total_funding_disclosed,S0312,non-numeric value,"'1971.1 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0298,HIGH,STARTUPS.total_funding_disclosed,S0313,non-numeric value,"'5142.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0299,HIGH,STARTUPS.total_funding_disclosed,S0314,non-numeric value,"'666.6 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0300,HIGH,STARTUPS.total_funding_disclosed,S0315,non-numeric value,"'1134.4 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0301,HIGH,STARTUPS.total_funding_disclosed,S0316,non-numeric value,"'4937.8 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0302,HIGH,STARTUPS.total_funding_disclosed,S0319,non-numeric value,"'120.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0303,HIGH,STARTUPS.total_funding_disclosed,S0320,non-numeric value,"'2124.2 Mn INR (equity, DERIVED) + 137.4 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0304,HIGH,STARTUPS.total_funding_disclosed,S0322,non-numeric value,"'104316.9 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0305,HIGH,STARTUPS.total_funding_disclosed,S0350,non-numeric value,' | IPO issue  USDMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0306,HIGH,STARTUPS.total_funding_disclosed,S0351,non-numeric value,' | IPO issue  USDMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0307,HIGH,STARTUPS.total_funding_disclosed,S0367,non-numeric value,"'18017.9 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0308,HIGH,STARTUPS.total_funding_disclosed,S0368,non-numeric value,"'10.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0309,MEDIUM,PEOPLE,S0029//,odd date,end_date: 'unknown',normalise to ISO or leave blank with note,open
AI0310,MEDIUM,PEOPLE,S0086//,odd date,start_date: '~2020',normalise to ISO or leave blank with note,open
AI0311,MEDIUM,PEOPLE,S0110//,odd date,start_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0312,MEDIUM,PEOPLE,S0110//,odd date,start_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0313,MEDIUM,PEOPLE,S0110//,odd date,start_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0314,MEDIUM,PEOPLE,S0110//,odd date,start_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0315,MEDIUM,PEOPLE,S0110//,odd date,start_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0316,MEDIUM,PEOPLE,S0125//,odd date,start_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0317,MEDIUM,PEOPLE,S0138//,odd date,end_date: 'unknown',normalise to ISO or leave blank with note,open
AI0318,MEDIUM,CUSTOMERS,S0001//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0319,MEDIUM,CUSTOMERS,S0001//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0320,MEDIUM,CUSTOMERS,S0001//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0321,MEDIUM,CUSTOMERS,S0001//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0322,MEDIUM,CUSTOMERS,S0001//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0323,MEDIUM,CUSTOMERS,S0001//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0324,MEDIUM,CUSTOMERS,S0001//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0325,MEDIUM,CUSTOMERS,S0037//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0326,MEDIUM,CUSTOMERS,S0052//,odd date,announced_date: 'FY24',normalise to ISO or leave blank with note,open
AI0327,MEDIUM,CUSTOMERS,S0055//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0328,MEDIUM,CUSTOMERS,S0055//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0329,MEDIUM,CUSTOMERS,S0063//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0330,MEDIUM,CUSTOMERS,S0064//,odd date,announced_date: 'Unknown',normalise to ISO or leave blank with note,open
AI0331,MEDIUM,CUSTOMERS,S0064//,odd date,announced_date: 'Unknown',normalise to ISO or leave blank with note,open
AI0332,MEDIUM,CUSTOMERS,S0064//,odd date,announced_date: 'Unknown',normalise to ISO or leave blank with note,open
AI0333,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0334,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0335,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0336,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0337,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0338,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0339,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0340,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0341,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0342,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0343,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0344,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0345,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0346,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0347,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0348,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0349,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0350,MEDIUM,CUSTOMERS,S0120//,odd date,announced_date: 'UNKNOWN',normalise to ISO or leave blank with note,open
AI0351,MEDIUM,CUSTOMERS,S0157//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0352,MEDIUM,CUSTOMERS,S0157//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0353,MEDIUM,CUSTOMERS,S0241//,odd date,announced_date: 'As-of-2026-01',normalise to ISO or leave blank with note,open
AI0354,MEDIUM,CUSTOMERS,S0241//,odd date,announced_date: 'As-of-2026-01',normalise to ISO or leave blank with note,open
AI0355,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0356,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0357,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0358,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0359,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0360,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0361,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0362,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0363,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0364,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0365,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0366,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
AI0367,MEDIUM,CUSTOMERS,S0283//,odd date,announced_date: 'unknown',normalise to ISO or leave blank with note,open
