startup_id,company,city,company_class,cohort,priority_rank,completeness_pct,source_quality_pct,freshness_pct,conflict_level,open_tasks,open_P1,verification_tasks,unresolved_conflicts,identity_missing,founders_missing,funding_missing,investors_missing,financials_missing,products_missing,traction_missing,people_missing,customers_missing,legal_missing,locations_missing,events_missing,technology_missing,next_best_action,last_researched,last_verified
S0151,Augnito,Mumbai,Startup,TARGET,75,45.8,70.0,100,none,7,0,0,0,,,,,,1,1,1,1,,,,1,document product portfolio w/ launch/discontinuation status (company source first),2026-09-14,2026-09-14
S0152,C2i Semiconductors,Bengaluru,Startup,EXHAUST,2,47.9,100.0,0,none,8,8,4,0,,,,,,1,1,1,1,,,,1,map current leadership (CEO/CFO/CTO + join dates) and 2024-26 changes,2026-09-14,2026-09-14
S0153,CynLr,Bengaluru,Startup,,219,95.8,100.0,100,high,0,0,7,3,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0154,Skydo,Bengaluru,Startup,,291,95.8,100.0,100,moderate,0,0,9,0,,,,,,,,,,,,,1,,2026-09-15,2026-09-15
S0155,Smart Joules,Delhi (New Delhi),Other - status unverified,,231,52.1,100.0,0,low,0,0,5,0,,,,,,1,1,1,1,,,,1,,2026-09-14,2026-09-15
S0156,VerveSemi (Vervesemi),Greater Noida (Bengaluru R&D),Startup,,235,89.6,100.0,100,high,0,0,6,7,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0157,Butterfly Learnings,Mumbai,Startup,,247,91.7,100.0,100,moderate,0,0,7,1,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0158,Sugar Cosmetics,Mumbai,Scale-up,,189,93.8,100.0,100,high,0,0,7,2,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0159,Graas.ai (Graas),Bengaluru,Startup,,242,91.7,100.0,100,moderate,0,0,9,2,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0160,Beepkart,Bengaluru,Former startup,,347,8.3,16.7,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0161,Agrani Labs,Bengaluru,Startup,TARGET,46,72.9,96.7,100,high,4,0,8,3,,,,,,,,,1,,,,1,add dated operating metrics (users/GMV/ARR/units with measurement period + source),2026-09-15,p3-merge
S0162,Mokobara,Bengaluru,Startup,,154,81.2,100.0,100,moderate,0,0,7,2,,,,,,,,,1,,,,1,,2026-09-15,2026-09-15
S0163,XpressBees,Pune,Mature private company,,245,85.4,40.0,100,moderate,0,0,4,2,,,,,,,,,,,,,1,,2026-09-14,2026-09-15
S0164,Fundly.ai,Mumbai,Startup,,285,83.3,100.0,100,high,0,0,5,4,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0165,Mitigata,Bengaluru,Startup,,211,83.3,100.0,100,moderate,0,0,7,2,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0166,Refold AI,Bengaluru (+ San Mateo),Startup,,168,27.1,60.0,0,none,10,2,2,0,,,,,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0167,RentoMojo,Bengaluru,Public company,,233,79.2,100.0,100,high,0,0,7,6,,,,,,,,,1,,,,1,,2026-09-15,p3-merge
S0168,Blinkit,Gurugram,Public company,EXHAUST,19,35.4,66.7,100,none,10,10,0,0,,,,,,1,,1,1,1,,,1,verify founder identities/roles via MCA directors + primary press (2 independent sources),2026-09-14,2026-09-14
S0169,Juniper Green Energy,Gurugram,Public company,,308,45.8,30.0,100,none,0,0,0,0,,,,,,1,1,1,1,,,,1,,2026-09-14,2026-09-15
S0170,Serentica Renewables,Gurugram,Other - status unverified,,306,47.9,50.0,100,low,0,0,0,1,,,,,,1,1,1,1,,,,1,,2026-09-14,2026-09-15
S0171,Swiggy,Bengaluru,Public company,,145,47.9,63.3,100,low,0,0,0,1,,,,,,1,1,1,1,,,,1,,2026-09-14,2026-09-15
S0172,Bonkers Corner,Mumbai,Other - status unverified,EXHAUST,7,50.0,70.0,100,low,9,9,0,0,,,,,,1,1,1,1,,,,1,verify founder identities/roles via MCA directors + primary press (2 independent sources),2026-09-14,2026-09-15
S0173,immunitoAI,Bengaluru,Other - status unverified,,294,62.5,60.0,100,low,0,0,0,0,,,,,,,,1,1,,,,1,,2026-09-14,2026-09-15
S0174,BigEndian Semiconductors,Bengaluru,Startup,,269,50.0,73.3,0,none,1,0,4,0,,,,,,1,1,1,1,,,,1,,2026-09-14,2026-09-14
S0175,Mojro Technologies,Bengaluru,Startup,,239,52.1,60.0,0,none,0,0,4,0,,,,,,1,1,1,1,,,,1,,2026-09-14,2026-09-14
S0176,Neo (Neo Investment Value Advisors),Mumbai,Startup,,280,50.0,50.0,0,none,0,0,3,0,,,,,,1,1,1,1,,,,1,,2026-09-14,2026-09-14
S0177,Capillary Technologies,Bengaluru,Public company,TARGET,59,50.0,100.0,0,none,9,0,3,0,,,,,,1,1,1,1,,,,1,verify founder identities/roles via MCA directors + primary press (2 independent sources),2026-09-14,2026-09-14
S0178,PowerUp Money,Bengaluru,Startup,,292,52.1,100.0,0,none,0,0,3,0,,,,,,1,1,1,1,,,,1,,2026-09-14,2026-09-14
S0179,Truva,Mumbai,Startup,,281,47.9,40.0,0,none,0,0,0,0,,,,,,,,1,1,,,,1,,,2026-09-14
S0180,Tsavorite,Bengaluru,Startup,,258,41.7,86.7,0,none,0,0,0,0,,,,,1,,,1,1,,,,1,,,2026-09-14
S0181,Inox Clean Energy,Noida,Mature private company,,136,54.2,70.0,0,none,0,0,0,0,,,,,,,,,1,,,,1,,,2026-09-14
S0182,Raphe mPhibr,Noida,Startup,,193,60.4,93.3,0,none,0,0,0,0,,,,,,,,,1,,,,1,,,2026-09-14
S0183,Battery Smart,Gurugram,Startup,,191,60.4,100.0,0,none,0,0,0,0,,,,,,,,1,1,,,,1,,,2026-09-14
S0184,Carrum Mobility,Bengaluru,Startup,EXHAUST,30,31.2,63.3,100,none,10,10,0,0,,1,,,1,1,,1,1,1,,,1,establish legal entity + CIN + incorporation date + status via MCA,2026-09-14,2026-09-15
S0185,Elivaas,Bengaluru,Startup,,169,89.6,100.0,100,high,0,0,7,3,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0186,nCore Games,Bengaluru,Startup,EXHAUST,26,27.1,40.0,100,none,11,11,0,0,,1,,,1,,1,1,1,1,,,1,verify founder identities/roles via MCA directors + primary press (2 independent sources),2026-09-14,2026-09-15
S0187,Stimuler AI,Bengaluru,Startup,TARGET,55,29.2,40.0,100,none,11,0,0,0,,1,,,1,,1,1,1,1,,,,verify founder identities/roles via MCA directors + primary press (2 independent sources),2026-09-14,2026-09-15
S0188,Zerodha,Bengaluru,Startup,TARGET,92,31.2,60.0,100,low,11,0,0,1,,,1,1,,1,1,1,1,1,,,1,"reconstruct funding history (dates, amounts, instruments, valuations, leads)",2026-09-14,2026-09-15
S0189,General Autonomy,Bengaluru,Startup,,277,41.7,63.3,0,none,0,0,0,0,,,,,1,1,1,1,1,,,,,,,2026-09-14
S0190,Otipy,Delhi NCR,Former startup,,358,8.3,20.0,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0191,QOSMIC,Bengaluru,Startup,,284,43.8,73.3,0,none,0,0,0,0,,,,,1,,,1,1,1,,,,,,2026-09-14
S0192,Hachidori Robotics,Bengaluru,Startup,,303,52.1,40.0,0,none,0,0,0,0,,,,,1,,,1,1,,,,,,,2026-09-14
S0193,TransBnk,Gurugram,Startup,,302,41.7,86.7,0,none,0,0,0,0,,,,,1,1,,1,1,1,,,,,,2026-09-14
S0194,Olee Space,Pune,Startup,,228,47.9,73.3,100,low,0,0,0,0,,,,,1,,,1,1,,,,,,2026-09-14,2026-09-15
S0195,Atlys,Delhi NCR,Startup,,214,43.8,66.7,100,none,0,0,0,0,,,,,1,,1,1,1,,,,,,2026-09-14,2026-09-14
S0196,Goldi Solar,Surat,Mature private company,,152,50.0,53.3,100,low,0,0,0,0,,,,,,1,,1,1,,,,,,2026-09-14,2026-09-15
S0197,Kiwi (Gokiwi Tech),Bengaluru,Startup,,265,100.0,100.0,100,high,0,0,7,6,,,,,,,,,,,,,,,2026-09-15,p3-merge
S0198,Circolife,Mumbai,Startup,,132,39.6,40.0,100,low,10,2,0,0,,,,,1,,1,1,1,,,1,,,2026-09-14,2026-09-15
S0199,Agnikul Cosmos (AgniKul),Chennai,Startup,,114,33.3,20.0,0,none,10,2,2,0,,,,,1,1,1,1,1,,,1,1,,2026-09-14,2026-09-14
S0200,Aurm,Mumbai,Public company,,181,47.9,50.0,0,none,0,0,2,0,,,,,,,,1,1,,,,1,,2026-09-14,2026-09-14
S0201,Syfe,Gurugram,Other - status unverified,,329,50.0,50.0,0,none,0,0,2,0,,,,,,,,1,1,,,,1,,2026-09-14,2026-09-14
S0202,Prozo,Gurugram,Other - status unverified,,266,54.2,50.0,0,none,0,0,2,0,,,,,,,,1,1,,,,1,,2026-09-14,2026-09-14
S0203,Jurisphere.ai,Bengaluru,Startup,,273,41.7,50.0,0,none,1,0,7,0,,,,,1,1,1,1,1,,,,1,,2026-09-14,2026-09-14
S0204,The Energy Company,Bengaluru,Other - status unverified,,282,6.2,6.7,0,none,12,4,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,,2026-09-14
S0205,Spike AI,Bengaluru,Other - status unverified,,283,6.2,10.0,0,none,12,4,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,,2026-09-14
S0206,Physics Wallah,Noida,Other - status unverified,,359,6.2,20.0,0,none,12,4,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,,2026-09-14
S0207,Arivihan,Bengaluru,Other - status unverified,,290,43.8,80.0,100,none,0,0,0,0,,,,,1,,1,1,1,,,,,,2026-09-14,2026-09-14
S0208,Netrasemi (NetraSemi),Bengaluru,Other - status unverified,,121,47.9,100.0,100,none,1,0,0,0,,,,,1,,1,1,1,,,,,,2026-09-14,2026-09-14
S0209,Arohan Financial Services,Kolkata,Subsidiary,,286,95.8,100.0,100,high,0,0,7,5,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0210,Ather Energy,Bengaluru,Public company,TARGET,87,43.8,26.7,0,none,10,0,2,0,,,,,,1,1,1,1,1,,,1,verify founder identities/roles via MCA directors + primary press (2 independent sources),2026-09-14,2026-09-14
S0211,Nexedge Capital,Delhi NCR,Startup,,229,91.7,100.0,100,high,0,0,7,7,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0212,Shiprocket,Delhi NCR,Public company,,227,37.5,23.3,0,none,11,4,1,0,,,,,,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0213,Navana.ai,Mumbai,Startup,,199,89.6,100.0,100,high,0,0,6,4,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0214,Lickicious,Mumbai,Startup,,220,31.2,73.3,100,none,6,0,0,0,,,,,1,,1,1,1,1,,,1,,2026-09-15,2026-09-15
S0215,PumPumPum,Mumbai,Startup,,248,87.5,43.3,100,moderate,0,0,2,2,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0216,BimaKavach,Bengaluru,Startup,TARGET,95,25.0,83.3,100,moderate,7,0,5,1,,,,,1,,1,1,1,1,,1,1,"resolve founders conflict: 'Tejas Jain' vs 'Tejas Jain and Rajendra Kumar Jain' (primary source, then prefer)",2026-09-15,2026-09-15
S0217,CtrlS,Hyderabad,Scale-up,,108,35.4,73.3,100,moderate,7,0,5,1,,,,,1,,1,1,,1,,,1,,2026-09-15,2026-09-15
S0218,Watch Your Health,Mumbai MMR (Thane),Startup,,102,22.9,66.7,100,none,7,1,0,0,,,,1,1,,1,1,1,1,,1,1,,2026-09-15,2026-09-15
S0219,TrueFan AI,Gurugram,Other - status unverified,,299,37.5,73.3,0,none,12,4,0,0,,,,,1,1,1,1,1,,,,1,,,2026-09-14
S0220,Coulomb Litech,Mumbai,Other - status unverified,,276,35.4,100.0,0,none,12,4,0,0,,,,,1,1,1,1,1,,,,1,,,2026-09-14
S0221,Fermionic Design,Bengaluru,Other - status unverified,,260,39.6,100.0,0,none,12,4,0,0,,,,,1,1,1,1,1,,,,,,,2026-09-14
S0222,ANSCER Robotics,Bengaluru,Other - status unverified,,268,41.7,100.0,0,none,0,0,0,0,,,,,1,1,,1,1,,,,1,,,2026-09-14
S0223,Superleap AI,Bengaluru,Other - status unverified,,256,35.4,93.3,0,none,12,4,0,0,,,,,1,1,,1,1,,,,1,,,2026-09-14
S0224,Fire AI (FireAI),Mumbai,Startup,EXHAUST,20,20.8,3.3,100,low,9,9,0,1,,,,,1,1,1,1,1,1,,1,1,"build 2023-26 event timeline (raises, launches, exits, IPO steps) with dates",2026-09-14,2026-09-15
S0225,Matter,Ahmedabad,Startup,TARGET,78,20.8,10.0,100,none,10,0,0,0,,1,,,1,1,1,1,1,1,,1,1,"build 2023-26 event timeline (raises, launches, exits, IPO steps) with dates",2026-09-14,2026-09-15
S0226,Comet,Mumbai,Startup,,216,87.5,100.0,100,high,0,0,5,2,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0227,Balaji Wafers,Rajkot,Startup,,289,16.7,36.7,100,none,9,0,0,0,,1,,1,,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0228,CleverTap,Mumbai,Scale-up,,133,89.6,100.0,100,high,0,0,4,4,,,,,,,,,,,,,1,,2026-09-14,p3-merge
S0229,Drip Capital,Mumbai,Other - status unverified,,275,37.5,100.0,80,none,12,4,0,0,,,,1,1,1,1,1,1,,,,1,,,2026-09-14
S0230,Kissht (OnEMI),Mumbai,Public company,,250,37.5,100.0,100,none,12,4,0,0,,,,1,1,1,1,1,1,,,,1,,,2026-09-14
S0231,Lenskart,Gurugram,Public company,,300,39.6,100.0,80,none,12,4,0,0,,,,1,1,1,1,1,1,,,,1,,,
S0232,Neoble,Mumbai,Other - status unverified,,263,37.5,80.0,60,none,12,4,0,0,,,,1,1,1,1,1,1,,,,1,,,2026-09-14
S0233,QubeHealth Pay (QubeHealth),Mumbai,Other - status unverified,,251,37.5,66.7,100,none,12,4,0,0,,,,1,1,1,1,1,1,,,,1,,,2026-09-14
S0234,Qure.ai,Mumbai,Scale-up,TARGET,44,35.4,63.3,100,none,8,0,0,0,,,,,1,1,1,1,1,1,,,,complete investor register per round (lead vs participating) w/ round links,2026-09-14,2026-09-15
S0235,Greenwave Circularity,Pune,Startup,,153,35.4,76.7,100,low,9,2,0,1,,,,,1,1,1,1,1,1,,,,,2026-09-14,2026-09-15
S0236,Shortgun Games,Mumbai,Startup,,175,35.4,50.0,100,none,8,2,0,0,,,,,1,1,1,1,1,1,,,,,2026-09-14,2026-09-15
S0237,Uolo,Gurugram,Startup,,149,47.9,40.0,100,none,0,0,0,0,,,,,,1,,1,1,1,,,,,2026-09-14,2026-09-15
S0238,AgroStar,Pune,Mature private company,,262,97.9,100.0,100,high,0,0,8,6,,,,,,,,,,,,,,,2026-09-15,p3-merge
S0239,30 Sundays,Gurugram,Startup,,201,41.7,43.3,100,none,0,0,0,0,,,,,1,,,1,1,1,,,1,,2026-09-14,2026-09-15
S0240,Intellend Technologies Advisors,Thane,Startup,,257,37.5,63.3,100,none,8,1,0,0,,,,,1,,1,1,1,,,,1,,2026-09-14,2026-09-15
S0241,Arya.ag (Arya),Noida,Startup,,215,89.6,100.0,100,high,0,0,4,4,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0242,Hubilo,Ahmedabad,Acquired (operating),,122,41.7,63.3,100,low,0,0,0,0,,,,,,,1,1,1,,,,1,,2026-09-14,2026-09-15
S0243,ProFound (profound),Bengaluru,Startup,TARGET,80,39.6,20.0,100,none,8,0,0,0,,,,,1,,1,1,1,1,,,1,complete investor register per round (lead vs participating) w/ round links,2026-09-14,2026-09-14
S0244,Renee Cosmetics,Ahmedabad,Startup,EXHAUST,9,12.5,20.0,0,none,10,10,2,0,,1,,,1,1,1,1,1,1,,1,1,verify founder identities/roles via MCA directors + primary press (2 independent sources),2026-09-14,2026-09-14
S0245,Vini Cosmetics (Fogg),Ahmedabad,Former startup,,360,6.2,10.0,0,none,11,0,1,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0246,Vecton AI,Bengaluru,Startup,,254,70.8,100.0,100,none,0,0,0,0,,,,,,,,,,,,,1,,2026-09-15,2026-09-15
S0247,Dialflo,Bengaluru,Startup,EXHAUST,23,12.5,26.7,0,none,11,11,1,0,,1,,,1,1,1,1,1,1,,1,1,establish legal entity + CIN + incorporation date + status via MCA,2026-09-14,2026-09-14
S0248,Ammunic Systems,Bengaluru,Startup,,267,81.2,100.0,100,moderate,0,0,9,0,,,,,,,,,,,,,1,,2026-09-15,2026-09-15
S0249,ANS Commerce,Bengaluru,Former startup,,335,6.2,20.0,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0250,BharatGPT/Hanooman (Reliance+IIT-Bombay),Mumbai (Reliance/IIT-Bombay consortium),Former startup,,354,6.2,16.7,0,none,11,0,1,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0251,Cellogen Therapeutics,Delhi (batch says Bengaluru; press says Delhi),Startup,,146,12.5,16.7,0,none,11,3,1,0,,1,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0252,Morphing Machines,Bengaluru (IISc-incubated),Startup,EXHAUST,13,16.7,20.0,0,none,11,11,1,0,,,,,1,1,1,1,1,1,,1,1,map current leadership (CEO/CFO/CTO + join dates) and 2024-26 changes,2026-09-14,2026-09-14
S0253,NeuroPixel.AI,Bengaluru,Former startup,,336,6.2,16.7,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0254,Niro,Bengaluru,Former startup,,337,8.3,16.7,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0255,Niyo,Bengaluru,Scale-up,TARGET,97,89.6,100.0,100,high,5,0,7,4,,,,,,,,,,,,,1,complete investor register per round (lead vs participating) w/ round links,2026-09-15,p3-merge
S0256,SatSure,Bengaluru,Scale-up,,150,85.4,100.0,100,high,0,0,3,5,,,,,,,,,,,,,1,,2026-09-14,p3-merge
S0257,Simpl,Bengaluru,Former startup,,333,12.5,20.0,0,none,10,0,2,0,,,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0258,VerSe Innovation,Bengaluru,Startup,TARGET,90,87.5,100.0,100,high,7,0,5,10,,,,,,,,,,,,,1,complete investor register per round (lead vs participating) w/ round links,2026-09-15,p3-merge
S0259,Wow! Momo,Kolkata,Startup,,330,18.8,16.7,0,none,9,1,3,0,,,,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0260,ARC,Bengaluru,Startup,EXHAUST,14,16.7,16.7,0,none,10,10,2,0,,,,,1,1,1,1,1,1,,1,1,establish legal entity + CIN + incorporation date + status via MCA,2026-09-14,2026-09-14
S0261,InstaAstro,Gurugram,Startup,TARGET,52,16.7,20.0,0,none,10,0,2,0,,,,,1,1,1,1,1,1,,1,1,establish legal entity + CIN + incorporation date + status via MCA,2026-09-14,2026-09-14
S0262,Iztri,Bengaluru,Startup,,244,16.7,13.3,0,none,10,2,2,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0263,Qila Games,Bengaluru,Startup,TARGET,66,16.7,13.3,0,none,10,0,2,0,,,,,1,1,1,1,1,1,,1,1,establish legal entity + CIN + incorporation date + status via MCA,2026-09-14,2026-09-14
S0264,Sasta Sundar,Kolkata,Public company,,338,29.2,40.0,0,none,9,1,3,0,,,,,1,1,1,1,1,,,1,1,,2026-09-14,2026-09-14
S0265,Astrotalk,Delhi NCR (Noida),Other - status unverified,,339,29.2,66.7,0,none,9,1,3,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0266,CarDekho (GirnarSoft),Jaipur,Other - status unverified,,341,31.2,53.3,0,none,9,1,3,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0267,SagarDefence Engineering,Mumbai,Other - status unverified,,230,31.2,30.0,0,none,9,1,3,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0268,InRisk Labs (EarthRe),Ahmedabad,Other - status unverified,,340,29.2,66.7,0,none,9,1,3,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0269,Videonetics,Kolkata,Other - status unverified,,332,27.1,30.0,0,none,9,1,3,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0270,Drivn (DRIVN),Gurgaon,Other - status unverified,,320,29.2,53.3,0,none,9,1,3,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0271,Turtlemint,Mumbai,Public company,,236,31.2,66.7,0,none,9,1,3,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0272,ValuEnable,Mumbai,Other - status unverified,,270,29.2,20.0,0,none,9,1,3,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0273,Wellbeing Nutrition,Mumbai,Other - status unverified,,293,29.2,66.7,0,none,9,1,3,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0274,Alt Carbon,Kolkata,Startup,EXHAUST,22,25.0,30.0,0,none,10,10,2,0,,,,,1,1,1,1,1,1,,,1,"reconstruct funding history (dates, amounts, instruments, valuations, leads)",2026-09-14,2026-09-14
S0275,Alphadroid,Noida,Startup,,129,16.7,16.7,0,none,11,3,1,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0276,Minfy Technologies,Hyderabad,Startup,,323,20.8,10.0,0,none,9,1,3,0,,,1,1,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0277,Celebal Technologies,Jaipur,Startup,,309,18.8,16.7,0,none,9,1,3,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0278,Tonbo Imaging,Bengaluru,Startup,,279,89.6,100.0,100,high,0,0,2,4,,,,,,,,,,,,,1,,2026-09-14,p3-merge
S0279,DigitalPaani,Gurugram,Startup,,218,18.8,20.0,0,none,10,2,2,0,,,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0280,Yuma Energy,Bengaluru (ESTIMATE — Instagram snippet says Bengaluru-based; HQ not primary-sourced),Startup,TARGET,98,70.8,100.0,100,moderate,5,0,7,3,,1,,,,,,,,,,,1,verify founder identities/roles via MCA directors + primary press (2 independent sources),2026-09-15,p3-merge
S0281,Solinas Integrity,Chennai,Startup,,361,14.6,16.7,0,none,10,1,2,0,,,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0282,Covrzy,Bengaluru,Former startup,,348,8.3,10.0,100,none,11,0,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0283,IndiQube,Bengaluru,Public company,,185,87.5,100.0,100,moderate,0,0,7,2,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0284,Smartworks,Gurugram,Public company,TARGET,61,43.8,100.0,60,none,12,0,0,0,,,,,,1,1,1,1,1,,,1,establish legal entity + CIN + incorporation date + status via MCA,,2026-09-14
S0285,Amnex Infotechnologies (Amnex),Ahmedabad,Scale-up,,162,52.1,86.7,60,none,0,0,0,0,,,,,,1,1,,1,,,,1,,,2026-09-14
S0286,MakeMyTrip,Gurugram,Public company,,170,41.7,86.7,60,none,0,0,0,0,,,,,,1,1,1,1,1,,,1,,,
S0287,Spinny,Gurugram,Mature private company,EXHAUST,10,45.8,86.7,80,none,12,12,0,0,,,,,,1,1,1,1,1,,,1,establish legal entity + CIN + incorporation date + status via MCA,,2026-09-14
S0288,Traqo,Gurugram,Other - status unverified,,264,47.9,73.3,80,none,0,0,0,0,,,,,,1,,1,1,1,,,1,,,2026-09-14
S0289,Trevel,Gurugram,Other - status unverified,,288,45.8,86.7,100,none,0,0,0,0,,,,,,1,,1,1,1,,,1,,,2026-09-14
S0290,Runable,Bengaluru,Startup,TARGET,99,87.5,100.0,100,high,8,0,4,3,,,,,,,,,,,,,1,"resolve legal_name conflict: 'Runable Inc.' vs 'Runable Systems Private Limited' (primary source, then prefer)",2026-09-15,p3-merge
S0291,GreenLine,Mumbai,Scale-up,TARGET,56,45.8,86.7,60,none,12,0,0,0,,,,,,1,,1,1,1,,,1,establish legal entity + CIN + incorporation date + status via MCA,,2026-09-14
S0292,IDfy,Mumbai,Mature private company,EXHAUST,29,50.0,100.0,100,none,12,12,0,0,,,,,,1,,1,1,1,,,1,establish legal entity + CIN + incorporation date + status via MCA,,2026-09-14
S0293,QWEEN,Bengaluru,Scale-up,TARGET,96,52.1,86.7,80,none,12,0,0,0,,,,,,1,,1,1,,,,1,establish legal entity + CIN + incorporation date + status via MCA,,2026-09-14
S0294,The Whole Truth,Mumbai,Startup,,296,10.4,6.7,100,none,12,3,0,0,,1,1,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0295,WinZO,New Delhi,Startup,,328,18.8,20.0,100,none,11,3,0,0,,1,1,1,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0296,Nestasia,Kolkata,Startup,,192,79.2,100.0,100,high,0,0,6,3,,,,,,,,,,,,,1,,2026-09-15,p3-merge
S0297,Zettaone,Krishnagiri (mfg facility),Startup,,327,16.7,100.0,100,none,11,2,0,0,,1,1,1,1,1,1,1,1,1,,,1,,2026-09-14,2026-09-14
S0298,Landeed,Hyderabad,Startup,,109,16.7,20.0,100,none,11,2,0,0,,1,,,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0299,Milky Mist,Erode / Perundurai,Public company,TARGET,94,18.8,10.0,100,none,11,0,0,0,,1,,1,1,1,1,1,1,1,,,1,establish legal entity + CIN + incorporation date + status via MCA,2026-09-14,2026-09-14
S0300,QuickShift,Gurugram,Startup,,259,12.5,20.0,100,low,11,3,0,0,,1,,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-15
S0301,Atlan,New Delhi,Startup,EXHAUST,17,22.9,20.0,100,none,11,11,0,0,,,,1,1,1,1,1,1,1,,,1,establish legal entity + CIN + incorporation date + status via MCA,2026-09-14,2026-09-14
S0302,CHOSEN (skin/hair),Chennai,Startup,,137,12.5,10.0,100,none,11,3,0,0,,1,,1,1,1,1,1,1,1,,1,1,,2026-09-14,2026-09-14
S0303,Big Mishra,UNKNOWN,Startup,EXHAUST,3,18.8,20.0,100,none,10,10,0,0,,1,,1,,1,1,1,1,1,,1,1,verify founder identities/roles via MCA directors + primary press (2 independent sources),2026-09-14,2026-09-14
S0304,Centricity,Gurugram,Startup,TARGET,68,27.1,66.7,0,none,12,0,0,0,,,,,1,1,,1,1,1,,1,1,establish legal entity + CIN + incorporation date + status via MCA,,2026-09-14
S0305,Graph AI,Pleasanton,Startup,,271,70.8,66.7,100,none,0,0,0,0,,,,,,,,,1,,,,1,,2026-09-15,2026-09-14
S0306,GROWiT India,Surat,Other - status unverified,EXHAUST,36,27.1,20.0,100,none,10,10,0,0,,,,,,1,1,1,1,1,,,1,verify founder identities/roles via MCA directors + primary press (2 independent sources),2026-09-14,2026-09-14
S0307,Mindgrove Technologies,Chennai,Startup,TARGET,91,68.8,80.0,100,high,7,0,5,4,,,,,1,,,,,,,,1,"resolve founding_year conflict: '2021' vs '2022' (primary source, then prefer)",2026-09-15,p3-merge
S0308,NeoGeo,Gurugram,Startup,EXHAUST,31,14.6,66.7,0,none,12,12,0,0,,1,,,1,1,1,1,1,1,,1,1,establish legal entity + CIN + incorporation date + status via MCA,,2026-09-14
S0309,Kepler Aerospace,Bengaluru,Startup,,196,77.1,100.0,100,moderate,0,0,5,1,,,,,,,,,,,,,1,,2026-09-15,p3-merge
