startup_id,company_name,score_identity,score_founders,score_funding,score_investors,score_financials,score_products,score_traction,score_people,score_customers,score_legal,score_events,completeness_pct,tier,source_quality_pct,freshness_pct,conflict_level,score_locations,priority_score,priority_rank,cohort
S0161,Agrani Labs,10.0,7.5,7.5,5.0,7.5,10.0,7.5,10.0,0.0,2.5,10.0,72.9,Deep,96.7,100,high,10.0,37.8,46,TARGET
S0162,Mokobara,10.0,7.5,7.5,5.0,10.0,10.0,10.0,10.0,0.0,7.5,10.0,81.2,Intelligence-grade,100.0,100,moderate,10.0,29.8,154,
S0163,XpressBees,10.0,7.5,7.5,5.0,10.0,7.5,10.0,10.0,10.0,7.5,10.0,85.4,Intelligence-grade,40.0,100,moderate,7.5,21.4,245,
S0164,Fundly.ai,10.0,7.5,7.5,5.0,10.0,10.0,10.0,10.0,5.0,5.0,10.0,83.3,Intelligence-grade,100.0,100,high,10.0,17.0,285,
S0165,Mitigata,10.0,10.0,5.0,5.0,7.5,10.0,10.0,10.0,10.0,2.5,10.0,83.3,Intelligence-grade,100.0,100,moderate,10.0,24.8,211,
S0166,Refold AI,7.5,5.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,27.1,Basic,60.0,0,none,5.0,28.6,168,
S0167,RentoMojo,10.0,7.5,7.5,7.5,10.0,10.0,10.0,10.0,0.0,2.5,10.0,79.2,Intelligence-grade,100.0,100,high,10.0,22.4,233,
S0168,Blinkit,7.5,5.0,2.5,2.5,7.5,0.0,5.0,0.0,0.0,0.0,7.5,35.4,Basic,66.7,100,none,5.0,41.3,19,EXHAUST
S0169,Juniper Green Energy,7.5,7.5,7.5,5.0,10.0,0.0,0.0,0.0,0.0,2.5,10.0,45.8,Enriched,30.0,100,none,5.0,10.6,308,
S0170,Serentica Renewables,7.5,7.5,7.5,7.5,10.0,0.0,0.0,0.0,0.0,2.5,10.0,47.9,Enriched,50.0,100,low,5.0,10.8,306,
S0171,Swiggy,7.5,10.0,5.0,7.5,10.0,0.0,0.0,0.0,0.0,2.5,10.0,47.9,Enriched,63.3,100,low,5.0,30.7,145,
S0172,Bonkers Corner,7.5,10.0,7.5,7.5,10.0,0.0,0.0,0.0,0.0,2.5,10.0,50.0,Enriched,70.0,100,low,5.0,42.9,7,EXHAUST
S0173,immunitoAI,7.5,10.0,7.5,7.5,10.0,7.5,7.5,0.0,0.0,2.5,10.0,62.5,Deep,60.0,100,low,5.0,15.9,294,
S0174,BigEndian Semiconductors,7.5,10.0,5.0,10.0,7.5,0.0,0.0,0.0,0.0,2.5,10.0,50.0,Enriched,73.3,0,none,7.5,18.6,269,
S0175,Mojro Technologies,7.5,10.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,2.5,10.0,52.1,Enriched,60.0,0,none,7.5,21.9,239,
S0176,Neo (Neo Investment Value Advisors),7.5,10.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,2.5,7.5,50.0,Enriched,50.0,0,none,7.5,17.4,280,
S0177,Capillary Technologies,7.5,10.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,2.5,10.0,50.0,Enriched,100.0,0,none,5.0,36.6,59,TARGET
S0178,PowerUp Money,7.5,10.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,2.5,10.0,52.1,Enriched,100.0,0,none,7.5,16.2,292,
S0179,Truva,7.5,5.0,5.0,10.0,7.5,2.5,2.5,0.0,0.0,2.5,7.5,47.9,Enriched,40.0,0,none,7.5,17.4,281,
S0180,Tsavorite,7.5,5.0,5.0,5.0,0.0,7.5,2.5,0.0,0.0,2.5,7.5,41.7,Enriched,86.7,0,none,7.5,19.8,258,
S0181,Inox Clean Energy,7.5,2.5,5.0,10.0,7.5,5.0,5.0,2.5,0.0,2.5,10.0,54.2,Enriched,70.0,0,none,7.5,31.2,136,
S0182,Raphe mPhibr,7.5,5.0,7.5,7.5,7.5,5.0,5.0,7.5,0.0,2.5,10.0,60.4,Deep,93.3,0,none,7.5,26.2,193,
S0183,Battery Smart,7.5,5.0,7.5,10.0,7.5,7.5,7.5,0.0,0.0,2.5,10.0,60.4,Deep,100.0,0,none,7.5,26.3,191,
S0184,Carrum Mobility,5.0,0.0,7.5,7.5,0.0,0.0,5.0,0.0,0.0,0.0,7.5,31.2,Basic,63.3,100,none,5.0,39.5,30,EXHAUST
S0185,Elivaas,10.0,10.0,7.5,7.5,10.0,10.0,10.0,10.0,10.0,2.5,10.0,89.6,Intelligence-grade,100.0,100,high,10.0,28.6,169,
S0186,nCore Games,5.0,0.0,5.0,7.5,0.0,2.5,0.0,0.0,0.0,0.0,7.5,27.1,Basic,40.0,100,none,5.0,40.1,26,EXHAUST
S0187,Stimuler AI,7.5,0.0,5.0,7.5,0.0,2.5,0.0,0.0,0.0,0.0,7.5,29.2,Basic,40.0,100,none,5.0,36.9,55,TARGET
S0188,Zerodha,7.5,7.5,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.5,31.2,Basic,60.0,100,low,5.0,33.8,92,TARGET
S0189,General Autonomy,10.0,10.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,2.5,7.5,41.7,Enriched,63.3,0,none,5.0,17.8,277,
S0190,Otipy,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,Candidate,20.0,100,none,5.0,0.0,358,
S0191,QOSMIC,7.5,7.5,2.5,10.0,0.0,7.5,5.0,0.0,0.0,0.0,7.5,43.8,Enriched,73.3,0,none,5.0,17.2,284,
S0192,Hachidori Robotics,10.0,7.5,7.5,5.0,0.0,7.5,7.5,0.0,0.0,2.5,7.5,52.1,Enriched,40.0,0,none,7.5,12.2,303,
S0193,TransBnk,7.5,7.5,2.5,10.0,0.0,0.0,10.0,0.0,0.0,0.0,7.5,41.7,Enriched,86.7,0,none,5.0,12.3,302,
S0194,Olee Space,7.5,10.0,7.5,7.5,0.0,5.0,5.0,0.0,0.0,2.5,7.5,47.9,Enriched,73.3,100,low,5.0,22.9,228,
S0195,Atlys,7.5,10.0,7.5,10.0,0.0,2.5,0.0,0.0,0.0,2.5,7.5,43.8,Enriched,66.7,100,none,5.0,24.7,214,
S0196,Goldi Solar,7.5,10.0,7.5,7.5,5.0,0.0,7.5,0.0,0.0,2.5,7.5,50.0,Enriched,53.3,100,low,5.0,30.2,152,
S0197,Kiwi (Gokiwi Tech),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,Fully researched,100.0,100,high,10.0,19.3,265,
S0198,Circolife,7.5,10.0,7.5,7.5,0.0,5.0,0.0,0.0,0.0,2.5,0.0,39.6,Basic,40.0,100,low,7.5,31.4,132,
S0199,Agnikul Cosmos (AgniKul),10.0,10.0,7.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,33.3,Basic,20.0,0,none,7.5,32.6,114,
S0200,Aurm,10.0,7.5,2.5,5.0,10.0,5.0,2.5,0.0,0.0,2.5,7.5,47.9,Enriched,50.0,0,none,5.0,27.6,181,
S0201,Syfe,10.0,7.5,5.0,5.0,7.5,5.0,2.5,0.0,0.0,2.5,7.5,50.0,Enriched,50.0,0,none,7.5,5.4,329,
S0202,Prozo,10.0,7.5,5.0,5.0,10.0,5.0,5.0,0.0,0.0,2.5,7.5,54.2,Enriched,50.0,0,none,7.5,19.2,266,
S0203,Jurisphere.ai,10.0,10.0,7.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,7.5,41.7,Enriched,50.0,0,none,10.0,18.4,273,
S0204,The Energy Company,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,6.7,0,none,5.0,17.4,282,
S0205,Spike AI,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,10.0,0,none,5.0,17.4,283,
S0206,Physics Wallah,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,20.0,0,none,5.0,0.0,359,
S0207,Arivihan,7.5,10.0,7.5,10.0,0.0,2.5,0.0,0.0,0.0,2.5,7.5,43.8,Enriched,80.0,100,none,5.0,16.3,290,
S0208,Netrasemi (NetraSemi),7.5,10.0,7.5,7.5,0.0,5.0,0.0,0.0,0.0,2.5,10.0,47.9,Enriched,100.0,100,none,7.5,32.1,121,
S0209,Arohan Financial Services,10.0,10.0,7.5,7.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,95.8,Fully researched,100.0,100,high,10.0,16.9,286,
S0210,Ather Energy,7.5,10.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,7.5,43.8,Enriched,26.7,0,none,5.0,34.4,87,TARGET
S0211,Nexedge Capital,10.0,10.0,7.5,7.5,10.0,10.0,10.0,10.0,5.0,10.0,10.0,91.7,Fully researched,100.0,100,high,10.0,22.9,229,
S0212,Shiprocket,7.5,7.5,5.0,7.5,5.0,0.0,0.0,0.0,0.0,0.0,7.5,37.5,Basic,23.3,0,none,5.0,23.0,227,
S0213,Navana.ai,10.0,10.0,7.5,7.5,10.0,10.0,10.0,10.0,10.0,2.5,10.0,89.6,Intelligence-grade,100.0,100,high,10.0,26.0,199,
S0214,Lickicious,5.0,7.5,2.5,7.5,0.0,2.5,0.0,0.0,0.0,0.0,7.5,31.2,Basic,73.3,100,none,5.0,23.9,220,
S0215,PumPumPum,10.0,10.0,7.5,7.5,10.0,10.0,10.0,10.0,10.0,2.5,7.5,87.5,Intelligence-grade,43.3,100,moderate,10.0,20.8,248,
S0216,BimaKavach,5.0,5.0,2.5,7.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,Basic,83.3,100,moderate,5.0,33.6,95,TARGET
S0217,CtrlS,5.0,5.0,2.5,7.5,0.0,5.0,0.0,0.0,5.0,0.0,7.5,35.4,Basic,73.3,100,moderate,5.0,33.0,108,
S0218,Watch Your Health,5.0,10.0,2.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,22.9,Basic,66.7,100,none,5.0,33.3,102,
S0219,TrueFan AI,10.0,10.0,7.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,7.5,37.5,Basic,73.3,0,none,5.0,13.1,299,
S0220,Coulomb Litech,10.0,10.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,2.5,7.5,35.4,Basic,100.0,0,none,7.5,17.9,276,
S0221,Fermionic Design,10.0,10.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,10.0,39.6,Basic,100.0,0,none,7.5,19.7,260,
S0222,ANSCER Robotics,10.0,10.0,5.0,2.5,0.0,0.0,5.0,0.0,0.0,2.5,7.5,41.7,Enriched,100.0,0,none,7.5,19.1,268,
S0223,Superleap AI,10.0,7.5,2.5,2.5,0.0,0.0,5.0,0.0,0.0,2.5,7.5,35.4,Basic,93.3,0,none,5.0,20.1,256,
S0224,Fire AI (FireAI),5.0,7.5,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,Basic,3.3,100,low,5.0,41.1,20,EXHAUST
S0225,Matter,7.5,0.0,2.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,Basic,10.0,100,none,5.0,35.0,78,TARGET
S0226,Comet,10.0,7.5,7.5,10.0,7.5,10.0,10.0,10.0,10.0,2.5,10.0,87.5,Intelligence-grade,100.0,100,high,10.0,24.4,216,
S0227,Balaji Wafers,7.5,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,Candidate,36.7,100,none,5.0,16.4,289,
S0228,CleverTap,10.0,7.5,7.5,10.0,10.0,10.0,10.0,10.0,10.0,2.5,10.0,89.6,Intelligence-grade,100.0,100,high,10.0,31.4,133,
S0229,Drip Capital,10.0,10.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,7.5,37.5,Basic,100.0,80,none,7.5,18.1,275,
S0230,Kissht (OnEMI),10.0,10.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,10.0,37.5,Basic,100.0,100,none,5.0,20.6,250,
S0231,Lenskart,10.0,10.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,10.0,39.6,Basic,100.0,80,none,7.5,12.7,300,
S0232,Neoble,10.0,10.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,7.5,37.5,Basic,80.0,60,none,7.5,19.4,263,
S0233,QubeHealth Pay (QubeHealth),10.0,10.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,7.5,37.5,Basic,66.7,100,none,7.5,20.6,251,
S0234,Qure.ai,7.5,10.0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,35.4,Basic,63.3,100,none,5.0,38.3,44,TARGET
S0235,Greenwave Circularity,7.5,7.5,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,35.4,Basic,76.7,100,low,5.0,30.0,153,
S0236,Shortgun Games,7.5,10.0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,35.4,Basic,50.0,100,none,5.0,28.0,175,
S0237,Uolo,7.5,10.0,7.5,10.0,5.0,0.0,5.0,0.0,0.0,0.0,7.5,47.9,Enriched,40.0,100,none,5.0,30.6,149,
S0238,AgroStar,10.0,10.0,10.0,7.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,97.9,Fully researched,100.0,100,high,10.0,19.5,262,
S0239,30 Sundays,7.5,10.0,5.0,7.5,0.0,5.0,2.5,0.0,0.0,0.0,7.5,41.7,Enriched,43.3,100,none,5.0,25.8,201,
S0240,Intellend Technologies Advisors,10.0,7.5,2.5,5.0,0.0,5.0,0.0,0.0,0.0,2.5,7.5,37.5,Basic,63.3,100,none,5.0,20.1,257,
S0241,Arya.ag (Arya),10.0,7.5,7.5,7.5,10.0,7.5,10.0,10.0,7.5,10.0,10.0,89.6,Intelligence-grade,100.0,100,high,10.0,24.6,215,
S0242,Hubilo,10.0,7.5,2.5,5.0,5.0,5.0,0.0,0.0,0.0,2.5,7.5,41.7,Enriched,63.3,100,low,5.0,32.1,122,
S0243,ProFound (profound),7.5,10.0,2.5,10.0,0.0,5.0,0.0,0.0,0.0,0.0,7.5,39.6,Basic,20.0,100,none,5.0,34.9,80,TARGET
S0244,Renee Cosmetics,5.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,Candidate,20.0,0,none,5.0,42.8,9,EXHAUST
S0245,Vini Cosmetics (Fogg),2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,10.0,0,none,5.0,0.0,360,
S0246,Vecton AI,10.0,10.0,5.0,2.5,5.0,7.5,7.5,10.0,5.0,2.5,10.0,70.8,Deep,100.0,100,none,10.0,20.2,254,
S0247,Dialflo,5.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,Candidate,26.7,0,none,5.0,40.8,23,EXHAUST
S0248,Ammunic Systems,10.0,7.5,7.5,2.5,10.0,7.5,10.0,10.0,10.0,2.5,10.0,81.2,Intelligence-grade,100.0,100,moderate,10.0,19.2,267,
S0249,ANS Commerce,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,20.0,100,none,5.0,4.2,335,
S0250,BharatGPT/Hanooman (Reliance+IIT-Bombay),2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,16.7,0,none,5.0,1.2,354,
S0251,Cellogen Therapeutics,5.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,Candidate,16.7,0,none,5.0,30.7,146,
S0252,Morphing Machines,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,Candidate,20.0,0,none,5.0,42.4,13,EXHAUST
S0253,NeuroPixel.AI,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,16.7,100,none,5.0,4.2,336,
S0254,Niro,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,Candidate,16.7,100,none,5.0,4.1,337,
S0255,Niyo,10.0,7.5,7.5,2.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,89.6,Intelligence-grade,100.0,100,high,10.0,33.4,97,TARGET
S0256,SatSure,10.0,2.5,7.5,10.0,10.0,10.0,10.0,10.0,10.0,2.5,10.0,85.4,Intelligence-grade,100.0,100,high,10.0,30.4,150,
S0257,Simpl,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,Candidate,20.0,0,none,5.0,4.4,333,
S0258,VerSe Innovation,10.0,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,10.0,87.5,Intelligence-grade,100.0,100,high,10.0,33.9,90,TARGET
S0259,Wow! Momo,5.0,7.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,Candidate,16.7,0,none,5.0,5.2,330,
S0260,ARC,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,Candidate,16.7,0,none,5.0,42.3,14,EXHAUST
S0261,InstaAstro,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,Candidate,20.0,0,none,5.0,37.1,52,TARGET
S0262,Iztri,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,Candidate,13.3,0,none,5.0,21.5,244,
S0263,Qila Games,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,Candidate,13.3,0,none,5.0,36.1,66,TARGET
S0264,Sasta Sundar,7.5,7.5,5.0,7.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,29.2,Basic,40.0,0,none,5.0,4.0,338,
S0265,Astrotalk,7.5,10.0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,Basic,66.7,0,none,5.0,4.0,339,
S0266,CarDekho (GirnarSoft),7.5,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,Basic,53.3,0,none,5.0,3.9,341,
S0267,SagarDefence Engineering,7.5,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,Basic,30.0,0,none,5.0,22.7,230,
S0268,InRisk Labs (EarthRe),7.5,10.0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,Basic,66.7,0,none,5.0,4.0,340,
S0269,Videonetics,7.5,7.5,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,Basic,30.0,0,none,5.0,4.7,332,
S0270,Drivn (DRIVN),7.5,10.0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,Basic,53.3,0,none,5.0,8.1,320,
S0271,Turtlemint,7.5,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,Basic,66.7,0,none,5.0,22.1,236,
S0272,ValuEnable,7.5,10.0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,Basic,20.0,0,none,5.0,18.6,270,
S0273,Wellbeing Nutrition,7.5,10.0,2.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,Basic,66.7,0,none,5.0,16.2,293,
S0274,Alt Carbon,5.0,7.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,25.0,Basic,30.0,0,none,5.0,40.9,22,EXHAUST
S0275,Alphadroid,5.0,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,Candidate,16.7,0,none,5.0,31.8,129,
S0276,Minfy Technologies,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,20.8,Basic,10.0,0,none,5.0,7.1,323,
S0277,Celebal Technologies,5.0,7.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,Candidate,16.7,0,none,5.0,10.3,309,
S0278,Tonbo Imaging,10.0,10.0,7.5,2.5,10.0,7.5,10.0,10.0,10.0,10.0,10.0,89.6,Intelligence-grade,100.0,100,high,10.0,17.7,279,
S0279,DigitalPaani,5.0,7.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,Candidate,20.0,0,none,5.0,24.2,218,
S0280,Yuma Energy,10.0,0.0,2.5,2.5,7.5,10.0,10.0,10.0,10.0,2.5,10.0,70.8,Deep,100.0,100,moderate,10.0,33.4,98,TARGET
S0281,Solinas Integrity,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,Candidate,16.7,0,none,5.0,0.0,361,
S0282,Covrzy,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,Candidate,10.0,100,none,5.0,3.1,348,
S0283,IndiQube,10.0,5.0,7.5,10.0,10.0,10.0,10.0,10.0,10.0,2.5,10.0,87.5,Intelligence-grade,100.0,100,moderate,10.0,27.1,185,
S0284,Smartworks,7.5,10.0,10.0,2.5,10.0,0.0,0.0,0.0,0.0,0.0,7.5,43.8,Enriched,100.0,60,none,5.0,36.4,61,TARGET
S0285,Amnex Infotechnologies (Amnex),7.5,10.0,7.5,7.5,7.5,0.0,0.0,7.5,0.0,2.5,7.5,52.1,Enriched,86.7,60,none,5.0,29.3,162,
S0286,MakeMyTrip,7.5,10.0,7.5,2.5,10.0,0.0,0.0,0.0,0.0,0.0,7.5,41.7,Enriched,86.7,60,none,5.0,28.6,170,
S0287,Spinny,7.5,10.0,10.0,2.5,10.0,0.0,0.0,0.0,0.0,0.0,10.0,45.8,Enriched,86.7,80,none,5.0,42.8,10,EXHAUST
S0288,Traqo,7.5,10.0,7.5,2.5,10.0,0.0,7.5,0.0,0.0,0.0,7.5,47.9,Enriched,73.3,80,none,5.0,19.4,264,
S0289,Trevel,7.5,10.0,7.5,2.5,7.5,0.0,7.5,0.0,0.0,0.0,7.5,45.8,Enriched,86.7,100,none,5.0,16.5,288,
S0290,Runable,10.0,10.0,10.0,2.5,10.0,10.0,10.0,10.0,5.0,7.5,10.0,87.5,Intelligence-grade,100.0,100,high,10.0,33.4,99,TARGET
S0291,GreenLine,7.5,7.5,7.5,2.5,7.5,0.0,7.5,0.0,0.0,0.0,7.5,45.8,Enriched,86.7,60,none,7.5,36.9,56,TARGET
S0292,IDfy,7.5,10.0,10.0,2.5,10.0,0.0,7.5,0.0,0.0,0.0,7.5,50.0,Enriched,100.0,100,none,5.0,39.6,29,EXHAUST
S0293,QWEEN,7.5,10.0,10.0,2.5,7.5,0.0,7.5,0.0,0.0,2.5,10.0,52.1,Enriched,86.7,80,none,5.0,33.5,96,TARGET
S0294,The Whole Truth,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,Candidate,6.7,100,none,5.0,15.2,296,
S0295,WinZO,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.8,Candidate,20.0,100,none,5.0,5.6,328,
S0296,Nestasia,10.0,10.0,7.5,2.5,7.5,7.5,10.0,10.0,7.5,2.5,10.0,79.2,Intelligence-grade,100.0,100,high,10.0,26.3,192,
S0297,Zettaone,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,16.7,Candidate,100.0,100,none,5.0,5.8,327,
S0298,Landeed,7.5,0.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,Candidate,20.0,100,none,5.0,32.9,109,
S0299,Milky Mist,7.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,18.8,Candidate,10.0,100,none,5.0,33.7,94,TARGET
S0300,QuickShift,7.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,Candidate,20.0,100,low,5.0,19.8,259,
S0301,Atlan,7.5,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,22.9,Basic,20.0,100,none,5.0,41.4,17,EXHAUST
S0302,CHOSEN (skin/hair),7.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,Candidate,10.0,100,none,5.0,31.2,137,
S0303,Big Mishra,7.5,0.0,2.5,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,18.8,Candidate,20.0,100,none,5.0,43.2,3,EXHAUST
S0304,Centricity,7.5,7.5,5.0,2.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,27.1,Basic,66.7,0,none,5.0,36.0,68,TARGET
S0305,Graph AI,10.0,10.0,5.0,7.5,5.0,7.5,10.0,10.0,0.0,2.5,7.5,70.8,Deep,66.7,100,none,10.0,18.6,271,
S0306,GROWiT India,7.5,7.5,2.5,2.5,5.0,0.0,0.0,0.0,0.0,0.0,2.5,27.1,Basic,20.0,100,none,5.0,39.3,36,EXHAUST
S0307,Mindgrove Technologies,10.0,10.0,7.5,2.5,0.0,7.5,10.0,10.0,5.0,2.5,7.5,68.8,Deep,80.0,100,high,10.0,33.9,91,TARGET
S0308,NeoGeo,7.5,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,Candidate,66.7,0,none,5.0,39.5,31,EXHAUST
S0309,Kepler Aerospace,10.0,7.5,7.5,2.5,5.0,10.0,10.0,10.0,10.0,2.5,7.5,77.1,Intelligence-grade,100.0,100,moderate,10.0,26.1,196,
S0310,CARS24,10.0,7.5,7.5,2.5,10.0,7.5,10.0,10.0,0.0,10.0,10.0,79.2,Intelligence-grade,100.0,100,high,10.0,41.4,18,EXHAUST
S0311,DealShare,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,33.3,100,none,5.0,0.0,362,
S0312,Chakr Innovation,7.5,5.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,20.8,Basic,16.7,100,none,5.0,36.4,62,TARGET
S0313,Dhruva Space,7.5,7.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,20.8,Basic,20.0,100,none,5.0,40.2,25,EXHAUST
S0314,Nawgati,5.0,5.0,7.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,29.2,Basic,50.0,0,none,5.0,34.9,81,TARGET
S0315,Zaggle,5.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.5,20.8,Basic,50.0,0,none,5.0,38.0,45,TARGET
S0316,R for Rabbit,10.0,10.0,7.5,10.0,10.0,10.0,10.0,7.5,10.0,2.5,10.0,89.6,Intelligence-grade,100.0,100,high,10.0,27.1,186,
S0317,BharatAgri,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,16.7,100,none,5.0,3.2,346,
S0318,BluSmart,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,Candidate,13.3,100,none,5.0,1.1,355,
S0319,Yantra Packs,5.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,16.7,Candidate,60.0,100,none,5.0,24.8,212,
S0320,Cradlewise,10.0,10.0,7.5,2.5,5.0,10.0,10.0,10.0,7.5,7.5,10.0,83.3,Intelligence-grade,100.0,100,high,10.0,16.6,287,
S0321,Jaipur Robotics,5.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,16.7,Candidate,60.0,0,none,5.0,8.4,317,
S0322,InsuranceDekho,10.0,10.0,7.5,2.5,10.0,10.0,10.0,10.0,7.5,2.5,10.0,83.3,Intelligence-grade,100.0,100,moderate,10.0,28.4,173,
