claim_id,startup_id,entity,field,claim_value,value_type,unit,currency,date_from,date_to,source_id,confidence,status,preferred,notes
CL01448,S0222,"{'v': 'ANSCER Robotics', 'date': '2026-05-20', 'conf': 1.0, 'src': 'YourStory'}",public_private,private,company-field,,,,,,HIGH,current,yes,
CL01449,S0222,"{'v': 'ANSCER Robotics', 'date': '2026-05-20', 'conf': 1.0, 'src': 'YourStory'}",founded_date,2020,company-field,,,,,,HIGH,current,yes,
CL01450,S0222,"{'v': 'ANSCER Robotics', 'date': '2026-05-20', 'conf': 1.0, 'src': 'YourStory'}",cin,U72200KA2020PTC135762,company-field,,,2020-07-10,,,HIGH,current,yes,
CL01451,S0222,"{'v': 'ANSCER Robotics', 'date': '2026-05-20', 'conf': 1.0, 'src': 'YourStory'}",incorporation_date,10 Jul 2020,company-field,,,,,,HIGH,current,yes,
CL01452,S0222,"{'v': 'ANSCER Robotics', 'date': '2026-05-20', 'conf': 1.0, 'src': 'YourStory'}",employees,UNKNOWN,company-field,,,,,,MEDIUM,current,yes,
CL01453,S0222,"{'v': 'ANSCER Robotics', 'date': '2026-05-20', 'conf': 1.0, 'src': 'YourStory'}",official_website,https://www.anscer.com/,company-field,,,,,SRC03007,HIGH,current,yes,W-wave verified 2026-09-15
CL01454,S0222,"{'v': 'ANSCER Robotics', 'date': '2026-05-20', 'conf': 1.0, 'src': 'YourStory'}",careers_website,https://career.anscer.com/jobs/Careers,company-field,,,,,SRC03008,HIGH,current,yes,First-party careers subdomain lists current openings.
CL01455,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",company_name,Superleap AI,company-field,,,2026-08-04,,,HIGH,current,yes,
CL01456,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",legal_name,Superlabs AI Private Limited,company-field,,,2026-08-04,,,HIGH,current,yes,
CL01457,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",city,Bengaluru,company-field,,,2026-08-04,,,HIGH,current,yes,
CL01458,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",state,Karnataka,company-field,,,,,,HIGH,current,yes,
CL01459,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",primary_sector,enterprise AI CRM,company-field,,,,,,HIGH,current,yes,
CL01460,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",startup_stage,pre-Series A / Seed,company-field,,,2026-08-04,,,HIGH,current,yes,
CL01461,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",public_private,private,company-field,,,,,,HIGH,current,yes,
CL01462,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",founded_date,2024,company-field,,,,,,HIGH,current,yes,
CL01463,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",cin,U62099KA2025PTC210463,company-field,,,2025,,,HIGH,current,yes,
CL01464,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",incorporation_date,2025,company-field,,,,,,MEDIUM,current,yes,
CL01465,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",employees,UNKNOWN,company-field,,,,,,MEDIUM,current,yes,
CL01466,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",official_website,https://superleap.com,company-field,,,,,SRC03013,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01467,S0223,"{'v': 'Superleap AI', 'date': '2026-08-04', 'conf': 1.0, 'src': 'BW Disrupt'}",careers_website,https://superleap.com/careers,company-field,,,,,SRC03013,HIGH,current,yes,playwright render 2026-09-15
CL01468,S0224,Fire AI (FireAI),official_website,https://www.fire.com,company-field,,,,,SRC03015,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01469,S0224,Fire AI (FireAI),careers_website,https://www.fire.com/about/careers/,company-field,,,,,SRC03015,HIGH,current,yes,"careers link found on official homepage, probed live"
CL01470,S0225,Matter,official_website,https://www.matter.com,company-field,,,,,SRC03017,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01471,S0225,Matter,careers_website,https://www.matter.com/careers,company-field,,,,,SRC03017,HIGH,current,yes,playwright render 2026-09-15
CL01472,S0226,Comet,official_website,https://www.comet.com,company-field,,,,,SRC03030,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01473,S0226,Comet,careers_website,https://www.comet.com/site/about-us/careers/,company-field,,,,,SRC03030,HIGH,current,yes,"careers link found on official homepage, probed live"
CL01474,S0226,Comet,legal_name,Grails Marketing Private Limited,company-field,,,2026-09-15,,SRC03018,HIGH,current,yes,Tracxn confirms legal entity name
CL01475,S0226,Comet,cin,U18109KA2022PTC165258,company-field,,,2026-09-15,,SRC03018,HIGH,current,yes,CIN from Tracxn; KA = Karnataka; 2022 incorporation
CL01476,S0226,Comet,incorporation_date,2022,company-field,,,2026-09-15,,SRC03018,MEDIUM,current,yes,CIN prefix U18109KA2022PTC165258 indicates 2022 incorporation; brand launched July 2023
CL01477,S0226,Comet,state,Karnataka,company-field,,,2026-09-15,,SRC03018,HIGH,current,yes,CIN prefix KA = Karnataka
CL01478,S0226,Comet,description,"Homegrown D2C sneaker brand founded in 2023 by Utkarsh Gupta and Dishant Daryani, offering India-inspired, design-first sneakers at ₹4,299/pair. Operates D2C-first via wearcomet.com with growing offli",company-field,,,2026-09-15,,SRC03025,HIGH,current,yes,Brand launched July 2023 with debut drop Mango
CL01479,S0226,Comet,employee_estimate,UNKNOWN,company-field,,,2026-09-15,,,LOW,current,yes,Employee expenses Rs 5.1 crore in FY25 suggest ~50-100 employees but no verified headcount
CL01480,S0226,Comet,hq_type,registered,company-field,,,2026-09-15,,SRC03018,HIGH,current,yes,"Registered office at Koramangala, Bengaluru"
CL01481,S0226,Comet,registered_office,"3rd Floor, No.616, 15th Main Rd, 4th Block, Koramangala, Bengaluru, Karnataka, India, 560034",company-field,,,2026-09-15,,SRC03018,HIGH,current,yes,From Tracxn company profile
CL01482,S0227,Balaji Wafers,city,Rajkot,company-field,,,,,,HIGH,current,yes,
CL01483,S0227,Balaji Wafers,state,Gujarat,company-field,,,,,,HIGH,current,yes,
CL01484,S0227,Balaji Wafers,official_website,https://www.balajiwafers.com,company-field,,,,,SRC03033,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01485,S0227,Balaji Wafers,careers_website,https://www.balajiwafers.com/pages/careers,company-field,,,,,SRC03033,HIGH,current,yes,"careers link found on official homepage, probed live"
CL01486,S0228,CleverTap,official_website,https://clevertap.com,company-field,,,,,SRC03043,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01487,S0228,CleverTap,careers_website,https://clevertap.com/careers/,company-field,,,,,SRC03043,HIGH,current,yes,"careers link found on official homepage, probed live"
CL01488,S0228,CleverTap,legal_name,"CleverTap Private Limited (DBA: CleverTap), parent WizRocket, Inc.",company-field,,,2026-09-15,,SRC03043,MEDIUM,current,yes,"From clevertap.com footer: Legal name - CleverTap Private Limited | DBA Name - CleverTap, brought to you by WizRocket, Inc."
CL01489,S0228,CleverTap,cin,UNKNOWN,company-field,,,,,,LOW,current,yes,Not verified from registry sources
CL01490,S0228,CleverTap,incorporation_date,2013,company-field,,,2026-09-15,,SRC03038,MEDIUM,current,yes,Founded 2013 per multiple sources
CL01491,S0228,CleverTap,state,Maharashtra,company-field,,,2026-09-15,,SRC03038,MEDIUM,current,yes,Mumbai is in Maharashtra
CL01492,S0228,CleverTap,description,"All-in-one AI-powered customer engagement and retention platform. Offers analytics, personalization, campaign orchestration, and CleverAI decisioning engine. Trusted by 2000+ brands.",company-field,,,2026-09-15,,SRC03035,HIGH,current,yes,From Gartner MQ 2026 PR and clevertap.com
CL01493,S0228,CleverTap,hq_type,San Francisco (considering reverse flip to Mumbai),company-field,,,2026-09-15,,SRC03041,MEDIUM,current,yes,Headquartered in San Francisco per PR Newswire; reverse flip to India announced Oct 2024
CL01494,S0228,CleverTap,registered_office,UNKNOWN,company-field,,,,,,LOW,current,yes,Not verified from registry sources
CL01495,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",company_name,Drip Capital,company-field,,,,,,HIGH,current,yes,
CL01496,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",legal_name,Drip Capital Services India LLP,company-field,,,,,,HIGH,current,yes,
CL01497,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",city,Mumbai,company-field,,,,,,HIGH,current,yes,
CL01498,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",state,Maharashtra,company-field,,,,,,HIGH,current,yes,
CL01499,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",primary_sector,fintech/trade finance,company-field,,,,,,HIGH,current,yes,
CL01500,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",startup_stage,Series C,company-field,,,,,,HIGH,current,yes,
CL01501,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",public_private,Private,company-field,,,,,,HIGH,current,yes,
CL01502,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",founded_date,2016,company-field,,,,,,HIGH,current,yes,
CL01503,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",incorporation_date,2016-12-02,company-field,,,,,,HIGH,current,yes,
CL01504,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",cin,AAH-9299,company-field,,,,,,HIGH,current,yes,
CL01505,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",employee_count,432,company-field,,,,,,HIGH,current,yes,
CL01506,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",website,https://www.dripcapital.com,company-field,,,,,,HIGH,current,yes,
CL01507,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",description,Digital trade finance and B2B commerce platform providing working capital to SMBs engaged in cross-border trade,company-field,,,,,,HIGH,current,yes,
CL01508,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",official_website,https://www.dripcapital.com,company-field,,,,,SRC03052,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01509,S0229,"{'v': 'Drip Capital', 'conf': 1.0}",careers_website,https://www.dripcapital.com/en-us/careers,company-field,,,,,SRC03052,HIGH,current,yes,playwright render 2026-09-15
CL01510,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",company_name,Kissht (OnEMI),company-field,,,,,,HIGH,current,yes,
CL01511,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",legal_name,OnEMI Technology Solutions Limited,company-field,,,,,,HIGH,current,yes,
CL01512,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",city,Mumbai,company-field,,,,,,HIGH,current,yes,
CL01513,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",state,Maharashtra,company-field,,,,,,HIGH,current,yes,
CL01514,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",primary_sector,fintech lending,company-field,,,,,,HIGH,current,yes,
CL01515,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",startup_stage,Public (IPO May 2026),company-field,,,,,,HIGH,current,yes,
CL01516,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",public_private,Public,company-field,,,,,,HIGH,current,yes,
CL01517,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",founded_date,2016,company-field,,,,,,HIGH,current,yes,
CL01518,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",incorporation_date,2016-06-17,company-field,,,,,,HIGH,current,yes,
CL01519,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",cin,U62099MH2016PTC...,company-field,,,,,,MEDIUM,current,yes,
CL01520,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",stock_symbol,KISSHT,company-field,,,,,,HIGH,current,yes,
CL01521,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",employee_count,331,company-field,,,,,,HIGH,current,yes,
CL01522,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",website,https://www.kissht.com,company-field,,,,,,HIGH,current,yes,
CL01523,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",description,"Digital lending platform providing personal loans, business loans, and loans against property",company-field,,,,,,HIGH,current,yes,
CL01524,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",official_website,https://www.kissht.com,company-field,,,,,SRC03060,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01525,S0230,"{'v': 'Kissht (OnEMI)', 'conf': 1.0}",careers_website,https://www.kissht.com/career,company-field,,,,,SRC03060,HIGH,current,yes,"careers link found on official homepage, probed live"
CL01526,S0231,"{'v': 'Lenskart', 'conf': 1.0}",company_name,Lenskart,company-field,,,,,,HIGH,current,yes,
CL01527,S0231,"{'v': 'Lenskart', 'conf': 1.0}",legal_name,Lenskart Solutions Limited,company-field,,,,,,HIGH,current,yes,
CL01528,S0231,"{'v': 'Lenskart', 'conf': 1.0}",city,Gurugram,company-field,,,,,,HIGH,current,yes,
CL01529,S0231,"{'v': 'Lenskart', 'conf': 1.0}",state,Haryana,company-field,,,,,,HIGH,current,yes,
CL01530,S0231,"{'v': 'Lenskart', 'conf': 1.0}",primary_sector,ecommerce/eyewear,company-field,,,,,,HIGH,current,yes,
CL01531,S0231,"{'v': 'Lenskart', 'conf': 1.0}",startup_stage,Public (IPO Nov 2025),company-field,,,,,,HIGH,current,yes,
CL01532,S0231,"{'v': 'Lenskart', 'conf': 1.0}",public_private,Public,company-field,,,,,,HIGH,current,yes,
CL01533,S0231,"{'v': 'Lenskart', 'conf': 1.0}",founded_date,2008,company-field,,,,,,HIGH,current,yes,
CL01534,S0231,"{'v': 'Lenskart', 'conf': 1.0}",incorporation_date,2008,company-field,,,,,,HIGH,current,yes,
CL01535,S0231,"{'v': 'Lenskart', 'conf': 1.0}",cin,L33100DL2008PLC178355,company-field,,,,,,HIGH,current,yes,
CL01536,S0231,"{'v': 'Lenskart', 'conf': 1.0}",employee_count,18984,company-field,,,,,,HIGH,current,yes,
CL01537,S0231,"{'v': 'Lenskart', 'conf': 1.0}",website,https://www.lenskart.com,company-field,,,,,,HIGH,current,yes,
CL01538,S0231,"{'v': 'Lenskart', 'conf': 1.0}",description,"Online eyewear retailer offering eyeglasses, sunglasses, and contact lenses through e-commerce platform and physical stores",company-field,,,,,,HIGH,current,yes,
CL01539,S0231,"{'v': 'Lenskart', 'conf': 1.0}",official_website,https://www.lenskart.com,company-field,,,,,,HIGH,current,yes,Verified via web search and hyperresearch; main eyewear e-commerce site; NSE listed (LENSKART)
CL01540,S0231,"{'v': 'Lenskart', 'conf': 1.0}",careers_website,https://www.lenskart.com/careers-at-lenskart,company-field,,,,,,MEDIUM,current,yes,Careers page confirmed via tinyfish search showing company-specific job listings
CL01541,S0232,"{'v': 'Neoble', 'conf': 1.0}",company_name,Neoble,company-field,,,,,,HIGH,current,yes,
CL01542,S0232,"{'v': 'Neoble', 'conf': 1.0}",legal_name,Indiwealth Technologies Private Limited,company-field,,,,,,HIGH,current,yes,
CL01543,S0232,"{'v': 'Neoble', 'conf': 1.0}",city,Mumbai,company-field,,,,,,HIGH,current,yes,
CL01544,S0232,"{'v': 'Neoble', 'conf': 1.0}",state,Maharashtra,company-field,,,,,,HIGH,current,yes,
CL01545,S0232,"{'v': 'Neoble', 'conf': 1.0}",primary_sector,fintech lending,company-field,,,,,,HIGH,current,yes,
CL01546,S0232,"{'v': 'Neoble', 'conf': 1.0}",startup_stage,Seed,company-field,,,,,,HIGH,current,yes,
CL01547,S0232,"{'v': 'Neoble', 'conf': 1.0}",public_private,Private,company-field,,,,,,HIGH,current,yes,
CL01548,S0232,"{'v': 'Neoble', 'conf': 1.0}",founded_date,2023,company-field,,,,,,HIGH,current,yes,
CL01549,S0232,"{'v': 'Neoble', 'conf': 1.0}",incorporation_date,2023-09-26,company-field,,,,,,HIGH,current,yes,
CL01550,S0232,"{'v': 'Neoble', 'conf': 1.0}",cin,U62099MH2023PTC411182,company-field,,,,,,HIGH,current,yes,
CL01551,S0232,"{'v': 'Neoble', 'conf': 1.0}",employee_count,9,company-field,,,,,,HIGH,current,yes,
CL01552,S0232,"{'v': 'Neoble', 'conf': 1.0}",website,https://www.neoble.in,company-field,,,,,,HIGH,current,yes,
CL01553,S0232,"{'v': 'Neoble', 'conf': 1.0}",description,Digital lending platform providing loans against financial securities such as mutual funds and equities,company-field,,,,,,HIGH,current,yes,
CL01554,S0232,"{'v': 'Neoble', 'conf': 1.0}",official_website,https://www.neoble.in,company-field,,,,,SRC03075,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01555,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",company_name,QubeHealth Pay (QubeHealth),company-field,,,,,,HIGH,current,yes,
CL01556,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",legal_name,QB Health Technologies Private Limited,company-field,,,,,,HIGH,current,yes,
CL01557,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",city,Mumbai,company-field,,,,,,HIGH,current,yes,
CL01558,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",state,Maharashtra,company-field,,,,,,HIGH,current,yes,
CL01559,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",primary_sector,healthtech payments,company-field,,,,,,HIGH,current,yes,
CL01560,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",startup_stage,Series A,company-field,,,,,,HIGH,current,yes,
CL01561,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",public_private,Private,company-field,,,,,,HIGH,current,yes,
CL01562,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",founded_date,2019,company-field,,,,,,HIGH,current,yes,
CL01563,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",incorporation_date,2019-11-05,company-field,,,,,,HIGH,current,yes,
CL01564,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",cin,U73100MH2019PTC332590,company-field,,,,,,HIGH,current,yes,
CL01565,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",employee_count,63,company-field,,,,,,HIGH,current,yes,
CL01566,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",website,https://www.qubehealth.com,company-field,,,,,,HIGH,current,yes,
CL01567,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",description,"Healthcare payments platform providing credit line for employees healthcare expenses, integrating payments infrastructure with healthcare financing",company-field,,,,,,HIGH,current,yes,
CL01568,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",official_website,https://www.qubehealth.com,company-field,,,,,SRC03083,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01569,S0233,"{'v': 'QubeHealth Pay (QubeHealth)', 'conf': 1.0}",careers_website,https://www.qubehealth.com/careers.html,company-field,,,,,SRC03083,HIGH,current,yes,"careers link found on official homepage, probed live"
CL01570,S0234,Qure.ai,official_website,https://www.qure.ai,company-field,,,,,SRC03086,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01571,S0234,Qure.ai,careers_website,https://www.qure.ai/events/qurecareer,company-field,,,,,SRC03086,HIGH,current,yes,"careers link found on official homepage, probed live"
CL01572,S0235,Greenwave Circularity,official_website,https://green-wave.in,company-field,,,,,,HIGH,current,yes,Verified via hyperresearch fetch; PET recycling company in Odisha
CL01573,S0235,Greenwave Circularity,careers_website,https://green-wave.in/careers,company-field,,,,,,HIGH,current,yes,Careers page verified via hyperresearch fetch rendering company content
CL01574,S0236,Shortgun Games,official_website,https://www.shortgun.in,company-field,,,,,SRC03096,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01575,S0236,Shortgun Games,careers_website,https://www.shortgun.in/careers,company-field,,,,,SRC03096,HIGH,current,yes,"careers link found on official homepage, probed live"
CL01576,S0237,Uolo,official_website,https://uolo.com,company-field,,,,,SRC03100,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01577,S0237,Uolo,careers_website,https://in.linkedin.com/company/uolo,company-field,,,,,SRC03100,HIGH,current,yes,playwright render 2026-09-15
CL01578,S0238,AgroStar,official_website,https://corporate.agrostar.in,company-field,,,,,SRC03105,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01579,S0238,AgroStar,careers_website,https://corporate.agrostar.in/life-at-agrostar,company-field,,,,,SRC03105,HIGH,current,yes,playwright render 2026-09-15
CL01580,S0238,AgroStar,legal_name,ULink AgriTech Private Limited,company-field,,,2026-09-15,,SRC03121,HIGH,current,yes,MCA-registered entity operating as AgroStar brand; CIN U51900PN2008PTC157070
CL01581,S0238,AgroStar,cin,U51900PN2008PTC157070,company-field,,,2026-09-15,,SRC03110,HIGH,current,yes,MCA CIN; registered at ROC Pune; formerly ULINK BIOENERGY PRIVATE LIMITED (U5190
CL01582,S0238,AgroStar,incorporation_date,2008-10-20,company-field,,,2026-09-15,,SRC03110,HIGH,current,yes,MCA incorporation date for ULink AgriTech Pvt Ltd; brand AgroStar launched 2013
CL01583,S0238,AgroStar,state,Maharashtra,company-field,,,2026-09-15,,SRC03111,HIGH,current,yes,"Registered office in Pune, Maharashtra; regional offices in Gujarat and Mumbai"
CL01584,S0238,AgroStar,description,"India's leading AgriTech company building a connected ecosystem empowering farmers through technology, data, and expert guidance. Provides agronomy advisory, 200+ agri-input products, omnichannel acce",company-field,,,2026-08-11,,SRC03105,HIGH,current,yes,Verified from own website 2026-08-11
CL01585,S0238,AgroStar,employee_estimate,1456,company-field,,,2025-08-01,,SRC03112,MEDIUM,current,yes,"Tracxn official employee count as of Aug 2025; LinkedIn shows 1,001-5,000; Pitch"
CL01586,S0238,AgroStar,hq_type,registered,company-field,,,2026-09-15,,SRC03111,HIGH,current,yes,"Head Office: ULink AgriTech Pvt. Ltd., Nyati Tech Park, Wadgaon Sheri, Pune"
CL01587,S0238,AgroStar,registered_office,"Office Nos. 001-004, Ground Floor, Nyati Tech Park, Wadgaon Sheri, Pune - 411014, Maharashtra",company-field,,,2026-09-15,,SRC03111,HIGH,current,yes,"Also: S.No.677,582,581B,583,2621,2634 Parol Bhiw Vasai Palghar Tilher Thane Maha"
CL01588,S0239,30 Sundays,official_website,https://30sundays.club,company-field,,,,,SRC03142,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01589,S0240,Intellend Technologies Advisors,official_website,https://intellendtech.com,company-field,,,,,SRC03147,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01590,S0240,Intellend Technologies Advisors,careers_website,https://intellendtech.com/careers.html,company-field,,,,,SRC03147,HIGH,current,yes,"careers link found on official homepage, probed live"
CL01591,S0241,Arya.ag (Arya),official_website,https://www.arya.ag,company-field,,,,,SRC03164,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01592,S0241,Arya.ag (Arya),careers_website,https://www.arya.ag/career,company-field,,,,,SRC03164,HIGH,current,yes,playwright render 2026-09-15
CL01593,S0241,Arya.ag (Arya),cin,U51102MH1982PTC028030,company-field,,,2026-09-15,,SRC03152,HIGH,current,yes,Arya Collateral Warehousing Services Pvt Ltd CIN; incorporat
CL01594,S0241,Arya.ag (Arya),incorporation_date,1982-08-18,company-field,,,2026-09-15,,SRC03152,HIGH,current,yes,Arya Collateral established 1982; Arya.ag platform acquired/
CL01595,S0241,Arya.ag (Arya),description,"India's largest and only profitable grain commerce platform; operates 12,000 agri-warehouses across 60% of Indian districts, aggregates $3B grain annually, facilitates $1.5B loans",company-field,,,2026-09-15,,SRC03155,HIGH,current,yes,Per IFC press release March 2026
CL01596,S0241,Arya.ag (Arya),employee_estimate,875,company-field,,,2026-05-31,,SRC03152,MEDIUM,current,yes,"Tracxn reports 875 as of May 31, 2026; TechCrunch says 1,200"
CL01597,S0241,Arya.ag (Arya),hq_type,operating,company-field,,,2026-09-15,,SRC03164,HIGH,current,yes,Noida operational HQ; registered office at Mumbai
CL01598,S0241,Arya.ag (Arya),registered_office,"C Wing Office No: 301, Kailas Business Park, Veer Savarkar Marg, Parksite, Kailash Industrial Estate, Mumbai City, Vikhroli West, Maharashtra, India, 400079",company-field,,,2026-09-15,,SRC03152,HIGH,current,yes,Tracxn registered address
CL01599,S0242,Hubilo,official_website,https://hubilo.com,company-field,,,,,,MEDIUM,current,yes,Virtual event platform; acquired by Brandlive Inc. on 2025-09-16
CL01600,S0243,ProFound,official_website,https://www.profound.com,company-field,,,,,SRC03178,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01601,S0244,Renee Cosmetics,official_website,https://www.reneecosmetics.in,company-field,,,,,SRC03181,HIGH,current,yes,verified live 2026-09-15: name match on own homepage
CL01602,S0244,Renee Cosmetics,careers_website,https://reneecosmetics.keka.com/careers/,company-field,,,,,SRC03181,HIGH,current,yes,playwright render 2026-09-15
CL01603,S0246,Vecton AI,official_website,https://www.vecton.ai,company-field,,,,,,HIGH,current,yes,Verified via hyperresearch fetch; AI solutions for BFSI; Bengaluru-based
CL01604,S0246,Vecton AI,legal_name,Stagemind AI Solutions Private Limited,company-field,,,2026-09-15,,SRC03185,HIGH,current,yes,MCA-registered legal entity; formerly Graphik AI per vecton.ai Terms of Use
CL01605,S0246,Vecton AI,cin,U62091KA2024PTC188145,company-field,,,2026-09-15,,SRC03185,HIGH,current,yes,MCA CIN; incorporated 03 May 2024
CL01606,S0246,Vecton AI,incorporation_date,2024-05-03,company-field,,,2026-09-15,,SRC03185,HIGH,current,yes,MCA registration date
CL01607,S0246,Vecton AI,state,Karnataka,company-field,,,2026-09-15,,SRC03185,HIGH,current,yes,MCA registered state
CL01608,S0246,Vecton AI,country,India,company-field,,,2026-09-15,,SRC03185,HIGH,current,yes,MCA registered country
CL01609,S0246,Vecton AI,business_model,Forward Deployed Engineer (FDE) model; AI transformation partner for BFSI,company-field,,,2026-09-15,,SRC03187,HIGH,current,yes,Embeds AI engineers in client teams; builds production-ready AI for banks/NBFCs/insurers
CL01610,S0246,Vecton AI,description,AI transformation partner for financial institutions building production-ready AI and autonomous agent systems,company-field,,,2026-09-15,,SRC03187,HIGH,current,yes,From company website; formerly Graphik AI
CL01611,S0246,Vecton AI,employee_estimate,10,company-field,,,2026-09-15,,SRC03194,MEDIUM,current,yes,Datanyze estimates ~10 employees; company claims 10 BFSI customers
CL01612,S0246,Vecton AI,hq_type,registered,company-field,,,2026-09-15,,SRC03185,HIGH,current,yes,Registered office also serves as HQ
CL01613,S0246,Vecton AI,registered_office,"428, 80FT Road, 6th Block, Koramangala, Bangalore, Karnataka, India, 560095",company-field,,,2026-09-15,,SRC03185,HIGH,current,yes,MCA registered office address
CL01614,S0247,Dialflo,official_website,https://dialflo.ai,company-field,,,,,,HIGH,current,yes,Verified via web search and hyperresearch; AI voice agent startup
CL01615,S0247,Dialflo,careers_website,https://dialflo.ai/careers,company-field,,,,,SRC03197,HIGH,current,yes,playwright render 2026-09-15
CL01616,S0248,Ammunic Systems,official_website,https://ammunicsystems.com,company-field,,,,,,HIGH,current,yes,Verified via hyperresearch fetch; defence R&D firm; Bengaluru-based
CL01617,S0248,Ammunic Systems,legal_name,AMMUNIC SYSTEMS PRIVATE LIMITED,company-field,,,2026-03-20,,SRC03202,HIGH,current,yes,MCA-registered legal entity name
