issue_id,severity,sheet,record_id,issue_type,description,suggested_fix,status
AI0114,MEDIUM,STARTUPS.total_funding_disclosed,S0086,DERIVED summary in free text,"'14005.3 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0115,MEDIUM,STARTUPS.total_funding_disclosed,S0087,DERIVED summary in free text,"'8501.2 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0116,MEDIUM,STARTUPS.total_funding_disclosed,S0088,DERIVED summary in free text,"'2784.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0117,MEDIUM,STARTUPS.total_funding_disclosed,S0089,DERIVED summary in free text,"'702.7 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0118,MEDIUM,STARTUPS.total_funding_disclosed,S0090,DERIVED summary in free text,"'3308.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0119,MEDIUM,STARTUPS.total_funding_disclosed,S0091,DERIVED summary in free text,"'3727.3 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0120,MEDIUM,STARTUPS.total_funding_disclosed,S0092,DERIVED summary in free text,"'58009.5 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0121,MEDIUM,STARTUPS.total_funding_disclosed,S0093,DERIVED summary in free text,"'37044.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0122,MEDIUM,STARTUPS.total_funding_disclosed,S0094,DERIVED summary in free text,"'101310.0 Mn INR (equity, DERIVED) + 40330.0 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0123,MEDIUM,STARTUPS.total_funding_disclosed,S0095,DERIVED summary in free text,"'12234.8 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0124,MEDIUM,STARTUPS.total_funding_disclosed,S0096,DERIVED summary in free text,"'17229.0 Mn INR (equity, DERIVED) + 8570.0 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0125,MEDIUM,STARTUPS.total_funding_disclosed,S0097,DERIVED summary in free text,"'5171.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0126,MEDIUM,STARTUPS.total_funding_disclosed,S0098,DERIVED summary in free text,"'38200.4 Mn INR (equity, DERIVED) + 2571.0 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0127,MEDIUM,STARTUPS.total_funding_disclosed,S0099,DERIVED summary in free text,"'4721.2 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0128,MEDIUM,STARTUPS.total_funding_disclosed,S0100,DERIVED summary in free text,"'11675.4 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0129,MEDIUM,STARTUPS.total_funding_disclosed,S0101,DERIVED summary in free text,"'3325.5 Mn INR (equity, DERIVED) + 3325.5 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0130,MEDIUM,STARTUPS.total_funding_disclosed,S0102,DERIVED summary in free text,"'2150.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0131,MEDIUM,STARTUPS.total_funding_disclosed,S0103,DERIVED summary in free text,"'2202.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0132,MEDIUM,STARTUPS.total_funding_disclosed,S0104,DERIVED summary in free text,"'2170.2 Mn INR (equity, DERIVED) + 150.0 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0133,MEDIUM,STARTUPS.total_funding_disclosed,S0105,DERIVED summary in free text,"'5656.2 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0134,MEDIUM,STARTUPS.total_funding_disclosed,S0106,DERIVED summary in free text,"'14134.1 Mn INR (equity, DERIVED) + 565.6 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0135,MEDIUM,STARTUPS.total_funding_disclosed,S0107,DERIVED summary in free text,"'615.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0136,MEDIUM,STARTUPS.total_funding_disclosed,S0108,DERIVED summary in free text,"'4371.4 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0137,MEDIUM,STARTUPS.total_funding_disclosed,S0109,DERIVED summary in free text,"'8505.5 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0138,MEDIUM,STARTUPS.total_funding_disclosed,S0110,DERIVED summary in free text,"'18910.0 Mn INR (equity, DERIVED) + 2700.0 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0139,MEDIUM,STARTUPS.total_funding_disclosed,S0111,DERIVED summary in free text,"'29995.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0140,MEDIUM,STARTUPS.total_funding_disclosed,S0112,DERIVED summary in free text,"'34779.1 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0141,MEDIUM,STARTUPS.total_funding_disclosed,S0113,DERIVED summary in free text,"'11175.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0142,MEDIUM,STARTUPS.total_funding_disclosed,S0114,DERIVED summary in free text,"'25427.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0143,HIGH,STARTUPS.employee_estimate,S0115,non-numeric value,'N/A' is a string,split into value/unit/currency,open
AI0144,MEDIUM,STARTUPS.total_funding_disclosed,S0115,DERIVED summary in free text,"'5320.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0145,MEDIUM,STARTUPS.total_funding_disclosed,S0116,DERIVED summary in free text,"'15463.4 Mn INR (equity, DERIVED) | IPO issue 19070.0 INRMn (excluded from private equity total)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0146,MEDIUM,STARTUPS.total_funding_disclosed,S0117,DERIVED summary in free text,"'7265.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0147,MEDIUM,STARTUPS.total_funding_disclosed,S0118,DERIVED summary in free text,"'8896.6 Mn INR (equity, DERIVED) + 50.0 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0148,MEDIUM,STARTUPS.total_funding_disclosed,S0119,DERIVED summary in free text,"'26398.6 Mn INR (equity, DERIVED) + 967.0 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0149,MEDIUM,STARTUPS.total_funding_disclosed,S0120,DERIVED summary in free text,"'56245.5 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0150,MEDIUM,STARTUPS.total_funding_disclosed,S0121,DERIVED summary in free text,"'3915.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0151,MEDIUM,STARTUPS.total_funding_disclosed,S0122,DERIVED summary in free text,"'2974.1 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0152,MEDIUM,STARTUPS.total_funding_disclosed,S0123,DERIVED summary in free text,"'5651.2 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0153,MEDIUM,STARTUPS.total_funding_disclosed,S0124,DERIVED summary in free text,"'417.6 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0154,HIGH,STARTUPS.employee_estimate,S0125,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0155,MEDIUM,STARTUPS.total_funding_disclosed,S0125,DERIVED summary in free text,"'7817.0 Mn INR (equity, DERIVED) + 3480.0 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0156,MEDIUM,STARTUPS.total_funding_disclosed,S0126,DERIVED summary in free text,"'12419.1 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0157,MEDIUM,STARTUPS.total_funding_disclosed,S0127,DERIVED summary in free text,"'2795.6 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0158,MEDIUM,STARTUPS.total_funding_disclosed,S0128,DERIVED summary in free text,"'1387.5 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0159,MEDIUM,STARTUPS.total_funding_disclosed,S0129,DERIVED summary in free text,"'1621.3 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0160,MEDIUM,STARTUPS.total_funding_disclosed,S0130,DERIVED summary in free text,"'2762.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0161,MEDIUM,STARTUPS.total_funding_disclosed,S0131,DERIVED summary in free text,"'1171.2 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0162,MEDIUM,STARTUPS.total_funding_disclosed,S0132,DERIVED summary in free text,"'662.4 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0163,MEDIUM,STARTUPS.total_funding_disclosed,S0133,DERIVED summary in free text,"'1305.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0164,MEDIUM,STARTUPS.total_funding_disclosed,S0134,DERIVED summary in free text,"'35221.4 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0165,MEDIUM,STARTUPS.total_funding_disclosed,S0135,DERIVED summary in free text,"'23643.5 Mn INR (equity, DERIVED) | IPO issue 52350.0 INRMn (excluded from private equity total) | IPO issue 5235.0 INRMn (excluded from private equity total)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0166,MEDIUM,STARTUPS.total_funding_disclosed,S0136,DERIVED summary in free text,"'85700.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0167,MEDIUM,STARTUPS.total_funding_disclosed,S0137,DERIVED summary in free text,"'12900.0 Mn INR (equity, DERIVED) | IPO issue 1030.0 USDMn (excluded from private equity total)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0168,HIGH,STARTUPS.employee_estimate,S0138,non-numeric value,'Unknown' is a string,split into value/unit/currency,open
AI0169,MEDIUM,STARTUPS.total_funding_disclosed,S0138,DERIVED summary in free text,"'73535.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0170,HIGH,STARTUPS.total_funding_disclosed,S0139,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0171,HIGH,STARTUPS.total_funding_disclosed,S0141,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0172,HIGH,STARTUPS.total_funding_disclosed,S0142,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0173,MEDIUM,STARTUPS.total_funding_disclosed,S0144,DERIVED summary in free text,"'5429.2 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0174,MEDIUM,STARTUPS.total_funding_disclosed,S0145,DERIVED summary in free text,"'3317.6 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0175,MEDIUM,STARTUPS.total_funding_disclosed,S0146,DERIVED summary in free text,"'1028.4 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0176,MEDIUM,STARTUPS.total_funding_disclosed,S0147,DERIVED summary in free text,"'1371.1 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0177,HIGH,STARTUPS.employee_estimate,S0148,non-numeric value,'Lean team (exact count not disclosed)' is a string,split into value/unit/currency,open
AI0178,MEDIUM,STARTUPS.total_funding_disclosed,S0148,DERIVED summary in free text,"'2603.5 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0179,MEDIUM,STARTUPS.total_funding_disclosed,S0149,DERIVED summary in free text,"'2528.2 Mn INR (equity, DERIVED) + 1002.7 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0180,MEDIUM,STARTUPS.total_funding_disclosed,S0150,DERIVED summary in free text,"'24076.6 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0181,MEDIUM,STARTUPS.total_funding_disclosed,S0151,DERIVED summary in free text,"'617.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0182,MEDIUM,STARTUPS.total_funding_disclosed,S0152,DERIVED summary in free text,"'3092.7 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0183,MEDIUM,STARTUPS.total_funding_disclosed,S0153,DERIVED summary in free text,"'1256.9 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0184,MEDIUM,STARTUPS.total_funding_disclosed,S0154,DERIVED summary in free text,"'3082.6 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0185,MEDIUM,STARTUPS.total_funding_disclosed,S0155,DERIVED summary in free text,"'1162.5 Mn INR (equity, DERIVED) + 669.6 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0186,MEDIUM,STARTUPS.total_funding_disclosed,S0156,DERIVED summary in free text,"'1904.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0187,MEDIUM,STARTUPS.total_funding_disclosed,S0157,DERIVED summary in free text,"'1127.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0188,HIGH,STARTUPS.employee_estimate,S0158,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0189,MEDIUM,STARTUPS.total_funding_disclosed,S0158,DERIVED summary in free text,"'7103.7 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0190,MEDIUM,STARTUPS.total_funding_disclosed,S0159,DERIVED summary in free text,"'5950.8 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0191,MEDIUM,STARTUPS.total_funding_disclosed,S0161,DERIVED summary in free text,"'5046.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0192,MEDIUM,STARTUPS.total_funding_disclosed,S0162,DERIVED summary in free text,"'3688.6 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0193,MEDIUM,STARTUPS.total_funding_disclosed,S0163,DERIVED summary in free text,"'54198.2 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0194,MEDIUM,STARTUPS.total_funding_disclosed,S0164,DERIVED summary in free text,"'939.2 Mn INR (equity, DERIVED) + 78.3 Mn INR (debt)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0195,MEDIUM,STARTUPS.total_funding_disclosed,S0165,DERIVED summary in free text,"'3096.1 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0196,MEDIUM,STARTUPS.total_funding_disclosed,S0166,DERIVED summary in free text,"'557.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0197,HIGH,STARTUPS.employee_estimate,S0167,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0198,MEDIUM,STARTUPS.total_funding_disclosed,S0167,DERIVED summary in free text,"'2142.5 Mn INR (equity, DERIVED) + 179.5 Mn INR (debt) | IPO issue 1255.57 INRMn (excluded from private equity total)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0199,MEDIUM,STARTUPS.total_funding_disclosed,S0168,DERIVED summary in free text,"'48677.6 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0200,HIGH,STARTUPS.total_funding_disclosed,S0169,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0201,HIGH,STARTUPS.total_funding_disclosed,S0171,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0202,MEDIUM,STARTUPS.total_funding_disclosed,S0172,DERIVED summary in free text,"'3000.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0203,HIGH,STARTUPS.total_funding_disclosed,S0177,non-numeric value,' | IPO issue  USDMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0204,MEDIUM,STARTUPS.total_funding_disclosed,S0181,DERIVED summary in free text,"'93000.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0205,MEDIUM,STARTUPS.total_funding_disclosed,S0182,DERIVED summary in free text,"'4850.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0206,MEDIUM,STARTUPS.total_funding_disclosed,S0183,DERIVED summary in free text,"'2515.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0207,MEDIUM,STARTUPS.total_funding_disclosed,S0184,DERIVED summary in free text,"'870.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0208,MEDIUM,STARTUPS.total_funding_disclosed,S0185,DERIVED summary in free text,"'2144.5 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0209,MEDIUM,STARTUPS.total_funding_disclosed,S0186,DERIVED summary in free text,"'785.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0210,MEDIUM,STARTUPS.total_funding_disclosed,S0187,DERIVED summary in free text,"'321.4 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0211,MEDIUM,STARTUPS.total_funding_disclosed,S0194,DERIVED summary in free text,"'257.1 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0212,MEDIUM,STARTUPS.total_funding_disclosed,S0195,DERIVED summary in free text,"'3132.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0213,MEDIUM,STARTUPS.total_funding_disclosed,S0196,DERIVED summary in free text,"'14220.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0214,MEDIUM,STARTUPS.total_funding_disclosed,S0197,DERIVED summary in free text,"'3610.3 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0215,MEDIUM,STARTUPS.total_funding_disclosed,S0198,DERIVED summary in free text,"'391.5 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0216,HIGH,STARTUPS.employee_estimate,S0199,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0217,MEDIUM,STARTUPS.total_funding_disclosed,S0199,DERIVED summary in free text,"'1500.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0218,HIGH,STARTUPS.employee_estimate,S0203,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0219,HIGH,STARTUPS.total_funding_disclosed,S0203,non-numeric value,"""as-stated(enrich): {'v': '.2 million', 'src': 'Inc42 May 2026'}"" is a string",split into value/unit/currency,open
AI0220,MEDIUM,STARTUPS.total_funding_disclosed,S0208,DERIVED summary in free text,"'1170.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
AI0221,MEDIUM,STARTUPS.total_funding_disclosed,S0209,DERIVED summary in free text,"'125160.0 Mn INR (equity, DERIVED)' carries equity/debt/derivation breakdown; numeric equity round money is in FUNDING.amount_inr_mn",use FUNDING for numeric totals; keep breakdown as documented note,resolved
