location_id,startup_id,type,address_or_area,city,state,neighborhood,as_of,source_id,confidence,notes
LOC0218,S0076,office,Kolkata,Kolkata,West Bengal,,2026-06-01,SRC01440,MEDIUM,Entered East India with 3 cafes in June 2026
LOC0219,S0076,office,Ahmedabad,Ahmedabad,Gujarat,,2026-08-24,SRC01438,MEDIUM,Opened over past year per Mint
LOC0220,S0076,registered_office,"#492, 1st, 2nd & 3rd Floor, Above Third Wave Coffee, 17th Main, 2nd Sector, HSR Layout",Bengaluru,Karnataka,,2026-09-15,SRC01445,HIGH,MCA registered office address
LOC0221,S0076,hq,"1st, 2nd and 3rd Floor, No. 492, 17th Main Rd, 2nd Sector, Parangi Palaya, Sector 2, HSR Layout",Bengaluru,Karnataka,,2026-09-15,SRC01443,HIGH,
LOC0222,S0076,office,"Ground & 1st Floor, Nitesh Lexington Avenue, #72 Brigade Road",Bengaluru,Karnataka,,2026-09-15,SRC01455,HIGH,
LOC0223,S0076,ops,"Cafes across 13+ cities including Bengaluru, Mumbai, Delhi NCR, Gurugram, Pune, Hyderabad, Chandigarh, Coonoor, Ahmedabad, Mangalore, Agra, Kolkata",Multi-city,Multi-state,,2026-09-15,SRC01450,HIGH,
LOC0224,S0077,HQ,,Navi Mumbai,Maharashtra,,2025,SRC01465,HIGH,
LOC0225,S0078,HQ,,Gurugram,Haryana,,2026,SRC01474,HIGH,
LOC0226,S0078,hq,Gurugram,Gurugram,Haryana,,2026,SRC01474,HIGH,
LOC0227,S0078,registered_office,"3-B, Rajindra Park, Pusa Road, near Rajendra Place Metro Station Gate no - 4, Old Rajinder Nagar",New Delhi,Delhi,,2026-09-15,SRC01471,HIGH,
LOC0228,S0078,office,Hyderabad (1 lakh sq ft office space),Hyderabad,Telangana,,2023-03,SRC01470,MEDIUM,
LOC0229,S0079,HQ,,Bengaluru,Karnataka,,2026,SRC01478,HIGH,
LOC0230,S0083,office,,Mumbai / Delhi,Maharashtra / Delhi,,2021,SRC01507,MEDIUM,
LOC0231,S0084,HQ,,Gurugram,Haryana,,2024,SRC01517,HIGH,
LOC0232,S0085,HQ,,Gurugram,Haryana,,2026,SRC01531,MEDIUM,
LOC0233,S0085,hq,"6th Floor, Global Business Park, Tower A, Besides Guru Dronacharya Metro Station",Gurugram,Haryana,,2026-09-15,SRC01540,HIGH,
LOC0234,S0085,registered_office,"B-1102, Sankalp Iconic Tower, Opp. Vikramnagar Colony, Iscon Cross Road, S.G. Highway",Ahmedabad,Gujarat,,2026-09-15,SRC01540,HIGH,
LOC0235,S0085,office,"1901, and 1902 G Wing, 19th Floor, Lotus Corporate Park, Western Express Highway, Shri Ram Mandir Road, Goregaon East",Mumbai,Maharashtra,,2026-09-15,SRC01541,HIGH,"Mumbai is an office, NOT HQ"
LOC0236,S0085,office,Shop No. G-22 C(UGF) D-1 (K-84) Green Park Main,New Delhi,Delhi,,2026-09-15,SRC01541,HIGH,
LOC0237,S0085,office,"Bangalore East, Pottery Rd, Pulikeshi Nagar",Bengaluru,Karnataka,,2026-09-15,SRC01563,MEDIUM,
LOC0238,S0085,office,"1st Floor, Tower-A, Global Business Park, Mehrauli-Gurgaon Road, Sector 26",Gurugram,Haryana,,2026-09-15,SRC01559,HIGH,Oxyzo HQ
LOC0239,S0086,HQ,,Gurugram,Haryana,,2026,SRC01569,HIGH,
LOC0240,S0086,ops,,"Multiple (30+ cities; 8 owned hospitals, ~450 beds, ~200k sq ft)",,,2025,SRC01572,MEDIUM,
LOC0241,S0087,registered_office,"40, Basement floor, 14th Main Road, Sector 7, HSR Layout",Bengaluru,Karnataka,,2024-07-08,SRC01592,HIGH,
LOC0242,S0087,hq,"HSR Layout, Bengaluru",Bengaluru,Karnataka,,2026-09-15,SRC01598,HIGH,
LOC0243,S0087,office,"Gurugram (Golf Course Road, Sushant Lok, Udyog Vihar)",Gurugram,Haryana,,2026-04-30,SRC01589,HIGH,
LOC0244,S0087,office,Delhi-NCR operations,Delhi,Delhi,,2026-09-10,SRC01587,MEDIUM,"Expanded to Delhi, Ghaziabad, Noida per company blog"
LOC0245,S0090,hq,"F-1122, Amber Block, Brigade Lakefront App Seetharampalya, EPIP Zone, Near SAP Labs",Bengaluru,Karnataka,,2026-09-15,SRC01622,HIGH,
LOC0246,S0090,registered_office,"No. 590, 2nd Floor, Phoenix Primus, 1st Cross Road, 12th Main HAL II Stage, Indiranagar, Bengaluru, Karnataka, India, 560038",Bengaluru,Karnataka,,2026-07-04,SRC01614,HIGH,
LOC0247,S0090,office,"Data residency: Sydney (Australia), Virginia (USA), Ireland (Europe), Singapore, Dubai (UAE)",Sydney,New South Wales,,2026-09-15,SRC01616,HIGH,
LOC0248,S0090,office,"Phoenix, Arizona; London, GB; Abu Dhabi, AE",Phoenix,Arizona,,2026-09-15,SRC01629,MEDIUM,
LOC0249,S0090,office,"Regional Director Aus/NZ; Senior Managers School Partnerships NSW, VIC/TAS/SA, QLD/NT/WA",Sydney,New South Wales,,2025-01-01,SRC01621,MEDIUM,
LOC0250,S0092,hq,"12th Floor, Urmi Estate 95, Ganpatrao Kadam Marg, Lower Parel (West)",Mumbai,Maharashtra,,2026-09-15,SRC01640,HIGH,
LOC0251,S0092,registered_office,"12th Floor, Urmi Estate 95, Ganpatrao Kadam Marg, Lower Parel (West)",Mumbai,Maharashtra,,2026-09-15,SRC01640,HIGH,
LOC0252,S0092,ops,Kempegowda International Airport,Bengaluru,Karnataka,,2026-09-15,SRC01641,HIGH,
LOC0253,S0092,ops,Chhatrapati Shivaji Maharaj International Airport,Mumbai,Maharashtra,,2026-09-15,SRC01641,HIGH,
LOC0254,S0092,ops,Indira Gandhi International Airport,Delhi,Delhi,,2025-10-17,SRC01664,HIGH,
LOC0255,S0093,HQ,"55 Corporate Avenue, Saki Vihar Road, Tunga Village, Chandivali, Powai",Mumbai,Maharashtra,,2026,SRC01685,MEDIUM,
LOC0256,S0093,hq,"55 Corporate Avenue, Saki Vihar Road, Tunga Village, Chandivali, Powai",Mumbai,Maharashtra,,2026,SRC01685,MEDIUM,
LOC0257,S0093,registered_office,"No. 171/1, Hullahali, Sakalavara Bannerghata",Bangalore,Karnataka,,2026,SRC01678,HIGH,
LOC0258,S0093,ops,"Mumbai, Delhi NCR, Bangalore, Hyderabad, Pune, Chennai, Kolkata",Multi-city,Multi-state,,2026,SRC01680,MEDIUM,300+ outlets across 7 cities
LOC0259,S0094,HQ-India,,Mumbai,,,2025,SRC01689,MEDIUM,
LOC0260,S0094,registered_office,"Regus Chennai City Centre, Level 6, 10/11 Dr. Radhakrishnan Salai, Mylapore",Chennai,Tamil Nadu,,2026-09-15,SRC01698,HIGH,
LOC0261,S0094,HQ,"Bandra East, Mumbai",Mumbai,Maharashtra,,2026-09-15,SRC01714,HIGH,
LOC0262,S0094,office,Singapore (Eruditus Learning Solutions Pte Ltd),Singapore,,,2026-09-15,SRC01715,MEDIUM,Singapore subsidiary; company was Singapore-domiciled before announced flip to India
LOC0263,S0095,HQ-ops,,Gurugram,Haryana,,2026,SRC01738,MEDIUM,
LOC0264,S0095,hq,"Gurugram, Haryana",Gurugram,Haryana,,2026,SRC01731,HIGH,Operational HQ with in-house R&D and manufacturing facility
LOC0265,S0095,registered_office,"31, Ground Floor, Panchkuiyan Road, New Delhi, Delhi - 110001",New Delhi,Delhi,,2026,SRC01725,HIGH,MCA registered address
LOC0266,S0095,office,"Plot No 309, Sector 6, IMT Manesar, Gurugram, Haryana - 122052",Gurugram,Haryana,,2025,SRC01733,MEDIUM,Trademark owner address per USPTO filing
LOC0267,S0096,registered,"49, 12th Main, HSR Sector 6",Bengaluru,Karnataka,,2026,SRC01746,HIGH,
LOC0268,S0096,registered_office,"49, 12th Main, HSR Sector 6, Behind HSR BDA Complex",Bengaluru,Karnataka,,2026-09-15,SRC01746,HIGH,
LOC0269,S0096,ops,10+ countries operations,global,,,2025-01-29,SRC01741,HIGH,"Operations in India, Philippines, Vietnam, Bangladesh, Nepal, Nigeria and more"
LOC0270,S0097,registered,"51-54, Maker Chambers III, Nariman Point",Mumbai,Maharashtra,,2025,SRC01759,HIGH,
LOC0271,S0098,registered_office,"903, B-Wing, 9th Floor, Marathon Futurex, Mafatlal Mills Compound, N.M. Joshi Marg, Lower Parel",Mumbai,Maharashtra,,2026-09-15,SRC01768,HIGH,
LOC0272,S0098,HQ,Mumbai,Mumbai,Maharashtra,,2026-09-15,SRC01764,HIGH,
LOC0273,S0098,office,United States presence,UNKNOWN,UNKNOWN,,2026-07-17,SRC01765,MEDIUM,ET: Neo has presence in the United States
LOC0274,S0100,registered_office,"CTS No.1081, Plot No.110, TPS Village, Service Road, Western Express Highway, Vile Parle (East)",Mumbai,Maharashtra,,2026-09-15,SRC01787,HIGH,
LOC0275,S0100,office,"Fort, Mumbai (Ismail Building)",Mumbai,Maharashtra,,2025,SRC01783,MEDIUM,India's largest multi-designer luxury retail store planned/launched at Ismail Building
LOC0276,S0100,office,601 Madison Avenue,New York,NY,,2026-07,SRC01785,MEDIUM,24K-SF retail space leased per Commercial Observer Jul 8 2026
LOC0277,S0100,office,Mayfair,London,,,2025,SRC01783,HIGH,International Pernia's Pop-Up Shop experience centre
LOC0278,S0103,registered,"1st Floor, UrbanVault Citrine, Hebbal, Bellary Road, Kodigehalli, Bangalore North",Bengaluru,Karnataka,,2026-01,SRC01809,MEDIUM,
LOC0279,S0104,registered,"Centenary Building, East Wing, 2nd Floor, 28 M.G. Road",Bengaluru,Karnataka,,2026-04,SRC01817,MEDIUM,
LOC0280,S0104,registered_office,"Centenary Building, 2nd Floor, East Wing, 28 M.G. Road",Bengaluru,Karnataka,,2026-09-15,SRC01816,HIGH,
LOC0281,S0104,office,"enQase, 115 Wild Basin Rd, Suite 307",Austin,Texas,,2026-09-15,SRC01816,HIGH,
LOC0282,S0104,R&D,IIT Madras Research Park (incubation origin),Chennai,Tamil Nadu,,2016,SRC01816,HIGH,
LOC0283,S0105,mfg (planned),"SIPCOT Industrial Park, Shoolagiri, Hosur (planned BIGGA Factory)",Hosur,Tamil Nadu,,2026-09,SRC01832,MEDIUM,
LOC0284,S0106,registered_office,"No. 72/4, Roopena Agrahara, Hosur Road, Madiwala Post",Bengaluru,Karnataka,,2020-10-10,SRC01842,HIGH,
LOC0285,S0106,hq,"Sparkplug Coworks, 42, 2nd Floor, 100 Feet Road, Koramangala 4th Block",Bengaluru,Karnataka,,2026-09-15,SRC01842,HIGH,
LOC0286,S0106,ops,502 service locations across 70+ cities,Pan-India,Karnataka,,2025-03,SRC01837,HIGH,
LOC0287,S0107,HQ,"Trade Centre, Bandra Kurla Complex, Bandra East",Mumbai,Maharashtra,,2026,SRC01870,MEDIUM,
LOC0288,S0108,registered_office,"Door no. 505/B-508, SANDHYA TECHNO-1, Rangareddy",Hyderabad,Telangana,,2026-09-11,SRC01872,HIGH,
LOC0289,S0108,HQ,Unverified,Bengaluru,Karnataka,,2026-09-15,SRC01876,LOW,Existing DB claims Bengaluru; company website does not confirm city; Tracxn registered address is Hyderabad/Telangana
LOC0290,S0109,hq,"1257/37, 2nd & 3rd Floor, Hanto Orion Center, 14th Main St, Sector-7, HSR Layout",Bengaluru,Karnataka,,2026-09-15,SRC01882,HIGH,
LOC0291,S0110,hq,"Third Floor, Magnum Vista, Raghuvanahalli, Konanakunte",Bengaluru,Karnataka,,2026-09-15,SRC01931,HIGH,
LOC0292,S0110,registered_office,"Plot No. 60, 3rd Floor, Doddakallsandra, Kanakapura Main Road, Bangalore South",Bengaluru,Karnataka,,2026-09-15,SRC01932,HIGH,
LOC0293,S0110,registered_office,"No 15 Ramaiah Colony Sector C, Vibbuthipura, Basavanagar",Bengaluru,Karnataka,,2017-06-28,SRC01913,HIGH,GIVA INNO-VENTURES entity (CIN U74999KA2017PTC104205)
LOC0294,S0110,office,JP Nagar Phase 9,Bengaluru,Karnataka,,2026-09-15,SRC01933,MEDIUM,
LOC0295,S0112,HQ,"Sector 125, Noida (Credlix HQ listing: Smartworks Corporate Park Tower B)",Noida,Uttar Pradesh,,,SRC01963,HIGH,
LOC0296,S0112,registered,"7 Temasek Boulevard, Suntec Tower One, Singapore (PitchBook/CB Insights)",Singapore,,,,SRC01964,MEDIUM,
LOC0297,S0112,warehouse,"40+ warehouses; 16,000+ supplier network (company-stated 2022)",India-wide,,,,SRC01944,MEDIUM,
LOC0298,S0115,HQ,"Bengaluru, Karnataka",Bengaluru,Karnataka,Indiranagar (original outlet),2026-09-15,SRC01980,HIGH,
LOC0299,S0116,Registered,"3rd Floor, Shilpitha Tech Park, Sy No. 55/3 & 55/4, Outer Ring Road, Devarabisanahalli Village, Bellandur, Varthur Hobli, Bangalore - 560103",Bengaluru,Karnataka,Bellandur,2026-09-15,SRC01985,HIGH,
LOC0300,S0116,HQ,"Bengaluru, Karnataka",Bengaluru,Karnataka,Bellandur,2026-09-15,SRC01992,HIGH,
LOC0301,S0118,Registered,"WeWork Galaxy, 43, Residency Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560025",Bengaluru,Karnataka,Richmond Road,2026-09-15,SRC02002,HIGH,
LOC0302,S0118,HQ,"Bengaluru, Karnataka",Bengaluru,Karnataka,Ashok Nagar,2026-09-15,SRC02002,HIGH,
LOC0303,S0118,hq,Jayanagar Road,Bengaluru,Karnataka,,2026-09-15,SRC02007,HIGH,
LOC0304,S0118,registered_office,"WeWork Galaxy, 43, Residency Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560025",Bengaluru,Karnataka,,2026-09-15,SRC02002,HIGH,
LOC0305,S0119,registered_office,"Exora Business Park/Prestige Tech Park II, 2nd Floor, Wing A, Bellandur Khane Village, Outer Ring Road",Bengaluru,Karnataka,,2026-09-15,SRC02014,HIGH,
LOC0306,S0119,hq,"2nd Floor, Etamin Block (Wing A), Prestige Tech Park, Kadubeesanahalli",Bengaluru,Karnataka,,2026-09-15,SRC02032,HIGH,
LOC0307,S0119,ops,,Multiple,Multiple,,2026-07,SRC02023,HIGH,
LOC0308,S0119,office,Bhopal (franchisee-led via Tezz Mobility),Bhopal,Madhya Pradesh,,2026-05,SRC02024,HIGH,
LOC0309,S0120,registered_office,"RMZ Futura, Block A Plot No 14 & 15, Hitech city, Phase 2",Hyderabad,Telangana,,2026-09-15,SRC02044,HIGH,
LOC0310,S0120,hq,"Bellevue, Washington",Bellevue,Washington,,2026-09-15,SRC02040,HIGH,
LOC0311,S0120,office,"Hyderabad (RMZ Futura, Hitech City)",Hyderabad,Telangana,,2026-09-15,SRC02036,HIGH,
LOC0312,S0123,registered_office,"601, 6th Floor, Ackruti Trade Center, MIDC, Number 7, Andheri East",Mumbai,Maharashtra,,2026-09-15,SRC02076,HIGH,
LOC0313,S0123,HQ,"Andheri East, Mumbai",Mumbai,Maharashtra,,2026-09-15,SRC02076,HIGH,
LOC0314,S0125,hq,"34th Cross Road, Jayanagar 4th T Block",Bengaluru,Karnataka,,2026-09-15,SRC02097,HIGH,
LOC0315,S0125,registered_office,"No 17/1, 3rd Cross, Malleshwaram",Bengaluru,Karnataka,,2026-09-15,SRC02099,HIGH,
LOC0316,S0125,ops,"Jayanagar III Block, Bangalore South",Bengaluru,Karnataka,,2026-09-15,SRC02100,MEDIUM,"HerSpace Manufacturing Pvt Ltd (U25129KA2025PTC197307) registered at No. 76, 10th Main Road, Jayangar III Block."
LOC0317,S0126,hq,"Bengaluru, Karnataka",Bengaluru,Karnataka,,2026-09-15,SRC02108,HIGH,
LOC0318,S0126,registered_office,RoC-Bangalore,Bengaluru,Karnataka,,2026-09-15,SRC02108,HIGH,
LOC0319,S0128,registered_office,"No D-214, Kankia Zillion, LBS Marg, Off BKC, BandraE, Kurla",Mumbai,Maharashtra,,2024-11-25,SRC02127,HIGH,
LOC0320,S0128,hq,Mumbai,Mumbai,Maharashtra,,2026-09-15,SRC02123,HIGH,
LOC0321,S0130,registered_office,"Ram Ratna House, Victoria Mill Compound, Pandurang Budha Karm Marg, Worli",Mumbai,Maharashtra,,2026-09-15,SRC02144,HIGH,
LOC0322,S0130,manufacturing,"Unit No. A, Building No. B 500, Plot Nos. D223/1, D223/2 and D223/3, IndoSpace Industrial Park, Chakan III, Chakan Industrial Area, Phase II, Village Bhamboli, Taluka Khed",Pune,Maharashtra,,2026-09-15,SRC02144,HIGH,
LOC0323,S0130,HQ,"Ram Ratna House, Victoria Mill Compound, Worli",Mumbai,Maharashtra,,2026-09-15,SRC02144,HIGH,
LOC0324,S0134,hq,"909 Rose Avenue, Suite 950",North Bethesda,Maryland,,2026-09-15,SRC02180,HIGH,
LOC0325,S0134,registered_office,"10TH FLOOR, LITTLEWOOD TOWER, RAMANUJAN INTELLION PARK, RAJIV GANDHI SALAI, TARAMANI",Chennai,Tamil Nadu,,2025-09-30,SRC02178,HIGH,
LOC0326,S0134,office,"Wework - Prestige Tech Park, 4th Floor, Jupiter block",Bengaluru,Karnataka,,2025-09-02,SRC02185,HIGH,
LOC0327,S0134,office,"10th Floor, Littlewood Tower, Ramanujan IT Park, Taramani",Chennai,Tamil Nadu,,2025-09-02,SRC02185,HIGH,
LOC0328,S0135,hq,Gurugram,Gurugram,Haryana,,2026-09-15,SRC02212,HIGH,
LOC0329,S0135,registered_office,"Gurugram, Haryana",Gurugram,Haryana,,2026-09-15,SRC02209,MEDIUM,
LOC0330,S0135,office,Bengaluru (Spoton Logistics HQ),Bengaluru,Karnataka,,2021-08-25,SRC02220,HIGH,
LOC0331,S0138,registered_office,Delhi (CIN prefix DL),Delhi,Delhi,,2012-02-21,SRC02259,HIGH,
LOC0332,S0138,hq,Gurugram,Gurugram,Haryana,,2025-12,SRC02257,HIGH,
LOC0333,S0138,office,"Dallas, Texas",Dallas,Texas,,2024-12,SRC02255,HIGH,G6 Hospitality HQ
LOC0334,S0144,registered_office,"1147 KP Icon, 4th Floor, 12th Main, HAL II Stage, Indiranagar",Bengaluru,Karnataka,,2026-09-15,SRC02309,HIGH,
LOC0335,S0144,office,MENA Regional Headquarters,Bahrain,,,2025-04-14,SRC02311,HIGH,Opened April 2025 to serve MENA region gaming communities
LOC0336,S0145,hq,Bellandur,Bengaluru,Karnataka,,2026-09-15,SRC02339,HIGH,
LOC0337,S0145,registered_office,"c/o W O Ashok Agarwal, 10 Ashirvad Colony, Opp. College Ground, Kesarganj, Sirohi",Sirohi,Rajasthan,,2026-09-15,SRC02332,MEDIUM,
LOC0338,S0145,office,"Bellandur, Bengaluru, 560103",Bengaluru,Karnataka,,2026-09-15,SRC02339,HIGH,
LOC0339,S0146,hq,"#545/6, 1st Floor, Devarachikkanahalli Main Road, Bommanahalli",Bengaluru,Karnataka,,2026-09-15,SRC02350,HIGH,
LOC0340,S0146,registered_office,"#545/6, 1st Floor, Devarachikkanahalli Main Road, Bommanahalli",Bengaluru,Karnataka,,2024-11-08,SRC02352,HIGH,
LOC0341,S0146,office,Pennsylvania,,,,2026-09-15,SRC02350,HIGH,
LOC0342,S0153,hq,"Unlimitrust Campus, Prilly",Prilly,Vaud,,2024-09-26,SRC02432,HIGH,"Design & Research Centre opened by Alain Gillièron, Mayor of Prilly during Swiss Indian Innovation Week on Sep 26 2024; works with EPFL LASA and CSEM"
LOC0343,S0153,registered_office,"No 156, Puttannachetty Road, 5th Main Road, Chamarajpet",Bengaluru,Karnataka,,2015-04-09,SRC02419,HIGH,MCA registered office of Vyuti Systems Pvt Ltd
LOC0344,S0153,ops,Whitefield area,Bengaluru,Karnataka,,2026-02-17,SRC02429,HIGH,"Company headquartered in Whitefield, Bengaluru per ANI report"
LOC0345,S0153,office,Not disclosed,United States,,,2026-02-17,SRC02422,MEDIUM,US sales office; Gokul described US as offering process maturity but requiring capital and legal support
LOC0346,S0153,rd,EPFL LASA (Lausanne) and CSEM (Neuchâtel),Lausanne/Neuchâtel,Vaud,,2024-11-05,SRC02432,HIGH,Research partners for Switzerland Centre
LOC0347,S0154,hq,Bengaluru,Bengaluru,Karnataka,,2026-09-15,,HIGH,
LOC0348,S0154,registered_office,Karnataka,Bengaluru,Karnataka,,2026-09-15,,MEDIUM,Inferred from CIN prefix KA
LOC0349,S0156,registered_office,"Tower-4, Plot No. 21, Sector Techzone-IV",Greater Noida(West),Uttar Pradesh,,2026-09-15,SRC02471,HIGH,
LOC0350,S0156,rd,Bengaluru,Bengaluru,Karnataka,,2026-09-15,SRC02475,MEDIUM,
LOC0351,S0156,office,Greater Noida,Greater Noida,Uttar Pradesh,,2026-09-15,SRC02471,HIGH,
LOC0352,S0157,hq,"Mumbai, Maharashtra",Mumbai,Maharashtra,,2026-09-15,SRC02481,HIGH,
LOC0353,S0157,registered_office,"Bombay Autism Services Private Limited, Mumbai",Mumbai,Maharashtra,,2026-09-15,SRC00088,MEDIUM,Inferred from CIN U85300MH2022PTC378258
LOC0354,S0157,ops,22+ cities across India,Multiple,Multiple,,2026-08-19,SRC02482,HIGH,
LOC0355,S0158,hq,Mumbai,Mumbai,Maharashtra,,2026-09-15,,HIGH,
LOC0356,S0158,registered_office,UNKNOWN,UNKNOWN,UNKNOWN,,2026-09-15,,LOW,Registered office not verified from registry
LOC0357,S0159,hq,"8 Craig Road, #02-01",Singapore,,,2026-09-15,SRC02514,HIGH,
LOC0358,S0159,office,,Bengaluru,,,2026-09-15,SRC02509,MEDIUM,
LOC0359,S0159,office,,,,,2026-09-15,SRC02509,MEDIUM,
LOC0360,S0159,office,,,,,2026-09-15,SRC02509,MEDIUM,
LOC0361,S0159,office,,,,,2026-09-15,SRC02509,MEDIUM,
LOC0362,S0159,office,,,,,2026-09-15,SRC02509,MEDIUM,
LOC0363,S0159,office,,,,,2026-09-15,SRC02509,MEDIUM,
LOC0364,S0159,office,,,,,2026-09-15,SRC02509,MEDIUM,
LOC0365,S0159,office,,,,,2026-09-15,SRC02509,MEDIUM,
LOC0366,S0161,hq,"1st floor, WorkEZ Techshire, 145/131A, BS Tech Park, Block Main Road, Hobli, Varthur, Devarabisanahalli",Bengaluru,Karnataka,,2026-09-15,SRC02532,HIGH,
LOC0367,S0161,registered_office,"456, 5th Main Road 17th Cross Road, Sector 6, HSR Layout",Bengaluru,Karnataka,,2026-09-15,SRC02533,HIGH,
LOC0368,S0162,hq,"#198, CMH Road, 2nd Floor, Desk #275, Indira Nagar 1st Stage",Bengaluru,Karnataka,,2019-04-19,SRC02549,HIGH,
LOC0369,S0162,office,"Multiple cities: Bengaluru, Delhi, Mumbai, Pune, Hyderabad, Chennai, Ahmedabad, Jaipur, Indore, Lucknow",Multiple,Multiple,,2026-09-15,SRC02548,HIGH,
LOC0370,S0162,office,"BurJuman Mall, Dubai",Dubai,,,2025-02-01,SRC02547,HIGH,
LOC0371,S0163,hq,"Unit 1A & 501A, Building B-1, Cerebrum IT Park, Kalyani Nagar, Vadgaonsheri",Pune,Maharashtra,,2026-09-11,SRC02565,HIGH,
LOC0372,S0164,registered_office,"07B108/109/110, 1st Floor, WeWork Raheja Platinum, Marol CHS Road, Off Andheri-Kurla Road, Marol, Andheri (E)",Mumbai,Maharashtra,,2025-07-31,SRC02574,HIGH,
LOC0373,S0164,hq,"WeWork Raheja Platinum, Marol, Andheri East",Mumbai,Maharashtra,,2026-09-08,SRC02576,HIGH,
LOC0374,S0164,office,"Grievance Redressal Office at WeWork Raheja Platinum, Marol",Mumbai,Maharashtra,,2025-07-31,SRC02574,HIGH,
LOC0375,S0165,hq,"Bellandur, Bangalore South",Bengaluru,Karnataka,,2026-09-15,SRC02592,HIGH,
LOC0376,S0165,office,Delhi,Delhi,Delhi,,2026-06-23,SRC02586,HIGH,
LOC0377,S0165,office,Mumbai,Mumbai,Maharashtra,,2026-06-23,SRC02586,HIGH,
LOC0378,S0165,office,Chennai,Chennai,Tamil Nadu,,2026-06-23,SRC02587,MEDIUM,
LOC0379,S0167,registered_office,Bengaluru,Bengaluru,Karnataka,,2026-09-15,SRC02607,MEDIUM,
LOC0380,S0167,office,"Mumbai, Delhi, Chennai, Pune, Hyderabad, Gurgaon, Noida",Multi-city,Multi-state,,2026-01-31,SRC02607,MEDIUM,Operations across 22 cities including these major markets
LOC0381,S0179,HQ,"24-A, Samadhan Chs Ltd, Raheja Township, Malad East",Mumbai,Maharashtra,,2026,SRC02694,HIGH,
LOC0382,S0179,ops,,Bengaluru,Karnataka,,2026-08,SRC02693,MEDIUM,
LOC0383,S0180,HQ,"890 Hillview Ct Suite 300, Milpitas",Milpitas,California,,2026,SRC02699,HIGH,
LOC0384,S0180,R&D,"5th Floor, Plot No 77, BHIVE Workspace, JBR Tech Park, EPIP Zone",Bengaluru,Karnataka,,2026,SRC02699,HIGH,
LOC0385,S0181,registered,"301, ABS Tower Old Padra Road",Vadodara,Gujarat,,2026,SRC02702,HIGH,
LOC0386,S0181,ops,,Noida,Uttar Pradesh,,2026,SRC02700,MEDIUM,
LOC0387,S0182,registered,"B-200 Sector 81, Phase II",Noida,Uttar Pradesh,,2026,SRC02711,HIGH,
LOC0388,S0182,HQ,,Noida,Uttar Pradesh,,2026,SRC02709,HIGH,
LOC0389,S0182,ops,,United States,,,2026,SRC02709,MEDIUM,
LOC0390,S0183,registered,"Innov8 Aerocity, Asset-5A Aerocity, JW Marriott Hotel Hospitality District",New Delhi,Delhi,,2026,SRC02718,HIGH,
LOC0391,S0183,HQ,,Gurugram,Haryana,,2026,SRC02717,HIGH,
LOC0392,S0185,registered_office,"5TH FLOOR, VIPUL PLAZA, SUNCITY, GOLF COURSE ROAD, SECTOR-54",Gurugram,Haryana,,2026-09-15,SRC02729,HIGH,
LOC0393,S0185,HQ,"Gurugram, Haryana",Gurugram,Haryana,,2026-09-15,SRC02739,HIGH,"LinkedIn confirms Gurugram, Haryana headquarters"
LOC0394,S0189,HQ,"5th Main, 23rd Cross, HSR Layout, 7th Sector, Bengaluru",Bengaluru,Karnataka,,,SRC02755,HIGH,
LOC0395,S0191,HQ,,Bengaluru,Karnataka,,,SRC02759,HIGH,
LOC0396,S0192,Registered,"No 21/A-C, II Phase, Kumbalgodu industrial Area",Bengaluru,Karnataka,,,SRC02764,HIGH,
LOC0397,S0192,HQ,,Bengaluru,Karnataka,,,SRC02766,HIGH,
LOC0398,S0193,HQ,,Gurugram,Haryana,,,SRC02767,MEDIUM,
LOC0399,S0194,HQ,"Pune, Maharashtra",Pune,Maharashtra,,2025,SRC02773,HIGH,
LOC0400,S0195,HQ,Delhi NCR,Delhi,Delhi,,2026,,MEDIUM,
LOC0401,S0196,registered,"Goregaon West, Mumbai",Mumbai,Maharashtra,,2011,SRC02792,HIGH,
LOC0402,S0197,HQ,Bengaluru,Bengaluru,Karnataka,,2026,SRC02795,HIGH,
LOC0403,S0197,hq,"No.1505, 2nd & 3rd Floor, Olsen Spaces, 19th Main Road, HSR Layout, Bangalore South",Bengaluru,Karnataka,,2026-09-15,SRC02796,HIGH,
LOC0404,S0197,registered_office,"A101,1st floor,Plot 8PT-T, T-5,Diero, Wadala Truck Terminal Road, Antop Hill",Mumbai,Maharashtra,,2026-09-15,SRC02795,HIGH,
LOC0405,S0198,HQ,Mumbai,Mumbai,Maharashtra,,2026,SRC02811,HIGH,
LOC0406,S0198,ops,Thane,Thane,Maharashtra,,2026,SRC02816,MEDIUM,
LOC0407,S0200,HQ,,Navi Mumbai,Maharashtra,,,SRC02825,HIGH,
LOC0408,S0201,HQ,,Singapore,,,,SRC02838,HIGH,
LOC0409,S0201,ops,,Gurugram,Haryana,,,SRC02839,HIGH,
LOC0410,S0202,HQ,,Gurugram,Haryana,,,SRC02846,HIGH,
LOC0411,S0202,registered,,Gurugram,Haryana,,,SRC01279,HIGH,
LOC0412,S0203,registered,"L-248, 2nd Floor, 17th Cross, Sector 6, HSR Layout",Bengaluru,Karnataka,,2026-09-15,SRC02848,HIGH,
