date,startup_id,company,query,found,unresolved,next_action,agent,status,reps
2026-09-14,S0038,Unacademy,"Unacademy upGrad acquisition (tinyfish) + retry peak-valuation query (1st retry empty, 2nd partial)",$206M Sep-2026 sale; founders confirmed; peak $3.44Bn,"Full round history, financials",Round-history trace if upgraded,subagent,logged,1
2026-09-14,S0038,Unacademy,Unacademy revenue FY25 funding Allen acquisition; Unacademy FY25 revenue loss MCA filing,"ET May-2026 Rs 2,055cr upGrad deal; IndiaToday Sep-2026 page not in own results",exact IndiaToday article unverified; FY25 MCA revenue still missing,,subagent,logged,1
2026-09-14,S0038,Unacademy,Q-wave claim source-hunt,1 resolved,,none,subagent,logged,1
2026-09-14,S0038,Unacademy,Unacademy revenue FY25 down loss narrows annual results,FY25 Rs 826 Cr income (Entrackr Sep 2025); FY24 Rs 988.4 Cr revenue (Entrackr Sep 2024),none,,subagent,logged,1
2026-09-14,S0038,Unacademy,Sorting Hat Technologies Unacademy CIN Tofler incorporation,"Sorting Hat Technologies CIN U72200KA2015PTC082063, incorp 06 Aug 2015 (Tofler/ZaubaCorp/Tracxn)",none,,subagent,logged,1
2026-09-15,S0038,Unacademy,Unacademy products regional languages Universe+ study abroad,"Airlearn, Graphy, PrepLadder, Relevel (shut), Unacademy Centres (franchise transition); no Universe+",,none,subagent,done,46
2026-09-15,S0038,Unacademy,Unacademy MCA filing revenue FY25,"Tofler: Total Revenue Rs 455.1 Cr, Net Profit Rs -49.5 Cr, EBITDA Rs -127.9 Cr (FY25); Entrackr: Rs ",,none,subagent,done,46
2026-09-15,S0038,Unacademy,Unacademy FIR e-governance dispute,"No FIR/e-governance dispute found; closest items: ANI copyright case (ruling), ABVP protest, educato",,none,subagent,done,46
2026-09-15,S0038,Unacademy,Unacademy Blackstone funding,"No Blackstone investment found; investors are SoftBank, Tiger Global, General Atlantic, Peak XV, Tem",,none,subagent,done,46
2026-09-15,S0038,Unacademy,Unacademy valuation write-down,Peak $3.44Bn (2021) to $206M acquisition (2026) = ~94% decline; no formal write-down event found,,none,subagent,done,46
2026-09-15,S0038,Unacademy,Unacademy learner counts,"Airlearn: 70K DAU, 300K MAU, 17.5K paid subs (Apr 2025); 10M+ total users across 150+ countries",,none,subagent,done,46
2026-09-14,S0039,Vedantu,Vedantu funding valuation revenue (tinyfish) + founders query,Series D/E $100M each; $11M Sep-2025; FY25 Rs 227 Cr; 3 founders,"Early rounds, loss figure, CIN",MCA/filing check if upgraded,subagent,logged,1
2026-09-14,S0039,Vedantu,vedantu innovations private limited CIN incorporation date MCA,"CIN U72900KA2011PTC060958, incorporated 29-10-2011, registered office HSR Layout Bangalore",MCA data shows last balance sheet filed 31-03-2025; AGM held 25-09-2025. Company is DPIIT recognized.,,subagent,logged,1
2026-09-14,S0039,Vedantu,vedantu valuation 2025 2026 funding round,Series F $11M convertible note Sep 26 2025 led by ABC World Asia with Accel and Omidyar. Post-money valuation $868M per Tracxn. Unicorn status from Sep 2021 Series E at $1Bn. Targeting IPO 2027-2028.,Exact valuation for the ongoing larger round (beyond the $11M convertible) not yet disclosed; secondary sale in progress.,,subagent,logged,1
2026-09-14,S0040,Zetwerk,Zetwerk funding IPO founders (tinyfish) + Dec-2024 round retry,"$90M Dec-2024; FY24 GMV Rs 17,564 Cr; loss Rs 470 Cr; Acharya CEO","Co-founders, valuation, round history, DRHP",Priority upgrade candidate: verify DRHP + round history,subagent,logged,1
2026-09-14,S0040,Zetwerk,Zetwerk Manufacturing Businesses Private Limited CIN,CIN U74999KA2017PTC128777 via ZaubaCorp snippet,,,subagent,logged,1
2026-09-14,S0040,Zetwerk,Zetwerk Manufacturing Businesses incorporation date 2017 ZaubaCorp,incorporated 06 Dec 2017; converted PTC->PLC (now Limited),,,subagent,logged,1
2026-09-15,S0040,Zetwerk,Zetwerk DRHP IPO SEBI approval 2026,SEBI approval Jul 9 2026; UDRHP filed Aug 13 2026; fresh issue Rs 2600 Cr + OFS 96.8M shares,,,subagent,done,18
2026-09-15,S0040,Zetwerk,Zetwerk founders verification,"5 co-founders confirmed: Acharya, Ramakkrushnan, Chaudhary, Sharma, Fatehpuria",,,subagent,done,18
2026-09-15,S0040,Zetwerk,Zetwerk funding rounds history,"Series E $150M Aug 2021 ($1.33B), Series F $210M Dec 2021 ($2.7B), Dec 2024 $100M ($3B), Pre-IPO Rs 500 Cr Mar 2026",,,subagent,done,18
2026-09-15,S0040,Zetwerk,Zetwerk FY25 FY26 financials,"FY25 rev Rs 11,332 Cr loss Rs 371 Cr; FY26 rev Rs 15,913 Cr loss Rs 1,606 Cr (one-offs); adj PBT positive",,,subagent,done,18
2026-09-15,S0040,Zetwerk,Zetwerk legal disputes,Ayr Energy litigation (both directions); Texas court + USITC; in discovery,,,subagent,done,18
2026-09-15,S0040,Zetwerk,Zetwerk CPPIB $240M 2022,No evidence of CPPIB investment found in any source,,CPPIB claim likely incorrect; no verification possible,subagent,logged-no-result,18
2026-09-15,S0040,Zetwerk,Zetwerk acquisitions and facilities,Unimacts Dec 2022 ($39M); Pinaka/Wardha/Sharp Tanks Jun 2022 (Rs 100 Cr); 26 owned facilities across 6 countries,,,subagent,done,18
2026-09-15,S0040,Zetwerk,Zetwerk CFO and leadership,Pulkit Bhandari CFO Jul 2023; Rahul Sharma transitioned to non-executive 2026,,,subagent,done,18
2026-09-14,S0041,Dream11 (Dream Sports),Dream11 funding / FY25 / gaming ban / founders,Full round path 2014-2021; $8B peak; FY24/FY25 financials; Aug 2025 RMG ban + shutdown + BCCI exit; founders; HQ,FY25 revenue 6759cr vs 7374cr conflict kept; post-ban state,Track post-ban pivot revenue and any valuation markdown,subagent,logged,1
2026-09-14,S0041,Dream11 (Dream Sports),Dream Sports Dream Capital FanCode DreamSetGo portfolio,dreamsports.group + Dream Sports PRs confirm Dream11/FanCode/DreamSetGo/Dream Capital portfolio membership,3 competitor single-words (MPL/My11Circle/Zupee) are context-less; no search burned,,subagent,logged,1
2026-09-14,S0041,Dream11 (Dream Sports),Q-wave claim source-hunt,4 resolved,,none,subagent,logged,1
2026-09-14,S0041,Dream11 (Dream Sports),Sporta Technologies Dream Sports CIN incorporation date Tofler ZaubaCorp,"Sporta Technologies CIN U72900MH2007PTC171875, incorp 21 Jun 2007, Mumbai (Tofler/ZaubaCorp/Tracxn)",fresh $8B valuation source not probed this wave,,subagent,logged,1
2026-09-14,S0042,InMobi,InMobi funding 2025 / founders / revenue / domicile,"Dec 2025 $350M debt + SoftBank buyback (transacted, under-$1B val); $400M@$8B talks; $10B IPO aspiration; founders; FY23/FY24 figures; Glance",Equity round history; Glance %; founder roles,Verify DRHP/FY27 IPO progress; confirm audited FY25 group numbers,subagent,logged,1
2026-09-14,S0042,InMobi,InMobi Technology CIN incorporation Tofler,CIN conflict: Tofler/Tracxn/Insta U72900HR2011PTC129638 (Haryana) vs ZaubaCorp U72900KA2011PTC060216 (Karnataka); both inc 02 Sep 2011. KA matches Bengaluru HQ; HR variant has 3 corroborators,HR vs KA state-code conflict,,subagent,logged,1
2026-09-15,S0042,InMobi,InMobi CIN Tofler ZaubaCorp verification,CIN confirmed as U72900HR2011PTC129638 (Haryana) via Tofler; resolves KA vs HR conflict,,None,P3-WAVE,done,4
2026-09-15,S0042,InMobi,InMobi leadership team inmobi.com/company/leadership,"Full leadership team confirmed: Naveen Tewari, Abhay Singhal, Mohit Saxena, Piyush Shah, Marc Steifman, Amit Chauhan, Shefali Rai, Dr. Subi Chaturvedi, Kunal Nagpal, Mansi Jain",,None,P3-WAVE,done,4
2026-09-15,S0042,InMobi,InMobi financials Tofler MCA FY21-25,"FY25 revenue ₹470.9cr, net loss ₹6.9cr; FY24 ₹462.1cr; FY23 ₹587.7cr; EBITDA FY25 ₹24.3cr",,None,P3-WAVE,done,4
2026-09-15,S0042,InMobi,InMobi MobileAction acquisition Entrackr,Acquired May 2026; iOS app growth/analytics; financials undisclosed,,None,P3-WAVE,done,4
2026-09-15,S0042,InMobi,InMobi legal/privacy search,No specific data-privacy lawsuit or regulatory action found in sources,,Monitor for FTC/SEC actions,P3-WAVE,logged,4
2026-09-15,S0042,InMobi,InMobi Glance-SMS stall search,No evidence of Glance-SMS stall episodes found in sources,,Monitor for product discontinuation news,P3-WAVE,logged,4
2026-09-14,S0043,Nykaa,Nykaa IPO / Falguni Nayar / revenue FY25-FY26,IPO/listing details; Falguni profile; FY21/FY25/FY26/Q1FY27 numbers; Aminu deal; pre-IPO investors; HQ,Reuters fetch 401 + YourStory 403: relied on snippets at lower confidence for debut-day and FY26 figures,Pull NSE filings for audited FY26 when published; verify CIN,subagent,logged,1
2026-09-14,S0043,Nykaa,Nykaa FSN E-Commerce Ventures company CIN incorporation April 2012,Legal entity FSN E-Commerce Ventures Ltd; CIN L52600MH2012PLC230136; incorp 24 Apr 2012; MH matches Mumbai,none,,subagent,logged,1
2026-09-14,S0043,Nykaa,Nykaa official website India,www.nykaa.com confirmed,,,subagent,logged,1
2026-09-14,S0043,Nykaa,Nykaa careers page jobs,careers.nykaa.com confirmed,,,subagent,logged,1
2026-09-14,S0044,Rebel Foods,Rebel Foods funding / revenue FY25 / founders,"Series G $210M, KKR secondary, QIA $25M, FY25/FY24 financials, founders",Audited RoC PDF; IPO date,Verify IPO filing + Ankush Grover CEO + CIN,subagent,logged,1
2026-09-14,S0044,Rebel Foods,Rebel Foods Private Limited CIN incorporation date Faasos,"CIN U93000PN2010PTC136943, incorporated 27 Jul 2010 (Pune RoC)",,,subagent,logged,1
2026-09-15,S0044,Rebel Foods,Rebel Foods founder identity verification,Founders confirmed as Jaydeep Barman and Kallol Banerjee (McKinsey alumni). Raghav Joshi mentioned as co-founder in Smoor PR. No 'Reetesh Raj' or 'Aniket Bajaj' found.,,None,P3-WAVE,done,21
2026-09-15,S0044,Rebel Foods,Rebel Foods IPO/DRHP status 2025-26,IPO planned for 2026 per CFO Piyush Kakkad (Dec 2024). No DRHP filed as of Sep 2026 based on available sources.,,Monitor for DRHP filing,P3-WAVE,done,21
2026-09-15,S0044,Rebel Foods,Rebel Foods FY23-FY25 financials,"FY23: Rs 1,195 Cr rev / Rs 656 Cr loss. FY24: Rs 1,420 Cr rev / Rs 378 Cr loss. FY25: Rs 1,617 Cr rev / Rs 336 Cr loss. FY26: Loss Rs 282 Cr, Revenue +21%.",,None,P3-WAVE,done,21
2026-09-15,S0044,Rebel Foods,Rebel Foods legal/FSSAI issues,Only CCI approval for KKR/Temasek investments found. No FSSAI notices or cloud kitchen regulatory actions found.,,None,P3-WAVE,done,21
2026-09-15,S0044,Rebel Foods,Rebel Foods Rent2Dine acquisition,No evidence of Rent2Dine acquisition found. Only Smoor acquisition confirmed.,,None,P3-WAVE,done,21
2026-09-15,S0044,Rebel Foods,Rebel Foods WestBridge/Good Games investors,"WestBridge Capital not found as Rebel Foods investor. Lead investors are QIA, Temasek, KKR, Coatue, Lightbox, Peak XV.",,None,P3-WAVE,done,21
2026-09-14,S0045,Drools,Drools funding/founders/revenue unicorn,"2 rounds, FY25 rev 932Cr, CIN, founder, unicorn claim",Nestle amount; DPIIT,None at LITE scope,subagent,logged,1
2026-09-14,S0045,Drools,Drools Pet Food Private Limited CIN incorporation ZaubaCorp,Legal entity Drools Pet Food Pvt Ltd (fka Drools Pet Feed); CIN U01409CT2018PTC008756; incorp 10 Sep 2018; CT state-code matches Rajnandgaon registered office,none,,subagent,logged,1
2026-09-15,S0045,Drools,Drools AI FusionReactor APM Bengaluru startup,"No 'Drools AI' company exists in Bengaluru. FusionReactor is made by Intergral GmbH (Boblingen, Germany). The 'Drools' name in Bengaluru refers to Drools Pet Food Pvt Ltd.",,Document name collision in conflicts[] and write P3 JSON,P3-WAVE,done,36
2026-09-15,S0045,Drools,Drools India private limited CIN MCA registration AI observability,Only MCA-registered 'Drools' entity is DROOLS PET FOOD PRIVATE LIMITED (CIN U01409CT2018PTC008756). No AI/observability entity found.,,Confirm no other Drools entity exists in MCA records,P3-WAVE,done,36
2026-09-15,S0045,Drools,FusionReactor India Bengaluru office acquisition,"FusionReactor/Intergral is headquartered in Boblingen, Germany with offices in UK and US. No Bengaluru office found.",,None,P3-WAVE,done,36
2026-09-14,S0046,Fractal Analytics,Fractal Analytics IPO DRHP founders funding revenue,"DRHP, $170M secondary, FY25/FY26 financials, 5 founders, IPO listing Feb 2026",TA/Aimia rounds; listing price action,Capture listing-day close + CIN,subagent,logged,1
2026-09-14,S0046,Fractal Analytics,Fractal Analytics CIN incorporation date Tofler,"CIN L72400MH2000PLC125369 on company board-meeting PDF (listed, L-prefix); Tofler pre-listing U72400MH2000PLC125369; inc 28 Mar 2000; MH matches Mumbai",none,,subagent,logged,1
2026-09-14,S0047,Jumbotail,Jumbotail funding/founders/revenue,"Series C/D, founders, FY23/FY24 revenue, Solv acquisition",FY25 filings; CIN,None at LITE scope,subagent,logged,1
2026-09-14,S0047,Jumbotail,Jumbotail Technologies Private Limited CIN incorporation date Tofler,"CIN U72200KA2015PTC083865, incorp 04 Nov 2015, Bengaluru (Tofler/InstaFinancials/EMIS)",none,,subagent,logged,1
2026-09-14,S0047,Jumbotail,Jumbotail raises 120 million Solv merger 2025 valuation unicorn,"Series D $120M 30 Jun 2025 led SC Ventures at ~$1B, unicorn (YourStory/Entrackr/ET/TOI/Moneycontrol)",none,,subagent,logged,1
2026-09-15,S0047,Jumbotail,Jumbotail founders S Karthik Venkateswaran Ashish Jhina background education,Stanford MBAs; Karthik ex-Flipkart/eBay/Indian Army; Ashish ex-BCG/apple farmer,,None,websearch,done,19
2026-09-15,S0047,Jumbotail,Jumbotail funding rounds complete ladder Tracxn,"10 rounds: Seed 2015, Series A 2017, Series B x2 2019/2020, Series C x3 2021/2023/2024, Series D 2025, NEC strategic 2026",,None,websearch,done,19
2026-09-15,S0047,Jumbotail,Jumbotail FY25 revenue financials MCA,"FY25 revenue Rs 725.1Cr, net loss Rs 161.0Cr (Inc42); FY24 Rs 914Cr; FY23 Rs 819Cr",,None,websearch,done,19
2026-09-15,S0047,Jumbotail,Jumbotail NEC strategic investment March 2026,"NEC Corporation strategic collaboration and investment announced March 3, 2026",,None,websearch,done,19
2026-09-15,S0047,Jumbotail,Jumbotail kirana stores GMV traction customers,"500,000+ kiranas, 400+ cities, 2,000+ brands (Jun 2025); 250,000 stores, 50+ cities (FY23)",,None,websearch,done,19
2026-09-15,S0047,Jumbotail,Jumbotail products J24 GoldenEye fintech,"B2B marketplace, J24 retail (scaled down), GoldenEye Retail OS, fintech, supply chain, NEC AI integration",,None,websearch,done,19
2026-09-15,S0047,Jumbotail,Jumbotail CIN incorporation Tofler MCA,"CIN U72200KA2015PTC083865, incorporated 04 Nov 2015, registered Eastland Citadel Hosur Road",,None,websearch,done,19
2026-09-15,S0047,Jumbotail,Jumbotail employees hiring layoffs 2024 2025,"Inc42 reports 1,435 employees; Jumbotail scaled down from peak; Solv acquisition brought ~350 employees",,None,websearch,done,19
2026-09-14,S0048,Livspace,Livspace funding/revenue/founders,"Series C/F rounds, FY24/FY25 revenue, 3 founders, unicorn","CIN, DPIIT",None at LITE scope,subagent,logged,1
2026-09-14,S0048,Livspace,Livspace Home Designs Private Limited CIN incorporation date Tofler,"Livspace India Pvt Ltd CIN U52390HR2014PTC131277, incorp 23 Jun 2014 (Tofler/Tracxn/InstaFinancials)",fresh $1.2B valuation source not probed this wave,,subagent,logged,1
2026-09-15,S0048,Livspace,Livspace funding SoftBank $150M Series C,No SoftBank funding found. Series C was $70M led by TPG Growth/Goldman Sachs (2018). Tracxn shows 14 rounds totaling $512M. No SoftBank in investor list.,,Note SoftBank claim is incorrect; proceed with verified funding data,subagent,logged,17
2026-09-15,S0048,Livspace,Livspace founders GNAN verification,"No GNAN founder. Verified founders: Anuj Srivastava, Ramakant Sharma, Saurabh Jain (exited Feb 2026), Shagufta Anurag (inactive). MCA shows Saurabh Jain as director (DIN 06996148).",,Update founders section with verified data,subagent,done,17
2026-09-15,S0048,Livspace,Livspace MCA filing financials FY23-FY25,"CIN U52390HR2014PTC131277 (Livspace India Pvt Ltd, Haryana ROC); previous CIN U52390KA2014PTC074986 (Bangalore). FY25 consolidated revenue Rs 1,460Cr; standalone Rs 1,276.5Cr. Balance sheet filed 31 M",,Populate financials with standalone vs consolidated distinction,subagent,done,17
2026-09-15,S0048,Livspace,Livspace franchise model and products,"Franchise model confirmed via FranchiseByte: Rs 5L fee, 50% revenue sharing, 10-20 outlets. Products: Select, Vesta, Bello, Vinciago, Livspace Home, Canvas platform.",,Add products and franchise details,subagent,done,17
2026-09-15,S0048,Livspace,"Livspace 2024-26 events (layoffs, reverse flip, IPO)","Feb 2026: 1,000 layoffs (12% workforce), co-founder Saurabh Jain exited. Apr 2025: INR 427Cr infusion for reverse flip. IPO delayed from late 2025/early 2026.",,Add events and legal sections,subagent,done,17
2026-09-14,S0049,Meesho,Meesho IPO/funding/founders/revenue,"IPO/listing, FY24 + H1FY26 figures, founders, late rounds","CIN, FY25 full year",None at LITE scope,subagent,logged,1
2026-09-14,S0049,Meesho,Fashnear Technologies Private Limited Meesho CIN incorporated,operating-company CIN U74900KA2015PTC082263 from Meesho's own AGM notice; founded 2015,exact incorporation day-month not verified — year 2015 only,,subagent,logged,1
2026-09-14,S0049,Meesho,Meesho Technologies Private Limited CIN incorporation date,flip entity incorporated 22 Mar 2024 (Tofler/FalconeBiz),,,subagent,logged,1
2026-09-15,S0049,Meesho,Meesho founders Vidit Aatrey Sanjeev Barnwal background IIT,"Confirmed IIT Delhi alumni; Vidit from UP (JEE rank 182), worked at ITC/InMobi; Sanjeev worked at Sony Japan",,None,hyperresearch,done,20
2026-09-15,S0049,Meesho,Meesho financials FY23-FY25 DRHP,Tofler provides FY21-FY25 standalone financials; TechCrunch provides H1FY26 DRHP figures,,None,hyperresearch,done,20
2026-09-15,S0049,Meesho,Meesho IPO details price band listing,"Complete IPO data from TechCrunch: ₹105-111 band, $606M raise, Dec 10 listing, +46% pop",,None,hyperresearch,done,20
2026-09-15,S0049,Meesho,Meesho funding rounds full ladder,Complete ladder from VCCircle: Seed→A→B→F→late F→IPO,,None,hyperresearch,done,20
2026-09-15,S0049,Meesho,Meesho legal regulatory CCPA,CCPA ₹10L fine Dec 2025 for walkie-talkies; herbicide probe May 2026,,None,hyperresearch,done,20
2026-09-15,S0049,Meesho,Meesho products traction Q1 FY27,"Valmo, Meesho Mall, Content Commerce, Kirana Club acquisition; Q1 FY27 metrics",,None,hyperresearch,done,20
2026-09-15,S0049,Meesho,Meesho Shark Tank ₹110L investment,No evidence found in any source; claim appears unverified,,Mark as UNKNOWN in conflicts,hyperresearch,logged-no-result,20
2026-09-14,S0050,Ola (ANI Technologies),OLA ANI Technologies founders/funding/revenue,"founders, incorporation/CIN, FY24 revenue, 2021 rounds, markdowns",2026 markdown; FY25; round history,Verify Vanguard 2026 markdown via fetch if full mode,subagent,logged,1
2026-09-14,S0050,Ola (ANI Technologies),ola ani technologies CIN U72900KA2010PTC086596 incorporation date,"CIN U72900KA2010PTC086596, incorporated 03-12-2010, registered at ROC Bangalore. Previous CIN was U72900MH2010PTC240894. Registered address: Ola Campus, Wing C, Prestige RMZ Startech, Hosur Road, Bang",MCA data shows last balance sheet filed 31-03-2025; AGM held 31-12-2025. Company is active and private.,,subagent,logged,1
2026-09-14,S0050,Ola (ANI Technologies),ola ani technologies valuation 2025 2026 funding,"Peak valuation $7.3B (late 2021). Vanguard marks: $2B (Aug 2024), $1.25B (May 2025), $70.3M (Feb 2026). Last primary funding Series J Feb 2022 ($139M at $6.6B). Revenue declined 42% to Rs 1,171 Cr FY2",IPO plans ongoing but no confirmed date; valuation collapsed 99% from peak per Vanguard marks.,,subagent,logged,1
2026-09-14,S0051,Rapido,Rapido funding/founders/revenue,"Series D/E/F, 3 founders, FY24/FY25 RoC figures, Swiggy exit",CIN; early rounds,None at LITE scope,subagent,logged,1
2026-09-15,S0051,Rapido,Rapido founders Dhanesh Reddy Ayush Kumar,No founders named Dhanesh Reddy or Ayush Kumar found in any source. Confirmed founders are Aravind S,,None,P3-WAVE,done,58
2026-09-15,S0051,Rapido,Rapido CIN registered office,CIN: U52210TG2015PTC097115; Registered office: Hyderabad; HQ: Bengaluru,,None,P3-WAVE,done,58
2026-09-15,S0051,Rapido,Rapido legal NCLT litigation,No NCLT/IBC proceedings found against Rapido. Legal issues are regulatory (Karnataka HC bike taxi ru,,None,P3-WAVE,done,58
2026-09-15,S0051,Rapido,Rapido full funding history,"Complete round history from Seed (2016) through Series F (2026) compiled from Tracxn, TechCrunch, VC",,None,P3-WAVE,done,58
2026-09-15,S0051,Rapido,Rapido products launch dates,"Ownly pilot Aug 2025, standalone Mar 3 2026, integrated Jul 28 2026; Cab launched Dec 2023; Auto Oct",,None,P3-WAVE,done,58
2026-09-15,S0051,Rapido,Rapido partnerships govt,"Ministry of Road Transport (Rahveer, Jun 2026); NRAI MoU; Karnataka cab licence Aug 2026",,None,P3-WAVE,done,58
2026-09-14,S0052,ShareChat,ShareChat startup Bengaluru founders funding 2025 2026,"IPO plan, revenue run-rate, founders, profitability milestones",,,subagent,logged,1
2026-09-14,S0052,ShareChat,ShareChat revenue FY25 loss founders Mohalla Tech,"FY25 revenue 723cr, adj EBITDA loss 219cr",,,subagent,logged,1
2026-09-14,S0052,ShareChat,Mohalla Tech ShareChat CIN incorporation date Tofler,"CIN U74999KA2015PTC103797; incorporated 08 Jan 2015 (Tofler, ZaubaCorp, Tracxn, InstaFinancials agree)",,,subagent,logged,1
2026-09-14,S0052,ShareChat,ShareChat Mohalla Tech valuation June 2022 $5 billion Series H Google Temasek,"Series H add-on $78M Jun 2022 at $4.9B (VCCircle, Moneycontrol) vs $255M total at $5B (Outlook Business) — same round, reporting-scope difference; both preserved",,,subagent,logged,1
2026-09-14,S0052,ShareChat,Q-wave claim source-hunt,0 resolved,,none,subagent,logged,1
2026-09-15,S0052,ShareChat,ShareChat products Moj Clip Naira MAU DAU traction,"Products: ShareChat (110Mn MAU), Moj (100Mn MAU), QuickTV (7.3Mn subs). Traction: 325Mn total MAU, 1.1Bn daily video plays, 35Mn micro-drama users.",,none,subagent,done,58
2026-09-15,S0052,ShareChat,ShareChat founders Ankush Sachdeva Bhanu Pratap Ajeet Rai executives,"Founders: Sachdeva (CEO), Bhanu Singh (ex-CTO), Farid Ahsan (ex-COO), Manohar Charan (CFO/co-founder). Nitin Jain CTO from Dec 2024. Ajeet Rai is NOT a ShareChat founder - unrelated person.",,none,subagent,done,58
2026-09-15,S0052,ShareChat,ShareChat funding Tencent Sequoia SIG Mueller rounds,Tencent: $225M convertible debt via European entities (2021). Sequoia: reported talks in Aug 2020 for $200M at >$1Bn valuation. SIG/Mueller: not found in funding history. Full round-by-round table com,,none,subagent,done,58
2026-09-14,S0053,Apna,Apna jobs startup Bengaluru founders funding valuation 2025,"founders, rounds, valuation $1.1B, FY25 figures",,,subagent,logged,1
2026-09-14,S0053,Apna,Apnatime Tech Private Limited CIN incorporation Tofler ZaubaCorp,"CIN U74999HR2019PTC137533, incorp 09 May 2019 (Tofler/Tracxn/InstaFinancials); conflicting ZaubaCorp MH record noted",FY25 filing revenue not probed (not in needs),,subagent,logged,1
2026-09-14,S0053,Apna,Apna Series E valuation 2022 Tiger Owl Ventures,"Series C Sep 2021 $100M at $1.1B valuation, Tiger Global-led (Inc42/Moneycontrol/Livemint)",none,,subagent,logged,1
2026-09-15,S0053,Apna,Apna.co legal entity CIN MCA Tofler,"Apnatime Tech Private Limited, CIN U74999HR2019PTC137533, incorporated 09 May 2019, Haryana. Two directors: Vidyut Harivadan Parikh and Nirmit Vidyut Parikh. Registered address in Mumbai per MCA.",,none,subagent,done,43
2026-09-15,S0053,Apna,Apna.co founders Nirmit Parikh Aryan Kenchin Kartik Narayan,Nirmit Parikh = Founder & Group CEO; Aryan Kenchin = Former Co-Founder; Kartik Narayan = CEO Jobs Marketplace vertical (Oct 2025).,,none,subagent,done,43
2026-09-15,S0053,Apna,Apna.co funding rounds complete history,"5 rounds: Seed Jul 2019 ($3M), Series A Mar 2021 ($12.5M), Series B Jun 2021 ($70M), Series C Sep 2021 ($100M). Total $194M. No funding since 2021.",,none,subagent,done,43
2026-09-15,S0053,Apna,Apna.co AI pivot BlueMachines.ai products,BlueMachines.ai launched Oct 2025; $6M enterprise contracts in 45 days; AI Calling Agent Aug 2025; AI Job Prep Jun 2025; Apna Safety Sep 2025.,,none,subagent,done,43
2026-09-15,S0053,Apna,Apna.co FY25 financials MCA,"Operating revenue INR 122 Cr, net loss INR 50.1 Cr, total expenses INR 194 Cr. Revenue from recruitment INR 57.1 Cr (up 61%), software dev INR 63 Cr (down 31%).",,none,subagent,done,43
2026-09-15,S0053,Apna,Apna.co WorkIndia acquisition YC W21 Axio $27M,"No evidence found for WorkIndia acquisition, YC W21 participation, or Axio $27M round. These may refer to Apna Mart (separate grocery entity) or may be incorrect.",,none,subagent,logged-no-result,43
2026-09-15,S0053,Apna,Apna.co layoffs 2024 2025,No layoffs found for Apna.co (jobs platform). Apna Mart (separate grocery entity) laid off ~10% workforce in May 2026 per HR Katha.,,none,subagent,logged-no-result,43
2026-09-15,S0053,Apna,Apna.co Srinivas B V founder Apurva,No evidence of Srinivas B V or Apurva as founders. Only founders are Nirmit Parikh and Aryan Kenchin.,,none,subagent,logged-no-result,43
2026-09-14,S0054,BharatPe,BharatPe funding valuation FY25 revenue founders,"Founders, Series C/D/E, FY24/25 financials, IPO plans, settlement, PA licence",Debt totals; Unity SFB stake; pre-IPO close,Done; debt schedule + Unity SFB remain gaps,subagent,logged,1
2026-09-14,S0054,BharatPe,BharatPe Resilient Innovations Private Limited CIN incorporation,"CIN U74999DL2018PTC331205, incorporated 20 Mar 2018, legal name Resilient Innovations Private Limited via ZaubaCorp snippet",FY25 filing figures not surfaced in searched results,,subagent,logged,1
2026-09-14,S0054,BharatPe,BharatPe Series E 370 million valuation August 2021 Tiger Global Dragoneer,"Series E $370M led by Tiger Global, Aug 2021, $2.85B valuation via Fintech Futures/Fintech Global snippets; pre-IPO $80-100M Coatue round still in talks-stage per Entrackr exclusive",FY25 revenue/loss figures; pre-IPO Coatue round close status,,subagent,logged,1
2026-09-14,S0055,Euler Motors,Euler Motors EV funding 2025 2026 investors,"Series E, Hero stake, revenue, founder, Delhi HQ",,,subagent,logged,1
2026-09-14,S0055,Euler Motors,Euler Motors founder Saurav Kumar founded Delhi revenue FY25,"FY25 revenue/loss, CIN, incorporation 2015",,,subagent,logged,1
2026-09-14,S0055,Euler Motors,Euler Motors CIN incorporation + Series E valuation,"CIN U72900DL2015PTC275513, incorporated 15 Jan 2015; Series E Rs 437.5cr led by Lightrock",Series E valuation undisclosed,,subagent,logged,1
2026-09-14,S0055,Euler Motors,Q-wave claim source-hunt,0 resolved,,none,subagent,logged,1
2026-09-14,S0056,Fibe (EarlySalary),Fibe EarlySalary fintech funding valuation founders Pune,"Series E $90M, founders, FY24 mgmt figures, Pune HQ",,,subagent,logged,1
2026-09-14,S0056,Fibe (EarlySalary),Q-wave claim source-hunt,0 resolved,,none,subagent,logged,1
2026-09-14,S0056,Fibe (EarlySalary),Social Worth Technologies CIN + Fibe Series E/F,"CIN U72200PN2015PLC157014 on company site fibe.in; Series E $90M (TR Capital/Trifecta/Amara); Series F $35M led by IFC, total equity >$266M","valuation figures; incorporation date (2015 implied by CIN, not directly cited)",,subagent,logged,1
2026-09-14,S0057,Innovaccer,Innovaccer funding valuation 2025 2026,"Series F $275M/$3.45B, Series E/D, founders, M&A, revenue mgmt quotes",Audited revenue; $250M 2026 rumor,Done; audited financials + 2026 rumor remain gaps,subagent,logged,1
