founder_id,person_id,name,startup_id,company,role_title,founder_type,active,departure_date,education,linkedin,location,prev_companies_raw,previous_company_count,source_id,confidence,notes
FDR0191,P0326,Shubham Aryan,S0067,Games24x7,Co-founder,,True,,Unknown,,,,0,SRC01241,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0192,P0336,Aaditya Sharda,S0068,Infra.Market,Co-founder,co-founder,True,,"Construction family business, decade in building materials",,,,0,SRC01267,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0193,P0337,Souvik Sengupta,S0068,Infra.Market,Co-founder,co-founder,True,,"Chartered accountant, IIM Bangalore alumnus; infra/manufacturing since 2009",,,,0,SRC01267,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0194,P0340,Rehan Hameed,S0069,Kinara AI,Co-Founder & CTO,co-founder,,,,,,,0,SRC01277,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0195,P0341,Wajahat Qadeer,S0069,Kinara AI,Co-Founder & Chief Architect,co-founder,,,,,,,0,SRC01277,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0196,P0167,Sachin Bansal,S0070,Navi,"Founder, Executive Chairman",,True,,"IIT Delhi, BTech",,,,0,SRC01286,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0197,P0342,Ankit Agarwal,S0070,Navi,"Co-founder, ex-CFO/ED",co-founder,,,,,,,0,SRC01300,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0198,P0354,Thirukumaran Nagarajan,S0071,Ninjacart,Co-founder (ex-CEO),co-founder,,,,,,,0,SRC01317,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0199,P0355,Kartheeswaran K K,S0071,Ninjacart,Co-founder & CEO,co-founder,,,,,,,0,SRC01313,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0200,P0356,Ashutosh Vikram,S0071,Ninjacart,Co-founder,co-founder,,,,,,,0,SRC01314,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0201,P0357,Sharath Loganathan,S0071,Ninjacart,Co-founder,co-founder,,,,,,,0,SRC01313,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0202,P0358,Vasudevan Chinnathambi,S0071,Ninjacart,Co-founder,co-founder,,,,,,,0,SRC01313,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0203,P0359,Kartheeswaran KK,S0071,Ninjacart,Co-founder & CEO,,True,,Current CEO since Thirukumaran's sabbatical; leads company through profitability and IPO prep,,,,0,SRC01313,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0204,P0360,Sachin Jose,S0071,Ninjacart,Co-founder,,False,,Listed as co-founder in Oct 2023 ET article but not on current about-us page,,,,0,SRC01315,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0205,P0370,Lokvir Kapoor,S0072,Pine Labs,"Executive Chairman, Co-founder",co-founder,True,,"IIT Kanpur BTech, IIM Bangalore MBA; ex-Schlumberger; Executive Chairman",,,,0,SRC01339,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0206,P0371,Rajul Garg,S0072,Pine Labs,Co-founder,co-founder,False,,Limited public detail,,,,0,SRC01324,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0207,P0372,Tarun Upadhyay (Upaday),S0072,Pine Labs,Co-founder,co-founder,False,,,,,,0,SRC01332,LOW,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0208,P0373,Tarun Upadhyay,S0072,Pine Labs,Co-founder (left early),,False,,Unknown,,,,0,SRC01332,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0209,P0377,Aravind Mani,S0073,River Mobility,Co-founder & CEO,co-founder,,,,,,,0,SRC01372,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0210,P0378,Vipin George,S0073,River Mobility,Co-founder & CPO,co-founder,,,,,,,0,SRC01372,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0211,P0379,Srikrishnan Ganesan,S0074,Rocketlane,Co-founder & CEO,co-founder,,,,,,,0,SRC01376,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0212,P0380,Vignesh Girishankar,S0074,Rocketlane,Co-founder,co-founder,,,,,,,0,SRC01376,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0213,P0381,Deepak Bala,S0074,Rocketlane,Co-founder & CTO,co-founder,,,,,,,0,SRC01376,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0214,P0382,Mohit Kumar,S0075,Ultrahuman,Co-founder & CEO,co-founder,,,,,,,0,SRC01397,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0215,P0383,Vatsal Singhal,S0075,Ultrahuman,Co-founder & CTO,co-founder,,,,,,,0,SRC01397,,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0216,P0391,Sushant Goel,S0076,Third Wave Coffee,,co-founder,True,,,,,,0,SRC01438,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0217,P0392,Ayush Bathwal,S0076,Third Wave Coffee,,co-founder,True,,,,,,0,SRC01438,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0218,P0321,Anirudh Sharma,S0076,Third Wave Coffee,,co-founder,True,,,,,,0,SRC01438,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0219,P0398,Swarup Bose,S0077,Celcius Logistics,Founder & CEO,founder,True,,16+ years cold chain logistics; prior cold-storage panel mfg + reefer transport ventures,,,,0,SRC01459,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0220,P0399,Rajneesh Raman,S0077,Celcius Logistics,Co-founder & COO,co-founder,True,,,,,,0,SRC01458,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0221,P0400,Arbind Jain,S0077,Celcius Logistics,Co-founder & CTO,co-founder,True,,,,,,0,SRC01458,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0222,P0401,Tanuj Shori,S0078,Square Yards,Founder & CEO,founder,True,,IIM Lucknow; ex-ED Nomura; Founder & CEO,,,,0,SRC01469,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0223,P0402,Kanika Gupta Shori,S0078,Square Yards,Co-founder,co-founder,True,,Wharton graduate; banking + entertainment background,,,,0,SRC01469,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0224,P0408,Ajinkya Kulkarni,S0079,Wint Wealth,Co-founder & CEO,co-founder,True,,,,,,0,SRC01478,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0225,P0409,Abhik Patel,S0079,Wint Wealth,Co-founder,co-founder,True,,,,,,0,SRC01483,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0226,P0410,Shashank Chimaladari,S0079,Wint Wealth,Co-founder,co-founder,True,,,,,,0,SRC01483,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0227,P0411,Anshul Gupta,S0079,Wint Wealth,Co-founder,co-founder,True,,,,,,0,SRC01483,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0228,P0412,Naman Pushp,S0080,Airbound,Founder & CEO,founder,True,,,,,,0,SRC01486,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0229,P0413,Saurabh Chandra,S0081,Ati Motors,Founder & CEO,founder,True,,CEO,,,,0,SRC01491,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0230,P0414,Vinay V (Viswanathan Vinay per Tracxn),S0081,Ati Motors,,founder,,,,,,,0,SRC00088,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0231,P0415,Saad Nasser (alt. spelling Saad Naseer per Crunchbase),S0081,Ati Motors,,founder,,,,,,,0,SRC01494,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0232,P0416,Ilan Zerbib,S0082,Sapiom,Founder & CEO,founder,True,,"5 years Shopify director of engineering, payments (per TechCrunch)",,,,0,SRC01498,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0233,P0417,Aman Gupta,S0083,boAt,Co-founder (CMO),co-founder,True,,Ex-Harman International director-sales; CMO; Shark Tank India,,,,0,SRC01506,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0234,P0418,Sameer Ashok Mehta,S0083,boAt,Co-founder,co-founder,True,,Entrepreneur; operations,,,,0,SRC01506,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0235,P0419,Bipin Preet Singh,S0084,MobiKwik,Co-founder & CEO,co-founder,True,,Co-founder; CEO,,,,0,SRC01519,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0236,P0420,Upasana Taku,S0084,MobiKwik,"Co-founder, ED & CFO",co-founder,True,,"Co-founder, ED & CFO",,,,0,SRC01517,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0237,P0421,Asish Mohapatra,S0085,OfBusiness,Co-founder & CEO,co-founder,True,,CEO; IIT Kharagpur (per Business Outreach profile),,,,0,SRC01530,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0238,P0422,Bhuvan Kumar Gupta,S0085,OfBusiness,Co-founder,co-founder,,,,,,,0,SRC01533,LOW,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0239,P0264,Nitin Jain,S0085,OfBusiness,Co-founder,co-founder,,,,,,,0,SRC01533,LOW,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0240,P0423,Ruchi Kalra (Oxyzo co-founder; wife of Asish Mohapatra per VFS),S0085,OfBusiness,"Co-founder, Oxyzo",co-founder,True,,,,,,0,SRC01531,LOW,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0241,P0424,Ruchi Kalra,S0085,OfBusiness,"Co-founder, CFO & WTD",,True,,IIM Ahmedabad,,,,0,SRC01551,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0242,P0425,Bhuvan Gupta,S0085,OfBusiness,Co-founder & CTO,,,,Former VP Engineering at Snapdeal. Co-founded OfBusiness in 2015.,,,,0,SRC01552,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0243,P0426,Vasant Sridhar,S0085,OfBusiness,Co-founder & CSO,,True,,IIT Madras,,,,0,SRC01553,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0244,P0427,Chandranshu Sinha,S0085,OfBusiness,Co-founder,,,,Co-founded OfBusiness in 2015.,,,,0,SRC01545,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0245,P0190,Srinath Ramakkrushnan,S0085,OfBusiness,Co-founder,,,,Co-founded OfBusiness in 2015.,,,,0,SRC01552,LOW,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0246,P0430,Harsimarbir Singh,S0086,Pristyn Care,Co-founder & CEO,co-founder,True,,"Ex-MobiKwik, Urban Company (per VFS)",,,,0,SRC01569,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0247,P0431,Vaibhav Kapoor,S0086,Pristyn Care,Co-founder,co-founder,True,,Doctor,,,,0,SRC01569,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0248,P0432,Garima Sawhney,S0086,Pristyn Care,Co-founder,co-founder,True,,Doctor,,,,0,SRC01569,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0249,P0434,Aniket Shah,S0087,Swish,CEO & Co-founder,co-founder,True,,CEO & co-founder (per company blog),,,,0,SRC01582,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0250,P0435,Ujjwal Sukheja,S0087,Swish,Co-founder,co-founder,True,,,,,,0,SRC01582,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0251,P0436,Saran S.,S0087,Swish,Co-founder,co-founder,True,,,,,,0,SRC01582,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0252,P0439,Vishal Sikka,S0088,Hang Ten Systems,Co-founder & CEO,co-founder,True,,Former CEO Infosys (2014-2017); CTO SAP (architected HANA); founder VianAI,,,,0,SRC01603,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0253,P0440,Navin Budhiraja,S0088,Hang Ten Systems,"CTO, co-founder",co-founder,True,,Former CTO of SAP SuccessFactors,,,,0,SRC01603,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0254,P0441,Sanjay Rajagopalan,S0088,Hang Ten Systems,"Chief Design Officer, co-founder",co-founder,True,,,,,,0,SRC01603,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0255,P0442,Anoop Srikantaswamy,S0089,Moonrider,Co-founder & CEO,co-founder,True,,"Mechanical engineer, Cornell management; Toyota Kirloskar, 9+ yrs Volvo Group global vehicle programmes, Accenture e-mobility, head of product development at Ola",,,,0,SRC01608,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0256,P0443,Ravi Kulkarni,S0089,Moonrider,Co-founder & COO,co-founder,True,,Former Volvo Group colleague of Srikantaswamy,,,,0,SRC01610,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0257,P0444,Deepanshu Arora,S0090,Toddle,Co-founder & CEO,co-founder,True,,"IIT Kanpur alumnus; previously ran network of international preschools, worked with K-12 schools",,,,0,SRC01613,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0258,P0445,Parita Parekh,S0090,Toddle,Co-founder,co-founder,True,,,,,,0,SRC01613,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0259,P0446,Misbah Jafary,S0090,Toddle,Co-founder,co-founder,True,,,,,,0,SRC01613,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0260,P0447,Gautam Arora,S0090,Toddle,Co-founder,co-founder,True,,,,,,0,SRC01624,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0261,P0448,Nikhil Poonawala,S0090,Toddle,Co-founder,co-founder,True,,,,,,0,SRC01624,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0262,P0452,Aayush Rai,S0091,Inito,Co-founder & CEO,co-founder,True,,IIT Roorkee (BTech IDD ECE); ex-Research Engineer Siemens; Forbes 30 Under 30 Asia 2019; YC W19,,,,0,SRC01635,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0263,P0453,Varun AV,S0091,Inito,Co-founder,co-founder,True,,,,,,0,SRC01632,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0264,P0454,Vinay Dube,S0092,Akasa Air,Founder & CEO,founder,True,,"Ex-Jet Airways CEO, ex-GoAir; Delta/American Airlines ops research",,,,0,SRC01638,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0265,P0455,Rakesh Jhunjhunwala (family),S0092,Akasa Air,Co-founder / anchor investor,co-founder,False,,Ace investor (d. Aug 2022); family holds ~40-46% via wife's name,,,,0,SRC01648,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0266,P0456,Aditya Ghosh,S0092,Akasa Air,Co-founder (board),co-founder,True,,"Ex-IndiGo president; board member, <10% stake",,,,0,SRC01648,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0267,P0457,Rakesh Jhunjhunwala,S0092,Akasa Air,Co-founder / anchor investor,,False,,Billionaire stock investor (d. Aug 2022); invested $35M for ~40% stake; family now holds ~46%,,,,0,SRC01650,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0268,P0458,Bhavin Joshi,S0092,Akasa Air,Co-founder (SVP Strategy),,True,,Former Jet Airways Strategy & Projects; CFO of travel protection company,,,,0,SRC01644,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0269,P0459,Anand Srinivasan,S0092,Akasa Air,Co-founder (CIO→CCO),,True,,Well-known data scientist; successful entrepreneur; built Akasa's revenue management platform,,,,0,SRC01651,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0270,P0460,Praveen Iyer,S0092,Akasa Air,Co-founder (ex-CCO),,False,,25+ years in commercial and aviation technology; left airline Apr 2026,,,,0,SRC01651,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0271,P0461,Neelu Khatri,S0092,Akasa Air,Co-founder (ex-SVP International),,False,,SVP International Operations; stepped down Oct 2025,,,,0,SRC01652,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0272,P0462,Sanjay Dube,S0092,Akasa Air,Co-founder,,True,,Holds 7.59% stake per ch-aviation Sep 2023 report,,,,0,SRC01645,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0273,P0463,Niraj Dube,S0092,Akasa Air,Co-founder,,True,,Holds 7.59% stake per ch-aviation Sep 2023 report,,,,0,SRC01645,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0274,P0411,Anshul Gupta,S0093,EatClub (BOX8),Co-Founder,co-founder,True,,IIT graduate; ex-Deutsche Bank analyst,,,,0,SRC01680,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0275,P0468,Amit Raj,S0093,EatClub (BOX8),Co-Founder,co-founder,True,,IIT graduate,,,,0,SRC01680,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0276,P0470,Ashwin Damera,S0094,Eruditus,Co-Founder & CEO,co-founder,True,,,,,,0,SRC01687,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0277,P0471,Chaitanya Kalipatnapu,S0094,Eruditus,Co-Founder & Executive Director,co-founder,True,,,,,,0,SRC01689,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0278,P0474,Rohit Chawla,S0095,Innovist,Founder & CEO,founder,True,,"Founder, The Man Company; INSEAD + Carnegie Mellon",,,,0,SRC01726,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0279,P0475,Sifat Khurana,S0095,Innovist,Co-Founder & CMO/CBO,co-founder,True,,"Ex-Ogilvy, Ex-Leo Burnett; NIFT",,,,0,SRC01726,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0280,P0476,Vimal Bhola,S0095,Innovist,Co-Founder & Chief Scientist,co-founder,True,,"Ex-J&J, Ex-Unilever; Chief R&D Scientist",,,,0,SRC01726,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0281,P0482,Vaibhav Singh,S0096,Leap (LeapScholar),Co-Founder,co-founder,True,,IIT Kharagpur; Columbia University; CFA,,,,0,SRC01754,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0282,P0483,Arnav Kumar,S0096,Leap (LeapScholar),Co-Founder,co-founder,True,,IIT Kharagpur; ex-SAIF Partners VC,,,,0,SRC01754,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0283,P0484,Rajan Chaudhary,S0096,Leap (LeapScholar),Co-Founder (elevated 2025),co-founder,True,,elevated from within (Entrackr Apr 2025),,,,0,SRC01744,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0284,P0485,Anshul Agarwal,S0096,Leap (LeapScholar),CFO (Tracxn-listed as founder),,True,,unknown,,,,0,SRC01747,LOW,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0285,P0491,Nitish Mittersain,S0097,Nazara Technologies,"Founder; MD (stepped down as CEO Aug 2026, stays on strategy)",founder,True,,,,,,0,SRC01757,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0286,P0264,Nitin Jain,S0098,Neo (Neo Wealth),"Chairman & Managing Director, Neo Group; ex-CEO Edelweiss Wealth",founder,True,,,,,,0,SRC01767,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0287,P0493,Hemant Daga,S0098,Neo (Neo Wealth),"Co-founder & CEO, Neo Asset Management",co-founder,True,,,,,,0,SRC01766,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0288,P0494,Varun Bajpai,S0098,Neo (Neo Wealth),"Co-founder, Neo Group",co-founder,True,,,,,,0,SRC01766,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0289,P0495,Shajikumar Devakar,S0098,Neo (Neo Wealth),"Co-founder & CEO, Neo Wealth Management",co-founder,True,,,,,,0,SRC01766,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0290,P0496,Puneet Jain,S0098,Neo (Neo Wealth),"Co-founder & CIO, Neo Asset Management",co-founder,True,,,,,,0,SRC01766,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0291,P0501,Ranjith Mukundan,S0099,Stellapps,Co-founder & CEO,co-founder,True,,,,,,0,SRC01779,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0292,P0502,Ravishankar Shiroor,S0099,Stellapps,Co-founder & COO,co-founder,True,,,,,,0,SRC01779,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0293,P0503,Praveen Nale,S0099,Stellapps,Co-founder & CTO,co-founder,True,,,,,,0,SRC01779,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0294,P0504,Ramakrishna Adukuri,S0099,Stellapps,Co-founder (software),co-founder,True,,,,,,0,SRC01779,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0295,P0505,Venkatesh Seshasayee,S0099,Stellapps,Co-founder (domain solutions),co-founder,True,,,,,,0,SRC01779,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0296,P0506,Abhishek Agarwal (Monty),S0100,Purple Style Labs,Founder,founder,True,,,,,,0,SRC01784,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0297,P0514,Akash Gupta,S0101,Zypp Electric,Co-founder & CEO,co-founder,True,,,,,,0,SRC01792,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0298,P0515,Rashi Agarwal,S0101,Zypp Electric,Co-founder & CBO,co-founder,True,,,,,,0,SRC01792,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0299,P0516,Tushar Mehta,S0101,Zypp Electric,Co-founder,co-founder,True,,,,,,0,SRC01796,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0300,P0517,Pankaj Poddar,S0102,Business Nextgen Finance,"Promoter, MD & CEO",founder,True,,ex-Chief Risk Officer SBFC Finance; ex-Bajaj Finserv (SME/mortgages risk); ex-Standard Chartered (SME risk),,,,0,SRC01800,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0301,P0518,Shubhayu Sardar,S0103,EtherealX (Ethereal Exploration),Co-founder & COO,co-founder,True,,ex-ISRO scientist,,,,0,SRC01806,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0302,P0519,Prashant Sharma,S0103,EtherealX (Ethereal Exploration),Co-founder & CTO,co-founder,True,,aerospace engineer,,,,0,SRC01806,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0303,P0520,Manu J. Nair,S0103,EtherealX (Ethereal Exploration),Co-founder & CEO,co-founder,True,,,,,,0,SRC01806,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0304,P0521,Sunil Gupta,S0104,QNu Labs,Co-founder & CEO,co-founder,True,,,,,,0,SRC01816,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0305,P0522,Srinivasa Rao Aluri,S0104,QNu Labs,Co-founder & Chairman,co-founder,True,,,,,,0,SRC01816,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0306,P0523,Mark Mathias,S0104,QNu Labs,Head of Production (listed in founding team; Wikipedia names as founder),founder,True,,,,,,0,SRC01818,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0307,P0524,Anil Prabhakar,S0104,QNu Labs,Technical Advisor (Wikipedia names as founder),founder,True,,,,,,0,SRC01818,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0308,P0525,Pravin Kini,S0104,QNu Labs,Co-founder (Tracxn),,False,,Listed as co-founder by Tracxn; not listed on company site founding team,,,,0,SRC01817,MEDIUM,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0309,P0537,Narayan Subramaniam,S0105,Ultraviolette,Co-founder & CEO,co-founder,True,,,,,,0,SRC01834,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0310,P0538,Niraj Rajmohan,S0105,Ultraviolette,Co-founder & CTO,co-founder,True,,,,,,0,SRC01834,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0311,P0122,Ankit Nagori,S0106,Curefoods,"Founder, Chairman, MD & CEO",founder,True,,ex-Flipkart CBO; co-founder Cure.fit; IIT Guwahati,,,,0,SRC01841,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
FDR0312,P0542,Sandeep Jethwani,S0107,Dezerv,Co-founder,co-founder,True,,ex-IIFL Wealth Senior Managing Partner,,,,0,SRC01864,HIGH,verbatim FOUNDERS passthrough + parsed prev_companies count; same person_id across companies preserved
