link_id,startup_id,investor_id,investor_name,investor_type,round_type,round_date,first_seen,rounds,lead,disclosed_amount,amount,board_seat,status,source_id,confidence
IL00676,S0035,INV0251,Optum (UnitedHealth Group),,Series D,2025-02-11,,,lead,50.0,,,,SRC00623,HIGH
IL00677,S0035,INV0234,Mastercard,,Series C,2022-03-07,,,lead,30.0,,,,SRC00637,MEDIUM
IL00678,S0035,INV0234,Mastercard,,Series C,2022-03-07,,,lead,30.0,,,,SRC00637,MEDIUM
IL00679,S0035,INV0005,SoftBank Vision Fund 2,,Series C,2021-05-24,,,lead,250.0,,,,SRC00635,HIGH
IL00680,S0035,INV0252,Sodexo,,Series C,2021-05-24,,,,250.0,,,,SRC00635,HIGH
IL00681,S0035,INV0253,F2A,,Series C,2021-05-24,,,,250.0,,,,SRC00635,HIGH
IL00682,S0035,INV0005,SoftBank Vision Fund 2,,Series C,2021-05-24,,,lead,250.0,,,,SRC00635,HIGH
IL00683,S0035,INV0254,Sodexo BRS,,Series C,2019-07-23,,,lead,,,,,SRC00638,MEDIUM
IL00684,S0035,INV0254,Sodexo BRS,,Series C,2019-07-23,,,lead,,,,,SRC00638,MEDIUM
IL00685,S0035,INV0005,SoftBank Vision Fund 2,,,,2021,['Series D'],True,,,,,SRC00636,MEDIUM
IL00686,S0035,INV0250,Optum,,,,2025,['Strategic'],True,,,,,SRC00624,HIGH
IL00687,S0036,INV0028,Walmart,,Acquisition (majority),May 2018,,,lead,16000.0,,,,SRC00651,MEDIUM
IL00688,S0036,INV0028,Walmart,,Acquisition (majority),May 2018,,,lead,16000.0,,,,SRC00651,MEDIUM
IL00689,S0036,INV0028,Walmart,,Acquisition (majority stake),2018-05-09,,,lead,16000.0,,,,SRC00651,HIGH
IL00690,S0036,INV0028,Walmart,,Acquisition (majority stake),2018-05-09,,,lead,16000.0,,,,SRC00651,HIGH
IL00691,S0036,INV0028,Walmart,,primary,2021-07,,,lead,3600.0,,,,SRC00650,MEDIUM
IL00692,S0036,INV0160,CPP Investments,,primary,2021-07,,,,3600.0,,,,SRC00650,MEDIUM
IL00693,S0036,INV0036,GIC,,primary,2021-07,,,,3600.0,,,,SRC00650,MEDIUM
IL00694,S0036,INV0005,SoftBank Vision Fund 2,,primary,2021-07,,,,3600.0,,,,SRC00650,MEDIUM
IL00695,S0036,INV0255,QIA,,primary,2021-07,,,,3600.0,,,,SRC00650,MEDIUM
IL00696,S0036,INV0028,Walmart,,primary,2021-07,,,lead,3600.0,,,,SRC00650,MEDIUM
IL00697,S0036,INV0028,Walmart,,primary,2023-12,,,lead,600.0,,,,SRC00650,HIGH
IL00698,S0036,INV0028,Walmart,,primary,2023-12,,,lead,600.0,,,,SRC00650,HIGH
IL00699,S0036,INV0028,Walmart,,primary,2024-05-24,,,lead,950.0,,,,SRC00650,HIGH
IL00700,S0036,INV0256,Google,,primary,2024-05-24,,,lead,950.0,,,,SRC00650,HIGH
IL00701,S0036,INV0006,existing investors,,primary,2024-05-24,,,,950.0,,,,SRC00650,HIGH
IL00702,S0036,INV0028,Walmart,,primary,2024-05-24,,,lead,950.0,,,,SRC00650,HIGH
IL00703,S0036,INV0256,Google,,primary,2024-05-24,,,lead,950.0,,,,SRC00650,HIGH
IL00704,S0036,INV0257,Flipkart (company-funded),,ESOP buyback,2025-07,,,lead,25.0,,,,SRC00646,MEDIUM
IL00705,S0036,INV0257,Flipkart (company-funded),,ESOP buyback,2025-07,,,lead,25.0,,,,SRC00646,MEDIUM
IL00706,S0036,INV0257,Flipkart (company-funded),,ESOP buyback,2026-07,,,lead,25.0,,,,SRC00646,MEDIUM
IL00707,S0036,INV0257,Flipkart (company-funded),,ESOP buyback,2026-07,,,lead,25.0,,,,SRC00646,MEDIUM
IL00708,S0036,INV0028,Walmart,strategic/corporate,,,2018,['Acquisition'],True,,,,,SRC00651,MEDIUM
IL00709,S0037,INV0001,Kedaara Capital,,Series F,May 2025,,,lead,200.0,,,,SRC00656,HIGH
IL00710,S0037,INV0258,Wellington Management,,Series F,May 2025,,,lead,200.0,,,,SRC00656,HIGH
IL00711,S0037,INV0001,Kedaara Capital,,Series F,May 2025,,,lead,200.0,,,,SRC00656,HIGH
IL00712,S0037,INV0258,Wellington Management,,Series F,May 2025,,,lead,200.0,,,,SRC00656,HIGH
IL00713,S0037,INV0145,Kae Capital,,Seed,2015-02-20,,,lead,0.481,,,,SRC00662,MEDIUM
IL00714,S0037,INV0259,Navin Honagudi,,Seed,2015-02-20,,,,0.481,,,,SRC00662,MEDIUM
IL00715,S0037,INV0260,Kalysta Capital,,Seed,2015-02-20,,,,0.481,,,,SRC00662,MEDIUM
IL00716,S0037,INV0145,Kae Capital,,Seed,2015-02-20,,,lead,0.481,,,,SRC00662,MEDIUM
IL00717,S0037,INV0037,Peak XV Partners,,Series A,2015-06-10,,,lead,5.5,,,,SRC00662,MEDIUM
IL00718,S0037,INV0145,Kae Capital,,Series A,2015-06-10,,,,5.5,,,,SRC00662,MEDIUM
IL00719,S0037,INV0261,Sandeep Tandon,,Series A,2015-06-10,,,,5.5,,,,SRC00662,MEDIUM
IL00720,S0037,INV0262,Rajeev Chitrabhanu,,Series A,2015-06-10,,,,5.5,,,,SRC00662,MEDIUM
IL00721,S0037,INV0263,Vellayan Subbiah,,Series A,2015-06-10,,,,5.5,,,,SRC00662,MEDIUM
IL00722,S0037,INV0264,Anupam Mittal,,Series A,2015-06-10,,,,5.5,,,,SRC00662,MEDIUM
IL00723,S0037,INV0265,Central Park Securities Holding,,Series A,2015-06-10,,,,5.5,,,,SRC00662,MEDIUM
IL00724,S0037,INV0266,Ramachandran Sridhar,,Series A,2015-06-10,,,,5.5,,,,SRC00662,MEDIUM
IL00725,S0037,INV0260,Kalysta Capital,,Series A,2015-06-10,,,,5.5,,,,SRC00662,MEDIUM
IL00726,S0037,INV0037,Peak XV Partners,,Series A,2015-06-10,,,lead,5.5,,,,SRC00662,MEDIUM
IL00727,S0037,INV0037,Peak XV Partners,,Series B,2016-07-12,,,lead,2.53,,,,SRC00662,MEDIUM
IL00728,S0037,INV0037,Peak XV Partners,,Series B,2016-07-12,,,lead,2.53,,,,SRC00662,MEDIUM
IL00729,S0037,INV0145,Kae Capital,,Series B,2016-12-13,,,,1.47,,,,SRC00662,MEDIUM
IL00730,S0037,INV0267,Mahindra,,Series B,2016-12-13,,,,1.47,,,,SRC00662,MEDIUM
IL00731,S0037,INV0267,Mahindra,,Series B,2017-05-02,,,lead,1.34,,,,SRC00662,MEDIUM
IL00732,S0037,INV0267,Mahindra,,Series B,2017-05-02,,,lead,1.34,,,,SRC00662,MEDIUM
IL00733,S0037,INV0037,Peak XV Partners,,Series B,2017-08-30,,,lead,2.01,,,,SRC00662,MEDIUM
IL00734,S0037,INV0145,Kae Capital,,Series B,2017-08-30,,,,2.01,,,,SRC00662,MEDIUM
IL00735,S0037,INV0268,Claris Capital,,Series B,2017-08-30,,,,2.01,,,,SRC00662,MEDIUM
IL00736,S0037,INV0269,Saragroup,,Series B,2017-08-30,,,,2.01,,,,SRC00662,MEDIUM
IL00737,S0037,INV0270,Enrsingapore,,Series B,2017-08-30,,,,2.01,,,,SRC00662,MEDIUM
IL00738,S0037,INV0271,Satya Remala,,Series B,2017-08-30,,,,2.01,,,,SRC00662,MEDIUM
IL00739,S0037,INV0272,Rao Remala,,Series B,2017-08-30,,,,2.01,,,,SRC00662,MEDIUM
IL00740,S0037,INV0273,Balz Roth,,Series B,2017-08-30,,,,2.01,,,,SRC00662,MEDIUM
IL00741,S0037,INV0274,Mahindra Partners,,Series B,2017-08-30,,,,2.01,,,,SRC00662,MEDIUM
IL00742,S0037,INV0260,Kalysta Capital,,Series B,2017-08-30,,,,2.01,,,,SRC00662,MEDIUM
IL00743,S0037,INV0037,Peak XV Partners,,Series B,2017-08-30,,,lead,2.01,,,,SRC00662,MEDIUM
IL00744,S0037,INV0267,Mahindra,,Series C,2018-03-28,,,lead,7.7,,,,SRC00662,MEDIUM
IL00745,S0037,INV0267,Mahindra,,Series C,2018-03-28,,,lead,7.7,,,,SRC00662,MEDIUM
IL00746,S0037,INV0145,Kae Capital,,Series C,2019-08-06,,,,10.0,,,,SRC00662,MEDIUM
IL00747,S0037,INV0037,Peak XV Partners,,Series C,2019-08-06,,,,10.0,,,,SRC00662,MEDIUM
IL00748,S0037,INV0267,Mahindra,,Series C,2019-08-06,,,,10.0,,,,SRC00662,MEDIUM
IL00749,S0037,INV0275,Lightstone Ventures,,Series D,2020-04-10,,,,18.5,,,,SRC00662,MEDIUM
IL00750,S0037,INV0103,Tiger Global Management,,Series E,2021-09-01,,,lead,101.0,,,,SRC00663,HIGH
IL00751,S0037,INV0276,Vitruvian Partners,,Series E,2021-09-01,,,lead,101.0,,,,SRC00663,HIGH
IL00752,S0037,INV0277,Pirozshaw Sarkari,,Series E,2021-09-01,,,,101.0,,,,SRC00663,HIGH
IL00753,S0037,INV0278,India Internet Fund,,Series E,2021-09-01,,,,101.0,,,,SRC00663,HIGH
IL00754,S0037,INV0279,Portobello Holdco Sarl,,Series E,2021-09-01,,,,101.0,,,,SRC00663,HIGH
IL00755,S0037,INV0280,Lightrock,,Series E,2021-09-01,,,,101.0,,,,SRC00663,HIGH
IL00756,S0037,INV0037,Peak XV Partners,,Series E,2021-09-01,,,,101.0,,,,SRC00663,HIGH
IL00757,S0037,INV0084,Sequoia Capital India,,Series E,2021-09-01,,,,101.0,,,,SRC00663,HIGH
IL00758,S0037,INV0103,Tiger Global Management,,Series E,2021-09-01,,,lead,101.0,,,,SRC00663,HIGH
IL00759,S0037,INV0276,Vitruvian Partners,,Series E,2021-09-01,,,lead,101.0,,,,SRC00663,HIGH
IL00760,S0037,INV0281,ESOP pool buyers,,Series F (internal/ESOP),2024,,,,,,,,SRC00667,MEDIUM
IL00761,S0037,INV0276,Vitruvian Partners,,Series F (extended),2025-09-09,,,lead,100.0,,,,SRC00666,MEDIUM
IL00762,S0037,INV0146,Elev8 Venture Partners,,Series F (extended),2025-09-09,,,lead,100.0,,,,SRC00666,MEDIUM
IL00763,S0037,INV0282,Digga Family Trust,,Series F (extended),2025-09-09,,,,100.0,,,,SRC00666,MEDIUM
IL00764,S0037,INV0276,Vitruvian Partners,,Series F (extended),2025-09-09,,,lead,100.0,,,,SRC00666,MEDIUM
IL00765,S0037,INV0146,Elev8 Venture Partners,,Series F (extended),2025-09-09,,,lead,100.0,,,,SRC00666,MEDIUM
IL00766,S0037,INV0283,Kedaara,,Series F (tranche),2026-01-15,,,lead,46.5,,,,SRC00662,MEDIUM
IL00767,S0037,INV0284,Wellington,,Series F (tranche),2026-01-15,,,lead,46.5,,,,SRC00662,MEDIUM
IL00768,S0037,INV0283,Kedaara,,Series F (tranche),2026-01-15,,,lead,46.5,,,,SRC00662,MEDIUM
IL00769,S0037,INV0284,Wellington,,Series F (tranche),2026-01-15,,,lead,46.5,,,,SRC00662,MEDIUM
IL00770,S0037,INV0001,Kedaara Capital,,,,2025,['Series F'],True,,,,,SRC00656,HIGH
IL00771,S0037,INV0258,Wellington Management,,,,2025,['Series F'],True,,,,,SRC00656,HIGH
IL00772,S0038,INV0286,upGrad,,Acquisition,Sep 2026,,,,206.0,,,,SRC00288,HIGH
IL00773,S0038,INV0285,upGrad (buyer),,Acquisition,Sep 2026,,,lead,206.0,,,,SRC00288,HIGH
IL00774,S0038,INV0002,SoftBank,,Series H,2021-08,,,,440.0,,,,SRC00288,HIGH
IL00775,S0038,INV0029,Tiger Global,,Series H,2021-08,,,,440.0,,,,SRC00288,HIGH
IL00776,S0038,INV0027,General Atlantic,,Series H,2021-08,,,,440.0,,,,SRC00288,HIGH
IL00777,S0038,INV0037,Peak XV Partners,,Series H,2021-08,,,,440.0,,,,SRC00288,HIGH
IL00778,S0038,INV0127,Temasek,,Series H,2021-08,,,lead,440.0,,,,SRC00288,HIGH
IL00779,S0038,INV0018,Mirae Asset,,Series H,2021-08,,,,440.0,,,,SRC00288,HIGH
IL00780,S0038,INV0127,Temasek,,Series H,2021-08,,,lead,440.0,,,,SRC00288,HIGH
IL00781,S0038,INV0127,Temasek,,internal_funding,2026-03,,,,360.0,,,,SRC00687,MEDIUM
IL00782,S0038,INV0218,IFC,,internal_funding,2026-03,,,,360.0,,,,SRC00687,MEDIUM
IL00783,S0038,INV0288,360 One,,internal_funding,2026-03,,,,360.0,,,,SRC00687,MEDIUM
IL00784,S0038,INV0287,Ronnie Screwvala,,internal_funding,2026-03,,,lead,360.0,,,,SRC00687,MEDIUM
IL00785,S0039,INV0245,Coatue,,Series D,Jul 2020,,,lead,100.0,,,,SRC00701,MEDIUM
IL00786,S0039,INV0245,Coatue,,Series D,Jul 2020,,,lead,100.0,,,,SRC00701,MEDIUM
IL00787,S0039,INV0289,ABC World Asia,,Series E (unicorn),Sep 2021,,,lead,100.0,,,,SRC00696,HIGH
IL00788,S0039,INV0289,ABC World Asia,,Series E (unicorn),Sep 2021,,,lead,100.0,,,,SRC00696,HIGH
IL00789,S0039,INV0289,ABC World Asia,,Internal/bridge,Sep 2025,,,,11.0,,,,SRC00707,MEDIUM
IL00790,S0039,INV0290,existing investors incl. ABC World,,Internal/bridge,Sep 2025,,,lead,11.0,,,,SRC00707,MEDIUM
IL00791,S0039,INV0289,ABC World Asia,,,,2021,['Series E'],True,,,,,SRC00709,MEDIUM
IL00792,S0039,INV0003,Accel,,,,UNKNOWN,,False,,,,,SRC00710,LOW
IL00793,S0040,INV0075,Khosla Ventures,,Venture round,Dec 2024,,,lead,90.0,,,,SRC00729,LOW
IL00794,S0040,INV0294,Rakesh Gangwal,,Venture round,Dec 2024,,,,90.0,,,,SRC00729,LOW
IL00795,S0040,INV0075,Khosla Ventures,,Venture round,Dec 2024,,,lead,90.0,,,,SRC00729,LOW
IL00796,S0040,INV0295,D1 Capital Partners,,Series E,2021-08-20,,,lead,150.0,,,,SRC00723,HIGH
IL00797,S0040,INV0295,D1 Capital Partners,,Series E,2021-08-20,,,lead,150.0,,,,SRC00723,HIGH
IL00798,S0040,INV0225,Steadview Capital,,Series F,2021-12-29,,,lead,210.0,,,,SRC00721,MEDIUM
IL00799,S0040,INV0080,Sequoia India,,Series F,2021-12-29,,,,210.0,,,,SRC00721,MEDIUM
IL00800,S0040,INV0003,Accel,,Series F,2021-12-29,,,,210.0,,,,SRC00721,MEDIUM
IL00801,S0040,INV0046,Lightspeed,,Series F,2021-12-29,,,,210.0,,,,SRC00721,MEDIUM
IL00802,S0040,INV0296,D1 Capital,,Series F,2021-12-29,,,,210.0,,,,SRC00721,MEDIUM
IL00803,S0040,INV0225,Steadview Capital,,Series F,2021-12-29,,,lead,210.0,,,,SRC00721,MEDIUM
IL00804,S0040,INV0075,Khosla Ventures,,Venture round,2024-12-19,,,lead,100.0,,,,SRC00726,MEDIUM
IL00805,S0040,INV0294,Rakesh Gangwal,,Venture round,2024-12-19,,,lead,100.0,,,,SRC00726,MEDIUM
IL00806,S0040,INV0297,Baillie Gifford,,Venture round,2024-12-19,,,,100.0,,,,SRC00726,MEDIUM
IL00807,S0040,INV0075,Khosla Ventures,,Venture round,2024-12-19,,,lead,100.0,,,,SRC00726,MEDIUM
IL00808,S0040,INV0294,Rakesh Gangwal,,Venture round,2024-12-19,,,lead,100.0,,,,SRC00726,MEDIUM
IL00809,S0040,INV0298,Bharat Value Fund,,Pre-IPO,2026-03-30,,,lead,500.0,,,,SRC00724,MEDIUM
IL00810,S0040,INV0299,HNIs,,Pre-IPO,2026-03-30,,,,500.0,,,,SRC00724,MEDIUM
IL00811,S0040,INV0298,Bharat Value Fund,,Pre-IPO,2026-03-30,,,lead,500.0,,,,SRC00724,MEDIUM
IL00812,S0040,INV0075,Khosla Ventures,,,,2024,['2024 round'],False,,,,,SRC00729,LOW
IL00813,S0040,INV0295,D1 Capital Partners,hedge fund,,,2021,['Series E'],True,,150,,,SRC00723,HIGH
IL00814,S0040,INV0037,Peak XV Partners,venture capital,,,early,['multiple'],False,,,,,SRC00721,MEDIUM
IL00815,S0040,INV0003,Accel,venture capital,,,early,['multiple'],False,,,,,SRC00721,MEDIUM
IL00816,S0040,INV0118,Lightspeed Venture Partners,venture capital,,,early,['multiple'],False,,,,,SRC00721,MEDIUM
IL00817,S0040,INV0203,Greenoaks,hedge fund,,,early,['multiple'],False,,,,,SRC00720,MEDIUM
IL00818,S0040,INV0297,Baillie Gifford,asset management,,,2024,['2024 round'],False,,,,,SRC00726,MEDIUM
IL00819,S0040,INV0294,Rakesh Gangwal,angel/individual,,,2024,['2024 round'],True,,70,,,SRC00726,MEDIUM
IL00820,S0040,INV0298,Bharat Value Fund,Category II AIF,,,2026,['Pre-IPO'],True,,500,,,SRC00724,MEDIUM
IL00821,S0040,INV0225,Steadview Capital,hedge fund,,,2021,['Series F'],True,,,,,SRC00721,MEDIUM
IL00822,S0040,INV0145,Kae Capital,venture capital,,,early,['multiple'],False,,,,,SRC00718,MEDIUM
IL00823,S0041,INV0170,Kalaari Capital,,Series A,2014,,,lead,,,,,SRC00747,LOW
IL00824,S0041,INV0094,Think Investments,,Series A,2014,,,,,,,,SRC00747,LOW
IL00825,S0041,INV0170,Kalaari Capital,,Series A,2014,,,lead,,,,,SRC00747,LOW
IL00826,S0041,INV0226,Multiples Alternate Asset Management,,Series C,2017-01-17,,,lead,2.17,,,,SRC00747,LOW
IL00827,S0041,INV0170,Kalaari Capital,,Series C,2017-01-17,,,,2.17,,,,SRC00747,LOW
IL00828,S0041,INV0226,Multiples Alternate Asset Management,,Series C,2017-01-17,,,lead,2.17,,,,SRC00747,LOW
IL00829,S0041,INV0158,Tencent,,Series D,2018-09-06,,,lead,100.0,,,,SRC00735,MEDIUM
IL00830,S0041,INV0170,Kalaari Capital,,Series D,2018-09-06,,,,100.0,,,,SRC00735,MEDIUM
IL00831,S0041,INV0226,Multiples Alternate Asset Management,,Series D,2018-09-06,,,,100.0,,,,SRC00735,MEDIUM
IL00832,S0041,INV0094,Think Investments,,Series D,2018-09-06,,,,100.0,,,,SRC00735,MEDIUM
IL00833,S0041,INV0158,Tencent,,Series D,2018-09-06,,,lead,100.0,,,,SRC00735,MEDIUM
IL00834,S0041,INV0029,Tiger Global,,Series E,2020-09-14,,,lead,225.0,,,,SRC00735,HIGH
IL00835,S0041,INV0020,TPG,,Series E,2020-09-14,,,lead,225.0,,,,SRC00735,HIGH
IL00836,S0041,INV0221,ChrysCapital,,Series E,2020-09-14,,,,225.0,,,,SRC00735,HIGH
IL00837,S0041,INV0300,Footpath Ventures,,Series E,2020-09-14,,,,225.0,,,,SRC00735,HIGH
IL00838,S0041,INV0029,Tiger Global,,Series E,2020-09-14,,,lead,225.0,,,,SRC00735,HIGH
IL00839,S0041,INV0020,TPG,,Series E,2020-09-14,,,lead,225.0,,,,SRC00735,HIGH
IL00840,S0041,INV0035,TCV,,Secondary,2021-03-25,,,lead,400.0,,,,SRC00736,HIGH
IL00841,S0041,INV0296,D1 Capital,,Secondary,2021-03-25,,,lead,400.0,,,,SRC00736,HIGH
IL00842,S0041,INV0301,Falcon Edge/Alpha Wave,,Secondary,2021-03-25,,,,400.0,,,,SRC00736,HIGH
IL00843,S0041,INV0029,Tiger Global,,Secondary,2021-03-25,,,,400.0,,,,SRC00736,HIGH
IL00844,S0041,INV0221,ChrysCapital,,Secondary,2021-03-25,,,,400.0,,,,SRC00736,HIGH
IL00845,S0041,INV0302,TPG Growth,,Secondary,2021-03-25,,,,400.0,,,,SRC00736,HIGH
IL00846,S0041,INV0303,Steadview,,Secondary,2021-03-25,,,,400.0,,,,SRC00736,HIGH
IL00847,S0041,INV0300,Footpath Ventures,,Secondary,2021-03-25,,,,400.0,,,,SRC00736,HIGH
IL00848,S0041,INV0035,TCV,,Secondary,2021-03-25,,,lead,400.0,,,,SRC00736,HIGH
IL00849,S0041,INV0296,D1 Capital,,Secondary,2021-03-25,,,lead,400.0,,,,SRC00736,HIGH
IL00850,S0041,INV0064,Falcon Edge,,Secondary,2021-03-25,,,lead,400.0,,,,SRC00736,HIGH
IL00851,S0041,INV0301,Falcon Edge/Alpha Wave,,Series F,2021-11-25,,,lead,840.0,,,,SRC00737,HIGH
IL00852,S0041,INV0157,DST Global,,Series F,2021-11-25,,,lead,840.0,,,,SRC00737,HIGH
IL00853,S0041,INV0296,D1 Capital,,Series F,2021-11-25,,,lead,840.0,,,,SRC00737,HIGH
IL00854,S0041,INV0304,Redbird Capital,,Series F,2021-11-25,,,lead,840.0,,,,SRC00737,HIGH
IL00855,S0041,INV0029,Tiger Global,,Series F,2021-11-25,,,lead,840.0,,,,SRC00737,HIGH
IL00856,S0041,INV0020,TPG,,Series F,2021-11-25,,,,840.0,,,,SRC00737,HIGH
IL00857,S0041,INV0300,Footpath Ventures,,Series F,2021-11-25,,,,840.0,,,,SRC00737,HIGH
IL00858,S0041,INV0301,Falcon Edge/Alpha Wave,,Series F,2021-11-25,,,lead,840.0,,,,SRC00737,HIGH
IL00859,S0041,INV0157,DST Global,,Series F,2021-11-25,,,lead,840.0,,,,SRC00737,HIGH
IL00860,S0041,INV0296,D1 Capital,,Series F,2021-11-25,,,lead,840.0,,,,SRC00737,HIGH
IL00861,S0041,INV0304,Redbird Capital,,Series F,2021-11-25,,,lead,840.0,,,,SRC00737,HIGH
IL00862,S0041,INV0029,Tiger Global,,Series F,2021-11-25,,,lead,840.0,,,,SRC00737,HIGH
IL00863,S0041,INV0029,Tiger Global,VC,,,2020-09,"['Series E', 'Secondary 2021', 'Series F']",True,,,,,SRC00735,HIGH
IL00864,S0041,INV0158,Tencent,corporate,,,2018-09,['Series D'],True,,,,,SRC00735,MEDIUM
IL00865,S0041,INV0020,TPG,PE,,,2020-09,"['Series E', 'Series F']",True,,,,,SRC00735,MEDIUM
IL00866,S0041,INV0170,Kalaari Capital,VC,,,2014,"['Series A', 'Series C', 'Series D']",True,,,,,SRC00747,MEDIUM
IL00867,S0041,INV0226,Multiples Alternate Asset Management,PE,,,2017-01,"['Series C', 'Series D']",True,,,,,SRC00747,MEDIUM
IL00868,S0041,INV0305,Alpha Wave Global (Falcon Edge),VC,,,2021-03,"['Secondary 2021', 'Series F']",True,,,,,SRC00737,HIGH
IL00869,S0042,INV0002,SoftBank,,"Equity (early backer; ~$200-220M invested, per ET Dec 2025)",2011,,,lead,,,,,SRC00752,MEDIUM
IL00870,S0042,INV0002,SoftBank,,"Equity (early backer; ~$200-220M invested, per ET Dec 2025)",2011,,,lead,,,,,SRC00752,MEDIUM
IL00871,S0042,INV0307,Mars Growth Capital (MUFG/Liquidity JV),,Debt,2024-09-10,,,,100.0,,,,SRC00752,MEDIUM
IL00872,S0042,INV0306,Mars Growth Capital,,Debt,2024-09-10,,,lead,100.0,,,,SRC00752,MEDIUM
IL00873,S0042,INV0308,Varde Partners,,"Loan (2 tranches, 13-14%, secured on founders' stake)",2025-12-04,,,lead,350.0,,,,SRC00751,HIGH
IL00874,S0042,INV0309,Elham Credit Partners,,"Loan (2 tranches, 13-14%, secured on founders' stake)",2025-12-04,,,lead,350.0,,,,SRC00751,HIGH
IL00875,S0042,INV0310,SeaTown Holdings,,"Loan (2 tranches, 13-14%, secured on founders' stake)",2025-12-04,,,lead,350.0,,,,SRC00751,HIGH
IL00876,S0042,INV0308,Varde Partners,,"Loan (2 tranches, 13-14%, secured on founders' stake)",2025-12-04,,,lead,350.0,,,,SRC00751,HIGH
IL00877,S0042,INV0309,Elham Credit Partners,,"Loan (2 tranches, 13-14%, secured on founders' stake)",2025-12-04,,,lead,350.0,,,,SRC00751,HIGH
IL00878,S0042,INV0310,SeaTown Holdings,,"Loan (2 tranches, 13-14%, secured on founders' stake)",2025-12-04,,,lead,350.0,,,,SRC00751,HIGH
IL00879,S0042,INV0002,SoftBank,,Seed/Series A,2011,,,lead,,,,,SRC00752,MEDIUM
IL00880,S0042,INV0002,SoftBank,,Seed/Series A,2011,,,lead,,,,,SRC00752,MEDIUM
IL00881,S0042,INV0311,Baring,,Series A,2024-07,,,lead,830.0,,,,SRC00755,MEDIUM
IL00882,S0042,INV0311,Baring,,Series A,2024-07,,,lead,830.0,,,,SRC00755,MEDIUM
IL00883,S0042,INV0308,Varde Partners,,Debt,2025-12-04,,,lead,350.0,,,,SRC00751,HIGH
IL00884,S0042,INV0309,Elham Credit Partners,,Debt,2025-12-04,,,lead,350.0,,,,SRC00751,HIGH
IL00885,S0042,INV0310,SeaTown Holdings,,Debt,2025-12-04,,,lead,350.0,,,,SRC00751,HIGH
IL00886,S0042,INV0308,Varde Partners,,Debt,2025-12-04,,,lead,350.0,,,,SRC00751,HIGH
IL00887,S0042,INV0309,Elham Credit Partners,,Debt,2025-12-04,,,lead,350.0,,,,SRC00751,HIGH
IL00888,S0042,INV0310,SeaTown Holdings,,Debt,2025-12-04,,,lead,350.0,,,,SRC00751,HIGH
IL00889,S0042,INV0002,SoftBank,,Total PE raised,2025-01-22,,,,216.0,,,,SRC00753,HIGH
IL00890,S0042,INV0312,Kleiner Perkins,,Total PE raised,2025-01-22,,,,216.0,,,,SRC00753,HIGH
IL00891,S0042,INV0313,Sherpalo Ventures,,Total PE raised,2025-01-22,,,,216.0,,,,SRC00753,HIGH
IL00892,S0042,INV0311,Baring,,Total PE raised,2025-01-22,,,,216.0,,,,SRC00753,HIGH
IL00893,S0042,INV0002,SoftBank,corporate-VC,,,2011,['2011 equity -> Dec 2025 selldown to 5-7%'],True,,,,,SRC00752,HIGH
IL00894,S0042,INV0308,Varde Partners,credit,,,2025-12,['Dec 2025 $350M loan'],True,,,,,SRC00751,HIGH
IL00895,S0042,INV0309,Elham Credit Partners,credit,,,2025-12,['Dec 2025 $350M loan'],False,,,,,SRC00751,HIGH
IL00896,S0042,INV0310,SeaTown Holdings,credit,,,2025-12,['Dec 2025 $350M loan'],False,,,,,SRC00751,HIGH
IL00897,S0042,INV0306,Mars Growth Capital,credit,,,2024-09,['Sep 2024 $100M debt'],True,,,,,SRC00752,MEDIUM
IL00898,S0042,INV0314,"Google (Glance backer, 20.3%)",corporate,,,,['Glance'],False,,,,,SRC00753,MEDIUM
IL00899,S0042,INV0315,"Jio Platforms (Glance backer, 10.1%)",corporate,,,,['Glance'],False,,,,,SRC00753,MEDIUM
IL00900,S0043,INV0225,Steadview Capital,,Primary (unicorn round),2019-03,,,lead,,,,,SRC00777,MEDIUM
IL00901,S0043,INV0225,Steadview Capital,,Primary (unicorn round),2019-03,,,lead,,,,,SRC00777,MEDIUM
IL00902,S0043,INV0316,Fidelity Investments (secondary),,Secondary,2020-11,,,,,,,,SRC00777,LOW
IL00903,S0043,INV0317,"public shareholders; OFS sellers: Sanjay Nayar Family Trust, TPG Growth IV SF, Lighthouse funds, JM Financial, others",,IPO,2021-10-28,,,,53520.0,,,,SRC00774,HIGH
IL00904,S0043,INV0302,TPG Growth,PE,,,2021-10,['pre-IPO; OFS seller'],False,,,,,SRC00774,HIGH
IL00905,S0043,INV0225,Steadview Capital,VC,,,2019-03,['2019 unicorn round'],True,,,,,SRC00777,MEDIUM
IL00906,S0043,INV0102,Fidelity Investments,AM,,,2020-11,['2020 secondary'],False,,,,,SRC00777,MEDIUM
IL00907,S0043,INV0318,Lighthouse Advisors,PE,,,2021-10,['pre-IPO; OFS seller'],False,,,,,SRC00777,MEDIUM
IL00908,S0044,INV0127,Temasek,,Series G,2024-12-12,,,lead,210.0,,,,SRC00786,HIGH
IL00909,S0044,INV0319,Evolvence Capital,,Series G,2024-12-12,,,,210.0,,,,SRC00786,HIGH
IL00910,S0044,INV0127,Temasek,,Series G,2024-12-12,,,lead,210.0,,,,SRC00786,HIGH
IL00911,S0044,INV0320,KKR (secondary buyer),,Secondary,2024-12-19,,,,,,,,SRC00785,HIGH
