founder_id,startup_id,person_id,name,role_title,founder_type,active,departure_date,education,prev_companies,linkedin,location,source_id,confidence
FDR0189,S0067,P0324,Trivikraman Thampy,Co-founder & Co-CEO,co-founder,True,,IIT Bombay B.Tech; NYU Economics doctorate; poker/behavioral-economics background; Co-CEO,,,,SRC01236,HIGH
FDR0190,S0067,P0325,Bhavin Pandya,Co-founder & Co-CEO,co-founder,True,,Purdue engineering; quit NYU Economics PhD; Co-CEO,,,,SRC01236,HIGH
FDR0191,S0067,P0326,Shubham Aryan,Co-founder,,True,,Unknown,,,,SRC01241,MEDIUM
FDR0192,S0068,P0336,Aaditya Sharda,Co-founder,co-founder,True,,"Construction family business, decade in building materials",,,,SRC01267,HIGH
FDR0193,S0068,P0337,Souvik Sengupta,Co-founder,co-founder,True,,"Chartered accountant, IIM Bangalore alumnus; infra/manufacturing since 2009",,,,SRC01267,HIGH
FDR0194,S0069,P0340,Rehan Hameed,Co-Founder & CTO,co-founder,,,,,,,SRC01277,
FDR0195,S0069,P0341,Wajahat Qadeer,Co-Founder & Chief Architect,co-founder,,,,,,,SRC01277,
FDR0196,S0070,P0167,Sachin Bansal,"Founder, Executive Chairman",,True,,"IIT Delhi, BTech",,,,SRC01286,HIGH
FDR0197,S0070,P0342,Ankit Agarwal,"Co-founder, ex-CFO/ED",co-founder,,,,,,,SRC01300,
FDR0198,S0071,P0354,Thirukumaran Nagarajan,Co-founder (ex-CEO),co-founder,,,,,,,SRC01317,
FDR0199,S0071,P0355,Kartheeswaran K K,Co-founder & CEO,co-founder,,,,,,,SRC01313,
FDR0200,S0071,P0356,Ashutosh Vikram,Co-founder,co-founder,,,,,,,SRC01314,
FDR0201,S0071,P0357,Sharath Loganathan,Co-founder,co-founder,,,,,,,SRC01313,
FDR0202,S0071,P0358,Vasudevan Chinnathambi,Co-founder,co-founder,,,,,,,SRC01313,
FDR0203,S0071,P0359,Kartheeswaran KK,Co-founder & CEO,,True,,Current CEO since Thirukumaran's sabbatical; leads company through profitability and IPO prep,,,,SRC01313,HIGH
FDR0204,S0071,P0360,Sachin Jose,Co-founder,,False,,Listed as co-founder in Oct 2023 ET article but not on current about-us page,,,,SRC01315,MEDIUM
FDR0205,S0072,P0370,Lokvir Kapoor,"Executive Chairman, Co-founder",co-founder,True,,"IIT Kanpur BTech, IIM Bangalore MBA; ex-Schlumberger; Executive Chairman",,,,SRC01339,MEDIUM
FDR0206,S0072,P0371,Rajul Garg,Co-founder,co-founder,False,,Limited public detail,,,,SRC01324,MEDIUM
FDR0207,S0072,P0372,Tarun Upadhyay (Upaday),Co-founder,co-founder,False,,,,,,SRC01332,LOW
FDR0208,S0072,P0373,Tarun Upadhyay,Co-founder (left early),,False,,Unknown,,,,SRC01332,MEDIUM
FDR0209,S0073,P0377,Aravind Mani,Co-founder & CEO,co-founder,,,,,,,SRC01372,
FDR0210,S0073,P0378,Vipin George,Co-founder & CPO,co-founder,,,,,,,SRC01372,
FDR0211,S0074,P0379,Srikrishnan Ganesan,Co-founder & CEO,co-founder,,,,,,,SRC01376,
FDR0212,S0074,P0380,Vignesh Girishankar,Co-founder,co-founder,,,,,,,SRC01376,
FDR0213,S0074,P0381,Deepak Bala,Co-founder & CTO,co-founder,,,,,,,SRC01376,
FDR0214,S0075,P0382,Mohit Kumar,Co-founder & CEO,co-founder,,,,,,,SRC01397,
FDR0215,S0075,P0383,Vatsal Singhal,Co-founder & CTO,co-founder,,,,,,,SRC01397,
FDR0216,S0076,P0391,Sushant Goel,,co-founder,True,,,,,,SRC01438,HIGH
FDR0217,S0076,P0392,Ayush Bathwal,,co-founder,True,,,,,,SRC01438,HIGH
FDR0218,S0076,P0321,Anirudh Sharma,,co-founder,True,,,,,,SRC01438,HIGH
FDR0219,S0077,P0398,Swarup Bose,Founder & CEO,founder,True,,16+ years cold chain logistics; prior cold-storage panel mfg + reefer transport ventures,,,,SRC01459,HIGH
FDR0220,S0077,P0399,Rajneesh Raman,Co-founder & COO,co-founder,True,,,,,,SRC01458,HIGH
FDR0221,S0077,P0400,Arbind Jain,Co-founder & CTO,co-founder,True,,,,,,SRC01458,HIGH
FDR0222,S0078,P0401,Tanuj Shori,Founder & CEO,founder,True,,IIM Lucknow; ex-ED Nomura; Founder & CEO,,,,SRC01469,HIGH
FDR0223,S0078,P0402,Kanika Gupta Shori,Co-founder,co-founder,True,,Wharton graduate; banking + entertainment background,,,,SRC01469,HIGH
FDR0224,S0079,P0408,Ajinkya Kulkarni,Co-founder & CEO,co-founder,True,,,,,,SRC01478,HIGH
FDR0225,S0079,P0409,Abhik Patel,Co-founder,co-founder,True,,,,,,SRC01483,HIGH
FDR0226,S0079,P0410,Shashank Chimaladari,Co-founder,co-founder,True,,,,,,SRC01483,HIGH
FDR0227,S0079,P0411,Anshul Gupta,Co-founder,co-founder,True,,,,,,SRC01483,HIGH
FDR0228,S0080,P0412,Naman Pushp,Founder & CEO,founder,True,,,,,,SRC01486,HIGH
FDR0229,S0081,P0413,Saurabh Chandra,Founder & CEO,founder,True,,CEO,,,,SRC01491,HIGH
FDR0230,S0081,P0414,Vinay V (Viswanathan Vinay per Tracxn),,founder,,,,,,,SRC00088,MEDIUM
FDR0231,S0081,P0415,Saad Nasser (alt. spelling Saad Naseer per Crunchbase),,founder,,,,,,,SRC01494,MEDIUM
FDR0232,S0082,P0416,Ilan Zerbib,Founder & CEO,founder,True,,"5 years Shopify director of engineering, payments (per TechCrunch)",,,,SRC01498,HIGH
FDR0233,S0083,P0417,Aman Gupta,Co-founder (CMO),co-founder,True,,Ex-Harman International director-sales; CMO; Shark Tank India,,,,SRC01506,HIGH
FDR0234,S0083,P0418,Sameer Ashok Mehta,Co-founder,co-founder,True,,Entrepreneur; operations,,,,SRC01506,HIGH
FDR0235,S0084,P0419,Bipin Preet Singh,Co-founder & CEO,co-founder,True,,Co-founder; CEO,,,,SRC01519,MEDIUM
FDR0236,S0084,P0420,Upasana Taku,"Co-founder, ED & CFO",co-founder,True,,"Co-founder, ED & CFO",,,,SRC01517,HIGH
FDR0237,S0085,P0421,Asish Mohapatra,Co-founder & CEO,co-founder,True,,CEO; IIT Kharagpur (per Business Outreach profile),,,,SRC01530,MEDIUM
FDR0238,S0085,P0422,Bhuvan Kumar Gupta,Co-founder,co-founder,,,,,,,SRC01533,LOW
FDR0239,S0085,P0264,Nitin Jain,Co-founder,co-founder,,,,,,,SRC01533,LOW
FDR0240,S0085,P0423,Ruchi Kalra (Oxyzo co-founder; wife of Asish Mohapatra per VFS),"Co-founder, Oxyzo",co-founder,True,,,,,,SRC01531,LOW
FDR0241,S0085,P0424,Ruchi Kalra,"Co-founder, CFO & WTD",,True,,IIM Ahmedabad,,,,SRC01551,HIGH
FDR0242,S0085,P0425,Bhuvan Gupta,Co-founder & CTO,,,,Former VP Engineering at Snapdeal. Co-founded OfBusiness in 2015.,,,,SRC01552,MEDIUM
FDR0243,S0085,P0426,Vasant Sridhar,Co-founder & CSO,,True,,IIT Madras,,,,SRC01553,MEDIUM
FDR0244,S0085,P0427,Chandranshu Sinha,Co-founder,,,,Co-founded OfBusiness in 2015.,,,,SRC01545,MEDIUM
FDR0245,S0085,P0190,Srinath Ramakkrushnan,Co-founder,,,,Co-founded OfBusiness in 2015.,,,,SRC01552,LOW
FDR0246,S0086,P0430,Harsimarbir Singh,Co-founder & CEO,co-founder,True,,"Ex-MobiKwik, Urban Company (per VFS)",,,,SRC01569,HIGH
FDR0247,S0086,P0431,Vaibhav Kapoor,Co-founder,co-founder,True,,Doctor,,,,SRC01569,HIGH
FDR0248,S0086,P0432,Garima Sawhney,Co-founder,co-founder,True,,Doctor,,,,SRC01569,HIGH
FDR0249,S0087,P0434,Aniket Shah,CEO & Co-founder,co-founder,True,,CEO & co-founder (per company blog),,,,SRC01582,HIGH
FDR0250,S0087,P0435,Ujjwal Sukheja,Co-founder,co-founder,True,,,,,,SRC01582,HIGH
FDR0251,S0087,P0436,Saran S.,Co-founder,co-founder,True,,,,,,SRC01582,HIGH
FDR0252,S0088,P0439,Vishal Sikka,Co-founder & CEO,co-founder,True,,Former CEO Infosys (2014-2017); CTO SAP (architected HANA); founder VianAI,,,,SRC01603,HIGH
FDR0253,S0088,P0440,Navin Budhiraja,"CTO, co-founder",co-founder,True,,Former CTO of SAP SuccessFactors,,,,SRC01603,MEDIUM
FDR0254,S0088,P0441,Sanjay Rajagopalan,"Chief Design Officer, co-founder",co-founder,True,,,,,,SRC01603,MEDIUM
FDR0255,S0089,P0442,Anoop Srikantaswamy,Co-founder & CEO,co-founder,True,,"Mechanical engineer, Cornell management; Toyota Kirloskar, 9+ yrs Volvo Group global vehicle programmes, Accenture e-mobility, head of product development at Ola",,,,SRC01608,HIGH
FDR0256,S0089,P0443,Ravi Kulkarni,Co-founder & COO,co-founder,True,,Former Volvo Group colleague of Srikantaswamy,,,,SRC01610,HIGH
FDR0257,S0090,P0444,Deepanshu Arora,Co-founder & CEO,co-founder,True,,"IIT Kanpur alumnus; previously ran network of international preschools, worked with K-12 schools",,,,SRC01613,HIGH
FDR0258,S0090,P0445,Parita Parekh,Co-founder,co-founder,True,,,,,,SRC01613,HIGH
FDR0259,S0090,P0446,Misbah Jafary,Co-founder,co-founder,True,,,,,,SRC01613,HIGH
FDR0260,S0090,P0447,Gautam Arora,Co-founder,co-founder,True,,,,,,SRC01624,MEDIUM
FDR0261,S0090,P0448,Nikhil Poonawala,Co-founder,co-founder,True,,,,,,SRC01624,MEDIUM
FDR0262,S0091,P0452,Aayush Rai,Co-founder & CEO,co-founder,True,,IIT Roorkee (BTech IDD ECE); ex-Research Engineer Siemens; Forbes 30 Under 30 Asia 2019; YC W19,,,,SRC01635,HIGH
FDR0263,S0091,P0453,Varun AV,Co-founder,co-founder,True,,,,,,SRC01632,HIGH
FDR0264,S0092,P0454,Vinay Dube,Founder & CEO,founder,True,,"Ex-Jet Airways CEO, ex-GoAir; Delta/American Airlines ops research",,,,SRC01638,HIGH
FDR0265,S0092,P0455,Rakesh Jhunjhunwala (family),Co-founder / anchor investor,co-founder,False,,Ace investor (d. Aug 2022); family holds ~40-46% via wife's name,,,,SRC01648,HIGH
FDR0266,S0092,P0456,Aditya Ghosh,Co-founder (board),co-founder,True,,"Ex-IndiGo president; board member, <10% stake",,,,SRC01648,MEDIUM
FDR0267,S0092,P0457,Rakesh Jhunjhunwala,Co-founder / anchor investor,,False,,Billionaire stock investor (d. Aug 2022); invested $35M for ~40% stake; family now holds ~46%,,,,SRC01650,HIGH
FDR0268,S0092,P0458,Bhavin Joshi,Co-founder (SVP Strategy),,True,,Former Jet Airways Strategy & Projects; CFO of travel protection company,,,,SRC01644,MEDIUM
FDR0269,S0092,P0459,Anand Srinivasan,Co-founder (CIO→CCO),,True,,Well-known data scientist; successful entrepreneur; built Akasa's revenue management platform,,,,SRC01651,MEDIUM
FDR0270,S0092,P0460,Praveen Iyer,Co-founder (ex-CCO),,False,,25+ years in commercial and aviation technology; left airline Apr 2026,,,,SRC01651,HIGH
FDR0271,S0092,P0461,Neelu Khatri,Co-founder (ex-SVP International),,False,,SVP International Operations; stepped down Oct 2025,,,,SRC01652,MEDIUM
FDR0272,S0092,P0462,Sanjay Dube,Co-founder,,True,,Holds 7.59% stake per ch-aviation Sep 2023 report,,,,SRC01645,MEDIUM
FDR0273,S0092,P0463,Niraj Dube,Co-founder,,True,,Holds 7.59% stake per ch-aviation Sep 2023 report,,,,SRC01645,MEDIUM
FDR0274,S0093,P0411,Anshul Gupta,Co-Founder,co-founder,True,,IIT graduate; ex-Deutsche Bank analyst,,,,SRC01680,HIGH
FDR0275,S0093,P0468,Amit Raj,Co-Founder,co-founder,True,,IIT graduate,,,,SRC01680,HIGH
FDR0276,S0094,P0470,Ashwin Damera,Co-Founder & CEO,co-founder,True,,,,,,SRC01687,HIGH
FDR0277,S0094,P0471,Chaitanya Kalipatnapu,Co-Founder & Executive Director,co-founder,True,,,,,,SRC01689,HIGH
FDR0278,S0095,P0474,Rohit Chawla,Founder & CEO,founder,True,,"Founder, The Man Company; INSEAD + Carnegie Mellon",,,,SRC01726,HIGH
FDR0279,S0095,P0475,Sifat Khurana,Co-Founder & CMO/CBO,co-founder,True,,"Ex-Ogilvy, Ex-Leo Burnett; NIFT",,,,SRC01726,HIGH
FDR0280,S0095,P0476,Vimal Bhola,Co-Founder & Chief Scientist,co-founder,True,,"Ex-J&J, Ex-Unilever; Chief R&D Scientist",,,,SRC01726,HIGH
FDR0281,S0096,P0482,Vaibhav Singh,Co-Founder,co-founder,True,,IIT Kharagpur; Columbia University; CFA,,,,SRC01754,HIGH
FDR0282,S0096,P0483,Arnav Kumar,Co-Founder,co-founder,True,,IIT Kharagpur; ex-SAIF Partners VC,,,,SRC01754,HIGH
FDR0283,S0096,P0484,Rajan Chaudhary,Co-Founder (elevated 2025),co-founder,True,,elevated from within (Entrackr Apr 2025),,,,SRC01744,MEDIUM
FDR0284,S0096,P0485,Anshul Agarwal,CFO (Tracxn-listed as founder),,True,,unknown,,,,SRC01747,LOW
FDR0285,S0097,P0491,Nitish Mittersain,"Founder; MD (stepped down as CEO Aug 2026, stays on strategy)",founder,True,,,,,,SRC01757,HIGH
FDR0286,S0098,P0264,Nitin Jain,"Chairman & Managing Director, Neo Group; ex-CEO Edelweiss Wealth",founder,True,,,,,,SRC01767,HIGH
FDR0287,S0098,P0493,Hemant Daga,"Co-founder & CEO, Neo Asset Management",co-founder,True,,,,,,SRC01766,MEDIUM
FDR0288,S0098,P0494,Varun Bajpai,"Co-founder, Neo Group",co-founder,True,,,,,,SRC01766,MEDIUM
FDR0289,S0098,P0495,Shajikumar Devakar,"Co-founder & CEO, Neo Wealth Management",co-founder,True,,,,,,SRC01766,MEDIUM
FDR0290,S0098,P0496,Puneet Jain,"Co-founder & CIO, Neo Asset Management",co-founder,True,,,,,,SRC01766,MEDIUM
FDR0291,S0099,P0501,Ranjith Mukundan,Co-founder & CEO,co-founder,True,,,,,,SRC01779,HIGH
FDR0292,S0099,P0502,Ravishankar Shiroor,Co-founder & COO,co-founder,True,,,,,,SRC01779,HIGH
FDR0293,S0099,P0503,Praveen Nale,Co-founder & CTO,co-founder,True,,,,,,SRC01779,HIGH
FDR0294,S0099,P0504,Ramakrishna Adukuri,Co-founder (software),co-founder,True,,,,,,SRC01779,MEDIUM
FDR0295,S0099,P0505,Venkatesh Seshasayee,Co-founder (domain solutions),co-founder,True,,,,,,SRC01779,MEDIUM
FDR0296,S0100,P0506,Abhishek Agarwal (Monty),Founder,founder,True,,,,,,SRC01784,HIGH
FDR0297,S0101,P0514,Akash Gupta,Co-founder & CEO,co-founder,True,,,,,,SRC01792,HIGH
FDR0298,S0101,P0515,Rashi Agarwal,Co-founder & CBO,co-founder,True,,,,,,SRC01792,HIGH
FDR0299,S0101,P0516,Tushar Mehta,Co-founder,co-founder,True,,,,,,SRC01796,MEDIUM
FDR0300,S0102,P0517,Pankaj Poddar,"Promoter, MD & CEO",founder,True,,ex-Chief Risk Officer SBFC Finance; ex-Bajaj Finserv (SME/mortgages risk); ex-Standard Chartered (SME risk),,,,SRC01800,HIGH
FDR0301,S0103,P0518,Shubhayu Sardar,Co-founder & COO,co-founder,True,,ex-ISRO scientist,,,,SRC01806,HIGH
FDR0302,S0103,P0519,Prashant Sharma,Co-founder & CTO,co-founder,True,,aerospace engineer,,,,SRC01806,HIGH
FDR0303,S0103,P0520,Manu J. Nair,Co-founder & CEO,co-founder,True,,,,,,SRC01806,HIGH
FDR0304,S0104,P0521,Sunil Gupta,Co-founder & CEO,co-founder,True,,,,,,SRC01816,HIGH
FDR0305,S0104,P0522,Srinivasa Rao Aluri,Co-founder & Chairman,co-founder,True,,,,,,SRC01816,HIGH
FDR0306,S0104,P0523,Mark Mathias,Head of Production (listed in founding team; Wikipedia names as founder),founder,True,,,,,,SRC01818,MEDIUM
FDR0307,S0104,P0524,Anil Prabhakar,Technical Advisor (Wikipedia names as founder),founder,True,,,,,,SRC01818,MEDIUM
FDR0308,S0104,P0525,Pravin Kini,Co-founder (Tracxn),,False,,Listed as co-founder by Tracxn; not listed on company site founding team,,,,SRC01817,MEDIUM
FDR0309,S0105,P0537,Narayan Subramaniam,Co-founder & CEO,co-founder,True,,,,,,SRC01834,HIGH
FDR0310,S0105,P0538,Niraj Rajmohan,Co-founder & CTO,co-founder,True,,,,,,SRC01834,HIGH
FDR0311,S0106,P0122,Ankit Nagori,"Founder, Chairman, MD & CEO",founder,True,,ex-Flipkart CBO; co-founder Cure.fit; IIT Guwahati,,,,SRC01841,HIGH
FDR0312,S0107,P0542,Sandeep Jethwani,Co-founder,co-founder,True,,ex-IIFL Wealth Senior Managing Partner,,,,SRC01864,HIGH
FDR0313,S0107,P0543,Vaibhav Porwal,Co-founder,co-founder,True,,ex-IIFL Wealth Senior Managing Partner,,,,SRC01864,HIGH
FDR0314,S0107,P0544,Sahil Contractor,Co-founder,co-founder,True,,ex-IIFL Wealth Senior Managing Partner,,,,SRC01864,HIGH
FDR0315,S0108,P0546,Apoorva Bajaj,CEO,founder,True,,,,,,SRC01872,MEDIUM
FDR0316,S0108,P0547,Shivaani Mehrotra Bajaj,Co-founder,co-founder,True,,,,,,SRC01872,MEDIUM
FDR0317,S0109,P0548,Saurabh Pandey,Co-founder & CEO,co-founder,True,,Ex-Flipkart P&L leader; 14+ yrs experience,,,,SRC01879,HIGH
FDR0318,S0109,P0549,Akshay Dubey,Co-founder & COO (to Oct 2023 per LinkedIn),co-founder,False,,Ex-Flipkart; IIT KGP,,,,SRC01881,MEDIUM
FDR0319,S0110,P0555,Ishendra Agarwal,Founder & CEO,founder,True,,CEO; IIT Kanpur alumnus,,,,SRC01910,HIGH
FDR0320,S0110,P0556,Nikita Prasad,Co-founder,co-founder,True,,Creative Head; NIFT,,,,SRC01921,MEDIUM
FDR0321,S0110,P0557,Aditya Labroo,Co-founder & COO,co-founder,True,,COO elevated to co-founder (Jun 2025),,,,SRC01921,MEDIUM
FDR0322,S0110,P0558,Sachin Shetty,Co-founder (ex),,False,,UNKNOWN,,,,SRC01925,MEDIUM
FDR0323,S0111,P0564,UNKNOWN,Founders not verified in LITE pass,founder,True,,,,,,,LOW
FDR0324,S0112,P0507,Rahul Garg,Founder & CEO,founder,True,,IIT Kanpur; ISB,,,,SRC01945,HIGH
FDR0325,S0113,P0565,Sai Srinivas (Garimella Sai Srinivas Kiran),Co-founder & CEO,co-founder,True,,,,,,SRC01969,HIGH
FDR0326,S0114,P0566,Alakh Pandey,Founder & CEO,founder,True,,Not disclosed publicly,,,,SRC01970,HIGH
FDR0327,S0114,P0567,Prateek Maheshwari,Co-Founder,co-founder,True,,IIT BHU (Mechanical Engineering),,,,SRC01970,HIGH
FDR0328,S0115,P0568,AB Gupta (Abhijit Gupta),Co-Founder,co-founder,True,,N/A,,,,SRC01980,HIGH
FDR0329,S0115,P0569,Nikhil Gupta,Co-Founder,co-founder,True,,N/A,,,,SRC01981,HIGH
FDR0330,S0116,P0570,Abhishek Bansal,Co-Founder & CEO,co-founder,True,,N/A,,,,SRC01984,HIGH
FDR0331,S0116,P0571,Vaibhav Khandelwal,Co-Founder & CTO,co-founder,True,,N/A,,,,SRC01991,HIGH
FDR0332,S0116,P0572,Gaurav Jaithliya,Co-Founder,co-founder,True,,N/A,,,,SRC01991,HIGH
FDR0333,S0116,P0573,Praharsh Chandra,Co-Founder,co-founder,True,,N/A,,,,SRC01986,HIGH
FDR0334,S0117,P0574,Vasanth Kamath,Co-Founder & CEO,co-founder,True,,IIT Kharagpur,,,,SRC01998,HIGH
FDR0335,S0117,P0575,Anugrah Shrivastava,Co-Founder,co-founder,True,,IIT Kharagpur,,,,SRC01997,HIGH
FDR0336,S0117,P0576,Rohan Gupta,Co-Founder,co-founder,True,,IIT Kharagpur,,,,SRC01997,HIGH
FDR0337,S0118,P0577,Ajay Lakhotia,Founder & Chief Evolution Officer,co-founder,True,,ISB (Indian School of Business); MBA Analytical Finance & Strategy,,,,SRC02002,HIGH
FDR0338,S0118,P0578,Vijay Lakhotia,Director,co-founder,True,,N/A,,,,SRC02002,HIGH
FDR0339,S0119,P0580,Amit Gupta,Co-Founder & CEO,co-founder,True,,"IIT Kanpur (B.Tech Mechanical Engineering, 2000); Harvard Business School Executive MBA",,,,SRC02017,HIGH
FDR0340,S0119,P0581,RK Misra,Co-Founder,co-founder,True,,IIT Kanpur; Tokyo University; Harvard Kennedy School,,,,SRC02017,HIGH
FDR0341,S0119,P0582,Naveen Dachuri,Co-Founder & CTO,co-founder,True,,Co-founder and CTO of Yulu,,,,SRC02013,HIGH
FDR0342,S0119,P0583,Anuj Tewari,Co-Founder & CFO,co-founder,True,,Elevated to co-founder in November 2023; previously CFO,,,,SRC02016,HIGH
FDR0343,S0119,P0584,Hemant Gupta,Co-Founder,co-founder,,,,,,,SRC02013,MEDIUM
FDR0344,S0120,P0589,Sudheer Koneru,Founder & CEO,founder,,,Founded Zenoti (formerly ManageMySpa); previously CTO at Mozaik Media,,,,SRC02038,HIGH
FDR0345,S0120,P0590,Dheeraj Koneru,Founder,co-founder,,,Co-founder; previously CTO at Mozaik Media,,,,SRC02038,HIGH
FDR0346,S0120,P0591,Anand Arvind,Founder,co-founder,,,,,,,SRC02038,MEDIUM
FDR0347,S0120,P0592,Saritha Katikaneni,Founder,co-founder,,,,,,,SRC02038,MEDIUM
FDR0348,S0120,P0593,Sunil Kumar,Founder,co-founder,,,,,,,SRC02038,MEDIUM
FDR0349,S0121,P0598,Aarti Vaishnav,Founder & CEO,founder,,,Founder and CEO of Exxat; quoted in Accel-KKR press release,,,,SRC02060,HIGH
FDR0350,S0122,P0599,Rohan Ganapathy,Co-Founder & CEO,co-founder,,,Co-founder and CEO of Bellatrix Aerospace; quoted in Pre-Series B press release,,,,SRC02067,HIGH
FDR0351,S0122,P0600,Yashas Karanam,Co-Founder & COO,co-founder,,,Co-founder and COO; quoted on manufacturing milestones,,,,SRC02067,HIGH
FDR0352,S0122,P0601,Saagar Mala,Co-Founder,co-founder,,,,,,,SRC02069,MEDIUM
FDR0353,S0123,P0602,Romita Mazumdar,Founder & CEO,founder,,,Founded Foxtale in 2021; D2C skincare brand; launched Hula Hoop by Foxtale in Dec 2025,,,,SRC02074,HIGH
FDR0354,S0123,P0603,Surianarayanan,Co-Founder,co-founder,,,,,,,SRC02076,MEDIUM
FDR0355,S0124,P0605,Suyash Singh,Founder & CEO,founder,True,,CEO; IIT Madras,,,,SRC02091,HIGH
FDR0356,S0124,P0606,Denil Chawda,Co-founder,co-founder,True,,,,,,SRC02089,MEDIUM
FDR0357,S0124,P0607,Kishan Thakkar,Co-founder,co-founder,True,,,,,,SRC02089,MEDIUM
FDR0358,S0124,P0608,Pranit Mehta,Co-founder,co-founder,True,,,,,,SRC02089,MEDIUM
FDR0359,S0124,P0609,Rakshit Bhatt,Co-founder,co-founder,True,,,,,,SRC02089,MEDIUM
FDR0360,S0125,P0610,Bob Pattillo,Founder (also founder of Gray Matters Capital),founder,True,,,,,,SRC02096,HIGH
FDR0361,S0125,P0611,Puneeth Thimmegowda,Founder,founder,True,,,,,,SRC02096,HIGH
FDR0362,S0126,P0616,Siddharth Dungarwal,Founder & CEO,founder,True,,,,,,SRC02103,HIGH
FDR0363,S0126,P0617,Rishabh Nigam,Co-founder,,True,,"Worked in growth roles at ZEE5, Pocket FM, upGrad",,,,SRC02107,MEDIUM
FDR0364,S0126,P0618,Nandini Shrivastava,Co-founder,,True,,,,,,SRC02107,MEDIUM
FDR0365,S0127,P0619,Anurag Sinha,Co-founder & CEO,co-founder,True,,,,,,SRC02118,HIGH
FDR0366,S0127,P0620,Vibhav Hathi,Co-founder,co-founder,True,,,,,,SRC02119,HIGH
FDR0367,S0127,P0621,Rupesh Kumar,Co-founder,co-founder,True,,,,,,SRC02119,HIGH
FDR0368,S0128,P0622,Karan Mehta,Founder,founder,True,,"Founder, Kissht; Carnegie Mellon",,,,SRC02132,HIGH
FDR0369,S0128,P0623,Sonali Jindal,Founder,founder,True,,"Co-founder, Kissht",,,,SRC02124,HIGH
FDR0370,S0128,P0624,Karan Mukesh Mehta,Co-Founder,,True,,UNKNOWN,,,,SRC02127,HIGH
FDR0371,S0129,P0625,Neha Mittal,CEO & Co-founder,co-founder,True,,"ex-head of product Retention & Growth at Pinterest and Twitter; co-founded CityStructure; founding engineer Sensorflow; ex-CZI, Goldman Sachs",,,,SRC02135,HIGH
FDR0372,S0129,P0626,Jeff Hara,Co-founder & CTO,co-founder,True,,ML/recommendation systems (per YesPress profile),,,,SRC02134,MEDIUM
FDR0373,S0130,P0627,Hemant Kabra (Hemant Mahendrakumar Kabra),Founder & MD,founder,True,,"Founder & MD, BGauss; angel investor",,,,SRC02151,HIGH
FDR0374,S0130,P0628,Hemant Mahendrakumar Kabra,Founder & MD,,True,,Founder & MD of BGauss; Director of RR Global; angel investor background,,,,SRC02141,HIGH
FDR0375,S0131,P0632,Sheetanshu Tyagi,Co-founder & CEO,co-founder,True,,,,,,SRC02159,HIGH
FDR0376,S0131,P0633,Rahul Patel (Rahul Ratilal Patel),Co-founder,co-founder,True,,,,,,SRC02159,HIGH
FDR0377,S0134,P0634,Krish Subramanian,CEO & Co-founder,co-founder,True,,,,,,SRC02172,HIGH
FDR0378,S0134,P0635,Rajaraman Santhanam,CPO & Co-founder,co-founder,True,,,,,,SRC02172,HIGH
FDR0379,S0134,P0636,Saravanan KP,CTO & Co-founder,co-founder,True,,,,,,SRC02172,HIGH
FDR0380,S0134,P0637,Thiyagarajan T (Thiyagu),Co-founder (ex),co-founder,False,,,,,,SRC02187,MEDIUM
FDR0381,S0135,P0645,Sahil Barua,"Co-founder, MD & CEO",co-founder,True,,,,,,SRC02219,HIGH
FDR0382,S0135,P0646,Kapil Bharati,"Co-founder, CTO",co-founder,True,,,,,,SRC02221,HIGH
FDR0383,S0135,P0647,Suraj Saharan,Co-founder,co-founder,True,,,,,,SRC02221,HIGH
FDR0384,S0135,P0648,Mohit Tandon,Co-founder,co-founder,False,,,,,,SRC02221,HIGH
FDR0385,S0135,P0649,Bhavesh Manglani,Co-founder,co-founder,False,,,,,,SRC02221,HIGH
FDR0386,S0136,P0664,Darshan Singh Rana,"Managing Director, Chairman & Founder",founder,True,,,,,,SRC02235,HIGH
FDR0387,S0136,P0665,Sudhir Rana,Co-founder / Director,co-founder,True,,,,,,SRC02232,HIGH
FDR0388,S0137,P0159,Girish Mathrubootham,Founder (Executive Chairman; CEO until 2024),founder,True,,"MBA, University of Madras",,,,SRC02242,HIGH
FDR0389,S0137,P0666,Shan Krishnasamy,Co-founder (ex),co-founder,False,,,,,,SRC02243,HIGH
FDR0390,S0138,P0329,Ritesh Agarwal,Founder & CEO,founder,True,,,,,,SRC02250,HIGH
FDR0391,S0139,P0657,Yashish Dahiya,Co-Founder & CEO,founder,True,,Unknown,,,,SRC02271,MEDIUM
FDR0392,S0139,P0675,Alok Bansal,Co-Founder,co-founder,True,,Unknown,,,,SRC02271,MEDIUM
FDR0393,S0139,P0676,Avaneesh Nirjar,Co-Founder & COO,co-founder,True,,Unknown,,,,SRC02271,MEDIUM
FDR0394,S0139,P0677,Tarun Mathur,Co-Founder & CBO,co-founder,False,,Unknown,,,,SRC02271,MEDIUM
FDR0395,S0139,P0678,Manoj Sharma,Co-Founder,co-founder,False,,Unknown,,,,SRC02271,MEDIUM
FDR0396,S0140,P0679,Umesh Sachdev,Co-Founder & CEO,founder,True,,IIT Madras (incubated),,,,SRC02276,HIGH
FDR0397,S0140,P0680,Ravi Saraogi,Co-Founder & President APAC,co-founder,True,,IIT Madras (incubated),,,,SRC02276,HIGH
