person_id,startup_id,name,position,start_date,end_date,prev,linkedin,source_id,confidence
P0391,S0076,Sushant Goel,"Co-founder, Board Member",,,,,SRC01444,HIGH
P0392,S0076,Ayush Bathwal,"Co-founder, Director",,,,,SRC01445,HIGH
P0321,S0076,Anirudh Sharma,"Co-founder, Director",,,,,SRC01445,HIGH
P0111,S0076,Sujeet Kumar,Nominee Director,,,,,SRC01445,MEDIUM
P0397,S0076,Anshuman Khosla,Nominee Director,,,,,SRC01445,MEDIUM
P0401,S0078,Tanuj Shori,Founder & CEO,,,,,SRC01470,HIGH
P0402,S0078,Kanika Gupta Shori,Co-founder,,,,,SRC01469,HIGH
P0403,S0078,Sopan Gupta,Director,,,,,SRC01471,MEDIUM
P0404,S0078,Vivek Agarwal,Director,,,,,SRC01471,MEDIUM
P0405,S0078,Hitesh Kumar Singla,Director,,,,,SRC01471,MEDIUM
P0406,S0078,Kanika Gupta,Director,,,,,SRC01471,MEDIUM
P0407,S0078,Piyush Bothra,Director,,,,,SRC01471,MEDIUM
P0420,S0084,Upasana Taku,"Executive Director, Co-founder & CFO",,,,,SRC01517,HIGH
P0421,S0085,Asish Mohapatra,Co-founder & CEO,,,,,SRC01543,HIGH
P0424,S0085,Ruchi Kalra,"Co-founder, CFO & Whole-Time Director",,,,,SRC01551,HIGH
P0425,S0085,Bhuvan Gupta,Co-founder & CTO,,,,,SRC01552,MEDIUM
P0426,S0085,Vasant Sridhar,Co-founder & CSO,,,,,SRC01553,MEDIUM
P0264,S0085,Nitin Jain,Co-founder,,,,,SRC01545,MEDIUM
P0427,S0085,Chandranshu Sinha,Co-founder,,,,,SRC01545,MEDIUM
P0428,S0085,Vikram Singh,Business Head,,,,,SRC01554,MEDIUM
P0429,S0085,Prashant Roy Sharma,Head of Mid-Market Lending,,,,,SRC01553,MEDIUM
P0433,S0086,Gaurav Bagga (CPTO/SVP product & engineering),Chief Product & Technology Officer,~2020,2025-10,,,SRC01578,MEDIUM
P0434,S0087,Aniket Shah,Co-Founder & CEO,,,,,SRC01586,HIGH
P0435,S0087,Ujjwal Sukheja,Co-Founder,,,,,SRC01586,MEDIUM
P0436,S0087,Saran S.,Co-Founder,,,,,SRC01586,MEDIUM
P0437,S0087,Pankaj Makkar,Managing Director,,,,,SRC01587,HIGH
P0438,S0087,Rohit Sood,Partner,,,,,SRC01587,HIGH
P0449,S0090,Nick Morgan,"Regional Director, Aus/NZ",,,,,SRC01621,MEDIUM
P0450,S0090,Joshua Ravek,"Senior Manager, School Partnerships, NSW",,,,,SRC01621,MEDIUM
P0451,S0090,Cindy Blackburn,Director of Learning & Engagement,,,,,SRC01625,MEDIUM
P0454,S0092,Vinay Dube,Founder & CEO,,,,,SRC01644,HIGH
P0457,S0092,Rakesh Jhunjhunwala,Co-founder / anchor investor,,,,,SRC01650,HIGH
P0456,S0092,Aditya Ghosh,Co-founder (board),,,,,SRC01644,HIGH
P0464,S0092,Belson Coutinho,Chief Operating Officer,,,,,SRC01653,HIGH
P0459,S0092,Anand Srinivasan,Chief Commercial Officer,,,,,SRC01651,HIGH
P0460,S0092,Praveen Iyer,Ex-Co-Founder & CCO,,,,,SRC01651,HIGH
P0461,S0092,Neelu Khatri,Ex-SVP International Operations,,,,,SRC01652,HIGH
P0465,S0092,Ankur Goel,Chief Financial Officer,,,,,SRC01642,HIGH
P0458,S0092,Bhavin Joshi,SVP Strategy,,,,,SRC01644,MEDIUM
P0466,S0092,Sejal,Chief Human Resources Officer,,,,,SRC01644,MEDIUM
P0467,S0092,Naarayan T V,Chief Marketing Officer,,,,,SRC01644,MEDIUM
P0469,S0093,Nikhil Khattau Nirvan,Nominee Director,,,,,SRC01678,HIGH
P0411,S0093,Anshul Gupta,Director,,,,,SRC01678,HIGH
P0468,S0093,Amit Raj,Director,,,,,SRC01678,HIGH
P0470,S0094,Ashwin Damera,Co-Founder & CEO,,,,,SRC01687,HIGH
P0471,S0094,Chaitanya Kalipatnapu,Co-Founder & Executive Director,,,,,SRC01693,HIGH
P0472,S0094,Akshay Pathak,Regional General Counsel,,,,,SRC01694,MEDIUM
P0473,S0094,Shaun Dubash,Senior Director – Online Certificates,,,,,SRC01695,MEDIUM
P0474,S0095,Rohit Chawla,Founder & CEO,,,,,SRC01730,HIGH
P0475,S0095,Sifat Khurana,Co-Founder & CMO/CBO,,,,,SRC01726,HIGH
P0476,S0095,Vimal Bhola,Co-Founder & Chief Scientist,,,,,SRC01726,HIGH
P0477,S0095,Rishi Seth,Business Advisor,,,,,SRC01732,LOW
P0478,S0095,Gaurav Jhunjhunwala,Chief of Staff,,,,,SRC01732,LOW
P0479,S0095,Akshay Dhingra,Creative Director,,,,,SRC01732,LOW
P0480,S0095,Aman Pandey,VP - New Product Development,,,,,SRC01732,LOW
P0481,S0095,Aarushi Sharma,Art Director,,,,,SRC01732,LOW
P0482,S0096,Vaibhav Singh,Co-Founder,,,,,SRC01754,HIGH
P0483,S0096,Arnav Kumar,Co-Founder,,,,,SRC01754,HIGH
P0484,S0096,Rajan Chaudhary,Co-Founder,,,,,SRC01750,MEDIUM
P0485,S0096,Anshul Agarwal,CFO,,,,,SRC01747,MEDIUM
P0486,S0096,Sindhu Unnikrishnan,Head of Operations,,,,,SRC01747,MEDIUM
P0487,S0096,Zoltan Fischer,CEO,,,,,SRC01747,LOW
P0488,S0096,Pritesh Kamani,AD - FP&A and Business Finance,,,,,SRC01747,LOW
P0489,S0096,Monika Bhandari,Co-Founder (Tracxn listed),,,,,SRC01747,LOW
P0490,S0096,Yuvashankar T,Co-Founder (Tracxn listed),,,,,SRC01747,LOW
P0492,S0097,Raymond Stauffer,CEO-designate (from Sep 2026),2026-09,,,,SRC01757,HIGH
P0264,S0098,Nitin Jain,Chairman & Managing Director,,,,,SRC01764,HIGH
P0493,S0098,Hemant Daga,"Co-founder & CEO, Neo Asset Management",,,,,SRC01765,HIGH
P0494,S0098,Varun Bajpai,Co-founder,,,,,SRC01772,HIGH
P0496,S0098,Puneet Jain,"Co-founder & CIO, Neo Asset Management",,,,,SRC01765,HIGH
P0497,S0098,A V Srikanth,"Co-founder, Neo Multi-Family Office",,,,,SRC01772,HIGH
P0495,S0098,Shajikumar Devakar,"Co-founder & CEO, Neo Wealth Management",,,,,SRC01771,HIGH
P0498,S0098,Ronak R Sheth,Chief Marketing Growth Officer,,,,,SRC01768,MEDIUM
P0499,S0098,Suresh Chand Goyal,Independent Board Member,,,,,SRC01768,MEDIUM
P0500,S0098,Devina Shalin Khanna,Independent Board Member,,,,,SRC01768,MEDIUM
P0506,S0100,Abhishek Agarwal (Monty),Founder,,,,,SRC01784,HIGH
P0507,S0100,Rahul Garg,Director,,,,,SRC01787,HIGH
P0508,S0100,Abhinav Agarwal,Director,,,,,SRC01787,HIGH
P0509,S0100,Harminder Sahni,Director,,,,,SRC01787,HIGH
P0510,S0100,Shefali Sarohi Shyam,Director,,,,,SRC01787,HIGH
P0511,S0100,Hrishikesh Bhalchandra Parandekar,Director,,,,,SRC01787,HIGH
P0512,S0100,Umesh Pawan Choudhary,CFO,,,,,SRC01787,HIGH
P0513,S0100,Gulshan Mumtaz Khan,Company Secretary,,,,,SRC01787,HIGH
P0526,S0104,Sushil Mehta,Director,,,,,SRC01816,MEDIUM
P0527,S0104,Vishesh Rajaram,Board (Speciale Invest nominee),,,,,SRC01816,MEDIUM
P0521,S0104,Sunil Gupta,Co-founder & CEO,,,,,SRC01816,HIGH
P0522,S0104,Srinivasa Rao Aluri,Co-founder & Chairman,,,,,SRC01816,HIGH
P0523,S0104,Mark Mathias,Head of Production,,,,,SRC01816,MEDIUM
P0524,S0104,Anil Prabhakar,Technical Advisor,,,,,SRC01816,MEDIUM
P0528,S0104,Dilip Singh,Chief Product Officer,,,,,SRC01816,MEDIUM
P0529,S0104,Rahil Patel,Chief Growth Officer,,,,,SRC01816,MEDIUM
P0530,S0104,Samir Kulshrestha,Chief Financial Officer,,,,,SRC01816,MEDIUM
P0531,S0104,Sudiptaa Paul Choudhury,Chief Marketing Officer,,,,,SRC01816,MEDIUM
P0532,S0104,Sunil Bhide,Chief Delivery Officer,,,,,SRC01816,MEDIUM
P0533,S0104,Neeti Arora,CHRO,,,,,SRC01816,MEDIUM
P0534,S0104,Vinay Khattar,Board Member,,,,,SRC01817,MEDIUM
P0535,S0104,Rostow Ravanan,Independent Board Member,,,,,SRC01817,MEDIUM
P0536,S0104,Dimple Samtani,Independent Board Member,,,,,SRC01817,MEDIUM
P0539,S0106,Gokul Kandhi Umayorubhagan,Whole-time Director & COO,,,,,SRC01855,HIGH
P0540,S0106,Avani Vishal Davda,Independent Director,,,,,SRC01855,MEDIUM
P0122,S0106,Ankit Nagori,"Founder, Chairman, MD & CEO",,,,,SRC01841,HIGH
P0541,S0106,Hrithik Roshan,Investor-Ambassador for Kitchens of EatFit,,,,,SRC01854,MEDIUM
P0545,S0107,Susmit Patodia,Group Head of Business & New Initiatives (ex-Accenture; joined Sep 2025),,,,,SRC01868,MEDIUM
P0546,S0108,Apoorva Bajaj,CEO,,,,,SRC01873,MEDIUM
P0547,S0108,Shivaani Mehrotra Bajaj,Co-Founder & COO,,,,,SRC01873,MEDIUM
P0548,S0109,Saurabh Pandey,Co-founder & CEO,,,,,SRC01880,HIGH
P0549,S0109,Akshay Dubey,Co-founder & COO,,2023-10,,,SRC01881,HIGH
P0550,S0109,Rishav Dev,Director,,,,,SRC01882,HIGH
P0551,S0109,Vinay Juluri,Group CFO,,,,,SRC01883,HIGH
P0552,S0109,Rahul Nag,Head of Brand Communications,,,,,SRC01884,HIGH
P0553,S0109,Ankit Mishra,VP of Engineering,,,,,SRC01885,LOW
P0554,S0109,Sagar Singh,Head of Growth and Revenue,,,,,SRC01885,LOW
P0555,S0110,Ishendra Agarwal,Founder & CEO,2019,,,,SRC01926,HIGH
P0557,S0110,Aditya Labroo,Co-founder & COO,2019,,,,SRC01921,HIGH
P0559,S0110,Parag Garg,Vice President Finance,UNKNOWN,,,,SRC01920,MEDIUM
P0560,S0110,Aditya Todi,CFO,UNKNOWN,,,,SRC01920,MEDIUM
P0561,S0110,Naresh Kachhi,CTO,UNKNOWN,,,,SRC01920,MEDIUM
P0562,S0110,Anirudh Kudva,Chief Revenue Officer,UNKNOWN,,,,SRC01920,MEDIUM
P0563,S0110,Resha Jain,Chief Brand Officer,UNKNOWN,,,,SRC01920,MEDIUM
P0507,S0112,Rahul Garg,Founder & CEO,,,,,SRC01944,HIGH
P0577,S0118,Ajay Lakhotia,Founder & CEO,,,,,SRC02007,HIGH
P0578,S0118,Vijay Lakhotia,Director,,,,,SRC02002,MEDIUM
P0579,S0118,Shreyas Patil,Employee,,,,,SRC02007,LOW
P0580,S0119,Amit Gupta,Co-Founder & CEO,,,,,SRC02017,HIGH
P0581,S0119,RK Misra,Co-Founder,,,,,SRC02017,HIGH
P0582,S0119,Naveen Dachuri,Co-Founder & CTO,,,,,SRC02017,HIGH
P0584,S0119,Hemant Gupta,Co-Founder,,,,,SRC02013,MEDIUM
P0583,S0119,Anuj Tewari,Co-Founder & CFO,,,,,SRC02027,HIGH
P0585,S0119,Matteo Del Sorbo,Director,,,,,,HIGH
P0586,S0119,Eric Arvind Cyril Vas,Nominee Director,,,,,SRC02014,HIGH
P0587,S0119,Aprameya Radhakrishna,NOT A FOUNDER,,,,,,LOW
P0588,S0119,Harinthy,NOT VERIFIED AS CO-FOUNDER,,,,,,LOW
P0589,S0120,Sudheer Koneru,Founder & CEO,,,,,SRC02042,HIGH
P0590,S0120,Dheeraj Koneru,Founder & SVP Global Product Sales,,,,,SRC02043,HIGH
P0591,S0120,Anand Arvind,Founder & Chief Product Officer,,,,,SRC02043,HIGH
P0594,S0120,Sunil Koneru,Senior VP Customer Experience,,,,,SRC02043,HIGH
P0595,S0120,Gangaraju Raghav,Director,,,,,SRC02044,HIGH
P0596,S0120,Venkateswara Rao Koneru,Director,,,,,SRC02044,HIGH
P0597,S0120,Raj Mahajan,SVP Corporate Development,,,,,SRC02045,MEDIUM
P0592,S0120,Saritha Katikaneni,Founder,,,,,SRC02038,MEDIUM
P0593,S0120,Sunil Kumar,Founder,,,,,SRC02038,MEDIUM
P0602,S0123,Romita Mazumdar,Founder & CEO,,,,,SRC02081,HIGH
P0603,S0123,Surianarayanan,Co-Founder,,,,,,
P0604,S0123,Meenakshi Iyengar,Early Executive,,,,,SRC02087,LOW
P0612,S0125,Simha Nagaraj,CEO & Director,UNKNOWN,,,,SRC02096,HIGH
P0610,S0125,Bob Pattillo,Founder,,,,,SRC02095,HIGH
P0611,S0125,Puneeth Thimmegowda,Founder,,,,,SRC02098,HIGH
P0613,S0125,Radhakrishnan Anoop,Director,,,,,SRC02099,HIGH
P0614,S0125,Sita Sircar,Director,,,,,SRC02099,HIGH
P0615,S0125,Robert Alexander Pattillo,Director,,,,,SRC02099,HIGH
P0616,S0126,Siddharth Dungarwal,Founder & CEO,,,,,SRC02106,HIGH
P0617,S0126,Rishabh Nigam,Co-founder,,,,,SRC02107,MEDIUM
P0618,S0126,Nandini Shrivastava,Co-founder,,,,,SRC02107,MEDIUM
P0624,S0128,Karan Mukesh Mehta,Co-Founder,,,,,SRC02127,HIGH
P0623,S0128,Sonali Jindal,Co-Founder,,,,,SRC02124,HIGH
P0628,S0130,Hemant Mahendrakumar Kabra,Founder & Managing Director,,,,,SRC02141,HIGH
P0629,S0130,Ankit Gaggar,Director,,,,,SRC02142,MEDIUM
P0630,S0130,Ashish Gupta,,,,,,,LOW
P0631,S0130,Kapil Garg,,,,,,,LOW
P0634,S0134,Krish Subramanian,CEO & Co-founder,,,,,SRC02176,HIGH
P0635,S0134,Rajaraman Santhanam,CPO & Co-founder,,,,,SRC02176,HIGH
P0636,S0134,Saravanan KP,CTO & Co-founder,,,,,SRC02176,HIGH
P0637,S0134,Thiyagarajan T (Thiyagu),Co-founder (ex),,,,,SRC02187,MEDIUM
P0638,S0134,Jeff Sant,COO,,,,,SRC02176,HIGH
P0639,S0134,Mike Beach,CFO,,,,,SRC02176,HIGH
P0640,S0134,Lydia Stone,CAO,,,,,SRC02176,HIGH
P0641,S0134,Guy Marion,CMO,,,,,SRC02176,HIGH
P0642,S0134,Denis Curran,Chief Legal Officer,,,,,SRC02176,HIGH
P0643,S0134,Denise Haselhorst,CHRO,,,,,SRC02176,HIGH
P0644,S0134,Karthik Srinivasan,Director,,,,,SRC02177,HIGH
P0645,S0135,Sahil Barua,MD & CEO,,,,,SRC02215,HIGH
P0646,S0135,Kapil Bharati,"Whole-time Director, CTO",,,,,SRC02215,HIGH
P0650,S0135,Vani Venkatesh,Deputy CEO,,,,,SRC02215,HIGH
P0651,S0135,Ajith Pai,Former COO,,,,,SRC02215,HIGH
P0652,S0135,Amit Agarwal,Former CFO,,,,,SRC02222,HIGH
P0653,S0135,Vivek Pabari,CFO,,,,,SRC02222,HIGH
P0647,S0135,Suraj Saharan,Whole-time Director,,,,,SRC02212,HIGH
P0654,S0135,Neelam Dhawan,Chairperson,,,,,SRC02223,MEDIUM
P0655,S0135,Namita Thapar,Independent Director,,,,,SRC02224,HIGH
P0656,S0135,Sameer Mehta,Independent Director,,,,,SRC02224,HIGH
P0657,S0135,Yashish Dahiya,Independent Director,,,,,SRC02224,HIGH
P0658,S0135,Dr. Padmini Srinivasan,Independent Director,,,,,SRC02224,HIGH
P0659,S0135,Varun Bakshi,Chief Sales Officer,,,,,SRC02215,HIGH
P0660,S0135,Vikas Kapoor,Chief Strategy Officer,,,,,SRC02215,HIGH
P0661,S0135,Aruna Sundararajan,Former Independent Director,,,,,SRC02215,HIGH
P0662,S0135,Deepak Kapoor,Former Chairman,,,,,SRC02224,HIGH
P0663,S0135,Saugata Gupta,Former Independent Director,,,,,SRC02224,HIGH
P0329,S0138,Ritesh Agarwal,Founder & Group CEO,,,,,SRC02257,HIGH
P0667,S0138,Gautam Swaroop,CEO OYO International (departed),,2025-10,,,SRC02254,HIGH
P0668,S0138,Ankit Tandon,COO & CEO-Europe,,,,,SRC02254,HIGH
P0669,S0138,Sonal Sinha,CEO G6 Hospitality,,,,,SRC02255,HIGH
P0670,S0138,Varun Jain,COO Asia + SEAME,,,,,SRC02254,HIGH
P0671,S0138,Puneet Yadav,UK Country Head,,,,,SRC02254,HIGH
P0672,S0138,Shreerang Godbole,Chief Service Officer,,,,,SRC02254,HIGH
P0673,S0138,Shirish Damani,COO Europe Homes & Hotels,,,,,SRC02254,HIGH
P0674,S0138,Sandeep,CFO (unverified),,unknown,,,,LOW
P0688,S0144,Manish Agarwal,Co-Founder / Elder Council Member,,,,,SRC02307,HIGH
P0689,S0144,Ishank Gupta,Co-Founder / Elder Council Member,,,,,SRC02307,HIGH
P0690,S0144,Chandramouli K,CTO / Elder Council Member,,,,,SRC02308,LOW
P0691,S0145,Rohit Choudhary,Co-founder & CEO,,,,,SRC02329,HIGH
P0692,S0145,Keertay Agarwal,Co-founder & COO,,,,,SRC02329,HIGH
P0693,S0145,Yash Banwani,Co-founder & CTO,,,,,SRC02329,HIGH
P0694,S0145,Karan Gala,Director - Growth & Marketing,,,,,SRC02329,MEDIUM
P0695,S0145,Mayank Khanduja,Team member,,,,,SRC02337,LOW
P0696,S0145,Apoorva Ashram,NOT ASSOCIATED,,,,,,HIGH
P0697,S0145,Mayank Sinha,NOT ASSOCIATED,,,,,,HIGH
P0701,S0146,Arun B. Papaiah,Founder & CEO,,,,,SRC02349,HIGH
P0700,S0146,Aditya Kulkarni,Founder & CSO,,,,,SRC02349,HIGH
P0699,S0146,Srinivasan Namala,Founder & Director,,,,,SRC02349,HIGH
P0702,S0146,Sandeep Goyal,Director | R&D,,,,,SRC02349,HIGH
P0703,S0146,Avijit Goswami,Senior Manager | R&D,,,,,SRC02349,HIGH
P0704,S0146,Princy Khurana,Sr. Manager | Alliances and Program Management,,,,,SRC02349,HIGH
P0705,S0146,Sunny Revankar,Associate Director | Finance and Admin,,,,,SRC02349,HIGH
P0706,S0146,Prof. Jan Rehwinkel,Scientific Advisory Board,,,,,SRC02349,HIGH
P0707,S0146,Prof. Thomas Marron,Scientific Advisory Board,,,,,SRC02349,HIGH
P0708,S0146,Prof. Paul Brennan,Scientific Advisory Board,,,,,SRC02349,HIGH
P0709,S0146,Prof. Alejandro Sweet-Cordero,Scientific Advisory Board,,,,,SRC02349,HIGH
P0710,S0146,Dr. Manoj Desai,Scientific Advisory Board,,,,,SRC02349,HIGH
P0711,S0146,Dr. Akash Patnaik,Scientific Advisory Board,,,,,SRC02349,HIGH
P0715,S0148,Abhinav Pathak,Founder & CEO,,,,,SRC02374,HIGH
P0716,S0148,Abhinav Zutshi,Co-Founder & COO,,,,,SRC02379,HIGH
P0725,S0153,Nikhil Ramaswamy,Co-Founder & CEO,,,,,SRC02437,HIGH
P0727,S0153,Gokul NA,"Founder - Design, Product & Brand",,,,,SRC02420,HIGH
P0728,S0153,Eric Maire,Employee,,,,,SRC02420,MEDIUM
P0729,S0153,R S Rethinasamy,Employee,,,,,SRC02420,MEDIUM
P0730,S0154,Srivatsan Sridhar,Co-founder and CEO,,,,,SRC02442,HIGH
P0731,S0154,Movin Jain,Co-founder,,,,,SRC02456,HIGH
P0732,S0154,Srini Vadhri,,,,,,SRC02452,MEDIUM
P0733,S0154,Mridul Arora,,,,,,SRC02452,MEDIUM
P0734,S0154,Tarun Singhal,,,,,,SRC02452,MEDIUM
P0738,S0156,Rakesh Malik,Co-founder & CEO,,,,,SRC02470,HIGH
P0739,S0156,Pratap Narayan Singh,Co-founder & CTO,,,,,SRC02470,HIGH
P0740,S0156,Vivek Mehra,Board Member,,,,,SRC02470,HIGH
P0741,S0156,Shantanu Agarwal,Board Member,,,,,SRC02470,HIGH
P0742,S0156,Dr. Ir. Bram Nauta,Board Member,,,,,SRC02470,HIGH
P0743,S0156,David French,Board Member,,,,,SRC02470,HIGH
P0744,S0157,Dr. Sonam Kothari,CEO & Co-founder,,,,,SRC02485,HIGH
P0745,S0157,Dr. Abhishek Sen,Co-founder,,,,,SRC02486,HIGH
P0746,S0158,Vineeta Singh,CEO,,,,,SRC02495,HIGH
P0747,S0158,Kaushik Mukherjee,COO,,,,,SRC02498,HIGH
P0748,S0158,Ashish Dikshit,UNKNOWN,,,,,,LOW
P0749,S0158,Ankit,COO,,,,,,LOW
P0750,S0159,Prem Bhatia,Co-founder & CEO,,,,,SRC02504,HIGH
P0751,S0159,Ashwin Puri,Co-founder & CBO,,,,,SRC02505,HIGH
P0752,S0159,Vivek P.,Co-founder & CTO,,,,,SRC02505,HIGH
P0753,S0159,Abhishek Jakhotiya,VP of Engineering,,,,,SRC02506,MEDIUM
P0754,S0159,Karuppusamy S,Director of Engineering,,,,,SRC02505,MEDIUM
P0755,S0159,Sidhant Das,Director of Data & Engineering,,,,,SRC02505,MEDIUM
P0756,S0159,Harish Talreja,CFO,,,,,SRC02505,MEDIUM
P0757,S0159,Gaurav Girotra,Chief Commercial Officer,,,,,SRC02507,MEDIUM
P0758,S0159,Rebecca Xing,Co-founder & CEO of Trustana (acquired),,,,,SRC02508,HIGH
P0763,S0161,Vinod Dham,Founding advisor,,,,,SRC02531,
P0759,S0161,Dheemanth Nagaraj,"Co-Founder, CEO",,,,,SRC02532,HIGH
P0760,S0161,Ashok Jagannathan,"Co-Founder, Chief Architect",,,,,SRC02532,HIGH
P0761,S0161,Srikanth Nimmagadda,"Co-Founder, Chief Technologist",,,,,SRC02532,HIGH
P0762,S0161,Rajesh Vivekanandham,"Co-Founder, Chief Perf",,,,,SRC02532,HIGH
P0764,S0162,Sangeet Agrawal,Co-Founder & CEO,,,,,SRC02545,HIGH
P0765,S0162,Navin Parwal,Co-Founder & CMO,,,,,SRC02546,HIGH
P0766,S0162,Karan Kathpalia,Vice President,,,,,SRC02547,HIGH
P0767,S0162,Manu Chandra,Founder & Managing Partner,,,,,SRC02548,HIGH
P0768,S0162,Varun Alagh,Investor,,,,,SRC02544,MEDIUM
P0769,S0162,Ashish Goel,Investor,,,,,SRC02544,MEDIUM
P0233,S0162,Ramakant Sharma,Investor,,,,,SRC02544,MEDIUM
P0778,S0163,Yogesh Dhavade,CEO,,,,,SRC02565,HIGH
P0770,S0163,Amitava Saha,Co-Founder,,,,,SRC02564,HIGH
P0772,S0163,Supam Satyanarayan Maheshwari,Co-Founder,,,,,SRC02565,HIGH
P0773,S0163,Rajdeep Meda,Co-Founder,,,,,SRC02565,MEDIUM
P0774,S0163,Macey Quinn,Co-Founder,,,,,SRC02565,MEDIUM
P0775,S0163,Shaikh Awesh,Co-Founder,,,,,SRC02565,MEDIUM
P0776,S0163,Johnson Smith,Co-Founder,,,,,SRC02565,MEDIUM
P0777,S0163,Devendra Kumari,Co-Founder,,,,,SRC02565,MEDIUM
P0779,S0163,Mohit Sardana,Executive,,,,,SRC02562,MEDIUM
P0780,S0163,Tarun Agarwal,Executive,,,,,SRC02565,MEDIUM
P0781,S0163,Uday R. Sharma,Executive,,,,,SRC02565,MEDIUM
P0311,S0163,Gopal Jain,Board Member,,,,,SRC02565,HIGH
P0782,S0163,Varun Laul,Board Member,,,,,SRC02565,HIGH
P0785,S0164,Amit Kumar Chawla,Co-Founder & CEO,,,,,SRC02576,HIGH
P0786,S0164,Shreeram V Ramanathan,Co-Founder,,,,,SRC02576,HIGH
P0787,S0164,Neha Ramcharanlal Virmani,Co-Founder,,,,,SRC02576,MEDIUM
P0788,S0164,Veena Vinod Chawla,Co-Founder,,,,,SRC02576,MEDIUM
P0789,S0164,Rajeev Ahuja,Angel Investor,,,,,SRC02570,HIGH
P0790,S0165,Mohit Anand,Co-founder and CEO,,,,,SRC02591,HIGH
P0791,S0165,Sarthak Dubey,Co-founder and COO,,,,,SRC02591,HIGH
P0792,S0165,Mayank Morya,Co-founder and CTO,,,,,SRC02591,HIGH
P0793,S0165,Akshit Kaushik,Co-founder and CBO,,,,,SRC02591,HIGH
P0794,S0165,Bhranti Shah,Chief Underwriting Officer,,,,,SRC02589,HIGH
P0795,S0165,Head of Security,Head of Security,,,,,SRC02591,MEDIUM
P0796,S0165,Pankaj Mitra,Partner,,,,,SRC02590,HIGH
P0799,S0167,Geetansh Bamania,"Founder, CEO, Promoter",,,,,SRC02606,HIGH
P0800,S0167,Ajay Nain,Co-founder,,,,,SRC02609,MEDIUM
P0801,S0167,Somesh Dash,UNKNOWN,,,,,,LOW
P0837,S0181,"{'v': 'Devansh Jain', 'position': 'Executive Director', 'start': '2026', 'source_url': 'https://economictimes.indiatimes.com/industry/renewables/inox-clean-energy-powers-into-top-three-with-rs-25k-cr-buys-says-company-official/articleshow/131184869.cms', 'confidence': 0.85}",,,,,,,
P0841,S0182,"{'v': 'Amitabh Kant', 'position': 'Additional Director', 'start': '2025-12-08', 'source_url': 'https://www.thecompanycheck.com/company/raphe-mphibr-private-limited/U26990UP2017PTC095246', 'confidence': 0.85}",,,,,,,
P0842,S0182,"{'v': 'Varun Garg', 'position': 'Director', 'source_url': 'https://www.thecompanycheck.com/company/raphe-mphibr-private-limited/U26990UP2017PTC095246', 'confidence': 0.8}",,,,,,,
P0845,S0185,Ritwik Khare,Founder & CEO,,,,,SRC02735,HIGH
P0846,S0185,Karan Miglani,Co-Founder & CPO,,,,,SRC02736,HIGH
P0847,S0185,Nikhil Marwaha,Board Member,,,,,SRC02729,HIGH
P0866,S0197,Anup Agrawal,Co-Founder & CEO,,,,,SRC02796,HIGH
P0864,S0197,Siddharth Mehta,"Co-Founder, COO & CFO",,,,,SRC02796,HIGH
P0863,S0197,Mohit Bedi,Co-Founder & CBO,,,,,SRC02795,HIGH
P0867,S0197,Sumeet Basrani,CBO,,,,,SRC02799,HIGH
P0868,S0197,Akshat Kansal,CTO,,,,,SRC02796,MEDIUM
P0869,S0197,Ritesh Banglani,Independent Director,,,,,SRC02795,MEDIUM
P0889,S0209,Manoj Kumar Nambiar,Managing Director,,,,,SRC02886,HIGH
P0887,S0209,Vineet Chandra Chandra Rai,Chairman / Founder,,,,,SRC02875,HIGH
P0888,S0209,Shubhankar Sengupta,Founder,,,,,SRC02875,MEDIUM
P0890,S0209,Milind Ramchandra Nare,Deputy CEO & CFO,,,,,SRC02886,HIGH
P0891,S0209,Shailesh Kumar,Chief Business Officer,,,,,SRC02886,HIGH
P0892,S0209,Ranjan Das,Chief Risk Officer,,,,,SRC02886,HIGH
P0893,S0209,Anirudh Singh Thakur,Company Secretary & CCO,,,,,SRC02886,HIGH
P0894,S0209,Arvind Murarka,Chief Information Officer,,,,,SRC02875,HIGH
P0895,S0209,Ketan Agrawal,Deputy CFO,,,,,SRC02886,HIGH
P0896,S0209,Sharoni Pal,Head of Credit,,,,,SRC02886,HIGH
P0897,S0209,Vinod Kumar Pandey,Head of Central Operations,,,,,SRC02886,HIGH
P0898,S0209,Kanchan Banerjee,"Head of HR, Training, Admin & CSR",,,,,SRC02886,HIGH
P0899,S0209,Abin Kumar Mukhopadhyay,Head of Internal Audit and Vigilance,,,,,SRC02886,HIGH
P0900,S0209,Neena Gupta,NOT VERIFIED,,,,,,LOW
P0903,S0211,Anirudha Taparia,Founder & CEO,,,,,SRC02904,HIGH
P0904,S0211,Sidhartha Shaw,Co-Founder,,,,,SRC02914,HIGH
P0905,S0211,Vijeeta Sharma,Co-Founder,,,,,SRC02914,HIGH
P0906,S0211,Pankaj Walia,Co-Founder,,,,,SRC02911,HIGH
P0907,S0211,Karan Prakash Nanda,Principal Officer,,,,,SRC02905,HIGH
P0908,S0211,Shantanu Ranjan Chaturvedi,Principal Officer,,,,,SRC02905,MEDIUM
P0909,S0211,Gaurav Maheshwari,Group CFO,,,,,SRC02910,MEDIUM
P0910,S0211,15 founding partners,Founding Partner,,,,,SRC02904,HIGH
