investor_id,name,type,geography,companies_backed,total_rounds,lead_rounds,first_investment,startup_ids,source_id,notes
INV0275,Lightstone Ventures,,,1,0,0,,S0037,SRC00662,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0276,Vitruvian Partners,,,2,0,0,,S0037;S0072,SRC00663,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0277,Pirozshaw Sarkari,,,1,0,0,,S0037,SRC00663,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0278,India Internet Fund,,,1,0,0,,S0037,SRC00663,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0279,Portobello Holdco Sarl,,,1,0,0,,S0037,SRC00663,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0280,Lightrock,,,2,0,0,,S0037;S0055,SRC00663,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0281,ESOP pool buyers,,,1,0,0,,S0037,SRC00667,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0282,Digga Family Trust,,,1,0,0,,S0037,SRC00666,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0283,Kedaara,PE,"Mumbai, India",1,0,0,,S0037,SRC00662,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0284,Wellington,,,1,0,0,,S0037,SRC00662,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0285,upGrad (buyer),,,1,0,0,,S0038,SRC00288,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0286,upGrad,,,1,0,0,,S0038,SRC00288,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0287,Ronnie Screwvala,Angel,Mumbai,2,0,1,,S0038;S0213,SRC00687,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0288,360,,,6,0,0,,S0038;S0058;S0060;S0072;S0093;S0161,SRC00687,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=6); no quality rating.
INV0289,ABC World Asia,Impact Investing Fund,,1,0,1,,S0039,SRC00696,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0290,existing investors incl. ABC World,,,1,0,0,,S0039,SRC00707,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0291,Accel India,Venture Capital,"San Francisco, USA",4,0,0,,S0068;S0071;S0106;S0238,SRC01255,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=4); no quality rating.
INV0292,Omidyar Network,Impact Investing,,0,0,0,,,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=0); no quality rating.
INV0293,Stride Ventures,Venture Debt,Mumbai,4,0,0,,S0087;S0149;S0179;S0238,SRC01582,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=4); no quality rating.
INV0294,Rakesh Gangwal,,,1,0,1,,S0040,SRC00729,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0295,D1 Capital Partners,Hedge Fund,,1,0,1,,S0040,SRC00723,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0296,D1 Capital,Hedge Fund,,2,0,0,,S0040;S0041,SRC00721,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0297,Baillie Gifford,,,3,0,0,,S0040;S0135;S0258,SRC00726,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=3); no quality rating.
INV0298,Bharat Value Fund,,,2,0,1,,S0040;S0130,SRC00724,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0299,HNIs,,,1,0,0,,S0040,SRC00724,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0300,Footpath Ventures,VC,,2,0,0,,S0041;S0061,SRC00735,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0301,Falcon Edge/Alpha Wave,VC,UNKNOWN,1,0,0,,S0041,SRC00736,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0302,TPG Growth,PE,"San Francisco, CA, USA",3,0,0,,S0041;S0043;S0048,SRC00736,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=3); no quality rating.
INV0303,Steadview,Hedge Fund,"Mumbai, India",3,0,0,,S0041;S0054;S0135,SRC00736,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=3); no quality rating.
INV0304,Redbird Capital,,,1,0,0,,S0041,SRC00737,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0305,Alpha Wave Global (Falcon Edge),PE,"New York, USA",2,0,2,,S0041;S0085,SRC00737,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0306,Mars Growth Capital,,,4,0,1,,S0042;S0049;S0068;S0094,SRC00752,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=4); no quality rating.
INV0307,Mars Growth Capital (MUFG/Liquidity JV),,,1,0,0,,S0042,SRC00752,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0308,Varde Partners,,,1,0,1,,S0042,SRC00751,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0309,Elham Credit Partners,,,1,0,0,,S0042,SRC00751,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0310,SeaTown Holdings,,,1,0,0,,S0042,SRC00751,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0311,Baring,,,1,0,0,,S0042,SRC00755,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0312,Kleiner Perkins,,,1,0,0,,S0042,SRC00753,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0313,Sherpalo Ventures,,,2,0,1,,S0042;S0065,SRC00753,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0314,"Google (Glance backer, 20.3%)",CVC-corporate,"Mountain View, CA, USA",1,0,0,,S0042,SRC00753,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0315,"Jio Platforms (Glance backer, 10.1%)",,,1,0,0,,S0042,SRC00753,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0316,Fidelity Investments (secondary),Financial Services,"Boston, MA, USA",1,0,0,,S0043,SRC00777,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0317,"public shareholders; OFS sellers: Sanjay Nayar Family Trust, TPG Growth IV SF, Lighthouse funds, JM Financial, others",,,1,0,0,,S0043,SRC00774,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0318,Lighthouse Advisors,,,1,0,0,,S0043,SRC00777,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0319,Evolvence Capital,,,1,0,0,,S0044,SRC00786,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0320,KKR (secondary buyer),PE,"New York, USA",1,0,0,,S0044,SRC00785,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0321,Coatue (seller),Hedge Fund,"New York, USA",1,0,0,,S0044,SRC00785,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0322,Lightbox (seller),,,1,0,0,,S0044,SRC00785,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0323,Qatar Investment Authority,Sovereign/Govt,,2,0,1,,S0044;S0258,SRC00787,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0324,Sequoia India (now Peak XV Partners),,,1,0,0,,S0044,SRC00795,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0325,Lightbox,VC,,1,0,0,,S0044,SRC00785,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0326,L Catterton,PE,"Greenwich, United States",2,0,2,,S0045;S0158,SRC00797,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0327,Nestle S.A.,Corporate,"Vevey, Switzerland",1,0,1,,S0045,SRC00798,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0328,Khazanah Nasional Berhad,,,2,0,0,,S0046;S0163,SRC00824,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0329,Apax Partners,,,1,0,0,,S0046,SRC00825,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0330,TPG Capital,PE,"San Francisco, CA, USA",1,0,1,,S0046,SRC00825,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0331,Trust Investment Advisors funds,,,1,0,0,,S0046,SRC00816,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0332,Neo Asset Management,,,2,0,0,,S0046;S0292,SRC00816,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0333,Apax Partners (Quinag Bidco),,,1,0,1,,S0046,SRC00815,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0334,TA Associates,,,1,0,0,,S0046,SRC00825,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0335,Artal Asia (Invus affiliate),,,1,0,0,,S0047,SRC00844,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0336,SC Ventures (Standard Chartered),,,1,0,0,,S0047,SRC00829,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0337,Heron Rock,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0338,William R Jarvis,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0339,Capria,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0340,BNK Ventures,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0341,JumboFund,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0342,Jarvis Family Investments,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0343,Siddhi Capital,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0344,William Jarvis,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0345,SEE,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0346,e Analytics Partners,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0347,Reaction,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0348,Vikas Aggarwal,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0349,Radha B G,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0350,Anjana Aggarwal,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0351,Abheek Singhi,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0352,Rubal Jain,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0353,Janmejaya Sinha,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0354,Raman Aggarwal,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0355,Sudhir Menon,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0356,Sachin Nandgaonkar,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0357,Rohan Lamba,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0358,Bhago Mobility,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0359,Pimpernel Holdings,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0360,Compaa de Galletas Noel,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0361,Natesan Synchrocones,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0362,Alpesh Shah,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0363,Srinivasan Raman,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0364,Ravi Srivastava,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0365,Arindam Kumar Bhattacharya,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0366,Veronorte,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0367,The Peter Crosby Estate Discretionary,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0368,Euthymia,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0369,Klinkert Investments,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0370,VII Ventures,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0371,Alteria Capital,Venture Debt,,9,0,0,,S0047;S0055;S0075;S0087;S0106;S0110;S0162;S0164;S0258,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=9); no quality rating.
INV0372,Shyam Narayan Viswanathan,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0373,Ganesh Guruswamy,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0374,Venkateshwaran Balaram,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0375,Rishikeshvakula Varadarajan,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0376,Discovery Ventures,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0377,Natesan,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0378,Invus,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0379,Artal Asia,,,2,0,1,,S0047;S0115,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0380,Ajax Partners,,,1,0,0,,S0047,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0381,Innoven Capital,,,6,0,0,,S0047;S0055;S0149;S0163;S0230;S0238,SRC00837,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=6); no quality rating.
INV0382,Jarvis Reserve Fund,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0383,Sabre Investment,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0384,W250 Venture Fund,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0385,Dfosg,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0386,Yogesh Chaudhary,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0387,Alok Kumar Ramsisaria,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0388,Sameer Jain,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0389,Vasudha Karthik,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0390,Sampat Singh Ahluwalia,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0391,Chitranjan Agarwal,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0392,Sabre Investment Consultants,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0393,Jarvis,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0394,Abhinav Bhalaik,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0395,Ramesh Gopal,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0396,Kashish Bhatia,,,1,0,0,,S0047,SRC00840,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0397,NEC Corporation,,,1,0,0,,S0047,SRC00836,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0398,SC Ventures,,,1,0,1,,S0047,SRC00829,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0399,Artal Asia (Invus),,,1,0,1,,S0047,SRC00845,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0400,"Nexus Venture Partners, Kalaari Capital",VC,"Bengaluru, India",1,0,0,,S0047,SRC00846,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0401,Goldman Sachs,,,5,0,0,,S0048;S0070;S0141;S0258;S0322,SRC00868,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=5); no quality rating.
INV0402,Saint-Gobain,,,1,0,1,,S0048,SRC00869,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0403,Helion Venture Partners,,,1,0,0,,S0048,SRC00867,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0404,Jungle Ventures,VC,Singapore,4,0,1,,S0048;S0096;S0112;S0148,SRC00867,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=4); no quality rating.
INV0405,Oak Group,,,1,0,0,,S0048,SRC00867,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0406,Gokul Rajaram,,,1,0,0,,S0048,SRC00867,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0407,IKEA (Ingka Group),,,1,0,0,,S0048,SRC00867,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0408,Kharis Capital,,,1,0,0,,S0048,SRC00867,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0409,Venturi Partners,,,1,0,0,,S0048,SRC00867,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0410,Tahoe Investment Group,,,1,0,0,,S0048,SRC00867,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0411,EDBI,,,2,0,0,,S0048;S0052,SRC00867,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0412,Ingka Group,,,1,0,0,,S0048,SRC00867,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0413,Trifecta Capital,VC,"Bengaluru, India",11,0,0,,S0048;S0055;S0071;S0077;S0086;S0090;S0106;S0116;S0118;S0230;S0310,SRC00867,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=11); no quality rating.
INV0414,QuaeroQ,,,1,0,0,,S0048,SRC00861,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0415,JV LivSpace SPV,,,1,0,0,,S0048,SRC00861,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0416,Peugeot Invest,,,1,0,0,,S0048,SRC00857,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0417,Reno Asia Holdings,,,1,0,0,,S0048,SRC00857,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0418,Singapore parent entity (rights issue),,,1,0,0,,S0048,SRC00864,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0419,Undisclosed,,,2,0,0,,S0048;S0108,SRC00872,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0420,"Ingka Group (IKEA), Jungle Ventures, Venturi Partners, Peugeot Invest",,,1,0,0,,S0048,SRC00851,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0421,"Fidelity, B Capital, Prosus, SoftBank Vision Fund 2",Financial Services,"Boston, MA, USA",1,0,0,,S0049,SRC00894,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0422,"Tiger Global, Think Investments, Mars Growth Capital",Hedge Fund,"New York, NY, USA",1,0,1,,S0049,SRC00902,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0423,public IPO; anchor $270M,,,1,0,0,,S0049,SRC00889,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0424,"SoftBank, Prosus, Fidelity (no OFS sale at IPO)",Sovereign/Govt,"Tokyo, Japan",1,0,0,,S0049,SRC00888,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0425,"Elevation Capital, Peak XV Partners, Y Combinator (sold partial in IPO)",VC,"Bengaluru, India",1,0,0,,S0049,SRC00889,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0426,Peak XV Partners (formerly Sequoia India),VC,"Bengaluru, India",1,0,0,,S0049,SRC00888,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0427,Facebook,,,1,0,0,,S0049,SRC00894,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0428,Venture Highway,,,5,0,0,,S0049;S0052;S0099;S0112;S0310,SRC00894,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=5); no quality rating.
INV0429,Plum Wood (Warburg Pincus affiliate),,,1,0,0,,S0050,SRC00908,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0430,Bhavish Aggarwal,,,1,0,0,,S0050,SRC00908,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0431,Edelweiss,Financial Services,,2,0,0,,S0050;S0167,SRC00920,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0432,"SoftBank (~26%), Tiger Global, Tencent (historic stakes)",Sovereign/Govt,"Tokyo, Japan",1,0,0,,S0050,SRC00923,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0433,Temasek / Warburg Pincus,Sovereign/Govt,Singapore,1,0,1,,S0050,SRC00908,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0434,"Vanguard (markdown holder, not lead investor)",,,1,0,0,,S0050,SRC00909,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0435,Vanguard,Asset Management,,0,0,0,,,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=0); no quality rating.
INV0436,Warburg Pincus,Private Equity,,2,0,0,,S0083;S0177,SRC01505,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=2); no quality rating.
INV0437,Hyundai Motor Company,Automotive,,0,0,0,,,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=0); no quality rating.
INV0438,Kia,Automotive,,0,0,0,,,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=0); no quality rating.
INV0439,IIFL,Financial Services,,1,0,0,,S0060,SRC01113,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=1); no quality rating.
INV0440,RNT Associates,Investment,,0,0,0,,,,INVESTORS+INVESTOR_LINKS join; company count=distinct startup_ids in links (n=0); no quality rating.
