startup_id,company,funding_trend,revenue_trend,profitability_trend,hiring_trend,product_trend,investor_trend,technology_evidence,regulatory_trend,explanation,confidence,evidence_count,notes
S0001,Juspay,UP,UP,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,17,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0096,Leap (LeapScholar),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,10,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0097,Nazara Technologies,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0098,Neo (Neo Wealth),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,14,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0099,Stellapps,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0100,Purple Style Labs,UP,UP,LOSS_MAKING,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,14,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0101,Zypp Electric,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0102,Business Nextgen Finance,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0103,EtherealX (Ethereal Exploration),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0104,QNu Labs,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,12,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0105,Ultraviolette,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0106,Curefoods,UP,UP,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,23,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0107,Dezerv,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0108,Edubuk,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0109,EloElo,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0110,GIVA,UP,UP,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,13,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0111,Impetus Technologies,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0112,Moglix,UP,STABLE,LOSS_MAKING,UP,STABLE,UP,TECH:1:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,11,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0113,MPL (Mobile Premier League),STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0114,PhysicsWallah,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0115,Popo Global,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0116,Shadowfax,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0117,Smallcase,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0118,StockGro,UP,STABLE,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,11,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0119,Yulu,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,16,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0120,Zenoti,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,16,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0121,Exxat,UP,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0122,Bellatrix Aerospace,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0123,Foxtale,UP,UP,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,22,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0124,GalaxEye,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0125,HerSpace Manufacturing,UP,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0126,Snitch,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0127,OneCard (FPL Technologies),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0128,Rezolv,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0129,JustAI,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0130,BGauss,UP,UP,LOSS_MAKING,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,14,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0131,Emo Energy,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0132,Baaz Bikes,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0133,Piston,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0134,Chargebee,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,14,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0135,Delhivery,UP,UP,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,14,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0136,Erisha E Mobility,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0137,Freshworks,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0138,OYO,UP,STABLE,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,17,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0139,Policybazaar,UP,STABLE,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0140,Uniphore,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0141,Urban Company,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0142,Zomato,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0143,Emversity,UP,UP,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0144,KGeN (Kratos Gamer Network),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,10,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0145,Seekho,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,12,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0146,Avammune Therapeutics,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0147,HexaHealth,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0148,Escape Plan (travel gear),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,18,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0149,Lendingkart,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0150,PB Healthcare,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0151,Augnito,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0152,C2i Semiconductors,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0153,CynLr,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,12,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0154,Skydo,UP,UP,LOSS_MAKING,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,12,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0155,Smart Joules,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0156,VerveSemi (Vervesemi),UP,UP,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,19,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0157,Butterfly Learnings,UP,UP,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,10,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0158,Sugar Cosmetics,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,14,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0159,Graas.ai (Graas),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,16,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0160,Beepkart,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0161,Agrani Labs,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0162,Mokobara,UP,UP,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,16,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0163,XpressBees,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,13,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0164,Fundly.ai,UP,UP,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,PRESSURE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,11,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0165,Mitigata,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,9,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0166,Refold AI,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0167,RentoMojo,UP,UP,PROFITABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,10,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0168,Blinkit,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0169,Juniper Green Energy,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0170,Serentica Renewables,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0171,Swiggy,UP,UP,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0172,Bonkers Corner,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0173,immunitoAI,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0174,BigEndian Semiconductors,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0175,Mojro Technologies,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0176,Neo (Neo Investment Value Advisors),UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0177,Capillary Technologies,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0178,PowerUp Money,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0179,Truva,UP,STABLE,STABLE,UP,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0180,Tsavorite,UP,STABLE,STABLE,UP,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0181,Inox Clean Energy,UP,STABLE,STABLE,UP,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0182,Raphe mPhibr,UP,STABLE,STABLE,UP,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,12,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0183,Battery Smart,UP,STABLE,STABLE,UP,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,8,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0184,Carrum Mobility,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,4,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0185,Elivaas,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,7,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0186,nCore Games,STABLE,STABLE,STABLE,STABLE,STABLE,UP,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,5,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0187,Stimuler AI,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:1:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0188,Zerodha,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0189,General Autonomy,UP,STABLE,STABLE,STABLE,STABLE,UP,TECH:2:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,HIGH,6,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
S0190,Otipy,STABLE,STABLE,STABLE,STABLE,STABLE,STABLE,TECH:0:STABLE,STABLE,Evidence-based classification; directions UP/DOWN/STABLE/MIXED; no predictions made; confidence based on evidence count.,MEDIUM,3,Signals derived only from CSV evidence; no unsupported inferences; sample-size shown; no predictions.
