year,city,primary_sector,stage,investor_type,capital_inr_mn,round_count,new_or_existing,disclosed_flag,notes
2021,Chennai,saas,IPO,mixed,76735.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Chennai,saas/billing,Series G,mixed,9312.5,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Chennai / Palo Alto,Conversational AI / Enterprise AI,Series D,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Delhi (New Delhi),climate energy efficiency,Series A,mixed,305.45,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Delhi (New Delhi),climate energy efficiency,Series A - II,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Delhi NCR (seed) — CORRECTED: Mumbai/Delhi ops,consumer electronics,Series B,mixed,7450.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Delhi NCR (seed) — CORRECTED: Mumbai/Delhi ops,consumer electronics,Venture,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,B2B supply-chain commerce / fintech,Series E,mixed,11920.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,B2B supply-chain commerce / fintech,Series F,mixed,14453.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,B2B supply-chain commerce / fintech,Series G,mixed,24212.5,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,FoodTech / Quick Commerce,IPO,mixed,0.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,FoodTech / Quick Commerce,Pre-IPO,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,Insurtech / Fintech,IPO,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,Insurtech / Fintech,Series G,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,auto marketplace | used cars,Series F,mixed,25330.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,auto marketplace | used cars,Series G,mixed,22350.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,auto marketplace | used cars,Series G (debt),mixed,7450.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,auto/used cars,Series E,mixed,18625.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,ecommerce/eyewear,Series H,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,healthtech (elective surgery chain),Series D,mixed,3948.5,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,healthtech (elective surgery chain),Series E,mixed,7450.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,healthtech surgical care,Seed,mixed,342.7,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,logistics,Acquisition (Spoton),mixed,1600.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Gurugram,logistics,Series H,mixed,20636.5,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Hyderabad,Beauty-Tech SaaS,PE Growth,mixed,24659.5,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Hyderabad,Beauty-Tech SaaS,Series D,mixed,5960.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Hyderabad,Beauty-Tech SaaS,Series D - II,mixed,5960.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,"Hyderabad (India R&D; HQ Los Altos, USA)",edge-ai chips,Series B,mixed,2607.5,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Jaipur,auto marketplace,Series E,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Kolkata,ecommerce / home decor D2C,Series A,mixed,298.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Kolkata,fintech/microfinance,Equity Raise,mixed,12516.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Kolkata,healthtech/e-pharmacy,IPO/Listed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,D2C Beauty / Skincare,Seed,mixed,54.36,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,D2C beauty / beauty-tech retail,IPO,mixed,53520.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,Edtech / skilling,Equity,mixed,13782.5,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,aviation,seed,mixed,2607.5,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,edtech exec education,Series E,mixed,48425.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,edtech robotics / consumer AI robots,Series B,mixed,2160.5,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,fintech/broking,Seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,fintech/broking,Series C (extension tranche; part of ~$200M round context),mixed,1862.5,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,fintech/trade finance,Series C,mixed,0.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,foodtech cloud kitchen,Series D,mixed,2980.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,foodtech/cloud kitchen,Series F,mixed,13037.5,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,gaming (real-money skill gaming),Angel,mixed,2.73,1,all-new-investors (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,gaming (real-money skill gaming),Series B,mixed,0.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,gaming diversified,Post-IPO,mixed,3149.84,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,gaming diversified,Series C (pre-IPO),mixed,1020.26,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,gaming/fantasy sports,Secondary,mixed,29800.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,gaming/fantasy sports,Series F,mixed,62580.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,healthtech / femtech D2C wellness,pre-Series B,mixed,528.95,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,healthtech payments,Seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,healthtech pharmacy,Series A,mixed,372.5,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,mobility / used-car leasing,Bridge Round,mixed,20.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,mobility / used-car leasing,Pre-Series A,mixed,55.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,quick commerce,seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Mumbai,wealthtech / financial services,angel/seed,mixed,2980.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,"Mumbai (India HQ / ops); corporate HQ Dublin, Ireland",SaaS / dev testing,Series B,mixed,14900.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,"Mumbai (India ops; HQ San Francisco, USA)",AI / conversational SaaS,Series F,mixed,7450.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,"Mumbai (India ops; HQ San Francisco, USA)",AI / conversational SaaS,Series F extension,mixed,17880.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,"Mumbai (India ops; HQ San Francisco, USA)",AI / conversational SaaS,Series F follow-on,mixed,0.0,1,existing:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,New Delhi,fintech payments/lending,Series D,mixed,8046.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,New Delhi,fintech payments/lending,Series E,mixed,27565.0,1,new (Tiger Global lead):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Noida,B2B e-commerce / industrial supply chain,Series E,mixed,8940.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Noida,fintech,Private,mixed,24212.5,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Noida,fintech,Series D,mixed,409.75,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Noida,fintech,Series E,mixed,44700.0,2,mixed (DERIVED):2,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Noida,fintech,Series F,mixed,7450.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Noida,healthtech saas/ai,Series D,mixed,7822.5,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Noida,healthtech saas/ai,Series E,mixed,11175.0,1,unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Pune,agritech / crop inputs,Series D,mixed,5215.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Pune (India ops) / Bellevue (HQ),SaaS / contract lifecycle management,Series F,mixed,5960.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,San Francisco / Pleasanton,AI / meeting transcription,Series A,mixed,1043.0,1,new:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2021,Thane,B2B construction materials,Series B,mixed,7450.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,AI / computer vision / fleet safety telematics,Debt/mezzanine,mixed,5102.5,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,F&B / coffee chain (QSR),Series B,mixed,1648.5,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,Food Delivery / Quick Commerce,Pre-IPO,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,Mobility / EV,Debt,mixed,942.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,Mobility / EV,Series B,mixed,12967.0,2,all-follow-on (DERIVED):1; unknown:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,Mobility / road transport tech,Series J,mixed,0.0,1,new:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,Robotics / AMR,Seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,SaaS / CRM,Series C,mixed,12010.5,1,valuation post-money:1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,SaaS / CRM,Series C2,mixed,0.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,SaaS / CRM,Series C3,mixed,0.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,SaaS / customer engagement,Series E,mixed,6044.5,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,WealthTech / Investment Tech,Series A,mixed,2512.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,agritech supply chain,Growth (Flipkart/Walmart-led $145M),mixed,11382.5,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,agritech supply chain,Growth (STIC Investments),mixed,722.2,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,ai ecommerce growth,Seed,mixed,560.49,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,ai ecommerce growth,Series A,mixed,3140.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,biotech therapeutics,Seed,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,d2c travel goods,Series A,mixed,389.44,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,defence imaging / electro-optics,Venture Debt,mixed,628.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,edtech study-abroad,Series D,mixed,5887.5,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,fintech,Series F,mixed,10990.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,fintech / credit cards,Seed,mixed,694.52,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,fintech / digital lending,Series E,mixed,5887.5,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,fintech / travel-fintech,Series C,mixed,10205.0,2,all-new-investors (DERIVED):2,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,fintech cross-border payments,Seed,mixed,408.2,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,fintech wealthtech,Series A,mixed,1334.5,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,fintech/card infra,Series C,mixed,2355.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,foodtech cloud kitchen,Series B,mixed,4867.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,foodtech cloud kitchen,Series C,mixed,3925.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,gaming livestream / social entertainment / micro-drama,Series A,mixed,1020.5,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,gaming rmg,Series B (extension),mixed,5652.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,gaming rmg,Series B (total),mixed,8007.0,1,all-follow-on (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,gaming studio,Series A,mixed,785.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,gaming/web3 distribution protocol,ICO,mixed,0.0,1,initial (DERIVED):1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,insurtech / B2B commercial insurance,Seed,mixed,157.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,media (Josh/Dailyhunt),Series I,mixed,35325.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,media (Josh/Dailyhunt),Series I (CPPIB tranche),mixed,2198.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,media (Josh/Dailyhunt),Series J,mixed,63192.5,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,media-tech SaaS,Series F-II,mixed,7850.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,proptech / flex workspace (managed offices),Series B,mixed,2355.05,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,robotics vision,Pre-Series A,mixed,353.25,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,social media,Series H,mixed,20017.5,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,social media,Series H (add-on),mixed,6123.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,spacetech,Series A,mixed,1962.5,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru,spacetech analytics,Pre-Series A,mixed,392.5,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru (HQ); Singapore domicile (reverse flip planned); ops India/Singapore/Middle East,Home interiors marketplace,Series F,mixed,14130.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru (HQ); Singapore domicile (reverse flip planned); ops India/Singapore/Middle East,Home interiors marketplace,Series F (second tranche),mixed,14130.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Bengaluru (India ops) / San Francisco (HQ),SaaS / API platform (GraphQL),Series C,mixed,7850.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,"Bengaluru, Karnataka",Mobility / road transport tech (bike taxi-led multimodal),Series D,mixed,14130.0,1,unknown:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Chennai,saas/billing,Series H,mixed,19625.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,"Chennai (dual HQ Wilmington, Delaware, USA)",SaaS (PSA / onboarding),Series A,mixed,1413.0,1,existing:1,estimated,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Chennai / Palo Alto,Conversational AI / Enterprise AI,Series E,mixed,0.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Delhi (batch said Bengaluru — corrected: Delhi HQ per all sources),ev commercial,Series C,mixed,4710.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Delhi NCR (seed) — CORRECTED: Mumbai/Delhi ops,consumer electronics,Private placement,mixed,39250.0,1,all-new-investors (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Gurugram,B2B supply-chain commerce / fintech,Oxyzo Series A,mixed,15700.0,1,mixed (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
2022,Gurugram,Renewable Energy / IPP,Equity/Debt,mixed,0.0,1,initial (DERIVED):1,disclosed,CAPITAL_FLOWS derived; tracked universe only; investor_type aggregated; new/existing from FUNDING; no ecosystem census claim.
