founder_id,person_id,startup_id,name,role_title,founder_type,active,previous_company_first,city,sector,founder_sequence,source_id,confidence,notes
FDR0185,P0319,S0065,Naga Bharath Daka,Co-founder & CTO,co-founder,True,,Hyderabad,spacetech launch,1,SRC01204,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0186,P0321,S0066,Anirudh Sharma,Co-founder & CEO,,,,Bengaluru,spacetech ssa,1,SRC01209,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0187,P0322,S0066,Rahul Rawat,Co-founder,,,,Bengaluru,spacetech ssa,1,SRC01210,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0188,P0323,S0066,Tanveer Ahmed,Co-founder,,,,Bengaluru,spacetech ssa,1,SRC01210,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0189,P0324,S0067,Trivikraman Thampy,Co-founder & Co-CEO,co-founder,True,,Mumbai,gaming (real-money skill gaming),1,SRC01236,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0190,P0325,S0067,Bhavin Pandya,Co-founder & Co-CEO,co-founder,True,,Mumbai,gaming (real-money skill gaming),1,SRC01236,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0191,P0326,S0067,Shubham Aryan,Co-founder,,True,,Mumbai,gaming (real-money skill gaming),1,SRC01241,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0192,P0336,S0068,Aaditya Sharda,Co-founder,co-founder,True,,Thane,B2B construction materials,1,SRC01267,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0193,P0337,S0068,Souvik Sengupta,Co-founder,co-founder,True,,Thane,B2B construction materials,1,SRC01267,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0194,P0340,S0069,Rehan Hameed,Co-Founder & CTO,co-founder,,,Hyderabad,edge-ai chips,1,SRC01277,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0195,P0341,S0069,Wajahat Qadeer,Co-Founder & Chief Architect,co-founder,,,Hyderabad,edge-ai chips,1,SRC01277,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0196,P0167,S0070,Sachin Bansal,"Founder, Executive Chairman",,True,,Bengaluru,fintech,1,SRC01286,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0197,P0342,S0070,Ankit Agarwal,"Co-founder, ex-CFO/ED",co-founder,,,Bengaluru,fintech,1,SRC01300,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0198,P0354,S0071,Thirukumaran Nagarajan,Co-founder (ex-CEO),co-founder,,,Bengaluru,agritech supply chain,1,SRC01317,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0199,P0355,S0071,Kartheeswaran K K,Co-founder & CEO,co-founder,,,Bengaluru,agritech supply chain,1,SRC01313,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0200,P0356,S0071,Ashutosh Vikram,Co-founder,co-founder,,,Bengaluru,agritech supply chain,1,SRC01314,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0201,P0357,S0071,Sharath Loganathan,Co-founder,co-founder,,,Bengaluru,agritech supply chain,1,SRC01313,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0202,P0358,S0071,Vasudevan Chinnathambi,Co-founder,co-founder,,,Bengaluru,agritech supply chain,1,SRC01313,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0203,P0359,S0071,Kartheeswaran KK,Co-founder & CEO,,True,,Bengaluru,agritech supply chain,1,SRC01313,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0204,P0360,S0071,Sachin Jose,Co-founder,,False,,Bengaluru,agritech supply chain,1,SRC01315,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0205,P0370,S0072,Lokvir Kapoor,"Executive Chairman, Co-founder",co-founder,True,,Noida,fintech,1,SRC01339,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0206,P0371,S0072,Rajul Garg,Co-founder,co-founder,False,,Noida,fintech,1,SRC01324,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0207,P0372,S0072,Tarun Upadhyay (Upaday),Co-founder,co-founder,False,,Noida,fintech,1,SRC01332,LOW,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0208,P0373,S0072,Tarun Upadhyay,Co-founder (left early),,False,,Noida,fintech,1,SRC01332,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0209,P0377,S0073,Aravind Mani,Co-founder & CEO,co-founder,,,Bengaluru,EV two-wheeler,1,SRC01372,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0210,P0378,S0073,Vipin George,Co-founder & CPO,co-founder,,,Bengaluru,EV two-wheeler,1,SRC01372,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0211,P0379,S0074,Srikrishnan Ganesan,Co-founder & CEO,co-founder,,,Chennai,SaaS (PSA / onboarding),1,SRC01376,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0212,P0380,S0074,Vignesh Girishankar,Co-founder,co-founder,,,Chennai,SaaS (PSA / onboarding),1,SRC01376,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0213,P0381,S0074,Deepak Bala,Co-founder & CTO,co-founder,,,Chennai,SaaS (PSA / onboarding),1,SRC01376,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0214,P0382,S0075,Mohit Kumar,Co-founder & CEO,co-founder,,,Bengaluru,healthtech / wearables,1,SRC01397,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0215,P0383,S0075,Vatsal Singhal,Co-founder & CTO,co-founder,,,Bengaluru,healthtech / wearables,1,SRC01397,,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0216,P0391,S0076,Sushant Goel,,co-founder,True,,Bengaluru,F&B / coffee chain (QSR),1,SRC01438,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0217,P0392,S0076,Ayush Bathwal,,co-founder,True,,Bengaluru,F&B / coffee chain (QSR),1,SRC01438,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0218,P0321,S0076,Anirudh Sharma,,co-founder,True,,Bengaluru,F&B / coffee chain (QSR),1,SRC01438,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0219,P0398,S0077,Swarup Bose,Founder & CEO,founder,True,,Navi Mumbai,logistics cold chain,1,SRC01459,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0220,P0399,S0077,Rajneesh Raman,Co-founder & COO,co-founder,True,,Navi Mumbai,logistics cold chain,1,SRC01458,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0221,P0400,S0077,Arbind Jain,Co-founder & CTO,co-founder,True,,Navi Mumbai,logistics cold chain,1,SRC01458,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0222,P0401,S0078,Tanuj Shori,Founder & CEO,founder,True,,Gurugram,proptech,1,SRC01469,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0223,P0402,S0078,Kanika Gupta Shori,Co-founder,co-founder,True,,Gurugram,proptech,1,SRC01469,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0224,P0408,S0079,Ajinkya Kulkarni,Co-founder & CEO,co-founder,True,,Bengaluru,fintech wealthtech,1,SRC01478,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0225,P0409,S0079,Abhik Patel,Co-founder,co-founder,True,,Bengaluru,fintech wealthtech,1,SRC01483,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0226,P0410,S0079,Shashank Chimaladari,Co-founder,co-founder,True,,Bengaluru,fintech wealthtech,1,SRC01483,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0227,P0411,S0079,Anshul Gupta,Co-founder,co-founder,True,,Bengaluru,fintech wealthtech,1,SRC01483,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0228,P0412,S0080,Naman Pushp,Founder & CEO,founder,True,,Bengaluru,Aerospace / drone logistics,1,SRC01486,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0229,P0413,S0081,Saurabh Chandra,Founder & CEO,founder,True,,Bengaluru,Robotics / industrial automation (AMR),1,SRC01491,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0230,P0414,S0081,Vinay V (Viswanathan Vinay per Tracxn),,founder,,,Bengaluru,Robotics / industrial automation (AMR),1,SRC00088,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0231,P0415,S0081,Saad Nasser (alt. spelling Saad Naseer per Crunchbase),,founder,,,Bengaluru,Robotics / industrial automation (AMR),1,SRC01494,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0232,P0416,S0082,Ilan Zerbib,Founder & CEO,founder,True,,San Francisco,AI infrastructure / agentic tooling,1,SRC01498,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0233,P0417,S0083,Aman Gupta,Co-founder (CMO),co-founder,True,,Delhi NCR,consumer electronics,1,SRC01506,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0234,P0418,S0083,Sameer Ashok Mehta,Co-founder,co-founder,True,,Delhi NCR,consumer electronics,1,SRC01506,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0235,P0419,S0084,Bipin Preet Singh,Co-founder & CEO,co-founder,True,,Gurugram,fintech,1,SRC01519,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0236,P0420,S0084,Upasana Taku,"Co-founder, ED & CFO",co-founder,True,,Gurugram,fintech,1,SRC01517,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0237,P0421,S0085,Asish Mohapatra,Co-founder & CEO,co-founder,True,,Gurugram,B2B supply-chain commerce / fintech,1,SRC01530,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0238,P0422,S0085,Bhuvan Kumar Gupta,Co-founder,co-founder,,,Gurugram,B2B supply-chain commerce / fintech,1,SRC01533,LOW,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0239,P0264,S0085,Nitin Jain,Co-founder,co-founder,,,Gurugram,B2B supply-chain commerce / fintech,1,SRC01533,LOW,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0240,P0423,S0085,Ruchi Kalra (Oxyzo co-founder; wife of Asish Mohapatra per VFS),"Co-founder, Oxyzo",co-founder,True,,Gurugram,B2B supply-chain commerce / fintech,1,SRC01531,LOW,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0241,P0424,S0085,Ruchi Kalra,"Co-founder, CFO & WTD",,True,,Gurugram,B2B supply-chain commerce / fintech,1,SRC01551,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0242,P0425,S0085,Bhuvan Gupta,Co-founder & CTO,,,,Gurugram,B2B supply-chain commerce / fintech,1,SRC01552,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0243,P0426,S0085,Vasant Sridhar,Co-founder & CSO,,True,,Gurugram,B2B supply-chain commerce / fintech,1,SRC01553,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0244,P0427,S0085,Chandranshu Sinha,Co-founder,,,,Gurugram,B2B supply-chain commerce / fintech,1,SRC01545,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0245,P0190,S0085,Srinath Ramakkrushnan,Co-founder,,,,Gurugram,B2B supply-chain commerce / fintech,1,SRC01552,LOW,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0246,P0430,S0086,Harsimarbir Singh,Co-founder & CEO,co-founder,True,,Gurugram,healthtech (elective surgery chain),1,SRC01569,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0247,P0431,S0086,Vaibhav Kapoor,Co-founder,co-founder,True,,Gurugram,healthtech (elective surgery chain),1,SRC01569,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0248,P0432,S0086,Garima Sawhney,Co-founder,co-founder,True,,Gurugram,healthtech (elective surgery chain),1,SRC01569,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0249,P0434,S0087,Aniket Shah,CEO & Co-founder,co-founder,True,,Bengaluru,Foodtech / 10-min food delivery,1,SRC01582,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0250,P0435,S0087,Ujjwal Sukheja,Co-founder,co-founder,True,,Bengaluru,Foodtech / 10-min food delivery,1,SRC01582,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0251,P0436,S0087,Saran S.,Co-founder,co-founder,True,,Bengaluru,Foodtech / 10-min food delivery,1,SRC01582,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0252,P0439,S0088,Vishal Sikka,Co-founder & CEO,co-founder,True,,Bengaluru,AI enterprise software services,1,SRC01603,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0253,P0440,S0088,Navin Budhiraja,"CTO, co-founder",co-founder,True,,Bengaluru,AI enterprise software services,1,SRC01603,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0254,P0441,S0088,Sanjay Rajagopalan,"Chief Design Officer, co-founder",co-founder,True,,Bengaluru,AI enterprise software services,1,SRC01603,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0255,P0442,S0089,Anoop Srikantaswamy,Co-founder & CEO,co-founder,True,,Bengaluru,EV tractors / agri-tech,1,SRC01608,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0256,P0443,S0089,Ravi Kulkarni,Co-founder & COO,co-founder,True,,Bengaluru,EV tractors / agri-tech,1,SRC01610,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0257,P0444,S0090,Deepanshu Arora,Co-founder & CEO,co-founder,True,,Bengaluru,edtech SaaS,1,SRC01613,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0258,P0445,S0090,Parita Parekh,Co-founder,co-founder,True,,Bengaluru,edtech SaaS,1,SRC01613,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0259,P0446,S0090,Misbah Jafary,Co-founder,co-founder,True,,Bengaluru,edtech SaaS,1,SRC01613,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0260,P0447,S0090,Gautam Arora,Co-founder,co-founder,True,,Bengaluru,edtech SaaS,1,SRC01624,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0261,P0448,S0090,Nikhil Poonawala,Co-founder,co-founder,True,,Bengaluru,edtech SaaS,1,SRC01624,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0262,P0452,S0091,Aayush Rai,Co-founder & CEO,co-founder,True,,Bengaluru,healthtech diagnostics,1,SRC01635,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0263,P0453,S0091,Varun AV,Co-founder,co-founder,True,,Bengaluru,healthtech diagnostics,1,SRC01632,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0264,P0454,S0092,Vinay Dube,Founder & CEO,founder,True,,Mumbai,aviation,1,SRC01638,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0265,P0455,S0092,Rakesh Jhunjhunwala (family),Co-founder / anchor investor,co-founder,False,,Mumbai,aviation,1,SRC01648,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0266,P0456,S0092,Aditya Ghosh,Co-founder (board),co-founder,True,,Mumbai,aviation,1,SRC01648,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0267,P0457,S0092,Rakesh Jhunjhunwala,Co-founder / anchor investor,,False,,Mumbai,aviation,1,SRC01650,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0268,P0458,S0092,Bhavin Joshi,Co-founder (SVP Strategy),,True,,Mumbai,aviation,1,SRC01644,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0269,P0459,S0092,Anand Srinivasan,Co-founder (CIO→CCO),,True,,Mumbai,aviation,1,SRC01651,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0270,P0460,S0092,Praveen Iyer,Co-founder (ex-CCO),,False,,Mumbai,aviation,1,SRC01651,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0271,P0461,S0092,Neelu Khatri,Co-founder (ex-SVP International),,False,,Mumbai,aviation,1,SRC01652,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0272,P0462,S0092,Sanjay Dube,Co-founder,,True,,Mumbai,aviation,1,SRC01645,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0273,P0463,S0092,Niraj Dube,Co-founder,,True,,Mumbai,aviation,1,SRC01645,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0274,P0411,S0093,Anshul Gupta,Co-Founder,co-founder,True,,Mumbai,foodtech cloud kitchen,1,SRC01680,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0275,P0468,S0093,Amit Raj,Co-Founder,co-founder,True,,Mumbai,foodtech cloud kitchen,1,SRC01680,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0276,P0470,S0094,Ashwin Damera,Co-Founder & CEO,co-founder,True,,Mumbai,edtech exec education,1,SRC01687,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0277,P0471,S0094,Chaitanya Kalipatnapu,Co-Founder & Executive Director,co-founder,True,,Mumbai,edtech exec education,1,SRC01689,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0278,P0474,S0095,Rohit Chawla,Founder & CEO,founder,True,,Gurugram,d2c beauty,1,SRC01726,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0279,P0475,S0095,Sifat Khurana,Co-Founder & CMO/CBO,co-founder,True,,Gurugram,d2c beauty,1,SRC01726,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0280,P0476,S0095,Vimal Bhola,Co-Founder & Chief Scientist,co-founder,True,,Gurugram,d2c beauty,1,SRC01726,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0281,P0482,S0096,Vaibhav Singh,Co-Founder,co-founder,True,,Bengaluru,edtech study-abroad,1,SRC01754,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0282,P0483,S0096,Arnav Kumar,Co-Founder,co-founder,True,,Bengaluru,edtech study-abroad,1,SRC01754,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0283,P0484,S0096,Rajan Chaudhary,Co-Founder (elevated 2025),co-founder,True,,Bengaluru,edtech study-abroad,1,SRC01744,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0284,P0485,S0096,Anshul Agarwal,CFO (Tracxn-listed as founder),,True,,Bengaluru,edtech study-abroad,1,SRC01747,LOW,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0285,P0491,S0097,Nitish Mittersain,"Founder; MD (stepped down as CEO Aug 2026, stays on strategy)",founder,True,,Mumbai,gaming diversified,1,SRC01757,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0286,P0264,S0098,Nitin Jain,"Chairman & Managing Director, Neo Group; ex-CEO Edelweiss Wealth",founder,True,,Mumbai,wealthtech / financial services,1,SRC01767,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0287,P0493,S0098,Hemant Daga,"Co-founder & CEO, Neo Asset Management",co-founder,True,,Mumbai,wealthtech / financial services,1,SRC01766,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0288,P0494,S0098,Varun Bajpai,"Co-founder, Neo Group",co-founder,True,,Mumbai,wealthtech / financial services,1,SRC01766,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0289,P0495,S0098,Shajikumar Devakar,"Co-founder & CEO, Neo Wealth Management",co-founder,True,,Mumbai,wealthtech / financial services,1,SRC01766,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0290,P0496,S0098,Puneet Jain,"Co-founder & CIO, Neo Asset Management",co-founder,True,,Mumbai,wealthtech / financial services,1,SRC01766,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0291,P0501,S0099,Ranjith Mukundan,Co-founder & CEO,co-founder,True,,Bengaluru,agritech (dairy tech),1,SRC01779,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0292,P0502,S0099,Ravishankar Shiroor,Co-founder & COO,co-founder,True,,Bengaluru,agritech (dairy tech),1,SRC01779,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0293,P0503,S0099,Praveen Nale,Co-founder & CTO,co-founder,True,,Bengaluru,agritech (dairy tech),1,SRC01779,HIGH,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0294,P0504,S0099,Ramakrishna Adukuri,Co-founder (software),co-founder,True,,Bengaluru,agritech (dairy tech),1,SRC01779,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
FDR0295,P0505,S0099,Venkatesh Seshasayee,Co-founder (domain solutions),co-founder,True,,Bengaluru,agritech (dairy tech),1,SRC01779,MEDIUM,NETWORK LAYER: previous_company only when FOUNDERS.prev_companies non-empty; same person across companies (global person) preserved; no auto-merge.
